,a,strike,by,what,entity,resulted,in,a,halt,to,production,for,network,programs,in,the,2007-2008,season,?
the,0.5829201340675354,0.2324564903974533,0.4408751428127289,0.42745697498321533,0.2403784692287445,0.2975946068763733,0.6662389636039734,0.5829201340675354,0.2116575539112091,0.535392165184021,0.2657334506511688,0.4739971458911896,0.27187061309814453,0.21757709980010986,0.6662389636039734,1.0,0.15931062400341034,0.2507155239582062,0.22068053483963013
former,0.2562483549118042,0.1370907425880432,0.18490687012672424,0.13598288595676422,0.15354487299919128,0.17676164209842682,0.2668642997741699,0.2562483549118042,0.13143125176429749,0.12857267260551453,0.08449173718690872,0.23718710243701935,0.19671057164669037,0.09478116035461426,0.2668642997741699,0.2251449078321457,-0.06524134427309036,0.12141487747430801,0.10570605844259262
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
a,1.0,0.2384190857410431,0.32094135880470276,0.3320399522781372,0.2841722071170807,0.2727489173412323,0.539380669593811,1.0,0.1986222118139267,0.45503583550453186,0.19671310484409332,0.44038116931915283,0.17299489676952362,0.25316864252090454,0.539380669593811,0.5829201340675354,0.08989492803812027,0.1855505406856537,0.23916715383529663
spin,0.2491714507341385,0.14652009308338165,0.17756474018096924,0.1801164597272873,0.2026146799325943,0.13244369626045227,0.16934846341609955,0.2491714507341385,0.11342378705739975,0.18981364369392395,0.19717319309711456,0.1760607808828354,0.1724887639284134,0.24287419021129608,0.16934846341609955,0.22827482223510742,0.06998766213655472,0.25909367203712463,0.10766658186912537
off,0.2788178026676178,0.23844270408153534,0.28998351097106934,0.2350364625453949,0.18853327631950378,0.19664473831653595,0.25627145171165466,0.2788178026676178,0.2401626855134964,0.3533020317554474,0.22471153736114502,0.20644043385982513,0.14010335505008698,0.16842861473560333,0.25627145171165466,0.2773582935333252,0.13939648866653442,0.21729376912117004,0.12937544286251068
of,0.5052502155303955,0.17629693448543549,0.3646814823150635,0.33290785551071167,0.21258564293384552,0.3479447662830353,0.5696388483047485,0.5052502155303955,0.1687774956226349,0.41548454761505127,0.1928233802318573,0.4185989499092102,0.21800683438777924,0.18037469685077667,0.5696388483047485,0.733189046382904,0.11669120192527771,0.1598338931798935,0.1826142966747284
the,0.5829201340675354,0.2324564903974533,0.4408751428127289,0.42745697498321533,0.2403784692287445,0.2975946068763733,0.6662389636039734,0.5829201340675354,0.2116575539112091,0.535392165184021,0.2657334506511688,0.4739971458911896,0.27187061309814453,0.21757709980010986,0.6662389636039734,1.0,0.15931062400341034,0.2507155239582062,0.22068053483963013
practice,0.27658340334892273,0.14295881986618042,0.199177086353302,0.2749895751476288,0.21441411972045898,0.2576097846031189,0.24572531878948212,0.27658340334892273,0.12579582631587982,0.289366751909256,0.1868899166584015,0.3276185989379883,0.11737914383411407,0.22635650634765625,0.24572531878948212,0.27333036065101624,0.0346028171479702,0.19369906187057495,0.21386858820915222
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
being,0.3727131485939026,0.30783823132514954,0.4690866470336914,0.3760843276977539,0.2606496214866638,0.2555283010005951,0.33162933588027954,0.3727131485939026,0.1770481914281845,0.4514104127883911,0.2117442488670349,0.41687241196632385,0.1802247017621994,0.20661255717277527,0.33162933588027954,0.419739305973053,0.09434931725263596,0.21584919095039368,0.26743772625923157
a,1.0,0.2384190857410431,0.32094135880470276,0.3320399522781372,0.2841722071170807,0.2727489173412323,0.539380669593811,1.0,0.1986222118139267,0.45503583550453186,0.19671310484409332,0.44038116931915283,0.17299489676952362,0.25316864252090454,0.539380669593811,0.5829201340675354,0.08989492803812027,0.1855505406856537,0.23916715383529663
once-highlighted,0.21524009108543396,0.1460202932357788,0.206437349319458,0.312794953584671,0.23816578090190887,0.1737414449453354,0.25541332364082336,0.21524009108543396,0.16959968209266663,0.2543330788612366,0.14979524910449982,0.2654750347137451,0.1713784635066986,0.22958923876285553,0.25541332364082336,0.2567030191421509,0.06308335065841675,0.18042628467082977,0.1804046332836151
breakout,0.29821234941482544,0.23798932135105133,0.21723337471485138,0.22166314721107483,0.15927612781524658,0.2658843696117401,0.3047378361225128,0.29821234941482544,0.26330357789993286,0.21750740706920624,0.31250959634780884,0.24641481041908264,0.19282010197639465,0.1945037543773651,0.3047378361225128,0.3563530445098877,0.032726336270570755,0.33042725920677185,0.14121612906455994
series,0.23966510593891144,0.15624625980854034,0.267352432012558,0.17328087985515594,0.14701266586780548,0.2590771019458771,0.2914260923862457,0.23966510593891144,0.12305942922830582,0.19879554212093353,0.19960786402225494,0.2715710699558258,0.38316288590431213,0.32225242257118225,0.2914260923862457,0.31376904249191284,0.07578543573617935,0.37080681324005127,0.1709602326154709
when,0.44397395849227905,0.24256987869739532,0.4376842677593231,0.4700249433517456,0.1615719199180603,0.23960529267787933,0.4431333839893341,0.44397395849227905,0.20441444218158722,0.5423505902290344,0.16593417525291443,0.43402108550071716,0.19011130928993225,0.19495362043380737,0.4431333839893341,0.5091903209686279,0.13516296446323395,0.1977832019329071,0.22841128706932068
it,0.5452592968940735,0.24044567346572876,0.40926623344421387,0.45803478360176086,0.2522418200969696,0.11826416850090027,0.5130809545516968,0.5452592968940735,0.12571360170841217,0.513711154460907,0.27170199155807495,0.32171204686164856,0.27817267179489136,0.23197083175182343,0.5130809545516968,0.6251175999641418,0.05653500556945801,0.21162153780460358,0.25732165575027466
debuted,0.22790193557739258,0.14853054285049438,0.20822018384933472,0.08543460816144943,0.1025008112192154,0.2391500324010849,0.25110283493995667,0.22790193557739258,0.09501077234745026,0.17721480131149292,0.17349255084991455,0.19117262959480286,0.28641700744628906,0.22259603440761566,0.25110283493995667,0.28418588638305664,0.0731070414185524,0.28713712096214294,0.12089905142784119
in,0.539380669593811,0.2068100869655609,0.370934396982193,0.30808621644973755,0.22507517039775848,0.3197503983974457,1.0,0.539380669593811,0.13919182121753693,0.45010748505592346,0.22079120576381683,0.4322226941585541,0.19496823847293854,0.2276356965303421,1.0,0.6662389636039734,0.015132949687540531,0.2184021919965744,0.20430970191955566
2005,-0.044396962970495224,-0.0583873949944973,0.07835020869970322,0.0704459398984909,-0.021452641114592552,0.038696423172950745,0.009931974112987518,-0.044396962970495224,0.025443827733397484,0.018235651776194572,0.008114912547171116,0.04140647128224373,-0.008886541239917278,-0.043159957975149155,0.009931974112987518,0.037273142486810684,-0.08931167423725128,0.055733565241098404,0.10709824413061142
.,0.50484299659729,0.21452727913856506,0.3936232924461365,0.3567904531955719,0.24862751364707947,0.23092694580554962,0.5591574311256409,0.50484299659729,0.18425394594669342,0.4645031690597534,0.22297915816307068,0.4726039469242096,0.23909442126750946,0.21148164570331573,0.5591574311256409,0.5934505462646484,-0.0008883281843736768,0.24674734473228455,0.4130953550338745
