,disney-abc,television,group,implemented,restrictions,for,hulu,and,watch,abc,that,made,episodes,available,only,after,how,many,days,after,initial,broadcast,?
providers,0.2697261869907379,0.252228319644928,0.2184898555278778,0.34328705072402954,0.4263065755367279,0.3587384819984436,0.38361668586730957,0.303297221660614,0.2621792256832123,0.21184875071048737,0.32398760318756104,0.21812491118907928,0.23493124544620514,0.4484187960624695,0.34590381383895874,0.1335655301809311,0.25103098154067993,0.29600444436073303,0.19777366518974304,0.1335655301809311,0.24658602476119995,0.3102755844593048,0.21294598281383514
(,0.1676187962293625,0.27449095249176025,0.21665191650390625,0.1362510472536087,0.17578034102916718,0.3357032239437103,0.19816717505455017,0.4862271547317505,0.14697280526161194,0.183883935213089,0.2264307141304016,0.20796485245227814,0.17736345529556274,0.14093250036239624,0.30817532539367676,0.2132600098848343,0.1676948219537735,0.1455259770154953,0.24643400311470032,0.2132600098848343,0.18073397874832153,0.26369622349739075,0.40561532974243164
such,0.22819076478481293,0.22890077531337738,0.23581965267658234,0.3053942918777466,0.34807464480400085,0.36098620295524597,0.17489057779312134,0.44540345668792725,0.2662999927997589,0.12735801935195923,0.4479874074459076,0.45956191420555115,0.1860409528017044,0.3028108477592468,0.33598792552948,0.16916970908641815,0.307365357875824,0.5649948120117188,0.11058643460273743,0.16916970908641815,0.22427520155906677,0.16526763141155243,0.17851735651493073
as,0.2814546227455139,0.25070273876190186,0.2519444227218628,0.30200669169425964,0.27719029784202576,0.44774648547172546,0.22207121551036835,0.49487000703811646,0.2385801076889038,0.2286096066236496,0.4735107421875,0.40740177035331726,0.2649470269680023,0.23867487907409668,0.41781148314476013,0.3014480769634247,0.33782753348350525,0.4070141911506653,0.1631270796060562,0.3014480769634247,0.22729086875915527,0.19535446166992188,0.27043893933296204
comcast,0.43824729323387146,0.42830684781074524,0.22225043177604675,0.20500953495502472,0.21898138523101807,0.2510857880115509,0.48312297463417053,0.2155558317899704,0.2709798514842987,0.436266154050827,0.24366384744644165,0.20538225769996643,0.35041868686676025,0.31386885046958923,0.1779032200574875,0.1491962969303131,0.2039535641670227,0.1893645077943802,0.15033259987831116,0.1491962969303131,0.21151204407215118,0.5511732697486877,0.21321308612823486
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.25661253929138184,0.2838693857192993,0.4464869201183319,0.19695565104484558,0.6633074283599854,0.19597528874874115,0.2097204476594925,0.4137537479400635,0.32507219910621643,0.2131132036447525,0.2614012062549591,0.4220978021621704,0.38860568404197693,0.22659391164779663,0.40610817074775696,0.34504905343055725,0.38860568404197693,0.1954146921634674,0.24917922914028168,0.31091248989105225
verizon,0.3458181619644165,0.31450390815734863,0.1754770576953888,0.23777535557746887,0.2618933320045471,0.2724129855632782,0.3622913658618927,0.20154522359371185,0.19742938876152039,0.3124961853027344,0.2778359651565552,0.14471593499183655,0.24049967527389526,0.37333136796951294,0.21507270634174347,0.23656533658504486,0.12893101572990417,0.20553745329380035,0.1878162920475006,0.23656533658504486,0.275513619184494,0.3450069725513458,0.17554552853107452
fios,0.2622404992580414,0.2604147493839264,0.12344413995742798,0.19268471002578735,0.13688482344150543,0.1369122564792633,0.25338438153266907,0.15231728553771973,0.26525405049324036,0.27884209156036377,0.18808549642562866,0.15299923717975616,0.21779979765415192,0.236827090382576,0.17353962361812592,0.16687172651290894,0.12341348826885223,0.14945732057094574,0.14706365764141083,0.16687172651290894,0.16729149222373962,0.20615188777446747,0.18022914230823517
and,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.2268121838569641,0.2769484221935272,0.5064792633056641,0.17982950806617737,1.0,0.28016096353530884,0.16453155875205994,0.4731321930885315,0.34954607486724854,0.246442511677742,0.24201975762844086,0.4542345404624939,0.3765919506549835,0.33647966384887695,0.5296266674995422,0.2561761140823364,0.3765919506549835,0.2253544181585312,0.22526025772094727,0.20544172823429108
time,0.2537364363670349,0.22630026936531067,0.14787660539150238,0.26757562160491943,0.3438481092453003,0.3992156386375427,0.22990143299102783,0.3025408685207367,0.1923692375421524,0.17553414404392242,0.388528436422348,0.25157099962234497,0.26878178119659424,0.26828086376190186,0.3912617266178131,0.40345117449760437,0.35346719622612,0.3523001968860626,0.4134809374809265,0.40345117449760437,0.2892768085002899,0.2580294609069824,0.27391523122787476
warner,0.440615177154541,0.29048964381217957,0.17121456563472748,0.18560759723186493,0.1475347876548767,0.19422325491905212,0.301302969455719,0.2326769232749939,0.20844115316867828,0.33640289306640625,0.1896577626466751,0.17861945927143097,0.2518254816532135,0.1697084605693817,0.19385430216789246,0.18535901606082916,0.15283304452896118,0.18756885826587677,0.16151311993598938,0.18535901606082916,0.21688582003116608,0.2996681332588196,0.21637006103992462
cable,0.3548349440097809,0.4649411141872406,0.11497881263494492,0.1915818303823471,0.24186883866786957,0.20683787763118744,0.3478277623653412,0.26685893535614014,0.29831787943840027,0.3252342939376831,0.22784870862960815,0.20674234628677368,0.32999300956726074,0.2998042106628418,0.23931795358657837,0.1113135814666748,0.14998435974121094,0.20101749897003174,0.1547154188156128,0.1113135814666748,0.16039174795150757,0.491593599319458,0.13993921875953674
),0.17409473657608032,0.27724143862724304,0.23240500688552856,0.1535574346780777,0.17041562497615814,0.3639558255672455,0.19404123723506927,0.4961937665939331,0.17728851735591888,0.18381085991859436,0.23478686809539795,0.22539687156677246,0.1691657453775406,0.17109692096710205,0.31837013363838196,0.24162524938583374,0.17939934134483337,0.16602720320224762,0.25837159156799316,0.24162524938583374,0.17818975448608398,0.2233462631702423,0.42300865054130554
using,0.22157417237758636,0.20007194578647614,0.15528742969036102,0.3336732089519501,0.29990145564079285,0.3806014060974121,0.21938107907772064,0.33157408237457275,0.20409990847110748,0.1571076661348343,0.4372335970401764,0.24982419610023499,0.18492203950881958,0.3165484666824341,0.37800416350364685,0.19508789479732513,0.39886897802352905,0.3305889368057251,0.12147931754589081,0.19508789479732513,0.2691689431667328,0.18822801113128662,0.2804589569568634
an,0.17253631353378296,0.22427234053611755,0.1671597808599472,0.23485280573368073,0.2184322625398636,0.3236706852912903,0.20440837740898132,0.2838519215583801,0.11539831757545471,0.16561369597911835,0.365763783454895,0.2376096546649933,0.13370193541049957,0.20774535834789276,0.28787028789520264,0.20180045068264008,0.2520636022090912,0.2465583086013794,0.2149185836315155,0.20180045068264008,0.20537151396274567,0.19117678701877594,0.19793890416622162
isp,0.267784982919693,0.28388768434524536,0.19105271995067596,0.3023996949195862,0.32037046551704407,0.24761387705802917,0.38362088799476624,0.18901225924491882,0.2630174458026886,0.25116878747940063,0.2571784257888794,0.11236544698476791,0.23762217164039612,0.293718546628952,0.3118787407875061,0.1277199536561966,0.24686115980148315,0.16858956217765808,0.13939213752746582,0.1277199536561966,0.216376394033432,0.30645957589149475,0.361783891916275
account,0.2079394906759262,0.14359940588474274,0.18058285117149353,0.2608180046081543,0.38507184386253357,0.25532788038253784,0.2417292296886444,0.20756186544895172,0.12416816502809525,0.18934568762779236,0.35935401916503906,0.17512156069278717,0.21919995546340942,0.2656902074813843,0.32733890414237976,0.2387678176164627,0.24351319670677185,0.19808317720890045,0.2771763801574707,0.2387678176164627,0.2755083739757538,0.17844513058662415,0.34417325258255005
via,0.23251663148403168,0.12059302628040314,0.13470643758773804,0.1908683329820633,0.2694860100746155,0.1971353143453598,0.18502531945705414,0.20018906891345978,0.19676101207733154,0.1487276554107666,0.24751818180084229,0.10171922296285629,0.11727564036846161,0.3058260977268219,0.29833564162254333,0.18010306358337402,0.13460594415664673,0.1894320696592331,0.12728197872638702,0.18010306358337402,0.14784766733646393,0.18366225063800812,0.19443516433238983
an,0.17253631353378296,0.22427234053611755,0.1671597808599472,0.23485280573368073,0.2184322625398636,0.3236706852912903,0.20440837740898132,0.2838519215583801,0.11539831757545471,0.16561369597911835,0.365763783454895,0.2376096546649933,0.13370193541049957,0.20774535834789276,0.28787028789520264,0.20180045068264008,0.2520636022090912,0.2465583086013794,0.2149185836315155,0.20180045068264008,0.20537151396274567,0.19117678701877594,0.19793890416622162
authenticated,0.2615297734737396,0.20180588960647583,0.1615987867116928,0.509033203125,0.339324027299881,0.2547088861465454,0.2972673773765564,0.231654554605484,0.16100673377513885,0.2063455581665039,0.36466243863105774,0.1682114452123642,0.2196051925420761,0.3820370137691498,0.3158440887928009,0.08335418999195099,0.2580832540988922,0.2366054505109787,0.10763783007860184,0.08335418999195099,0.2442885935306549,0.2873991131782532,0.25427237153053284
user,0.2295895367860794,0.18251226842403412,0.17959536612033844,0.3197861611843109,0.3473469316959381,0.29651084542274475,0.2940159738063812,0.17917828261852264,0.22224827110767365,0.19671913981437683,0.33228108286857605,0.20997756719589233,0.2240929901599884,0.3002969026565552,0.29376524686813354,0.1411494016647339,0.3550977110862732,0.20369619131088257,0.14285129308700562,0.1411494016647339,0.2842472791671753,0.19891402125358582,0.43088626861572266
login,0.24151070415973663,0.20950579643249512,0.08334681391716003,0.40126359462738037,0.290932834148407,0.2124188095331192,0.3012869358062744,0.14508667588233948,0.23212255537509918,0.23845835030078888,0.32364460825920105,0.11910209059715271,0.18205563724040985,0.29536566138267517,0.25594383478164673,0.15429258346557617,0.30634817481040955,0.20461559295654297,0.17401009798049927,0.15429258346557617,0.23928838968276978,0.24618877470493317,0.4084630310535431
.,0.2878374457359314,0.2806251645088196,0.27268800139427185,0.27088987827301025,0.2609763741493225,0.4726039469242096,0.25959324836730957,0.588965117931366,0.24653306603431702,0.2567209303379059,0.4460422694683075,0.4032190144062042,0.22130145132541656,0.3383464217185974,0.49507418274879456,0.35870397090911865,0.3287222981452942,0.3974229395389557,0.2610209584236145,0.35870397090911865,0.24195235967636108,0.2280997633934021,0.4130953550338745
