,how,long,would,the,astronauts,be,project,to,be,able,to,stay,on,the,moon,for,in,the,latter,missions,?
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.4933079481124878,0.23683924973011017,0.39254459738731384,0.24875426292419434,0.44245919585227966,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.2502226233482361,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4464869201183319,0.5201468467712402,0.4933079481124878,0.2972133159637451,0.2626538574695587,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.5171257257461548,0.20313000679016113,0.41766801476478577,0.23249590396881104,0.48971283435821533,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.279899924993515,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.5064792633056641,0.4954058527946472,0.5171257257461548,0.30753543972969055,0.2856438457965851,0.20544172823429108
allowing,0.3304036259651184,0.17386579513549805,0.513235330581665,0.3440283536911011,0.18802985548973083,0.3555369973182678,0.18289774656295776,0.47026363015174866,0.3555369973182678,0.5181475281715393,0.47026363015174866,0.3126113712787628,0.2716836929321289,0.3440283536911011,0.12151781469583511,0.32889822125434875,0.22594089806079865,0.3440283536911011,0.2371489405632019,0.20591916143894196,0.1434045135974884
them,0.5142028331756592,0.28552672266960144,0.5105606913566589,0.4788833558559418,0.3025733232498169,0.4282684326171875,0.21413639187812805,0.5916602611541748,0.4282684326171875,0.5297995209693909,0.5916602611541748,0.415265828371048,0.30083513259887695,0.4788833558559418,0.17136725783348083,0.41447147727012634,0.29119014739990234,0.4788833558559418,0.278219997882843,0.31734001636505127,0.35435691475868225
to,0.44169697165489197,0.30218687653541565,0.5965728163719177,0.535392165184021,0.22723354399204254,0.4972836375236511,0.28750085830688477,1.0,0.4972836375236511,0.529755175113678,1.0,0.39492106437683105,0.41031414270401,0.535392165184021,0.17707908153533936,0.4451248347759247,0.45010748505592346,0.535392165184021,0.283441424369812,0.29123765230178833,0.29463258385658264
stay,0.2770896852016449,0.22587983310222626,0.38615211844444275,0.2869375944137573,0.2174033671617508,0.4161105453968048,0.19835565984249115,0.39492106437683105,0.4161105453968048,0.33661019802093506,0.39492106437683105,1.0,0.23727947473526,0.2869375944137573,0.15826813876628876,0.28911006450653076,0.23382514715194702,0.2869375944137573,0.13996709883213043,0.17320698499679565,0.22141321003437042
on,0.32655060291290283,0.3373977243900299,0.35589995980262756,0.5107308030128479,0.2219601273536682,0.37900757789611816,0.25128498673439026,0.41031414270401,0.37900757789611816,0.27045732736587524,0.41031414270401,0.23727947473526,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.36199691891670227,0.46853652596473694,0.5107308030128479,0.20572464168071747,0.2538504898548126,0.2714994251728058
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
moon,0.209036186337471,0.14177225530147552,0.22023175656795502,0.23613092303276062,0.46789222955703735,0.20152267813682556,0.21693669259548187,0.17707908153533936,0.20152267813682556,0.20414623618125916,0.17707908153533936,0.15826813876628876,0.20249907672405243,0.23613092303276062,1.0,0.2043032944202423,0.1284755915403366,0.23613092303276062,0.1504281610250473,0.30764681100845337,0.1442703753709793
for,0.3308170735836029,0.2547193765640259,0.39877474308013916,0.4739971458911896,0.2060912698507309,0.3801851272583008,0.2228124439716339,0.4451248347759247,0.3801851272583008,0.2947812080383301,0.4451248347759247,0.28911006450653076,0.36199691891670227,0.4739971458911896,0.2043032944202423,0.9999999403953552,0.4322226941585541,0.4739971458911896,0.22359251976013184,0.24688635766506195,0.264628142118454
over,0.31446483731269836,0.35327938199043274,0.3247411251068115,0.39856547117233276,0.1443292647600174,0.27136483788490295,0.2180674970149994,0.38635820150375366,0.27136483788490295,0.25148165225982666,0.38635820150375366,0.24308457970619202,0.39810362458229065,0.39856547117233276,0.10991164296865463,0.3419422209262848,0.3605569899082184,0.39856547117233276,0.24804142117500305,0.258951336145401,0.25742942094802856
three,0.23807744681835175,0.2499692738056183,0.2433076798915863,0.43452659249305725,0.13326363265514374,0.25663426518440247,0.12092211097478867,0.3043823838233948,0.25663426518440247,0.23081281781196594,0.3043823838233948,0.23592321574687958,0.2742598354816437,0.43452659249305725,0.15777833759784698,0.3032672107219696,0.34828072786331177,0.43452659249305725,0.23232325911521912,0.20720647275447845,0.20928427577018738
days,0.23509229719638824,0.2864958941936493,0.25605031847953796,0.2574930489063263,0.2681276798248291,0.28003883361816406,0.18473711609840393,0.2942236363887787,0.28003883361816406,0.27949804067611694,0.2942236363887787,0.2606026232242584,0.3459240794181824,0.2574930489063263,0.2024919092655182,0.2734130620956421,0.24827800691127777,0.2574930489063263,0.2680719196796417,0.20467394590377808,0.2198754847049713
.,0.3287222981452942,0.3247973620891571,0.35067233443260193,0.5934505462646484,0.23320762813091278,0.4383580684661865,0.23938670754432678,0.4645031690597534,0.4383580684661865,0.34544092416763306,0.4645031690597534,0.3077605068683624,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.4726039469242096,0.5591574311256409,0.5934505462646484,0.23063406348228455,0.2895781993865967,0.4130953550338745
