,who,may,seek,changes,or,exemptions,in,the,law,that,governs,the,land,where,the,building,will,be,built,?
the,0.3733934462070465,0.2694292366504669,0.24523614346981049,0.3427845537662506,0.4174870550632477,0.19299955666065216,0.6662389636039734,1.0,0.24548950791358948,0.5473989248275757,0.3000285029411316,1.0,0.28587454557418823,0.5003893971443176,1.0,0.3159640431404114,0.3635469079017639,0.4248143136501312,0.2950156033039093,0.22068053483963013
custom,0.1411016434431076,0.220556378364563,0.169681116938591,0.19232365489006042,0.30233266949653625,0.2854723334312439,0.24152323603630066,0.20443080365657806,0.2184705287218094,0.2535395920276642,0.1445358842611313,0.20443080365657806,0.12994687259197235,0.17754767835140228,0.20443080365657806,0.2030213475227356,0.25204959511756897,0.26949623227119446,0.23292000591754913,0.26820895075798035
is,0.24293622374534607,0.322792649269104,0.14621992409229279,0.23356598615646362,0.41870999336242676,0.20114432275295258,0.5394441485404968,0.5823672413825989,0.18597714602947235,0.3995479643344879,0.230056032538414,0.5823672413825989,0.22457899153232574,0.3586711287498474,0.5823672413825989,0.20087163150310516,0.3723262846469879,0.4819129705429077,0.17778918147087097,0.22961433231830597
no,0.19753101468086243,0.2650199234485626,0.21398447453975677,0.3693430721759796,0.36535751819610596,0.23335546255111694,0.24372287094593048,0.3461136817932129,0.20453213155269623,0.41830796003341675,0.17841693758964539,0.3461136817932129,0.14676153659820557,0.26967066526412964,0.3461136817932129,0.1709500104188919,0.2797577977180481,0.4173688292503357,0.17896640300750732,0.32165053486824036
longer,0.28090566396713257,0.2648572325706482,0.19502219557762146,0.34429556131362915,0.3673054277896881,0.2612918019294739,0.2513541877269745,0.361417293548584,0.14804531633853912,0.46486276388168335,0.162456214427948,0.361417293548584,0.17887501418590546,0.2740904986858368,0.361417293548584,0.24294501543045044,0.3567204475402832,0.40303537249565125,0.2247433215379715,0.24416615068912506
needed,0.22536601126194,0.2525690495967865,0.2896158695220947,0.3496781885623932,0.38756439089775085,0.2914721369743347,0.21117523312568665,0.3064746856689453,0.14130151271820068,0.45214173197746277,0.25711947679519653,0.3064746856689453,0.1848260909318924,0.333842933177948,0.3064746856689453,0.2609330713748932,0.4667816460132599,0.44150373339653015,0.2556595504283905,0.2863257825374603
(,0.2443375140428543,0.35500821471214294,0.10537290573120117,0.20370477437973022,0.3582012951374054,0.18206416070461273,0.3087427020072937,0.33289089798927307,0.14312884211540222,0.2264307141304016,0.2088993638753891,0.33289089798927307,0.15432493388652802,0.1970011591911316,0.33289089798927307,0.17772680521011353,0.26469120383262634,0.2349044382572174,0.16360275447368622,0.40561532974243164
acceptance,0.17184841632843018,0.19041739404201508,0.31204065680503845,0.19392380118370056,0.2504701316356659,0.26336923241615295,0.1595202535390854,0.19179219007492065,0.23579899966716766,0.2597116529941559,0.27537214756011963,0.19179219007492065,0.09011596441268921,0.0793546512722969,0.19179219007492065,0.142116978764534,0.23725324869155884,0.21809306740760803,0.0779443234205246,0.29332998394966125
of,0.2827862501144409,0.26447007060050964,0.2027195245027542,0.25827232003211975,0.3792596757411957,0.2098851203918457,0.5696388483047485,0.733189046382904,0.2816956341266632,0.41498205065727234,0.337303102016449,0.733189046382904,0.3057127296924591,0.38066378235816956,0.733189046382904,0.26200541853904724,0.2473582625389099,0.33904364705085754,0.23442776501178741,0.1826142966747284
live-work,0.34633928537368774,0.21110841631889343,0.2568551003932953,0.21846890449523926,0.2482224851846695,0.18651117384433746,0.33800193667411804,0.32024675607681274,0.16183586418628693,0.3400387465953827,0.18022200465202332,0.32024675607681274,0.25750595331192017,0.2833266258239746,0.32024675607681274,0.29089581966400146,0.3026004731655121,0.2813081443309784,0.26602402329444885,0.27165427803993225
spaces,0.12335259467363358,0.23918060958385468,0.11644338071346283,0.25002521276474,0.3803934156894684,0.3042662441730499,0.20744730532169342,0.21970577538013458,0.13659586012363434,0.23600563406944275,0.1803414523601532,0.21970577538013458,0.1162044107913971,0.27843934297561646,0.21970577538013458,0.23106150329113007,0.33544763922691345,0.27526241540908813,0.20647422969341278,0.18342448770999908
has,0.2558172643184662,0.2377731204032898,0.1280466765165329,0.2700992822647095,0.316264808177948,0.19447338581085205,0.4173259735107422,0.4177538752555847,0.15925909578800201,0.41272613406181335,0.22909806668758392,0.4177538752555847,0.20803382992744446,0.32190436124801636,0.4177538752555847,0.19068503379821777,0.3418941795825958,0.3863394856452942,0.19442906975746155,0.15994466841220856
grown,0.20297011733055115,0.1711839884519577,0.14369438588619232,0.16990986466407776,0.16228926181793213,0.1482323408126831,0.25265464186668396,0.27443811297416687,0.11069551855325699,0.24881567060947418,0.17391440272331238,0.27443811297416687,0.2624548673629761,0.20716668665409088,0.27443811297416687,0.12711207568645477,0.1958940029144287,0.21953368186950684,0.2514629065990448,0.10581663250923157
in,0.2792111933231354,0.3424151837825775,0.1813114583492279,0.226434126496315,0.3586423695087433,0.14972631633281708,1.0,0.6662389636039734,0.24850773811340332,0.435920387506485,0.24815784394741058,0.6662389636039734,0.22871792316436768,0.5344807505607605,0.6662389636039734,0.3256937265396118,0.2580665349960327,0.3481820821762085,0.25829681754112244,0.20430970191955566
the,0.3733934462070465,0.2694292366504669,0.24523614346981049,0.3427845537662506,0.4174870550632477,0.19299955666065216,0.6662389636039734,1.0,0.24548950791358948,0.5473989248275757,0.3000285029411316,1.0,0.28587454557418823,0.5003893971443176,1.0,0.3159640431404114,0.3635469079017639,0.4248143136501312,0.2950156033039093,0.22068053483963013
community,0.245173841714859,0.13178634643554688,0.22429904341697693,0.19626542925834656,0.26749277114868164,0.28666406869888306,0.21838891506195068,0.2601400911808014,0.20568132400512695,0.2687637507915497,0.334588885307312,0.2601400911808014,0.1544228196144104,0.19878703355789185,0.2601400911808014,0.17663899064064026,0.21235665678977966,0.22295649349689484,0.16467909514904022,0.2380419820547104
),0.2457384318113327,0.3756577968597412,0.08450372517108917,0.20408746600151062,0.3706604242324829,0.17097075283527374,0.3326910734176636,0.3456730246543884,0.15311799943447113,0.23478686809539795,0.19674882292747498,0.3456730246543884,0.1601184755563736,0.20711064338684082,0.3456730246543884,0.1678667515516281,0.24492529034614563,0.24578070640563965,0.159846693277359,0.42300865054130554
.,0.3541337847709656,0.35826805233955383,0.20647966861724854,0.29733169078826904,0.36683785915374756,0.21518629789352417,0.5591574311256409,0.5934505462646484,0.24482665956020355,0.4460422694683075,0.27742794156074524,0.5934505462646484,0.259204238653183,0.41390106081962585,0.5934505462646484,0.275610089302063,0.33682769536972046,0.4383580684661865,0.2374027520418167,0.4130953550338745
