,which,architect,",",famous,for,the,india,gate,in,new,delhi,",",is,represented,in,the,riba,collection,?
pearson,0.1588914841413498,0.22265097498893738,0.3177494406700134,0.13993878662586212,0.25118938088417053,0.25533393025398254,0.23732998967170715,0.13811010122299194,0.2549836039543152,0.26217368245124817,0.2697918117046356,0.3177494406700134,0.1848994344472885,0.19502803683280945,0.2549836039543152,0.25533393025398254,0.23165887594223022,0.19975551962852478,0.1649906039237976
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
george,0.16627563536167145,0.1676310896873474,0.24972979724407196,0.16880105435848236,0.18388281762599945,0.2510760426521301,0.1078643649816513,0.07683051377534866,0.18167929351329803,0.18316209316253662,0.1650734692811966,0.24972979724407196,0.14082063734531403,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.17733342945575714,0.15784206986427307,0.1479024887084961
edmund,0.10805397480726242,0.18304072320461273,0.22355669736862183,0.19007356464862823,0.15340636670589447,0.20799535512924194,0.13087354600429535,0.12124636769294739,0.17880931496620178,0.11419356614351273,0.1642947494983673,0.22355669736862183,0.11550616472959518,0.08551810681819916,0.17880931496620178,0.20799535512924194,0.106620654463768,0.1468820571899414,0.12587735056877136
street,0.19580180943012238,0.1981644481420517,0.22759395837783813,0.2152484506368637,0.24031898379325867,0.20947860181331635,0.1526162326335907,0.36459800601005554,0.2281111478805542,0.19142328202724457,0.22913438081741333,0.22759395837783813,0.1302390694618225,0.10312629491090775,0.2281111478805542,0.20947860181331635,0.16815227270126343,0.18434172868728638,0.07315441966056824
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
richard,0.16533736884593964,0.2607191503047943,0.27245110273361206,0.23657439649105072,0.1862935870885849,0.2087954580783844,0.1550416797399521,0.05976640060544014,0.23321768641471863,0.18675245344638824,0.13971953094005585,0.27245110273361206,0.13580143451690674,0.11853054165840149,0.23321768641471863,0.2087954580783844,0.15926554799079895,0.10597028583288193,0.15003317594528198
norman,0.1315736174583435,0.27111122012138367,0.20281735062599182,0.2117583304643631,0.1822807788848877,0.23459704220294952,0.11496651917695999,0.08147379755973816,0.17613162100315094,0.1900518238544464,0.20304259657859802,0.20281735062599182,0.15238438546657562,0.10742437094449997,0.17613162100315094,0.23459704220294952,0.20620635151863098,0.12885071337223053,0.12243545055389404
shaw,0.16111214458942413,0.21093526482582092,0.3225931227207184,0.17306581139564514,0.19634586572647095,0.22009336948394775,0.2277311235666275,0.11152786016464233,0.230377659201622,0.1781415492296219,0.18331880867481232,0.3225931227207184,0.11970321834087372,0.036073796451091766,0.230377659201622,0.22009336948394775,0.21898677945137024,0.15153469145298004,0.14002816379070282
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.18490605056285858,0.250933438539505,0.23871548473834991,0.19435495138168335,0.24956922233104706,0.11870845407247543,0.07501816004514694,0.29950597882270813,0.16587916016578674,0.16922527551651,0.250933438539505,0.14016306400299072,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.15472422540187836,0.20781700313091278,0.10596195608377457
waterhouse,0.22246494889259338,0.32592397928237915,0.35605984926223755,0.335294246673584,0.2573200762271881,0.2516355514526367,0.12260942161083221,0.15876390039920807,0.2719390094280243,0.22346386313438416,0.1502857804298401,0.35605984926223755,0.19805538654327393,0.18553103506565094,0.2719390094280243,0.2516355514526367,0.2803601026535034,0.3150674104690552,0.17997978627681732
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
edwin,0.13674814999103546,0.19693389534950256,0.24641048908233643,0.12012460082769394,0.11895615607500076,0.19826023280620575,0.08314672112464905,0.11599617451429367,0.1589140146970749,0.10977516323328018,0.1282704770565033,0.24641048908233643,0.1269298642873764,0.11516810953617096,0.1589140146970749,0.19826023280620575,0.11751370131969452,0.12794066965579987,0.1910800039768219
lutyens,0.21640706062316895,0.3273102045059204,0.4415597915649414,0.325756698846817,0.28021425008773804,0.31251174211502075,0.19252406060695648,0.18719592690467834,0.30846354365348816,0.17923787236213684,0.17450666427612305,0.4415597915649414,0.24994458258152008,0.20793300867080688,0.30846354365348816,0.31251174211502075,0.2308446317911148,0.19918909668922424,0.23124295473098755
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
charles,0.1476125568151474,0.2770821750164032,0.24990057945251465,0.22592519223690033,0.18664933741092682,0.20777860283851624,0.11146827787160873,0.08998896926641464,0.21346928179264069,0.20439454913139343,0.19177290797233582,0.24990057945251465,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.15029892325401306,0.18195943534374237,0.17366734147071838
rennie,0.12840215861797333,0.29073742032051086,0.313932865858078,0.24246038496494293,0.19743043184280396,0.1902141571044922,0.11902268975973129,0.17715761065483093,0.17759451270103455,0.24110744893550873,0.10086283832788467,0.313932865858078,0.12482503056526184,0.1308416873216629,0.17759451270103455,0.1902141571044922,0.18661841750144958,0.13721047341823578,0.12221170216798782
mackintosh,0.16705530881881714,0.254224956035614,0.33948665857315063,0.2394225299358368,0.18871918320655823,0.1669662445783615,0.09524482488632202,0.08341486006975174,0.18786510825157166,0.23810334503650665,0.1368834376335144,0.33948665857315063,0.15587519109249115,0.15535427629947662,0.18786510825157166,0.1669662445783615,0.1935974806547165,0.23770157992839813,0.15312418341636658
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
charles,0.1476125568151474,0.2770821750164032,0.24990057945251465,0.22592519223690033,0.18664933741092682,0.20777860283851624,0.11146827787160873,0.08998896926641464,0.21346928179264069,0.20439454913139343,0.19177290797233582,0.24990057945251465,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.15029892325401306,0.18195943534374237,0.17366734147071838
holden,0.17509008944034576,0.292319655418396,0.35342878103256226,0.2579466998577118,0.22323526442050934,0.2033054679632187,0.1812771111726761,0.22922350466251373,0.2851129174232483,0.28976643085479736,0.21706071496009827,0.35342878103256226,0.2498326301574707,0.19901899993419647,0.2851129174232483,0.2033054679632187,0.17934904992580414,0.22710959613323212,0.16267192363739014
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
frank,0.08326464891433716,0.27339738607406616,0.2494700700044632,0.2029886245727539,0.2070610374212265,0.23372484743595123,0.09231431037187576,0.044633012264966965,0.22083771228790283,0.1853213608264923,0.1053120344877243,0.2494700700044632,0.13593067228794098,0.11805404722690582,0.22083771228790283,0.23372484743595123,0.19550999999046326,0.14913681149482727,0.14052411913871765
hoar,0.229188933968544,0.14888249337673187,0.25645047426223755,0.20133569836616516,0.20403186976909637,0.1897510141134262,0.33530762791633606,0.19866231083869934,0.18630671501159668,0.15148785710334778,0.25997865200042725,0.25645047426223755,0.19261519610881805,0.11158686876296997,0.18630671501159668,0.1897510141134262,0.08755343407392502,0.1295596808195114,0.19989198446273804
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.2259914129972458,0.23110952973365784,0.17277714610099792,0.2191227525472641,0.2489406019449234,0.19876880943775177,0.17529180645942688,0.18930333852767944,0.13789735734462738,0.2084227055311203,0.23110952973365784,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.1380014717578888,0.10136507451534271,0.09544310718774796
richard,0.16533736884593964,0.2607191503047943,0.27245110273361206,0.23657439649105072,0.1862935870885849,0.2087954580783844,0.1550416797399521,0.05976640060544014,0.23321768641471863,0.18675245344638824,0.13971953094005585,0.27245110273361206,0.13580143451690674,0.11853054165840149,0.23321768641471863,0.2087954580783844,0.15926554799079895,0.10597028583288193,0.15003317594528198
rogers,0.16784672439098358,0.21314306557178497,0.2955510914325714,0.19753585755825043,0.2240617275238037,0.20540136098861694,0.22166220843791962,0.06111319363117218,0.22798402607440948,0.2336011528968811,0.2143711894750595,0.2955510914325714,0.14970068633556366,0.14975419640541077,0.22798402607440948,0.20540136098861694,0.16972461342811584,0.1574159860610962,0.12813130021095276
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.2259914129972458,0.23110952973365784,0.17277714610099792,0.2191227525472641,0.2489406019449234,0.19876880943775177,0.17529180645942688,0.18930333852767944,0.13789735734462738,0.2084227055311203,0.23110952973365784,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.1380014717578888,0.10136507451534271,0.09544310718774796
norman,0.1315736174583435,0.27111122012138367,0.20281735062599182,0.2117583304643631,0.1822807788848877,0.23459704220294952,0.11496651917695999,0.08147379755973816,0.17613162100315094,0.1900518238544464,0.20304259657859802,0.20281735062599182,0.15238438546657562,0.10742437094449997,0.17613162100315094,0.23459704220294952,0.20620635151863098,0.12885071337223053,0.12243545055389404
foster,0.1748889684677124,0.3430575728416443,0.26371103525161743,0.1456475704908371,0.2197340428829193,0.22401562333106995,0.13175570964813232,0.1788562685251236,0.2064124047756195,0.22828413546085358,0.15315912663936615,0.26371103525161743,0.1692146509885788,0.18189094960689545,0.2064124047756195,0.22401562333106995,0.19931960105895996,0.18516142666339874,0.15768253803253174
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
nicholas,0.16822440922260284,0.2249203473329544,0.2065194845199585,0.1999417543411255,0.16052770614624023,0.1640765219926834,0.15330001711845398,0.1359201818704605,0.1388292759656906,0.15696440637111664,0.1724993884563446,0.2065194845199585,0.1849042922258377,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.08173087239265442,0.1481238603591919,0.17208030819892883
grimshaw,0.18454894423484802,0.3499225080013275,0.3591976463794708,0.2483138144016266,0.21701978147029877,0.2598542273044586,0.25515398383140564,0.12001361697912216,0.24091313779354095,0.21555621922016144,0.22437138855457306,0.3591976463794708,0.22126516699790955,0.08436775207519531,0.24091313779354095,0.2598542273044586,0.23054730892181396,0.1466837376356125,0.2426598221063614
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
zaha,0.09354981034994125,0.35505738854408264,0.2951687276363373,0.26495620608329773,0.1031285971403122,0.1684185266494751,0.26390984654426575,0.2511139214038849,0.19445253908634186,0.1925756335258484,0.4045877158641815,0.2951687276363373,0.16840079426765442,0.13728415966033936,0.19445253908634186,0.1684185266494751,0.3104814887046814,0.17179468274116516,0.19586901366710663
hadid,0.1174934133887291,0.4370974600315094,0.24041561782360077,0.2002163529396057,0.1279454082250595,0.12357094138860703,0.14768588542938232,0.19906388223171234,0.1467609852552414,0.16599880158901215,0.2908785343170166,0.24041561782360077,0.13415473699569702,0.11833847314119339,0.1467609852552414,0.12357094138860703,0.29207825660705566,0.22534728050231934,0.2634124159812927
and,0.506277859210968,0.20191539824008942,0.6633074283599854,0.2970265746116638,0.5064792633056641,0.5171257257461548,0.2782815098762512,0.19764412939548492,0.4954058527946472,0.31402453780174255,0.24526585638523102,0.6633074283599854,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19053874909877777,0.2379438579082489,0.20544172823429108
alick,0.11344308406114578,0.22186321020126343,0.32644978165626526,0.1876826286315918,0.1792002171278,0.18750891089439392,0.09188561141490936,0.1819976270198822,0.20583860576152802,0.2009124904870987,0.13223907351493835,0.32644978165626526,0.1740802675485611,0.12217695266008377,0.20583860576152802,0.18750891089439392,0.1463504433631897,0.22552961111068726,0.20257508754730225
horsnell,0.18319928646087646,0.3260377049446106,0.35526180267333984,0.2464374601840973,0.18550312519073486,0.25772279500961304,0.2173050194978714,0.17164592444896698,0.2767585515975952,0.2142525464296341,0.21497370302677155,0.35526180267333984,0.2074459344148636,0.24661372601985931,0.2767585515975952,0.25772279500961304,0.22385679185390472,0.19192016124725342,0.16679315268993378
.,0.45942068099975586,0.17999820411205292,0.6812511086463928,0.2322506159543991,0.4726039469242096,0.5934505462646484,0.29068249464035034,0.17268480360507965,0.5591574311256409,0.35031336545944214,0.24186758697032928,0.6812511086463928,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.1859031617641449,0.2516246736049652,0.4130953550338745
