,in,what,years,did,bach,use,more,of,luther,'s,hymns,in,his,compositions,?
feste,0.23413418233394623,0.13311032950878143,0.13899345695972443,0.099822036921978,0.269290566444397,0.06045054271817207,0.08057518303394318,0.24343527853488922,0.15111495554447174,0.07433284819126129,0.16769377887248993,0.23413418233394623,0.19319041073322296,0.2050514668226242,0.14262239634990692
burg,0.19642463326454163,0.16567589342594147,0.17909730970859528,0.08963721990585327,0.39875632524490356,0.0731971487402916,0.037555575370788574,0.23885878920555115,0.3562852442264557,0.1107480525970459,0.1869840919971466,0.19642463326454163,0.21619099378585815,0.17497262358665466,0.13924115896224976
ist,0.14824502170085907,0.13865041732788086,0.05914761871099472,0.10773003101348877,0.2551930248737335,0.17595615983009338,0.04105089604854584,0.11798402667045593,0.16391538083553314,0.025112448260188103,0.22788578271865845,0.14824502170085907,0.1105702668428421,0.16421549022197723,0.18802069127559662
unser,0.12319236993789673,0.1419113427400589,0.07893786579370499,0.07905025780200958,0.245478555560112,0.10589486360549927,0.11909150332212448,0.14590568840503693,0.245738223195076,-0.013690034858882427,0.24097494781017303,0.12319236993789673,0.2042694389820099,0.19957633316516876,0.1237528845667839
gott,0.22407740354537964,0.17180165648460388,0.17036335170269012,0.20073828101158142,0.3783548176288605,0.050348855555057526,0.08930417150259018,0.15811894834041595,0.34552162885665894,0.035034749656915665,0.23895765841007233,0.22407740354537964,0.31132039427757263,0.18743953108787537,0.21327990293502808
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
80,-0.03062376379966736,0.04945533350110054,0.09947981685400009,0.012174745090305805,-0.10141880065202713,0.15969745814800262,0.08567274361848831,-0.048517487943172455,-0.116390161216259,0.03830239921808243,-0.09637002646923065,-0.03062376379966736,-0.07588940858840942,-0.13399134576320648,0.04445207491517067
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.21089112758636475,0.34145063161849976,0.39880692958831787,0.5116966962814331,0.20796556770801544,0.06895173341035843,0.2313949018716812,0.4954058527946472,0.4234102666378021,0.29035723209381104,0.20544172823429108
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.19327521324157715,0.2715643048286438,0.32563260197639465,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.1669730842113495,1.0,0.3598145842552185,0.21021728217601776,0.20430970191955566
1735,0.1438913345336914,0.1352374255657196,0.07704681158065796,0.09082478284835815,0.12232864648103714,0.16111132502555847,0.0665195882320404,0.16313086450099945,0.11186052113771439,-0.017630310729146004,0.19297747313976288,0.1438913345336914,0.09803096204996109,0.21015708148479462,0.2166009247303009
wär,0.2168823480606079,0.14442035555839539,0.2012241631746292,0.16334429383277893,0.271964967250824,0.11140168458223343,0.09982723742723465,0.11440814286470413,0.2744233012199402,0.01641816459596157,0.3298620283603668,0.2168823480606079,0.26693210005760193,0.2688977122306824,0.2942183315753937
gott,0.22407740354537964,0.17180165648460388,0.17036335170269012,0.20073828101158142,0.3783548176288605,0.050348855555057526,0.08930417150259018,0.15811894834041595,0.34552162885665894,0.035034749656915665,0.23895765841007233,0.22407740354537964,0.31132039427757263,0.18743953108787537,0.21327990293502808
nicht,0.12809298932552338,0.1585693061351776,0.1550811529159546,0.12475013732910156,0.38222917914390564,0.1257234662771225,0.08971257507801056,0.0839981660246849,0.3033011555671692,0.04373794421553612,0.18502259254455566,0.12809298932552338,0.11012290418148041,0.18372423946857452,0.20102067291736603
mit,0.21384185552597046,0.15160860121250153,0.13421422243118286,0.12066570669412613,0.2311330884695053,0.19673456251621246,0.14161013066768646,0.22569386661052704,0.296239972114563,-0.0271094162017107,0.15292316675186157,0.21384185552597046,0.15447178483009338,0.18472422659397125,0.12031133472919464
uns,0.060621604323387146,0.12178858369588852,0.05540637671947479,0.1167963519692421,0.18990767002105713,0.07366988062858582,0.06625296175479889,0.0808262750506401,0.18070848286151886,0.040116894990205765,0.2663078308105469,0.060621604323387146,0.09310106933116913,0.1917489916086197,0.11125347763299942
diese,0.20092272758483887,0.16495783627033234,0.22714930772781372,0.15583477914333344,0.19868123531341553,0.26033586263656616,0.1498214453458786,0.21769021451473236,0.16070245206356049,-0.056305430829524994,0.1515500396490097,0.20092272758483887,0.1262192577123642,0.21488098800182343,0.22903218865394592
zeit,0.2395293116569519,0.15858899056911469,0.21666347980499268,0.15982940793037415,0.3561713993549347,0.13275399804115295,0.1486586034297943,0.14338688552379608,0.31929251551628113,0.015479464083909988,0.2147250771522522,0.2395293116569519,0.2217671424150467,0.1351041942834854,0.21001136302947998
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
14,0.07915190607309341,0.050140514969825745,0.02883278764784336,-0.0011860481463372707,0.1245449110865593,-0.004020017571747303,0.029255500063300133,0.05099077150225639,0.15559260547161102,-0.005885524209588766,0.06293883919715881,0.07915190607309341,0.005245314911007881,0.06916605681180954,0.11697390675544739
.,0.5591574311256409,0.3567904531955719,0.31919315457344055,0.35288307070732117,0.28733259439468384,0.3711656630039215,0.4070230722427368,0.5352458953857422,0.24907569587230682,-0.003708066651597619,0.18507489562034607,0.5591574311256409,0.3119256794452667,0.25394630432128906,0.4130953550338745
