,what,south,african,industry,descended,from,huguenot,settlers,?
",",0.3087472915649414,0.3256652057170868,0.25119030475616455,0.24502649903297424,0.23422162234783173,0.39760664105415344,0.24752236902713776,0.23535142838954926,0.31091248989105225
terblanche,0.21645697951316833,0.22944502532482147,0.2146485298871994,0.11780425161123276,0.2463882714509964,0.15510250627994537,0.4240760803222656,0.3016378879547119,0.26020321249961853
",",0.3087472915649414,0.3256652057170868,0.25119030475616455,0.24502649903297424,0.23422162234783173,0.39760664105415344,0.24752236902713776,0.23535142838954926,0.31091248989105225
theron,0.13413085043430328,0.2819458246231079,0.2709616422653198,0.14569765329360962,0.28983932733535767,0.18089421093463898,0.1949765682220459,0.17493362724781036,0.1540532261133194
",",0.3087472915649414,0.3256652057170868,0.25119030475616455,0.24502649903297424,0.23422162234783173,0.39760664105415344,0.24752236902713776,0.23535142838954926,0.31091248989105225
viljoen,0.12334831058979034,0.18453828990459442,0.08364547789096832,0.15775157511234283,0.060924332588911057,0.14911001920700073,0.28661587834358215,0.14212800562381744,0.21479354798793793
(,0.2411840260028839,0.2013198882341385,0.16657890379428864,0.10804169625043869,0.12436811625957489,0.25806233286857605,0.18252547085285187,0.1017843633890152,0.40561532974243164
villion,0.21506822109222412,0.15542647242546082,0.10446430742740631,0.1974683552980423,0.12758466601371765,0.18672451376914978,0.32701238989830017,0.15758885443210602,0.25667011737823486
),0.26259949803352356,0.2002217173576355,0.14777451753616333,0.14066913723945618,0.14685483276844025,0.2672361731529236,0.18730930984020233,0.08945966511964798,0.42300865054130554
and,0.31309178471565247,0.3140619993209839,0.2598888576030731,0.2615980803966522,0.19641277194023132,0.3601827025413513,0.2762077748775482,0.2655184268951416,0.20544172823429108
visagie,0.22741086781024933,0.19299817085266113,0.20804670453071594,0.2447553277015686,0.22531546652317047,0.18373292684555054,0.3402795195579529,0.22152942419052124,0.23583906888961792
(,0.2411840260028839,0.2013198882341385,0.16657890379428864,0.10804169625043869,0.12436811625957489,0.25806233286857605,0.18252547085285187,0.1017843633890152,0.40561532974243164
visage,0.2090623825788498,0.163970947265625,0.1449332982301712,0.23145070672035217,0.2687707245349884,0.17131149768829346,0.309370219707489,0.26442915201187134,0.16795757412910461
),0.26259949803352356,0.2002217173576355,0.14777451753616333,0.14066913723945618,0.14685483276844025,0.2672361731529236,0.18730930984020233,0.08945966511964798,0.42300865054130554
.,0.3567904531955719,0.2798699140548706,0.22406414151191711,0.24857841432094574,0.16979701817035675,0.41536515951156616,0.2060975730419159,0.21710044145584106,0.4130953550338745
