,what,is,the,name,of,the,satellite,that,measured,the,amount,of,dust,?
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.2525777816772461,0.42569106817245483,0.20655377209186554,0.5107308030128479,0.2525322437286377,0.3966929316520691,0.16006799042224884,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.22068053483963013
caribbean,0.15882912278175354,0.2064785361289978,0.3009287416934967,0.16271793842315674,0.2305755466222763,0.3009287416934967,0.1785028725862503,0.2131911814212799,0.16925199329853058,0.3009287416934967,0.16569724678993225,0.2305755466222763,0.178861603140831,0.13602977991104126
sea,0.19525039196014404,0.22288988530635834,0.30363768339157104,0.13367435336112976,0.2707739472389221,0.30363768339157104,0.2591049373149872,0.2267688512802124,0.21991097927093506,0.30363768339157104,0.1410193145275116,0.2707739472389221,0.18881696462631226,0.15551945567131042
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
past,0.3538547456264496,0.2206672728061676,0.2747827172279358,0.15083761513233185,0.27417802810668945,0.2747827172279358,0.08881145715713501,0.3592626452445984,0.18916353583335876,0.2747827172279358,0.23412254452705383,0.27417802810668945,0.18746842443943024,0.2598046660423279
75,0.07002212852239609,0.036826424300670624,0.06040945649147034,0.029568050056695938,0.06640326231718063,0.06040945649147034,-0.054657384753227234,0.014643698930740356,-0.02813059464097023,0.06040945649147034,0.03345179557800293,0.06640326231718063,-0.0782611295580864,0.017522118985652924
degrees,0.2201736718416214,0.1945093870162964,0.22473014891147614,0.10095016658306122,0.22668468952178955,0.22473014891147614,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.1299446076154709
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.1751140058040619,0.2891985774040222,0.32918402552604675,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.12088293582201004
longitude,0.2653953433036804,0.20099380612373352,0.2508544325828552,0.17174842953681946,0.17390240728855133,0.2508544325828552,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.19342944025993347
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.16136173903942108,0.4460422694683075,0.2646089792251587,0.5934505462646484,0.24893930554389954,0.5352458953857422,0.1864197701215744,0.4130953550338745
