,which,c1622-23,sculpture,by,bernini,are,included,in,the,sculpture,collection,?
neptune,0.20567761361598969,-0.08290872722864151,0.24108001589775085,0.1763344705104828,0.32313552498817444,0.13739196956157684,0.18198949098587036,0.11872115731239319,0.235881045460701,0.24108001589775085,0.11716996878385544,0.1574074774980545
and,0.506277859210968,0.06468982994556427,0.2538686692714691,0.4289871156215668,0.2683672308921814,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.2538686692714691,0.2379438579082489,0.20544172823429108
triton,0.31937283277511597,-0.0330190509557724,0.13987207412719727,0.1649867445230484,0.2434229701757431,0.2214701771736145,0.14108747243881226,0.19725657999515533,0.29147884249687195,0.13987207412719727,0.15145112574100494,0.21504822373390198
c.,-0.1055765300989151,-0.15043024718761444,-0.1637728363275528,-0.05647776648402214,-0.114163838326931,0.044361043721437454,-0.08284208178520203,-0.17233212292194366,-0.23451577126979828,-0.1637728363275528,-0.08050963282585144,0.019047532230615616
1622–3,0.3073921799659729,0.061025045812129974,0.17231684923171997,0.24560722708702087,0.18781030178070068,0.19972695410251617,0.23873621225357056,0.20905375480651855,0.2896117866039276,0.17231684923171997,0.12132789194583893,0.12106090039014816
),0.2758678197860718,0.0035894550383090973,0.1466628909111023,0.2151763141155243,0.17263782024383545,0.2373749315738678,0.20644870400428772,0.3326910734176636,0.3456730246543884,0.1466628909111023,0.2079451084136963,0.42300865054130554
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
giovanni,0.1761956363916397,-0.008724299259483814,0.25061503052711487,0.10893077403306961,0.502311646938324,0.09594394266605377,0.14732573926448822,0.15815386176109314,0.16284190118312836,0.25061503052711487,0.1363195925951004,0.13561689853668213
battista,0.1714274287223816,-0.001405825954861939,0.3185710608959198,0.19007819890975952,0.49444952607154846,0.10039566457271576,0.16186505556106567,0.1832686811685562,0.151885524392128,0.3185710608959198,0.22895391285419464,0.1851939857006073
foggini,0.2310321033000946,0.09697291254997253,0.2757861316204071,0.2077202945947647,0.4731881022453308,0.12402279675006866,0.17831937968730927,0.2240980565547943,0.25369271636009216,0.2757861316204071,0.20413567125797272,0.19973145425319672
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
vincenzo,0.1673090010881424,0.013588380068540573,0.23894871771335602,0.21290838718414307,0.44720014929771423,0.10532626509666443,0.19068235158920288,0.20154191553592682,0.19144153594970703,0.23894871771335602,0.17898547649383545,0.19943153858184814
foggini,0.2310321033000946,0.09697291254997253,0.2757861316204071,0.2077202945947647,0.4731881022453308,0.12402279675006866,0.17831937968730927,0.2240980565547943,0.25369271636009216,0.2757861316204071,0.20413567125797272,0.19973145425319672
(,0.2589828372001648,0.00304017192684114,0.11336205899715424,0.20696312189102173,0.16521111130714417,0.23263892531394958,0.20944266021251678,0.3087427020072937,0.33289089798927307,0.11336205899715424,0.20821598172187805,0.40561532974243164
samson,0.21452145278453827,-0.010088726878166199,0.21229301393032074,0.18328028917312622,0.2888466715812683,0.13133648037910461,0.13875019550323486,0.20447924733161926,0.26461729407310486,0.21229301393032074,0.1873326599597931,0.15547381341457367
and,0.506277859210968,0.06468982994556427,0.2538686692714691,0.4289871156215668,0.2683672308921814,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.2538686692714691,0.2379438579082489,0.20544172823429108
the,0.6521818041801453,0.06377094238996506,0.23690329492092133,0.4408751428127289,0.23729288578033447,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.23690329492092133,0.25281965732574463,0.22068053483963013
philistines,0.27638447284698486,0.0018897418631240726,0.3087228834629059,0.27253827452659607,0.33066484332084656,0.25016406178474426,0.21106529235839844,0.2369506061077118,0.3139459490776062,0.3087228834629059,0.17974895238876343,0.16228218376636505
),0.2758678197860718,0.0035894550383090973,0.1466628909111023,0.2151763141155243,0.17263782024383545,0.2373749315738678,0.20644870400428772,0.3326910734176636,0.3456730246543884,0.1466628909111023,0.2079451084136963,0.42300865054130554
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
massimiliano,0.1845410168170929,0.09968570619821548,0.3061749339103699,0.24373933672904968,0.4303581118583679,0.12424162030220032,0.21193677186965942,0.19722101092338562,0.19556571543216705,0.3061749339103699,0.22424842417240143,0.16134947538375854
soldani,0.1515439748764038,0.1677507907152176,0.22817300260066986,0.24039366841316223,0.2977522611618042,0.11662232130765915,0.15853522717952728,0.23132658004760742,0.19144615530967712,0.22817300260066986,0.17937110364437103,0.2404756098985672
benzi,0.14377759397029877,0.12242517620325089,0.1797170639038086,0.23204633593559265,0.34173592925071716,0.0608941949903965,0.1159115731716156,0.1255575269460678,0.13267746567726135,0.1797170639038086,0.1491898000240326,0.13127917051315308
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
antonio,0.17034529149532318,-0.010380985215306282,0.15888769924640656,0.1746128350496292,0.32009100914001465,0.10061372071504593,0.10818429291248322,0.16966992616653442,0.2070869356393814,0.15888769924640656,0.1160007119178772,0.09923860430717468
corradini,0.22087107598781586,0.02731652744114399,0.21104936301708221,0.2433488965034485,0.5088000893592834,0.16365507245063782,0.1991712599992752,0.2242908775806427,0.23732338845729828,0.21104936301708221,0.18222761154174805,0.23003776371479034
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
andrea,0.1103367730975151,0.0037477221339941025,0.16956913471221924,0.1527830958366394,0.3255496025085449,0.11731523275375366,0.07308688759803772,0.11617325246334076,0.15751202404499054,0.16956913471221924,0.10598628222942352,0.06817904114723206
brustolon,0.3775976598262787,0.0825953409075737,0.3152335286140442,0.15742161870002747,0.34789541363716125,0.257097452878952,0.129059299826622,0.2630954682826996,0.2936280369758606,0.3152335286140442,0.2286428064107895,0.27398619055747986
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
giovanni,0.1761956363916397,-0.008724299259483814,0.25061503052711487,0.10893077403306961,0.502311646938324,0.09594394266605377,0.14732573926448822,0.15815386176109314,0.16284190118312836,0.25061503052711487,0.1363195925951004,0.13561689853668213
battista,0.1714274287223816,-0.001405825954861939,0.3185710608959198,0.19007819890975952,0.49444952607154846,0.10039566457271576,0.16186505556106567,0.1832686811685562,0.151885524392128,0.3185710608959198,0.22895391285419464,0.1851939857006073
piranesi,0.3059970736503601,0.1576257348060608,0.1785629540681839,0.16604627668857574,0.3087178170681,0.32249194383621216,0.21407757699489594,0.2931411862373352,0.3229100704193115,0.1785629540681839,0.16158924996852875,0.19266831874847412
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
innocenzo,0.16975738108158112,-0.006140208803117275,0.19456440210342407,0.16133645176887512,0.44908908009529114,0.10152120143175125,0.10366545617580414,0.1905081421136856,0.1776818484067917,0.19456440210342407,0.12550294399261475,0.2739526033401489
spinazzi,0.2716153860092163,0.022051164880394936,0.3033543527126312,0.22826117277145386,0.48092204332351685,0.1789741963148117,0.21377594769001007,0.25148993730545044,0.2730996608734131,0.3033543527126312,0.22307810187339783,0.15423141419887543
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
canova,0.1270567774772644,0.0406961664557457,0.3130367398262024,0.14827929437160492,0.3107113838195801,0.08782017230987549,0.11792213469743729,0.16344515979290009,0.1480957269668579,0.3130367398262024,0.2338346540927887,0.15430040657520294
",",0.3658004403114319,0.04020974785089493,0.2533513307571411,0.3680937886238098,0.2036556750535965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.31091248989105225
carlo,0.11569789052009583,0.08109621703624725,0.19584140181541443,0.19162945449352264,0.47050365805625916,0.13816297054290771,0.14604000747203827,0.19279642403125763,0.15600669384002686,0.19584140181541443,0.11183545738458633,0.09809290617704391
marochetti,0.2574097514152527,0.09990052878856659,0.2664395272731781,0.23576590418815613,0.3991469144821167,0.25424355268478394,0.182272270321846,0.3427952527999878,0.30677661299705505,0.2664395272731781,0.2173149436712265,0.20301946997642517
and,0.506277859210968,0.06468982994556427,0.2538686692714691,0.4289871156215668,0.2683672308921814,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.2538686692714691,0.2379438579082489,0.20544172823429108
raffaelle,0.22719258069992065,0.08482205867767334,0.29628169536590576,0.19167813658714294,0.454254686832428,0.08703798055648804,0.10634072124958038,0.2511409521102905,0.26662951707839966,0.29628169536590576,0.16801773011684418,0.16066376864910126
monti,0.15862198173999786,0.09317822754383087,0.1925918608903885,0.17928478121757507,0.39274877309799194,0.15857253968715668,0.16198191046714783,0.2411312460899353,0.241215318441391,0.1925918608903885,0.11101589351892471,0.17795614898204803
.,0.45942068099975586,0.04520341381430626,0.2360875904560089,0.3936232924461365,0.18584194779396057,0.3452940285205841,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2360875904560089,0.2516246736049652,0.4130953550338745
