,in,gebhard,v,consiglio,...,milano,",",the,requirements,to,be,registered,in,milan,before,being,able,to,practice,law,would,be,allowed,under,what,conditions,?
be,0.3481820821762085,0.22430327534675598,0.11805149912834167,0.2635367810726166,-0.07588905096054077,0.12356512248516083,0.39254459738731384,0.4248143136501312,0.38826778531074524,0.4972836375236511,1.0,0.2189396172761917,0.3481820821762085,0.09400094300508499,0.34914204478263855,0.5586286783218384,0.3856765329837799,0.4972836375236511,0.2743644714355469,0.18454892933368683,0.5202695727348328,1.0,0.33143940567970276,0.23514987528324127,0.3929833769798279,0.328298419713974,0.3324260413646698
``,0.04765888676047325,0.11354409158229828,0.01636357791721821,0.11532264947891235,-0.08643835037946701,0.00036797334905713797,0.09681109338998795,0.029072100296616554,0.050584107637405396,0.06720756739377975,0.07670000940561295,0.05336311459541321,0.04765888676047325,0.04654499888420105,0.0842912346124649,0.0027407517191022635,0.014177370816469193,0.06720756739377975,0.04819212853908539,0.005725041963160038,0.08063928782939911,0.07670000940561295,0.06970605254173279,-0.001388426753692329,0.008517155423760414,0.051184263080358505,0.0685480609536171
established,0.3118882477283478,0.150529682636261,0.01822252757847309,0.1524035930633545,0.10673407465219498,0.04736064374446869,0.22739723324775696,0.33092597126960754,0.23725242912769318,0.15850777924060822,0.11399583518505096,0.2907617390155792,0.3118882477283478,0.09226537495851517,0.2016034871339798,0.15286321938037872,0.18316344916820526,0.15850777924060822,0.1925913542509079,0.20804105699062347,0.11141114681959152,0.11399583518505096,0.23940663039684296,0.2052634209394455,0.14869536459445953,0.10008912533521652,0.15917523205280304
'',0.07432962208986282,-0.035567279905080795,0.03103136084973812,0.05690568685531616,0.1170739009976387,0.04800555482506752,-0.037358131259679794,0.041273195296525955,-0.02816513180732727,-0.009905828163027763,0.08835477381944656,-0.006704313680529594,0.07432962208986282,0.054288581013679504,-0.07730459421873093,-0.015289289876818657,-0.06382150202989578,-0.009905828163027763,-0.01546788401901722,0.02283594384789467,0.02574172429740429,0.08835477381944656,-0.006666950415819883,0.07581566274166107,0.08143015950918198,-0.01879417710006237,0.018684765323996544
means,0.1979396492242813,0.17286324501037598,0.1325419545173645,0.16832105815410614,0.028944069519639015,0.10645540058612823,0.24041147530078888,0.32225894927978516,0.2985866367816925,0.2301892638206482,0.33581557869911194,0.18218818306922913,0.1979396492242813,0.05799519270658493,0.2798066735267639,0.2097226232290268,0.2398725003004074,0.2301892638206482,0.2523846924304962,0.20100674033164978,0.2575497031211853,0.33581557869911194,0.29853904247283936,0.20926815271377563,0.2553325295448303,0.22429025173187256,0.21233566105365753
to,0.45010748505592346,0.23500807583332062,0.2109750658273697,0.2791508436203003,-0.012529745697975159,0.17855314910411835,0.44245919585227966,0.535392165184021,0.33546167612075806,1.0,0.4972836375236511,0.2159089893102646,0.45010748505592346,0.19568127393722534,0.4190867841243744,0.4514104127883911,0.529755175113678,1.0,0.289366751909256,0.259207159280777,0.5965728163719177,0.4972836375236511,0.42967355251312256,0.27177539467811584,0.455847829580307,0.2756218910217285,0.29463258385658264
participate,0.2822986841201782,0.09230946749448776,0.10045736283063889,0.19909340143203735,0.020215222612023354,0.18194462358951569,0.27625083923339844,0.24406622350215912,0.2759653925895691,0.319547563791275,0.24124765396118164,0.2901240587234497,0.2822986841201782,0.2025962620973587,0.22214357554912567,0.17658646404743195,0.267485648393631,0.319547563791275,0.2955110967159271,0.16836825013160706,0.3232981860637665,0.24124765396118164,0.3001088798046112,0.10212244093418121,0.26813289523124695,0.1453436017036438,0.2079276293516159
in,1.0,0.2685207426548004,0.15216681361198425,0.20787017047405243,0.17783419787883759,0.21317000687122345,0.5201468467712402,0.6662389636039734,0.17665298283100128,0.45010748505592346,0.3481820821762085,0.193543940782547,1.0,0.2182251662015915,0.4155850410461426,0.33162933588027954,0.23456627130508423,0.45010748505592346,0.24572531878948212,0.24850773811340332,0.30461156368255615,0.3481820821762085,0.23683252930641174,0.2535393238067627,0.30808621644973755,0.2580132484436035,0.20430970191955566
economic,0.22027181088924408,0.20675291121006012,0.14281602203845978,0.18378512561321259,0.05855729430913925,0.12508240342140198,0.2340485155582428,0.282455176115036,0.15380077064037323,0.26856908202171326,0.18845009803771973,0.09413930028676987,0.22027181088924408,0.11379044502973557,0.14991314709186554,0.23370866477489471,0.14272964000701904,0.26856908202171326,0.19143331050872803,0.25362882018089294,0.2501782774925232,0.18845009803771973,0.1462046205997467,0.16531120240688324,0.18082544207572937,0.2505028247833252,0.1206481084227562
life,0.27054134011268616,0.15859408676624298,0.11938009411096573,0.24249324202537537,0.08978166431188583,0.17037759721279144,0.24050940573215485,0.23528170585632324,0.16649219393730164,0.24560359120368958,0.23466241359710693,0.07290669530630112,0.27054134011268616,0.17412309348583221,0.2111174762248993,0.2575947344303131,0.1744231879711151,0.24560359120368958,0.20550385117530823,0.16335415840148926,0.23940740525722504,0.23466241359710693,0.11660685390233994,0.16265009343624115,0.24693015217781067,0.27185899019241333,0.21677987277507782
``,0.04765888676047325,0.11354409158229828,0.01636357791721821,0.11532264947891235,-0.08643835037946701,0.00036797334905713797,0.09681109338998795,0.029072100296616554,0.050584107637405396,0.06720756739377975,0.07670000940561295,0.05336311459541321,0.04765888676047325,0.04654499888420105,0.0842912346124649,0.0027407517191022635,0.014177370816469193,0.06720756739377975,0.04819212853908539,0.005725041963160038,0.08063928782939911,0.07670000940561295,0.06970605254173279,-0.001388426753692329,0.008517155423760414,0.051184263080358505,0.0685480609536171
on,0.46853652596473694,0.19227240979671478,0.1826705038547516,0.20146328210830688,-0.04269740730524063,0.10076040774583817,0.49057599902153015,0.5107308030128479,0.24666893482208252,0.41031414270401,0.37900757789611816,0.2645626962184906,0.46853652596473694,0.11190172284841537,0.3903424143791199,0.3119087219238281,0.27045732736587524,0.41031414270401,0.21696773171424866,0.13878796994686127,0.35589995980262756,0.37900757789611816,0.28039318323135376,0.3075410723686218,0.34226128458976746,0.2553412914276123,0.2714994251728058
a,0.539380669593811,0.21796578168869019,0.21861357986927032,0.2524608373641968,0.11324790120124817,0.21663199365139008,0.427140474319458,0.5829201340675354,0.24776260554790497,0.45503583550453186,0.39883795380592346,0.27873045206069946,0.539380669593811,0.24236972630023956,0.3583870828151703,0.3727131485939026,0.2874686121940613,0.45503583550453186,0.27658340334892273,0.2212858349084854,0.398599237203598,0.39883795380592346,0.275193989276886,0.18317826092243195,0.3320399522781372,0.24847128987312317,0.23916715383529663
stable,0.21050356328487396,0.12814755737781525,0.10482930392026901,0.12740008533000946,-0.08251933008432388,0.09940408915281296,0.20380382239818573,0.19243422150611877,0.27967900037765503,0.2686217427253723,0.30239400267601013,0.18944458663463593,0.21050356328487396,0.05825921148061752,0.21857303380966187,0.26481977105140686,0.27728790044784546,0.2686217427253723,0.17575785517692566,0.11395043134689331,0.26418617367744446,0.30239400267601013,0.2280377447605133,0.18734963238239288,0.19113974273204803,0.35794684290885925,0.11452282965183258
and,0.4954058527946472,0.2983511686325073,0.19040757417678833,0.2736261785030365,0.0796550065279007,0.1913847178220749,0.6633074283599854,0.5171257257461548,0.2906794250011444,0.48971283435821533,0.41766801476478577,0.15022504329681396,0.4954058527946472,0.16884438693523407,0.3518902659416199,0.4286794066429138,0.3303895890712738,0.48971283435821533,0.2791718542575836,0.254730761051178,0.34921059012413025,0.41766801476478577,0.30774351954460144,0.3005301356315613,0.31309178471565247,0.252461701631546,0.20544172823429108
continuous,0.2536813020706177,0.16441863775253296,0.10600795596837997,0.14831219613552094,-0.016926158219575882,0.14305487275123596,0.1894916146993637,0.2679058313369751,0.20292198657989502,0.24047334492206573,0.2505640387535095,0.12811528146266937,0.2536813020706177,0.10654006898403168,0.25805920362472534,0.21651116013526917,0.24664294719696045,0.24047334492206573,0.2845331132411957,0.14006680250167847,0.23267950117588043,0.2505640387535095,0.1837257742881775,0.14279887080192566,0.24768517911434174,0.2955473065376282,0.10320229828357697
basis,0.24894960224628448,0.19524037837982178,0.17380273342132568,0.1800498068332672,0.048022326081991196,0.1327272206544876,0.23746788501739502,0.2758672833442688,0.3553125560283661,0.23188701272010803,0.3041674494743347,0.1950121521949768,0.24894960224628448,0.17844539880752563,0.20057198405265808,0.26519420742988586,0.18638019263744354,0.23188701272010803,0.24665293097496033,0.23324330151081085,0.2961389422416687,0.3041674494743347,0.2449420988559723,0.22147031128406525,0.27055948972702026,0.3325475752353668,0.14255106449127197
'',0.07432962208986282,-0.035567279905080795,0.03103136084973812,0.05690568685531616,0.1170739009976387,0.04800555482506752,-0.037358131259679794,0.041273195296525955,-0.02816513180732727,-0.009905828163027763,0.08835477381944656,-0.006704313680529594,0.07432962208986282,0.054288581013679504,-0.07730459421873093,-0.015289289876818657,-0.06382150202989578,-0.009905828163027763,-0.01546788401901722,0.02283594384789467,0.02574172429740429,0.08835477381944656,-0.006666950415819883,0.07581566274166107,0.08143015950918198,-0.01879417710006237,0.018684765323996544
",",0.5201468467712402,0.320673406124115,0.22053663432598114,0.30381977558135986,0.113417848944664,0.26662859320640564,1.0000001192092896,0.4933079481124878,0.29181739687919617,0.44245919585227966,0.39254459738731384,0.22778020799160004,0.5201468467712402,0.2710646688938141,0.3156566619873047,0.34499165415763855,0.28725793957710266,0.44245919585227966,0.2838936448097229,0.24953721463680267,0.32586824893951416,0.39254459738731384,0.2785535454750061,0.24875585734844208,0.3087472915649414,0.17239321768283844,0.31091248989105225
while,0.3399278521537781,0.24014531075954437,0.0930400937795639,0.26164111495018005,0.017622599378228188,0.17662285268306732,0.38232675194740295,0.39804592728614807,0.2625594735145569,0.43899232149124146,0.3466706871986389,0.22856788337230682,0.3399278521537781,0.2289232462644577,0.4318724274635315,0.41943445801734924,0.33974480628967285,0.43899232149124146,0.31727737188339233,0.2214563637971878,0.38103634119033813,0.3466706871986389,0.33135196566581726,0.3504408299922943,0.35511791706085205,0.28746145963668823,0.21076419949531555
providing,0.19932186603546143,0.13898468017578125,0.09094952046871185,0.23908090591430664,-0.006966504268348217,0.11203370243310928,0.26877787709236145,0.29839932918548584,0.4016512334346771,0.3326144516468048,0.36757728457450867,0.24908697605133057,0.19932186603546143,0.0890013799071312,0.16934534907341003,0.37496012449264526,0.31360918283462524,0.3326144516468048,0.2831711769104004,0.20358245074748993,0.3269539475440979,0.36757728457450867,0.25770795345306396,0.19430717825889587,0.21766136586666107,0.29330021142959595,0.1936793476343155
``,0.04765888676047325,0.11354409158229828,0.01636357791721821,0.11532264947891235,-0.08643835037946701,0.00036797334905713797,0.09681109338998795,0.029072100296616554,0.050584107637405396,0.06720756739377975,0.07670000940561295,0.05336311459541321,0.04765888676047325,0.04654499888420105,0.0842912346124649,0.0027407517191022635,0.014177370816469193,0.06720756739377975,0.04819212853908539,0.005725041963160038,0.08063928782939911,0.07670000940561295,0.06970605254173279,-0.001388426753692329,0.008517155423760414,0.051184263080358505,0.0685480609536171
services,0.22287973761558533,0.115410216152668,0.09294344484806061,0.20880110561847687,0.05258357524871826,0.11422166973352432,0.24788528680801392,0.2381475418806076,0.33791372179985046,0.27867045998573303,0.25824883580207825,0.22578611969947815,0.22287973761558533,0.11482831835746765,0.18668842315673828,0.23460045456886292,0.22436988353729248,0.27867045998573303,0.24189281463623047,0.1814412623643875,0.2584582567214966,0.25824883580207825,0.22823350131511688,0.16186471283435822,0.16048473119735718,0.30462977290153503,0.1328447163105011
'',0.07432962208986282,-0.035567279905080795,0.03103136084973812,0.05690568685531616,0.1170739009976387,0.04800555482506752,-0.037358131259679794,0.041273195296525955,-0.02816513180732727,-0.009905828163027763,0.08835477381944656,-0.006704313680529594,0.07432962208986282,0.054288581013679504,-0.07730459421873093,-0.015289289876818657,-0.06382150202989578,-0.009905828163027763,-0.01546788401901722,0.02283594384789467,0.02574172429740429,0.08835477381944656,-0.006666950415819883,0.07581566274166107,0.08143015950918198,-0.01879417710006237,0.018684765323996544
meant,0.25344955921173096,0.17842666804790497,0.12871281802654266,0.12535735964775085,-0.04373864084482193,0.12953294813632965,0.2770281732082367,0.34852901101112366,0.3265964686870575,0.38652777671813965,0.39838457107543945,0.27706173062324524,0.25344955921173096,0.09832485020160675,0.30370068550109863,0.32614192366600037,0.4104386270046234,0.38652777671813965,0.30706045031547546,0.19975383579730988,0.5557968020439148,0.39838457107543945,0.4854399561882019,0.23617658019065857,0.40698376297950745,0.22846956551074982,0.28817421197891235
pursuing,0.2273898869752884,0.18874810636043549,0.04898950085043907,0.2532690167427063,0.08678769320249557,0.1671852171421051,0.24585573375225067,0.2532423436641693,0.20642028748989105,0.2971426844596863,0.22847935557365417,0.24848227202892303,0.2273898869752884,0.17461347579956055,0.2761799693107605,0.3360656797885895,0.32588881254196167,0.2971426844596863,0.31287771463394165,0.2255769670009613,0.3818608224391937,0.22847935557365417,0.27712512016296387,0.26694709062576294,0.27320462465286255,0.19325436651706696,0.17021717131137848
activity,0.2278560847043991,0.102104552090168,0.04501611366868019,0.2115224003791809,-0.019661961123347282,0.11664513498544693,0.21559643745422363,0.28331097960472107,0.32887929677963257,0.26676592230796814,0.2526513934135437,0.2359275221824646,0.2278560847043991,0.10412109643220901,0.3056090176105499,0.3326815068721771,0.17950542271137238,0.26676592230796814,0.267569363117218,0.12742261588573456,0.1974451094865799,0.2526513934135437,0.1956229954957962,0.16189263761043549,0.28365153074264526,0.3052440285682678,0.19043973088264465
more,0.32563260197639465,0.11978153139352798,0.12196233123540878,0.2331562042236328,-0.056503649801015854,0.14275604486465454,0.3696524500846863,0.39758381247520447,0.3260776400566101,0.47084665298461914,0.5445363521575928,0.22200192511081696,0.32563260197639465,0.1266898363828659,0.332407683134079,0.36479651927948,0.39631301164627075,0.47084665298461914,0.23862925171852112,0.1485741138458252,0.446984201669693,0.5445363521575928,0.3139171898365021,0.1926022320985794,0.3484537899494171,0.3136771321296692,0.27894994616508484
``,0.04765888676047325,0.11354409158229828,0.01636357791721821,0.11532264947891235,-0.08643835037946701,0.00036797334905713797,0.09681109338998795,0.029072100296616554,0.050584107637405396,0.06720756739377975,0.07670000940561295,0.05336311459541321,0.04765888676047325,0.04654499888420105,0.0842912346124649,0.0027407517191022635,0.014177370816469193,0.06720756739377975,0.04819212853908539,0.005725041963160038,0.08063928782939911,0.07670000940561295,0.06970605254173279,-0.001388426753692329,0.008517155423760414,0.051184263080358505,0.0685480609536171
on,0.46853652596473694,0.19227240979671478,0.1826705038547516,0.20146328210830688,-0.04269740730524063,0.10076040774583817,0.49057599902153015,0.5107308030128479,0.24666893482208252,0.41031414270401,0.37900757789611816,0.2645626962184906,0.46853652596473694,0.11190172284841537,0.3903424143791199,0.3119087219238281,0.27045732736587524,0.41031414270401,0.21696773171424866,0.13878796994686127,0.35589995980262756,0.37900757789611816,0.28039318323135376,0.3075410723686218,0.34226128458976746,0.2553412914276123,0.2714994251728058
a,0.539380669593811,0.21796578168869019,0.21861357986927032,0.2524608373641968,0.11324790120124817,0.21663199365139008,0.427140474319458,0.5829201340675354,0.24776260554790497,0.45503583550453186,0.39883795380592346,0.27873045206069946,0.539380669593811,0.24236972630023956,0.3583870828151703,0.3727131485939026,0.2874686121940613,0.45503583550453186,0.27658340334892273,0.2212858349084854,0.398599237203598,0.39883795380592346,0.275193989276886,0.18317826092243195,0.3320399522781372,0.24847128987312317,0.23916715383529663
temporary,0.2516824007034302,0.20478741824626923,0.11748267710208893,0.21669720113277435,0.08754444122314453,0.13153082132339478,0.1985798180103302,0.3147225081920624,0.30616331100463867,0.30926498770713806,0.277498334646225,0.26249414682388306,0.2516824007034302,0.15840891003608704,0.27704840898513794,0.1901589035987854,0.22308790683746338,0.30926498770713806,0.17718897759914398,0.12933070957660675,0.27414804697036743,0.277498334646225,0.2614617347717285,0.22051428258419037,0.1866864562034607,0.29793229699134827,0.11651745438575745
basis,0.24894960224628448,0.19524037837982178,0.17380273342132568,0.1800498068332672,0.048022326081991196,0.1327272206544876,0.23746788501739502,0.2758672833442688,0.3553125560283661,0.23188701272010803,0.3041674494743347,0.1950121521949768,0.24894960224628448,0.17844539880752563,0.20057198405265808,0.26519420742988586,0.18638019263744354,0.23188701272010803,0.24665293097496033,0.23324330151081085,0.2961389422416687,0.3041674494743347,0.2449420988559723,0.22147031128406525,0.27055948972702026,0.3325475752353668,0.14255106449127197
'',0.07432962208986282,-0.035567279905080795,0.03103136084973812,0.05690568685531616,0.1170739009976387,0.04800555482506752,-0.037358131259679794,0.041273195296525955,-0.02816513180732727,-0.009905828163027763,0.08835477381944656,-0.006704313680529594,0.07432962208986282,0.054288581013679504,-0.07730459421873093,-0.015289289876818657,-0.06382150202989578,-0.009905828163027763,-0.01546788401901722,0.02283594384789467,0.02574172429740429,0.08835477381944656,-0.006666950415819883,0.07581566274166107,0.08143015950918198,-0.01879417710006237,0.018684765323996544
.,0.5591574311256409,0.2818387448787689,0.2973858416080475,0.2486780732870102,0.07683825492858887,0.249428391456604,0.6812511086463928,0.5934505462646484,0.25201094150543213,0.4645031690597534,0.4383580684661865,0.23739121854305267,0.5591574311256409,0.25939348340034485,0.36693984270095825,0.35574623942375183,0.34544092416763306,0.4645031690597534,0.2513175904750824,0.24482665956020355,0.35067233443260193,0.4383580684661865,0.3197084665298462,0.2901604175567627,0.3567904531955719,0.17719176411628723,0.4130953550338745
