,np,complete,problems,contain,the,lowest,likelihood,of,being,located,in,what,problem,class,?
π2,0.06175009161233902,0.19210191071033478,0.09643755108118057,0.19316230714321136,0.21732740104198456,0.15148717164993286,0.2606458365917206,0.1839505434036255,0.1735578328371048,0.07481086254119873,0.1062781885266304,0.08958643674850464,0.10175079852342606,0.0782412588596344,0.0623113252222538
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
to,0.12644809484481812,0.26479288935661316,0.28989166021347046,0.28093209862709045,0.535392165184021,0.24439959228038788,0.4685809314250946,0.41548454761505127,0.4514104127883911,0.20850814878940582,0.45010748505592346,0.455847829580307,0.2502208352088928,0.18696844577789307,0.29463258385658264
another,0.14083638787269592,0.2598576545715332,0.2314843386411667,0.20364579558372498,0.5019711852073669,0.21976697444915771,0.3297364115715027,0.38147079944610596,0.4214536249637604,0.18534450232982635,0.3397690951824188,0.4190070629119873,0.279262900352478,0.1522136777639389,0.295511931180954
problem,0.4497864544391632,0.27093052864074707,0.7913808822631836,0.20537663996219635,0.24928659200668335,0.16902756690979004,0.43773871660232544,0.20464475452899933,0.2995333671569824,0.10883520543575287,0.16969570517539978,0.42183366417884827,1.0,0.19669321179389954,0.3762950301170349
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
π1,0.07546094805002213,0.13409218192100525,-0.019203966483473778,-0.014758697710931301,0.02051517926156521,-0.000747182231862098,0.057730913162231445,0.09093830734491348,-0.025891445577144623,0.010455628857016563,-0.037193410098552704,0.08171424269676208,0.036100950092077255,0.027899719774723053,-0.028902659192681313
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
would,0.15096163749694824,0.26136624813079834,0.30150145292282104,0.23871861398220062,0.4133751392364502,0.19215092062950134,0.3527316153049469,0.3353942930698395,0.41456547379493713,0.10901174694299698,0.30461156368255615,0.45766422152519226,0.33138108253479004,0.1581210196018219,0.37178951501846313
indicate,0.14576661586761475,0.17691755294799805,0.13925792276859283,0.32616132497787476,0.2430160641670227,0.25714313983917236,0.42258283495903015,0.25098979473114014,0.19982115924358368,0.1477798968553543,0.21759656071662903,0.24538113176822662,0.2073046714067459,0.12707287073135376,0.23544088006019592
that,0.2149038165807724,0.30512917041778564,0.3758413791656494,0.36020758748054504,0.5473989248275757,0.23178227245807648,0.43648430705070496,0.41498205065727234,0.46201252937316895,0.1796129047870636,0.435920387506485,0.6297725439071655,0.4416671693325043,0.23035554587841034,0.32716336846351624
there,0.27156734466552734,0.2479284703731537,0.3197254538536072,0.3714359998703003,0.47025805711746216,0.2655763626098633,0.32333308458328247,0.44397735595703125,0.29726627469062805,0.34069621562957764,0.5361666083335876,0.35085538029670715,0.36833471059799194,0.1560887098312378,0.29405656456947327
is,0.2208731323480606,0.2201630026102066,0.16985496878623962,0.31030410528182983,0.5823672413825989,0.2606837749481201,0.34445491433143616,0.4854315221309662,0.4445112943649292,0.35717159509658813,0.5394441485404968,0.28837618231773376,0.23238427937030792,0.1275252103805542,0.22961433231830597
no,0.27036094665527344,0.2346125692129135,0.28842693567276,0.22588065266609192,0.3461136817932129,0.20439743995666504,0.29511120915412903,0.24809792637825012,0.23354782164096832,0.09055279940366745,0.24372287094593048,0.339326947927475,0.34181922674179077,0.13246874511241913,0.32165053486824036
known,0.16972734034061432,0.20926451683044434,0.14510442316532135,0.21362747251987457,0.3624623417854309,0.146501362323761,0.17617766559123993,0.35814476013183594,0.24268263578414917,0.21905839443206787,0.32641831040382385,0.20381177961826324,0.1978386789560318,0.12499057501554489,0.18314571678638458
polynomial-time,0.5199081301689148,0.34085702896118164,0.34936100244522095,0.31527894735336304,0.23095251619815826,0.24943146109580994,0.40415439009666443,0.2577710747718811,0.2414836436510086,0.1452079713344574,0.20673944056034088,0.288694828748703,0.4528779685497284,0.219138503074646,0.2915361523628235
solution,0.4076559245586395,0.20224662125110626,0.35768553614616394,0.29562732577323914,0.20422548055648804,0.15831758081912994,0.364223450422287,0.18098624050617218,0.2451985776424408,0.11824280023574829,0.19538016617298126,0.275324285030365,0.5411272048950195,0.11529956758022308,0.28505614399909973
for,0.1543017327785492,0.23847275972366333,0.27039530873298645,0.30063194036483765,0.4739971458911896,0.22372238337993622,0.35288912057876587,0.4185989499092102,0.41687241196632385,0.1493360996246338,0.4322226941585541,0.3017193675041199,0.2661307752132416,0.17833863198757172,0.264628142118454
π1,0.07546094805002213,0.13409218192100525,-0.019203966483473778,-0.014758697710931301,0.02051517926156521,-0.000747182231862098,0.057730913162231445,0.09093830734491348,-0.025891445577144623,0.010455628857016563,-0.037193410098552704,0.08171424269676208,0.036100950092077255,0.027899719774723053,-0.028902659192681313
.,0.26927393674850464,0.2471141666173935,0.2602308988571167,0.22565869987010956,0.5934505462646484,0.22654418647289276,0.28400346636772156,0.5352458953857422,0.35574623942375183,0.28226932883262634,0.5591574311256409,0.3567904531955719,0.22562150657176971,0.24688394367694855,0.4130953550338745
