,what,harvard,alumni,was,the,palestine,prime,minister,?
murtaza,0.18468913435935974,0.15306556224822998,0.1480104923248291,0.24796952307224274,0.26195546984672546,0.40577635169029236,0.30224889516830444,0.35370054841041565,0.2285996526479721
bhutto,0.19331446290016174,0.22748613357543945,0.155522882938385,0.26694849133491516,0.1840330958366394,0.28385064005851746,0.3240288496017456,0.3738134503364563,0.18564504384994507
and,0.31309178471565247,0.2453373372554779,0.19591780006885529,0.3740963041782379,0.5171257257461548,0.22811970114707947,0.21528048813343048,0.24971023201942444,0.20544172823429108
sanam,0.18650785088539124,0.18190248310565948,0.17802773416042328,0.2508377432823181,0.2212972342967987,0.2733404338359833,0.18005438148975372,0.18493740260601044,0.19970741868019104
bhutto,0.19331446290016174,0.22748613357543945,0.155522882938385,0.26694849133491516,0.1840330958366394,0.28385064005851746,0.3240288496017456,0.3738134503364563,0.18564504384994507
;,0.10986888408660889,0.005234759766608477,-0.0399949736893177,0.0754367932677269,0.09152708947658539,0.025974370539188385,0.014075025916099548,0.05797768011689186,0.10349778085947037
bangladesh,0.16371940076351166,0.16090896725654602,0.09246820211410522,0.1812576800584793,0.24954058229923248,0.3881986141204834,0.18571102619171143,0.1927846521139145,0.09765571355819702
minister,0.1705908179283142,0.2567567527294159,0.18612247705459595,0.26634681224823,0.19297581911087036,0.16261696815490723,0.8818941116333008,0.9999998807907104,0.10825661569833755
of,0.33290785551071167,0.25842633843421936,0.27771928906440735,0.4069072902202606,0.733189046382904,0.23739594221115112,0.23935265839099884,0.23343199491500854,0.1826142966747284
finance,0.20704226195812225,0.268693208694458,0.2569836676120758,0.2725954055786133,0.26623332500457764,0.1894054263830185,0.3328837752342224,0.4524199068546295,0.1273542046546936
abul,0.1383722871541977,0.17585231363773346,0.10546065866947174,0.17947259545326233,0.17270125448703766,0.35283899307250977,0.20719805359840393,0.22164036333560944,0.15267497301101685
maal,0.15573863685131073,0.09990523755550385,0.08860418945550919,0.16713733971118927,0.14920730888843536,0.3482789099216461,0.1506664752960205,0.17336654663085938,0.16712725162506104
abdul,0.10238730162382126,0.18098190426826477,0.17782948911190033,0.23105350136756897,0.18942910432815552,0.29456236958503723,0.24201007187366486,0.26956790685653687,0.12218811362981796
muhith,0.307828426361084,0.2383231520652771,0.22071436047554016,0.31799355149269104,0.33360180258750916,0.4333176612854004,0.27919289469718933,0.301371693611145,0.2905566990375519
;,0.10986888408660889,0.005234759766608477,-0.0399949736893177,0.0754367932677269,0.09152708947658539,0.025974370539188385,0.014075025916099548,0.05797768011689186,0.10349778085947037
president,0.1870913952589035,0.2796068787574768,0.21447357535362244,0.2505730390548706,0.24330610036849976,0.2112123817205429,0.4275011718273163,0.4795275330543518,0.14148259162902832
of,0.33290785551071167,0.25842633843421936,0.27771928906440735,0.4069072902202606,0.733189046382904,0.23739594221115112,0.23935265839099884,0.23343199491500854,0.1826142966747284
puntland,0.2522992491722107,0.20245690643787384,0.23051030933856964,0.3079228103160858,0.29987892508506775,0.3408433794975281,0.23418429493904114,0.2644774317741394,0.21227920055389404
abdiweli,0.12562426924705505,0.26749154925346375,0.12798601388931274,0.31449800729751587,0.26593533158302307,0.29947689175605774,0.41164430975914,0.4406547546386719,0.1786893904209137
mohamed,0.17494745552539825,0.18649929761886597,0.17673946917057037,0.2505786716938019,0.18103867769241333,0.3070877492427826,0.2512691020965576,0.275028258562088,0.15623904764652252
ali,0.1344982534646988,0.1383175253868103,0.14716431498527527,0.2125740945339203,0.21759866178035736,0.2904413342475891,0.20430146157741547,0.22585752606391907,0.12320320308208466
;,0.10986888408660889,0.005234759766608477,-0.0399949736893177,0.0754367932677269,0.09152708947658539,0.025974370539188385,0.014075025916099548,0.05797768011689186,0.10349778085947037
u.s,-0.04298092797398567,0.09370832145214081,0.0018236527685075998,0.12036829441785812,0.0010489047272130847,-0.11594680696725845,-0.058377109467983246,-0.006595928687602282,-0.03245445340871811
.,0.3567904531955719,0.254516065120697,0.2471552938222885,0.40146201848983765,0.5934505462646484,0.2168932408094406,0.17658381164073944,0.16012521088123322,0.4130953550338745
