,what,types,of,organizations,are,on,a,decline,in,the,us,which,adversely,effects,economic,mobility,?
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2850687503814697,0.40399202704429626,0.5107308030128479,0.5829201340675354,0.2774365544319153,0.6662389636039734,1.0,0.25727739930152893,0.6521818041801453,0.3143986165523529,0.25316479802131653,0.282455176115036,0.2575506269931793,0.22068053483963013
reduction,0.19884426891803741,0.26409393548965454,0.2803387939929962,0.2278156280517578,0.21609076857566833,0.16262708604335785,0.2845925986766815,0.3663460910320282,0.24459965527057648,0.27052462100982666,0.12788216769695282,0.363463431596756,0.36469557881355286,0.3804159164428711,0.41229555010795593,0.34862011671066284,0.1612403839826584
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
business,0.21758167445659637,0.13369542360305786,0.23985227942466736,0.3847898244857788,0.16427041590213776,0.19842210412025452,0.2670866549015045,0.20999567210674286,0.2298729121685028,0.2389037162065506,0.20438691973686218,0.2152334302663803,0.33661511540412903,0.16465148329734802,0.37167811393737793,0.2796693444252014,0.1545659303665161
regulation,0.24804432690143585,0.28446799516677856,0.2660454213619232,0.3341215252876282,0.2471223920583725,0.21283218264579773,0.25306373834609985,0.32807931303977966,0.25001105666160583,0.33589670062065125,0.2131754606962204,0.4183797240257263,0.5067335963249207,0.29831641912460327,0.33415156602859497,0.3456861972808838,0.1690916270017624
along,0.22421957552433014,0.14213381707668304,0.34889817237854004,0.16836178302764893,0.28655800223350525,0.41361382603645325,0.24426962435245514,0.14032304286956787,0.3603311777114868,0.39495137333869934,0.11694884300231934,0.33404073119163513,0.19103434681892395,0.17872503399848938,0.13813336193561554,0.16369371116161346,0.17134909331798553
with,0.2464839518070221,0.2505682706832886,0.41827285289764404,0.2466343492269516,0.38996943831443787,0.40749499201774597,0.3783375024795532,0.18711325526237488,0.4080928862094879,0.4223487675189972,0.1991443932056427,0.46403205394744873,0.2702663838863373,0.2477746307849884,0.21086382865905762,0.19233252108097076,0.2433311939239502
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2850687503814697,0.40399202704429626,0.5107308030128479,0.5829201340675354,0.2774365544319153,0.6662389636039734,1.0,0.25727739930152893,0.6521818041801453,0.3143986165523529,0.25316479802131653,0.282455176115036,0.2575506269931793,0.22068053483963013
decline,0.2257683128118515,0.1665165275335312,0.20493058860301971,0.1512131690979004,0.15324155986309052,0.17766164243221283,0.1839693933725357,1.0,0.2551143169403076,0.2774365544319153,0.1382918655872345,0.23603788018226624,0.30710306763648987,0.2587815225124359,0.388024240732193,0.24830135703086853,0.131937175989151
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
union,0.1396910548210144,0.09171642363071442,0.2642118036746979,0.2798546254634857,0.15829040110111237,0.15769828855991364,0.18140026926994324,0.17572827637195587,0.22726479172706604,0.24421639740467072,0.24373739957809448,0.23846890032291412,0.2419898957014084,0.08976083993911743,0.2600894272327423,0.21485890448093414,0.07797172665596008
membership,0.2070973664522171,0.11035353690385818,0.26808464527130127,0.4521842300891876,0.231269970536232,0.22208115458488464,0.2253107875585556,0.26677894592285156,0.21524956822395325,0.2937599718570709,0.17931975424289703,0.2990085482597351,0.2752421796321869,0.12883621454238892,0.31286516785621643,0.32792091369628906,0.15225854516029358
as,0.31749409437179565,0.2006441354751587,0.3886612355709076,0.26520437002182007,0.3826591968536377,0.36047765612602234,0.39550232887268066,0.2392796128988266,0.3887844979763031,0.48381632566452026,0.1875484585762024,0.41006597876548767,0.3189375102519989,0.2359563261270523,0.21993175148963928,0.19835810363292694,0.27043893933296204
one,0.376489520072937,0.27985575795173645,0.4999135136604309,0.22128430008888245,0.42537835240364075,0.3601475656032562,0.4910551905632019,0.1699405312538147,0.4129433035850525,0.5514441132545471,0.24666564166545868,0.510688066482544,0.2923281788825989,0.2370981127023697,0.17755547165870667,0.19446702301502228,0.2673267424106598
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2850687503814697,0.40399202704429626,0.5107308030128479,0.5829201340675354,0.2774365544319153,0.6662389636039734,1.0,0.25727739930152893,0.6521818041801453,0.3143986165523529,0.25316479802131653,0.282455176115036,0.2575506269931793,0.22068053483963013
causes,0.1426164209842682,0.21472762525081635,0.2544642984867096,0.16705037653446198,0.21512891352176666,0.24110297858715057,0.27698835730552673,0.2093452513217926,0.2674790024757385,0.2518732249736786,0.15289168059825897,0.2707224190235138,0.3389844298362732,0.39372578263282776,0.20273149013519287,0.16156406700611115,0.19991323351860046
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
economic,0.18082544207572937,0.12397056818008423,0.3030148148536682,0.31018510460853577,0.17979218065738678,0.20757777988910675,0.2234611213207245,0.388024240732193,0.22027181088924408,0.282455176115036,0.1569339632987976,0.2570582926273346,0.3729144334793091,0.25325119495391846,0.9999999403953552,0.2547113299369812,0.1206481084227562
inequality,0.30072227120399475,0.22945965826511383,0.27910974621772766,0.3583064675331116,0.24070033431053162,0.16136983036994934,0.1783585250377655,0.2658378779888153,0.19402410089969635,0.23508106172084808,0.2170293778181076,0.25761353969573975,0.4040938913822174,0.29619550704956055,0.4401332437992096,0.3863872289657593,0.23619021475315094
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.2218165397644043,0.3452940285205841,0.49257001280784607,0.50484299659729,0.2693142294883728,0.5591574311256409,0.5934505462646484,0.3162994682788849,0.45942068099975586,0.24726629257202148,0.21454407274723053,0.22435031831264496,0.21459199488162994,0.4130953550338745
