,in,which,case,was,it,held,that,the,provisions,of,the,treaties,are,directly,effective,if,they,are,clear,",",unconditional,",",and,do,n't,require,further,action,by,eu,or,national,authorities,?
),0.3326910734176636,0.2758678197860718,0.2503088414669037,0.3267642855644226,0.28560304641723633,0.1961527168750763,0.23478686809539795,0.3456730246543884,0.1550421565771103,0.3680361211299896,0.3456730246543884,0.11589182168245316,0.2373749315738678,0.17199867963790894,0.18872471153736115,0.2878422141075134,0.22818082571029663,0.2373749315738678,0.23644597828388214,0.63033527135849,0.1851198375225067,0.63033527135849,0.4961937665939331,0.24460165202617645,0.16805793344974518,0.17064784467220306,0.21232472360134125,0.2671453356742859,0.2151763141155243,0.1733860969543457,0.3706604242324829,0.25379422307014465,0.1073325052857399,0.42300865054130554
did,0.2593238651752472,0.2750149369239807,0.21228672564029694,0.41399896144866943,0.2993364930152893,0.18607917428016663,0.47518548369407654,0.34736719727516174,0.28340375423431396,0.2513895630836487,0.34736719727516174,0.25577887892723083,0.2159031480550766,0.2733418643474579,0.2096690982580185,0.3197491765022278,0.4879390597343445,0.2159031480550766,0.27081912755966187,0.3015086054801941,0.24700845777988434,0.3015086054801941,0.34479495882987976,0.5246143937110901,-0.11697922646999359,0.2680594325065613,0.216647207736969,0.17849725484848022,0.18574509024620056,0.12030338495969772,0.28211739659309387,0.17743784189224243,0.30031415820121765,0.3023456633090973
not,0.3403114080429077,0.46766895055770874,0.3788454234600067,0.2888734042644501,0.4651523232460022,0.1698913723230362,0.6600887179374695,0.4310511648654938,0.36116644740104675,0.3307090103626251,0.4310511648654938,0.2920204997062683,0.46186959743499756,0.3935721516609192,0.30744922161102295,0.6100378632545471,0.5804335474967957,0.46186959743499756,0.42303335666656494,0.3769696354866028,0.34577205777168274,0.3769696354866028,0.39099299907684326,0.6619802713394165,-0.11552248895168304,0.4402938187122345,0.3125629127025604,0.21239683032035828,0.291808545589447,0.16702550649642944,0.5119067430496216,0.18304212391376495,0.31496956944465637,0.41942933201789856
require,0.14079172909259796,0.28661149740219116,0.342424601316452,0.08236487209796906,0.182237446308136,0.14668609201908112,0.3625117540359497,0.17356595396995544,0.3439449369907379,0.20683176815509796,0.17356595396995544,0.2322027087211609,0.388192743062973,0.3064548075199127,0.3534422814846039,0.4578954875469208,0.30564460158348083,0.388192743062973,0.2762953042984009,0.20549376308918,0.28715890645980835,0.20549376308918,0.24569399654865265,0.44236746430397034,-0.09809282422065735,0.9999998807907104,0.21071001887321472,0.2368926703929901,0.13001477718353271,0.2504364550113678,0.43268540501594543,0.09274839609861374,0.25279316306114197,0.2463286817073822
eu,0.12919096648693085,0.15620915591716766,0.14086289703845978,0.08040577173233032,0.11940911412239075,0.08671654015779495,0.10275088250637054,0.14126400649547577,0.3013937771320343,0.1579294353723526,0.14126400649547577,0.33172380924224854,0.13638608157634735,0.17100955545902252,0.196724072098732,0.17847009003162384,0.1231704130768776,0.13638608157634735,0.08756999671459198,0.1565755307674408,0.08993635326623917,0.1565755307674408,0.16977795958518982,0.19533392786979675,0.03256627917289734,0.2504364550113678,0.08397543430328369,0.08782457560300827,0.07193604856729507,0.9999998807907104,0.1964779645204544,0.17586670815944672,0.1603822559118271,0.21586786210536957
or,0.3586423695087433,0.5105096101760864,0.3510584235191345,0.2330796718597412,0.36389440298080444,0.16831013560295105,0.4729836881160736,0.4174870550632477,0.30739352107048035,0.3792596757411957,0.4174870550632477,0.2210310846567154,0.5374364256858826,0.3583093583583832,0.277005136013031,0.508355975151062,0.4633304476737976,0.5374364256858826,0.330760657787323,0.3769497275352478,0.34743747115135193,0.3769497275352478,0.4713204801082611,0.39439281821250916,-0.056045327335596085,0.43268540501594543,0.29069530963897705,0.25808820128440857,0.30274316668510437,0.1964779645204544,1.0000001192092896,0.1739870309829712,0.2543749213218689,0.32389625906944275
national,0.28915393352508545,0.28337109088897705,0.08690790086984634,0.2433898150920868,0.16561564803123474,0.2380104959011078,0.20268747210502625,0.32739606499671936,0.1890926957130432,0.3314673602581024,0.32739606499671936,0.21615031361579895,0.17082279920578003,0.2001585215330124,0.09202677756547928,0.12395558506250381,0.17293670773506165,0.17082279920578003,0.1824122816324234,0.23933029174804688,0.22987394034862518,0.23933029174804688,0.2608908712863922,0.1124928817152977,0.09538352489471436,0.09274839609861374,0.10644920915365219,0.1697108894586563,0.19307640194892883,0.17586670815944672,0.1739870309829712,1.0000001192092896,0.27427226305007935,0.15643028914928436
authorities,0.2868952453136444,0.26113027334213257,0.21063020825386047,0.2960662841796875,0.23238831758499146,0.2698638439178467,0.3247348368167877,0.2784515917301178,0.4293024241924286,0.2408684492111206,0.2784515917301178,0.38723206520080566,0.2357611209154129,0.22965508699417114,0.22982972860336304,0.1793440729379654,0.300740122795105,0.2357611209154129,0.2737009525299072,0.24295401573181152,0.3317890167236328,0.24295401573181152,0.2857656180858612,0.23065775632858276,-0.02161346934735775,0.25279316306114197,0.30758723616600037,0.1826833337545395,0.2724512219429016,0.1603822559118271,0.2543749213218689,0.27427226305007935,1.0,0.17285770177841187
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.3636345863342285,0.513711154460907,0.22177374362945557,0.5436353087425232,0.535392165184021,0.2621118724346161,0.41548454761505127,0.535392165184021,0.30276235938072205,0.3504326641559601,0.46690139174461365,0.27306854724884033,0.4559597074985504,0.5452046394348145,0.3504326641559601,0.34294766187667847,0.44245919585227966,0.29478728771209717,0.44245919585227966,0.48971283435821533,0.38876664638519287,-0.14541994035243988,0.29503753781318665,0.4001762866973877,0.24674110114574432,0.33534231781959534,0.1539587825536728,0.38921234011650085,0.21067756414413452,0.29137885570526123,0.29463258385658264
take,0.21975718438625336,0.28362178802490234,0.24435067176818848,0.15919329226016998,0.27032700181007385,0.283068984746933,0.3651382029056549,0.31620436906814575,0.2593286633491516,0.29282352328300476,0.31620436906814575,0.2596384286880493,0.2774496376514435,0.2834078073501587,0.2511988878250122,0.34231019020080566,0.3386363983154297,0.2774496376514435,0.24229463934898376,0.2881867289543152,0.19224445521831512,0.2881867289543152,0.296702116727829,0.40664049983024597,-0.1343301236629486,0.39646461606025696,0.24513781070709229,0.2290688157081604,0.1697900891304016,0.13170525431632996,0.31863799691200256,0.09193159639835358,0.19872260093688965,0.21897350251674652
further,0.233941450715065,0.33739811182022095,0.16929857432842255,0.16107149422168732,0.27744895219802856,0.07480254024267197,0.34756001830101013,0.32531118392944336,0.29122525453567505,0.24797867238521576,0.32531118392944336,0.21819517016410828,0.2482294738292694,0.2629118859767914,0.22186797857284546,0.2947865426540375,0.2851434350013733,0.2482294738292694,0.26618650555610657,0.2694096863269806,0.24052120745182037,0.2694096863269806,0.3426179587841034,0.2191287726163864,-0.025774821639060974,0.21071001887321472,1.0,0.19615475833415985,0.2836849093437195,0.08397543430328369,0.29069530963897705,0.10644920915365219,0.30758723616600037,0.20960763096809387
action,0.22362500429153442,0.3008856773376465,0.2091820389032364,0.17610664665699005,0.2570253312587738,0.1287866234779358,0.29577216506004333,0.28415048122406006,0.17234696447849274,0.23570318520069122,0.28415048122406006,0.1843395084142685,0.1995353102684021,0.22833922505378723,0.21977545320987701,0.22282744944095612,0.20659521222114563,0.1995353102684021,0.20675182342529297,0.22599565982818604,0.275274395942688,0.22599565982818604,0.25631651282310486,0.1896611452102661,-0.00920816883444786,0.2368926703929901,0.19615475833415985,1.0,0.23816438019275665,0.08782457560300827,0.25808820128440857,0.1697108894586563,0.1826833337545395,0.250188946723938
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.3636345863342285,0.513711154460907,0.22177374362945557,0.5436353087425232,0.535392165184021,0.2621118724346161,0.41548454761505127,0.535392165184021,0.30276235938072205,0.3504326641559601,0.46690139174461365,0.27306854724884033,0.4559597074985504,0.5452046394348145,0.3504326641559601,0.34294766187667847,0.44245919585227966,0.29478728771209717,0.44245919585227966,0.48971283435821533,0.38876664638519287,-0.14541994035243988,0.29503753781318665,0.4001762866973877,0.24674110114574432,0.33534231781959534,0.1539587825536728,0.38921234011650085,0.21067756414413452,0.29137885570526123,0.29463258385658264
implement,0.19847343862056732,0.3337829113006592,0.29726701974868774,0.21511198580265045,0.2776777148246765,0.15929995477199554,0.3464328348636627,0.2174527645111084,0.36537811160087585,0.1979142129421234,0.2174527645111084,0.3347354829311371,0.24870747327804565,0.2166610211133957,0.4047490656375885,0.32199549674987793,0.20174406468868256,0.24870747327804565,0.27830785512924194,0.22027646005153656,0.30592629313468933,0.22027646005153656,0.2264379858970642,0.29229897260665894,-0.09540211409330368,0.4737880825996399,0.23611722886562347,0.19810166954994202,0.15356138348579407,0.29455995559692383,0.273641973733902,0.17497681081295013,0.2777247726917267,0.24488528072834015
them,0.29119014739990234,0.4958057701587677,0.26492929458618164,0.23709723353385925,0.44355401396751404,0.18397772312164307,0.5601773262023926,0.4788833558559418,0.3045600950717926,0.34503093361854553,0.4788833558559418,0.35223427414894104,0.5206625461578369,0.4340384006500244,0.2674816846847534,0.45413675904273987,0.6924025416374207,0.5206625461578369,0.3215315341949463,0.3985835015773773,0.22931882739067078,0.3985835015773773,0.48717668652534485,0.4653012752532959,-0.2052551805973053,0.34650251269340515,0.3301449120044708,0.2938518226146698,0.35830166935920715,0.101686030626297,0.4516362249851227,0.18950115144252777,0.34762778878211975,0.35435691475868225
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.40146201848983765,0.5593622326850891,0.2628571093082428,0.4460422694683075,0.5934505462646484,0.21271444857120514,0.5352458953857422,0.5934505462646484,0.21012970805168152,0.3452940285205841,0.30484142899513245,0.2533048987388611,0.421799898147583,0.4510921239852905,0.3452940285205841,0.2668589651584625,0.6812511086463928,0.1571788340806961,0.6812511086463928,0.588965117931366,0.3613996207714081,0.01884327083826065,0.21465444564819336,0.25690746307373047,0.2625104486942291,0.3936232924461365,0.1552242487668991,0.36683785915374756,0.29436907172203064,0.17601054906845093,0.4130953550338745
