,the,hardest,problems,in,np,can,be,analogously,written,as,what,class,of,problems,?
π2,0.21732740104198456,0.05182196572422981,0.09643755108118057,0.1062781885266304,0.06175009161233902,0.19128558039665222,0.18473351001739502,0.24472758173942566,0.045429881662130356,0.12566262483596802,0.08958643674850464,0.0782412588596344,0.1839505434036255,0.09643755108118057,0.0623113252222538
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
to,0.535392165184021,0.31785935163497925,0.28989166021347046,0.45010748505592346,0.12644809484481812,0.4979398250579834,0.4972836375236511,0.31908056139945984,0.18544813990592957,0.42092081904411316,0.455847829580307,0.18696844577789307,0.41548454761505127,0.28989166021347046,0.29463258385658264
another,0.5019711852073669,0.33114856481552124,0.2314843386411667,0.3397690951824188,0.14083638787269592,0.3920363187789917,0.42243969440460205,0.3570916950702667,0.21167421340942383,0.3282026946544647,0.4190070629119873,0.1522136777639389,0.38147079944610596,0.2314843386411667,0.295511931180954
problem,0.24928659200668335,0.33016490936279297,0.7913808822631836,0.16969570517539978,0.4497864544391632,0.36370179057121277,0.347878634929657,0.2535396218299866,0.18358589708805084,0.2586832344532013,0.42183366417884827,0.19669321179389954,0.20464475452899933,0.7913808822631836,0.3762950301170349
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
π1,0.02051517926156521,-0.08199910819530487,-0.019203966483473778,-0.037193410098552704,0.07546094805002213,0.020127560943365097,0.011948168277740479,-0.0014312189305201173,0.05679508298635483,-0.03335718438029289,0.08171424269676208,0.027899719774723053,0.09093830734491348,-0.019203966483473778,-0.028902659192681313
",",0.4933079481124878,0.2620904743671417,0.2596952021121979,0.5201468467712402,0.1823609173297882,0.3139454126358032,0.39254459738731384,0.27194905281066895,0.2737409770488739,0.48816442489624023,0.3087472915649414,0.1753857135772705,0.4946078956127167,0.2596952021121979,0.31091248989105225
would,0.4133751392364502,0.2834336757659912,0.30150145292282104,0.30461156368255615,0.15096163749694824,0.5638198852539062,0.5202695727348328,0.30355513095855713,0.24558310210704803,0.3824005722999573,0.45766422152519226,0.1581210196018219,0.3353942930698395,0.30150145292282104,0.37178951501846313
indicate,0.2430160641670227,0.10213550180196762,0.13925792276859283,0.21759656071662903,0.14576661586761475,0.30144286155700684,0.3533998727798462,0.30907106399536133,0.17326515913009644,0.2572437822818756,0.24538113176822662,0.12707287073135376,0.25098979473114014,0.13925792276859283,0.23544088006019592
that,0.5473989248275757,0.27746281027793884,0.3758413791656494,0.435920387506485,0.2149038165807724,0.4522190988063812,0.6036020517349243,0.416908323764801,0.31561627984046936,0.4735107421875,0.6297725439071655,0.23035554587841034,0.41498205065727234,0.3758413791656494,0.32716336846351624
there,0.47025805711746216,0.2656964957714081,0.3197254538536072,0.5361666083335876,0.27156734466552734,0.36423051357269287,0.41019052267074585,0.19925977289676666,0.25321653485298157,0.33535557985305786,0.35085538029670715,0.1560887098312378,0.44397735595703125,0.3197254538536072,0.29405656456947327
is,0.5823672413825989,0.3021050691604614,0.16985496878623962,0.5394441485404968,0.2208731323480606,0.44256699085235596,0.4819129705429077,0.2942107617855072,0.2634589672088623,0.43216490745544434,0.28837618231773376,0.1275252103805542,0.4854315221309662,0.16985496878623962,0.22961433231830597
no,0.3461136817932129,0.24854546785354614,0.28842693567276,0.24372287094593048,0.27036094665527344,0.2225070297718048,0.4173688292503357,0.17064644396305084,0.19488468766212463,0.28687340021133423,0.339326947927475,0.13246874511241913,0.24809792637825012,0.28842693567276,0.32165053486824036
known,0.3624623417854309,0.338467001914978,0.14510442316532135,0.32641831040382385,0.16972734034061432,0.18300224840641022,0.15196610987186432,0.2638729214668274,0.26369374990463257,0.4815765619277954,0.20381177961826324,0.12499057501554489,0.35814476013183594,0.14510442316532135,0.18314571678638458
polynomial-time,0.23095251619815826,0.3014078140258789,0.34936100244522095,0.20673944056034088,0.5199081301689148,0.37689030170440674,0.34630662202835083,0.4108020067214966,0.3152894973754883,0.2571493089199066,0.288694828748703,0.219138503074646,0.2577710747718811,0.34936100244522095,0.2915361523628235
solution,0.20422548055648804,0.3137969970703125,0.35768553614616394,0.19538016617298126,0.4076559245586395,0.35933056473731995,0.34988686442375183,0.3063669502735138,0.150613933801651,0.24288590252399445,0.275324285030365,0.11529956758022308,0.18098624050617218,0.35768553614616394,0.28505614399909973
for,0.4739971458911896,0.2619372010231018,0.27039530873298645,0.4322226941585541,0.1543017327785492,0.35690054297447205,0.3801851272583008,0.2936125099658966,0.25893163681030273,0.44774648547172546,0.3017193675041199,0.17833863198757172,0.4185989499092102,0.27039530873298645,0.264628142118454
π1,0.02051517926156521,-0.08199910819530487,-0.019203966483473778,-0.037193410098552704,0.07546094805002213,0.020127560943365097,0.011948168277740479,-0.0014312189305201173,0.05679508298635483,-0.03335718438029289,0.08171424269676208,0.027899719774723053,0.09093830734491348,-0.019203966483473778,-0.028902659192681313
.,0.5934505462646484,0.2662787437438965,0.2602308988571167,0.5591574311256409,0.26927393674850464,0.35783761739730835,0.4383580684661865,0.2762599289417267,0.25418123602867126,0.515582263469696,0.3567904531955719,0.24688394367694855,0.5352458953857422,0.2602308988571167,0.4130953550338745
