,according,to,game,stats,",",which,super,bowl,50,quarterback,had,his,worst,year,since,his,first,season,as,a,player,in,the,nfl,?
plantar,0.12367938458919525,0.16500310599803925,0.1348789930343628,0.08966702967882156,0.27747341990470886,0.19996388256549835,0.09528473019599915,0.21683529019355774,-6.525024946313351e-05,0.1772628128528595,0.2257271260023117,0.23247328400611877,0.09355500340461731,0.12874624133110046,0.10293614119291306,0.23247328400611877,0.2277907431125641,0.18289150297641754,0.1980494111776352,0.19178403913974762,0.14194165170192719,0.21501214802265167,0.23765602707862854,0.16860085725784302,0.12419132888317108
fasciitis,0.10049264132976532,0.17963431775569916,0.1885983794927597,0.15877483785152435,0.20115862786769867,0.24316361546516418,0.2011982798576355,0.1756090670824051,0.07837901264429092,0.22398145496845245,0.23995234072208405,0.24157844483852386,0.21336601674556732,0.17609736323356628,0.13262806832790375,0.24157844483852386,0.13873887062072754,0.12830358743667603,0.1667925864458084,0.2389664500951767,0.23023369908332825,0.18562792241573334,0.14955414831638336,0.21430116891860962,0.23458775877952576
injury,0.0508921854197979,0.24385890364646912,0.22511373460292816,0.19400016963481903,0.23598910868167877,0.2590266466140747,0.19756869971752167,0.19365450739860535,0.05747586116194725,0.3529675006866455,0.2027079463005066,0.3168439567089081,0.17045611143112183,0.22840875387191772,0.13957054913043976,0.3168439567089081,0.11724542826414108,0.3006984293460846,0.18512780964374542,0.27168452739715576,0.22439603507518768,0.25140535831451416,0.22097580134868622,0.2728367745876312,0.1309780478477478
in,0.29259276390075684,0.45010748505592346,0.23986028134822845,0.15948234498500824,0.5201468467712402,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.17283181846141815,0.385026752948761,0.3598145842552185,0.19013282656669617,0.3359307050704956,0.4325680434703827,0.3598145842552185,0.4127444326877594,0.2184021919965744,0.3887844979763031,0.539380669593811,0.1851271539926529,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
his,0.2082674354314804,0.3715193271636963,0.21079449355602264,0.1490212082862854,0.3378419280052185,0.32283493876457214,0.12594756484031677,0.13805828988552094,0.04898534715175629,0.26448479294776917,0.4401516616344452,0.9999998807907104,0.09057256579399109,0.255428284406662,0.25658485293388367,0.9999998807907104,0.3241460621356964,0.20986881852149963,0.3146366477012634,0.3497250974178314,0.24347680807113647,0.3598145842552185,0.4394008219242096,0.19130797684192657,0.18075084686279297
heel,0.05204370990395546,0.2585073709487915,0.15781065821647644,0.09533226490020752,0.17643535137176514,0.23373715579509735,0.17533689737319946,0.19533176720142365,0.06476238369941711,0.24822287261486053,0.18414092063903809,0.2834022045135498,0.12581749260425568,0.1032319888472557,-0.0007930783904157579,0.2834022045135498,0.09664598107337952,0.19707657396793365,0.20833700895309448,0.24776509404182434,0.16775506734848022,0.1293310523033142,0.2303585559129715,0.1568536013364792,0.13895626366138458
that,0.29146862030029297,0.5436353087425232,0.27499276399612427,0.2895149290561676,0.4137537479400635,0.6894589066505432,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.17249047756195068,0.4407361149787903,0.3173833191394806,0.2362307906150818,0.2826407253742218,0.3873181641101837,0.3173833191394806,0.3482176661491394,0.21767571568489075,0.4735107421875,0.47537946701049805,0.16807673871517181,0.435920387506485,0.5473989248275757,0.15213505923748016,0.32716336846351624
he,0.1964288353919983,0.385390967130661,0.2474532276391983,0.1375991255044937,0.40251094102859497,0.3415409028530121,0.18361671268939972,0.1560072898864746,0.032580915838479996,0.28568264842033386,0.43657350540161133,0.7171558737754822,0.10117828845977783,0.2827935814857483,0.33463752269744873,0.7171558737754822,0.3826274573802948,0.20349597930908203,0.33787044882774353,0.4393508732318878,0.3589845597743988,0.41690486669540405,0.4571082592010498,0.20138944685459137,0.2089974731206894
had,0.3028804361820221,0.37984350323677063,0.18758456408977509,0.1340753436088562,0.35487717390060425,0.3188965916633606,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.18042391538619995,0.9999999403953552,0.4401516616344452,0.20103506743907928,0.29678046703338623,0.4845401346683502,0.4401516616344452,0.3379828929901123,0.1978970468044281,0.3393979072570801,0.34897568821907043,0.12922927737236023,0.385026752948761,0.3875846862792969,0.17032240331172943,0.20728366076946259
suffered,0.23020100593566895,0.15722067654132843,0.14093159139156342,0.07978399842977524,0.24693666398525238,0.17920911312103271,0.1632915586233139,0.08655086159706116,0.05725054070353508,0.22943666577339172,0.536039412021637,0.3798946738243103,0.30410054326057434,0.18688374757766724,0.2589896619319916,0.3798946738243103,0.15030449628829956,0.21271176636219025,0.2071637213230133,0.2735525667667389,0.14782151579856873,0.277639776468277,0.2558774948120117,0.16087491810321808,0.08963493257761002
since,0.2230328768491745,0.3733763098716736,0.19464720785617828,0.18442636728286743,0.3991432189941406,0.3523256182670593,0.13119962811470032,0.14065173268318176,0.041575029492378235,0.18010541796684265,0.4845401346683502,0.25658485293388367,0.20336312055587769,0.31512683629989624,1.0000001192092896,0.25658485293388367,0.42581459879875183,0.25668418407440186,0.36245352029800415,0.3303585946559906,0.16642019152641296,0.4325680434703827,0.4054957628250122,0.13534599542617798,0.2876587212085724
the,0.3202974498271942,0.535392165184021,0.285271555185318,0.19401417672634125,0.4933079481124878,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.23757418990135193,0.3875846862792969,0.4394008219242096,0.21166902780532837,0.3609684407711029,0.4054957628250122,0.4394008219242096,0.49448907375335693,0.2507155239582062,0.48381632566452026,0.5829201340675354,0.19900773465633392,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
summer,0.07187449187040329,0.23132751882076263,0.16097989678382874,0.2192426472902298,0.269391804933548,0.2346092164516449,0.18135587871074677,0.2471274882555008,-0.008474037051200867,0.1793803870677948,0.23148033022880554,0.1866539865732193,0.16425542533397675,0.3380349278450012,0.3129096031188965,0.1866539865732193,0.23611345887184143,0.36044254899024963,0.1789223700761795,0.21519871056079865,0.18577110767364502,0.31081318855285645,0.2685571610927582,0.2428419589996338,0.11625723540782928
",",0.3107093870639801,0.44245919585227966,0.2653886377811432,0.2316780686378479,1.0000001192092896,0.3658004403114319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2844501733779907,0.35487717390060425,0.3378419280052185,0.22239959239959717,0.28560417890548706,0.3991432189941406,0.3378419280052185,0.34503069519996643,0.2232367992401123,0.48816442489624023,0.427140474319458,0.25826331973075867,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
and,0.30645591020584106,0.48971283435821533,0.25192898511886597,0.19816012680530548,0.6633074283599854,0.506277859210968,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.202833354473114,0.3872550129890442,0.4234102666378021,0.148040309548378,0.2506658732891083,0.3515571057796478,0.4234102666378021,0.3167642652988434,0.2369309365749359,0.49487000703811646,0.3739250600337982,0.22685286402702332,0.4954058527946472,0.5171257257461548,0.2080700695514679,0.20544172823429108
the,0.3202974498271942,0.535392165184021,0.285271555185318,0.19401417672634125,0.4933079481124878,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.23757418990135193,0.3875846862792969,0.4394008219242096,0.21166902780532837,0.3609684407711029,0.4054957628250122,0.4394008219242096,0.49448907375335693,0.2507155239582062,0.48381632566452026,0.5829201340675354,0.19900773465633392,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
simple,0.12242326885461807,0.38820502161979675,0.1812940388917923,0.2656072974205017,0.2595684230327606,0.40099966526031494,0.17177358269691467,0.14122293889522552,0.0029895491898059845,0.16086557507514954,0.2113422453403473,0.20944049954414368,0.10659059137105942,0.16227658092975616,0.25311747193336487,0.20944049954414368,0.20846977829933167,0.19736924767494202,0.275139719247818,0.34160614013671875,0.11926154792308807,0.18105459213256836,0.24738673865795135,0.18613506853580475,0.4614735543727875
fact,0.22371231019496918,0.35271596908569336,0.175370991230011,0.23952007293701172,0.2791052758693695,0.4121483862400055,0.11737161874771118,0.014644072391092777,-0.05428516864776611,0.05100208893418312,0.25676092505455017,0.2526119649410248,0.19022609293460846,0.20254383981227875,0.2935831546783447,0.2526119649410248,0.22990179061889648,0.17834530770778656,0.294501394033432,0.27727827429771423,0.08538633584976196,0.25253036618232727,0.32878658175468445,0.09011185169219971,0.2798655927181244
that,0.29146862030029297,0.5436353087425232,0.27499276399612427,0.2895149290561676,0.4137537479400635,0.6894589066505432,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.17249047756195068,0.4407361149787903,0.3173833191394806,0.2362307906150818,0.2826407253742218,0.3873181641101837,0.3173833191394806,0.3482176661491394,0.21767571568489075,0.4735107421875,0.47537946701049805,0.16807673871517181,0.435920387506485,0.5473989248275757,0.15213505923748016,0.32716336846351624
manning,0.08402473479509354,0.24857525527477264,0.3214661478996277,0.2561480402946472,0.30921146273612976,0.20940884947776794,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.5449647903442383,0.19614505767822266,0.33460527658462524,0.17082956433296204,0.2521476149559021,0.13168372213840485,0.33460527658462524,0.28783273696899414,0.33529460430145264,0.27189740538597107,0.2509649395942688,0.3113711178302765,0.22345924377441406,0.27058160305023193,0.41851508617401123,0.15856626629829407
was,0.31116798520088196,0.3636345863342285,0.2568269371986389,0.06973963975906372,0.45456063747406006,0.2830964922904968,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.24103644490242004,0.5927209258079529,0.4405253231525421,0.15066909790039062,0.3209837079048157,0.4384658932685852,0.4405253231525421,0.5022147297859192,0.24797968566417694,0.3677520453929901,0.4508470594882965,0.1967325210571289,0.45514053106307983,0.48711544275283813,0.20145657658576965,0.18412111699581146
getting,0.0771448090672493,0.37584787607192993,0.24535776674747467,0.2369885891675949,0.2384856641292572,0.31738874316215515,0.10684762895107269,0.10609706491231918,0.08937335759401321,0.2386045902967453,0.35376662015914917,0.28467634320259094,0.20434792339801788,0.1949993520975113,0.29170551896095276,0.28467634320259094,0.1821233034133911,0.21153336763381958,0.2746428847312927,0.2823704481124878,0.15226536989212036,0.2387998104095459,0.2930673360824585,0.10210930556058884,0.28468504548072815
old,0.1994236260652542,0.2412436157464981,0.11710406839847565,0.09296993166208267,0.26524028182029724,0.3071022629737854,0.17351548373699188,0.07883551716804504,-0.05940531566739082,0.13743433356285095,0.23504669964313507,0.2539081573486328,0.09560433030128479,0.3157127797603607,0.2935742735862732,0.2539081573486328,0.23832789063453674,0.15347151458263397,0.24722114205360413,0.2846200466156006,0.16453060507774353,0.2865324318408966,0.31849798560142517,0.0790610983967781,0.20577076077461243
",",0.3107093870639801,0.44245919585227966,0.2653886377811432,0.2316780686378479,1.0000001192092896,0.3658004403114319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2844501733779907,0.35487717390060425,0.3378419280052185,0.22239959239959717,0.28560417890548706,0.3991432189941406,0.3378419280052185,0.34503069519996643,0.2232367992401123,0.48816442489624023,0.427140474319458,0.25826331973075867,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
as,0.24795791506767273,0.42092081904411316,0.18194591999053955,0.19367483258247375,0.48816442489624023,0.41006597876548767,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.2484835833311081,0.3393979072570801,0.3146366477012634,0.22892223298549652,0.28440728783607483,0.36245352029800415,0.3146366477012634,0.33842000365257263,0.22911055386066437,1.0,0.39550232887268066,0.1808752566576004,0.3887844979763031,0.48381632566452026,0.18464252352714539,0.27043893933296204
he,0.1964288353919983,0.385390967130661,0.2474532276391983,0.1375991255044937,0.40251094102859497,0.3415409028530121,0.18361671268939972,0.1560072898864746,0.032580915838479996,0.28568264842033386,0.43657350540161133,0.7171558737754822,0.10117828845977783,0.2827935814857483,0.33463752269744873,0.7171558737754822,0.3826274573802948,0.20349597930908203,0.33787044882774353,0.4393508732318878,0.3589845597743988,0.41690486669540405,0.4571082592010498,0.20138944685459137,0.2089974731206894
turned,0.19857309758663177,0.33177903294563293,0.1834639310836792,0.14506782591342926,0.321188747882843,0.31035420298576355,0.12623630464076996,0.15895067155361176,-0.012949184514582157,0.1537654548883438,0.3808782398700714,0.31171542406082153,0.14967691898345947,0.20014308393001556,0.22009249031543732,0.31171542406082153,0.2236493080854416,0.17581911385059357,0.2937243580818176,0.32632166147232056,0.1753002554178238,0.2571444809436798,0.3414173722267151,0.09214802086353302,0.130948007106781
39,0.08237199485301971,0.07146073132753372,0.05930614098906517,0.06045440956950188,0.08298518508672714,0.10987009108066559,0.08757179975509644,0.17817457020282745,0.019131619483232498,0.1435333490371704,0.08981507271528244,0.02799271047115326,0.08168117702007294,0.09964437037706375,0.03281987085938454,0.02799271047115326,0.01518415566533804,0.13412198424339294,0.06963281333446503,0.01989520527422428,0.0648622214794159,0.13778941333293915,0.12403792142868042,0.157037153840065,0.04514012485742569
in,0.29259276390075684,0.45010748505592346,0.23986028134822845,0.15948234498500824,0.5201468467712402,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.17283181846141815,0.385026752948761,0.3598145842552185,0.19013282656669617,0.3359307050704956,0.4325680434703827,0.3598145842552185,0.4127444326877594,0.2184021919965744,0.3887844979763031,0.539380669593811,0.1851271539926529,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
the,0.3202974498271942,0.535392165184021,0.285271555185318,0.19401417672634125,0.4933079481124878,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.23757418990135193,0.3875846862792969,0.4394008219242096,0.21166902780532837,0.3609684407711029,0.4054957628250122,0.4394008219242096,0.49448907375335693,0.2507155239582062,0.48381632566452026,0.5829201340675354,0.19900773465633392,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
2015,0.1465185135602951,-0.0031493064016103745,-0.003872275585308671,-0.06451953947544098,0.06568983197212219,-0.028074992820620537,0.04363032057881355,0.0710686594247818,0.01757047325372696,-0.07722106575965881,0.0605347566306591,0.0642445981502533,-0.0934971421957016,0.10588137805461884,0.04247409105300903,0.0642445981502533,0.09433458745479584,-0.03830436244606972,0.04859122261404991,-0.008371892385184765,-0.08832229673862457,0.0891268327832222,0.1466771513223648,-0.006650217808783054,-0.029954981058835983
off-season,0.1340283751487732,0.2951839566230774,0.43560338020324707,0.3655736446380615,0.2906782925128937,0.256345272064209,0.3455824553966522,0.42190372943878174,0.08782022446393967,0.5227954387664795,0.2732439637184143,0.3297049105167389,0.20245157182216644,0.3723631799221039,0.30627912282943726,0.3297049105167389,0.2997245788574219,0.8545464873313904,0.2900317907333374,0.268362820148468,0.3463756740093231,0.2773585617542267,0.2915349304676056,0.5405803918838501,0.25146612524986267
.,0.29052162170410156,0.4645031690597534,0.2581658959388733,0.2473173588514328,0.6812511086463928,0.45942068099975586,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.23691914975643158,0.37348684668540955,0.3119256794452667,0.14260300993919373,0.32538118958473206,0.431787371635437,0.3119256794452667,0.4345304071903229,0.24674734473228455,0.515582263469696,0.50484299659729,0.22491109371185303,0.5591574311256409,0.5934505462646484,0.1964210718870163,0.4130953550338745
