,what,color,was,used,to,emphasize,the,50th,anniversary,of,the,super,bowl,?
have,0.39808809757232666,0.2422066181898117,0.2863433063030243,0.3086531162261963,0.4544740617275238,0.3246171176433563,0.40389683842658997,-0.007681891787797213,0.1383735090494156,0.3802283704280853,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.32991164922714233
been,0.2567804455757141,0.154425248503685,0.518218457698822,0.2855360507965088,0.34945759177207947,0.1759704351425171,0.3563927710056305,0.04872051998972893,0.17913928627967834,0.31685134768486023,0.3563927710056305,0.16475224494934082,0.17613008618354797,0.24354910850524902
known,0.20381177961826324,0.17367655038833618,0.35203275084495544,0.37155357003211975,0.14337651431560516,0.14988741278648376,0.3624623417854309,0.059668682515621185,0.20297355949878693,0.35814476013183594,0.3624623417854309,0.1743854135274887,0.1501779556274414,0.18314571678638458
as,0.31749409437179565,0.21893621981143951,0.3677520453929901,0.35160550475120544,0.42092081904411316,0.28614166378974915,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.3886612355709076,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
``,0.008517155423760414,0.03322875499725342,-0.012679691426455975,0.08103004097938538,0.06720756739377975,0.08263292163610458,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.06780257821083069,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.0685480609536171
super,0.13651713728904724,0.16928184032440186,0.21420986950397491,0.18133796751499176,0.17783479392528534,0.10653692483901978,0.21959073841571808,0.14578431844711304,0.24517762660980225,0.14718765020370483,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.21915455162525177,0.19533489644527435,0.16993016004562378,0.10729776322841644,0.21576224267482758,0.10496746003627777,0.26429256796836853,0.2243070751428604,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
l,0.053181253373622894,0.07787485420703888,0.1603022664785385,0.10449227690696716,0.13000278174877167,0.05076349526643753,0.18770581483840942,0.1143934577703476,0.05568552389740944,0.1817270964384079,0.18770581483840942,0.1737472265958786,0.13150595128536224,0.10803938657045364
'',0.08143015950918198,0.03426432982087135,0.04456103965640068,0.050410956144332886,-0.009905828163027763,0.09156490117311478,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.13035868108272552,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,0.018684765323996544
),0.26259949803352356,0.219363734126091,0.3267642855644226,0.1905621439218521,0.31236231327056885,0.1664966493844986,0.3456730246543884,0.10305318236351013,0.17845061421394348,0.3680361211299896,0.3456730246543884,0.1971341073513031,0.16361013054847717,0.42300865054130554
",",0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.24411337077617645,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
so,0.539469838142395,0.22537857294082642,0.2666010558605194,0.37017104029655457,0.5091881155967712,0.2644806504249573,0.4296516180038452,0.08843657374382019,0.11180759221315384,0.3184450566768646,0.4296516180038452,0.19844962656497955,0.17663580179214478,0.43163934350013733
that,0.6297725439071655,0.22090333700180054,0.33670201897621155,0.37621384859085083,0.5436353087425232,0.3327135145664215,0.5473989248275757,0.11724865436553955,0.18585778772830963,0.41498205065727234,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32716336846351624
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.23146559298038483,1.0,0.19595111906528473,0.29318708181381226,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
logo,0.21781428158283234,0.2415272295475006,0.17813098430633545,0.20441769063472748,0.2215760052204132,0.21890868246555328,0.2806010842323303,0.08900174498558044,0.26765260100364685,0.1528109908103943,0.2806010842323303,0.19343960285186768,0.06617429107427597,0.23347119987010956
could,0.4188697934150696,0.20025396347045898,0.39896807074546814,0.3978976011276245,0.5461788773536682,0.24287426471710205,0.35393214225769043,0.0485202893614769,0.09471398591995239,0.29043012857437134,0.35393214225769043,0.19423918426036835,0.15704309940338135,0.3411986827850342
prominently,0.18982040882110596,0.13179215788841248,0.25729480385780334,0.16399550437927246,0.28072047233581543,0.2837020456790924,0.2969973683357239,0.10156293958425522,0.1519295573234558,0.21778860688209534,0.2969973683357239,0.1859363466501236,0.08467476814985275,0.17388345301151276
feature,0.23320603370666504,0.195368692278862,0.2405846118927002,0.21696610748767853,0.25759002566337585,0.2352307140827179,0.3053930699825287,0.10940150171518326,0.2523094713687897,0.2117752879858017,0.3053930699825287,0.2085176706314087,0.14900103211402893,0.2893312871456146
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.23146559298038483,1.0,0.19595111906528473,0.29318708181381226,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
arabic,0.1854897290468216,0.21299274265766144,0.17652206122875214,0.25871631503105164,0.22180728614330292,0.165630042552948,0.23818454146385193,0.09909354895353317,0.1330564320087433,0.2065649777650833,0.23818454146385193,0.18190370500087738,0.1547006070613861,0.18792502582073212
numerals,0.2182469516992569,0.2499421238899231,0.15565448999404907,0.2823783755302429,0.21088573336601257,0.24516499042510986,0.25819507241249084,0.1347743719816208,0.17223094403743744,0.2555062174797058,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.22188253700733185
50,-0.04124141484498978,0.027622278779745102,-0.0011744623770937324,-0.016424573957920074,-0.024239253252744675,0.018297327682375908,0.03602437674999237,-0.014330796897411346,0.03393412008881569,0.006577443331480026,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.030512850731611252
.,0.3567904531955719,0.2641010880470276,0.40146201848983765,0.33111312985420227,0.4645031690597534,0.20397023856639862,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.5352458953857422,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
