,if,polynomial,time,can,be,utilized,within,an,np-complete,problem,",",what,does,the,imply,p,is,equal,to,?
most,0.2885936200618744,0.17515680193901062,0.35173171758651733,0.3452373743057251,0.3381733000278473,0.2715805172920227,0.2788230776786804,0.2748267352581024,0.2053162008523941,0.2509269416332245,0.3636029064655304,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.21237389743328094,0.13517431914806366,0.41165053844451904,0.13873153924942017,0.321603000164032,0.2107497900724411
likely,0.5348536968231201,0.2878153324127197,0.3253078758716583,0.46981462836265564,0.4417785704135895,0.3041289150714874,0.2621787488460541,0.2613266706466675,0.23834532499313354,0.41721439361572266,0.22176046669483185,0.4101858139038086,0.37429115176200867,0.28129076957702637,0.3921825885772705,0.10092242807149887,0.2638912796974182,0.23688894510269165,0.41562584042549133,0.35971182584762573
not,0.6100378632545471,0.3082168996334076,0.3786478340625763,0.49270012974739075,0.5788898468017578,0.3154083788394928,0.33411741256713867,0.3722182512283325,0.3110159635543823,0.3932628929615021,0.3769696354866028,0.5449194312095642,0.6355478763580322,0.4310511648654938,0.3936418294906616,0.18450647592544556,0.3776007890701294,0.3458034098148346,0.5149973034858704,0.41942933201789856
to,0.4559597074985504,0.22792209684848785,0.3679993152618408,0.4979398250579834,0.4972836375236511,0.24184632301330566,0.34980177879333496,0.3138085603713989,0.24762758612632751,0.2502208352088928,0.44245919585227966,0.455847829580307,0.4391997456550598,0.535392165184021,0.2855857014656067,0.14269764721393585,0.42745086550712585,0.28325995802879333,1.0,0.29463258385658264
be,0.5628611445426941,0.3050982654094696,0.3473503291606903,0.5791122913360596,1.0,0.315951406955719,0.29054832458496094,0.33041056990623474,0.2608036994934082,0.347878634929657,0.39254459738731384,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.32891517877578735,0.12313798069953918,0.4819129705429077,0.3166142404079437,0.4972836375236511,0.3324260413646698
in,0.2589588761329651,0.1631830483675003,0.3431483507156372,0.26527702808380127,0.3481820821762085,0.21513785421848297,0.40576374530792236,0.2605783939361572,0.22477759420871735,0.16969570517539978,0.5201468467712402,0.30808621644973755,0.214483380317688,0.6662389636039734,0.11365438252687454,0.10853569954633713,0.5394441485404968,0.12870801985263824,0.45010748505592346,0.20430970191955566
p.,0.10653145611286163,0.19052237272262573,0.06867507100105286,0.08792503923177719,0.11326488852500916,0.06464134156703949,0.07619910687208176,0.012305662035942078,0.12814819812774658,0.132210835814476,0.08701876550912857,0.07387562096118927,0.01634317822754383,0.00706930598244071,0.11152191460132599,0.04494840279221535,-0.03573467582464218,0.10033446550369263,0.09675496071577072,0.11662347614765167
because,0.5247287750244141,0.2685278356075287,0.4175865054130554,0.4189445674419403,0.5052481293678284,0.2290036976337433,0.2553459703922272,0.3022964894771576,0.2188219130039215,0.4304963946342468,0.372031033039093,0.46729007363319397,0.4424310624599457,0.44596394896507263,0.37894168496131897,0.09397917985916138,0.4047735333442688,0.30544671416282654,0.5166091918945312,0.2528740465641022
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
problem,0.43518564105033875,0.4493931233882904,0.3373833894729614,0.36370179057121277,0.347878634929657,0.2306368052959442,0.12321300059556961,0.21292734146118164,0.2782294750213623,1.0,0.23938199877738953,0.42183366417884827,0.27746546268463135,0.24928659200668335,0.35518524050712585,0.1706637293100357,0.23238427937030792,0.27135205268859863,0.2502208352088928,0.3762950301170349
p,0.17701710760593414,0.27746865153312683,0.15822714567184448,0.15593776106834412,0.12313798069953918,0.16714031994342804,0.12945125997066498,0.11000028997659683,0.20340189337730408,0.1706637293100357,0.291064590215683,0.18586504459381104,0.10012779384851456,0.16481639444828033,0.127859428524971,1.0,0.11757151037454605,0.13015535473823547,0.14269764721393585,0.20840544998645782
=,-0.014500393532216549,-0.04300646483898163,-0.11631361395120621,-0.01855434849858284,0.021265273913741112,-0.09645891189575195,-0.018019765615463257,-0.02193857915699482,0.05562061443924904,-0.09702178835868835,-0.04015415534377098,0.07829900085926056,-0.041218746453523636,-0.01352626271545887,0.09147387742996216,-0.03224361315369606,-0.046662431210279465,0.016976352781057358,-0.02100103534758091,-0.005643122363835573
np,0.30719754099845886,0.5156474709510803,0.19384747743606567,0.29079514741897583,0.24087633192539215,0.16548092663288116,0.1187048852443695,0.09647926688194275,0.32307320833206177,0.4497864544391632,0.1823609173297882,0.273849755525589,0.19493599236011505,0.14565430581569672,0.15874870121479034,0.24241971969604492,0.2208731323480606,0.19781428575515747,0.12644809484481812,0.25319206714630127
is,0.30927813053131104,0.2560946047306061,0.25187405943870544,0.44256699085235596,0.4819129705429077,0.15972350537776947,0.30135563015937805,0.4654068350791931,0.22069956362247467,0.23238427937030792,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.27931728959083557,0.11757151037454605,1.0,0.20287640392780304,0.42745086550712585,0.22961433231830597
not,0.6100378632545471,0.3082168996334076,0.3786478340625763,0.49270012974739075,0.5788898468017578,0.3154083788394928,0.33411741256713867,0.3722182512283325,0.3110159635543823,0.3932628929615021,0.3769696354866028,0.5449194312095642,0.6355478763580322,0.4310511648654938,0.3936418294906616,0.18450647592544556,0.3776007890701294,0.3458034098148346,0.5149973034858704,0.41942933201789856
solved,0.2864813804626465,0.5062561631202698,0.2711636424064636,0.21544745564460754,0.26658907532691956,0.19548533856868744,0.15531101822853088,0.1653059720993042,0.24781180918216705,0.5690774321556091,0.25483599305152893,0.247396320104599,0.1762891411781311,0.21140827238559723,0.2183598279953003,0.18734224140644073,0.16888999938964844,0.1831313520669937,0.1576203852891922,0.2692696750164032
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
being,0.4287751317024231,0.20258674025535583,0.3508506119251251,0.433290958404541,0.5586286783218384,0.2688053548336029,0.27758464217185974,0.2743402123451233,0.22355049848556519,0.2995333671569824,0.34499165415763855,0.3760843276977539,0.25347548723220825,0.419739305973053,0.3379937410354614,0.1446872502565384,0.4445112943649292,0.20612752437591553,0.4514104127883911,0.26743772625923157
able,0.4252382516860962,0.2438989281654358,0.32908985018730164,0.5244399309158325,0.3856765329837799,0.29539602994918823,0.219422847032547,0.20519967377185822,0.29442620277404785,0.2885279059410095,0.28725793957710266,0.3404487371444702,0.37102675437927246,0.3435857892036438,0.24122460186481476,0.13819023966789246,0.1493876874446869,0.22709901630878448,0.529755175113678,0.260649710893631
to,0.4559597074985504,0.22792209684848785,0.3679993152618408,0.4979398250579834,0.4972836375236511,0.24184632301330566,0.34980177879333496,0.3138085603713989,0.24762758612632751,0.2502208352088928,0.44245919585227966,0.455847829580307,0.4391997456550598,0.535392165184021,0.2855857014656067,0.14269764721393585,0.42745086550712585,0.28325995802879333,1.0,0.29463258385658264
reduce,0.3334323763847351,0.2629317343235016,0.23415102064609528,0.3940023183822632,0.38083505630493164,0.2926308810710907,0.1970050036907196,0.19734716415405273,0.21039031445980072,0.3375815749168396,0.15094059705734253,0.18258237838745117,0.27093231678009033,0.2735816240310669,0.25222247838974,0.06169603392481804,0.17162854969501495,0.2798554003238678,0.35182690620422363,0.1462220549583435
a,0.41272827982902527,0.2757834196090698,0.3292340338230133,0.3915780484676361,0.39883795380592346,0.23463666439056396,0.3858051896095276,0.44552403688430786,0.28990697860717773,0.2605542540550232,0.427140474319458,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.22465002536773682,0.15866722166538239,0.658733606338501,0.22565314173698425,0.45503583550453186,0.23916715383529663
known,0.091392382979393,0.19284044206142426,0.23656317591667175,0.18300224840641022,0.15196610987186432,0.25616779923439026,0.14964622259140015,0.3156754970550537,0.20565888285636902,0.1978386789560318,0.3604377806186676,0.20381177961826324,0.24860821664333344,0.3624623417854309,0.2904849946498871,0.14122170209884644,0.41921812295913696,0.1109066754579544,0.14337651431560516,0.18314571678638458
np-complete,0.31617626547813416,0.34853091835975647,0.27780264616012573,0.21604792773723602,0.2608036994934082,0.3013540804386139,0.2148202657699585,0.20819604396820068,1.0,0.2782294750213623,0.21401260793209076,0.28050094842910767,0.21512000262737274,0.27450188994407654,0.3047623932361603,0.20340189337730408,0.22069956362247467,0.15599459409713745,0.24762758612632751,0.16391170024871826
problem,0.43518564105033875,0.4493931233882904,0.3373833894729614,0.36370179057121277,0.347878634929657,0.2306368052959442,0.12321300059556961,0.21292734146118164,0.2782294750213623,1.0,0.23938199877738953,0.42183366417884827,0.27746546268463135,0.24928659200668335,0.35518524050712585,0.1706637293100357,0.23238427937030792,0.27135205268859863,0.2502208352088928,0.3762950301170349
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
π2,0.1651255488395691,0.18494915962219238,0.20259974896907806,0.19128558039665222,0.18473351001739502,0.2255389541387558,0.16637994349002838,0.09694600850343704,0.2062557488679886,0.10175079852342606,0.13974647223949432,0.08958643674850464,0.10361092537641525,0.21732740104198456,0.22218169271945953,0.11804499477148056,0.13494926691055298,0.14847469329833984,0.19134458899497986,0.0623113252222538
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
to,0.4559597074985504,0.22792209684848785,0.3679993152618408,0.4979398250579834,0.4972836375236511,0.24184632301330566,0.34980177879333496,0.3138085603713989,0.24762758612632751,0.2502208352088928,0.44245919585227966,0.455847829580307,0.4391997456550598,0.535392165184021,0.2855857014656067,0.14269764721393585,0.42745086550712585,0.28325995802879333,1.0,0.29463258385658264
another,0.4655850827693939,0.29897835850715637,0.3186623156070709,0.3920363187789917,0.42243969440460205,0.26149049401283264,0.2561904788017273,0.47266486287117004,0.24737785756587982,0.279262900352478,0.3283841907978058,0.4190070629119873,0.3363491892814636,0.5019711852073669,0.26465362310409546,0.18335872888565063,0.41278526186943054,0.23432448506355286,0.48769932985305786,0.295511931180954
problem,0.43518564105033875,0.4493931233882904,0.3373833894729614,0.36370179057121277,0.347878634929657,0.2306368052959442,0.12321300059556961,0.21292734146118164,0.2782294750213623,1.0,0.23938199877738953,0.42183366417884827,0.27746546268463135,0.24928659200668335,0.35518524050712585,0.1706637293100357,0.23238427937030792,0.27135205268859863,0.2502208352088928,0.3762950301170349
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
π1,0.08108779042959213,0.07850536704063416,0.005193520337343216,0.020127560943365097,0.011948168277740479,0.0063346684910357,-0.09180238842964172,0.05618779733777046,0.12432727217674255,0.036100950092077255,-0.0060372306033968925,0.08171424269676208,0.05711915343999863,0.02051517926156521,0.1174207478761673,0.047117557376623154,-0.011081291362643242,0.1122886911034584,-0.04140755161643028,-0.028902659192681313
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
would,0.5543612837791443,0.2684350311756134,0.3781263828277588,0.5638198852539062,0.5202695727348328,0.31103163957595825,0.23374409973621368,0.2650099992752075,0.2811274230480194,0.33138108253479004,0.32586824893951416,0.45766422152519226,0.5055691003799438,0.4133751392364502,0.364664763212204,0.1375492513179779,0.33626067638397217,0.31009212136268616,0.5965728163719177,0.37178951501846313
indicate,0.4053936004638672,0.3579573333263397,0.2558176815509796,0.30144286155700684,0.3533998727798462,0.31447476148605347,0.3039224147796631,0.23008830845355988,0.19011031091213226,0.2073046714067459,0.21923933923244476,0.24538113176822662,0.29821962118148804,0.2430160641670227,0.38107335567474365,0.10369852185249329,0.23185983300209045,0.29014673829078674,0.28129613399505615,0.23544088006019592
that,0.5634250640869141,0.33595728874206543,0.388528436422348,0.4522190988063812,0.6036020517349243,0.31438371539115906,0.33798906207084656,0.365763783454895,0.316537469625473,0.4416671693325043,0.4137537479400635,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.4261035621166229,0.15546166896820068,0.3995479643344879,0.32840782403945923,0.5436353087425232,0.32716336846351624
there,0.37692952156066895,0.278530478477478,0.3047161102294922,0.36423051357269287,0.41019052267074585,0.17718634009361267,0.31177809834480286,0.22476400434970856,0.254207581281662,0.36833471059799194,0.4587128460407257,0.35085538029670715,0.2930194139480591,0.47025805711746216,0.2536214292049408,0.08984465152025223,0.3904260993003845,0.19676457345485687,0.40669289231300354,0.29405656456947327
is,0.30927813053131104,0.2560946047306061,0.25187405943870544,0.44256699085235596,0.4819129705429077,0.15972350537776947,0.30135563015937805,0.4654068350791931,0.22069956362247467,0.23238427937030792,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.27931728959083557,0.11757151037454605,1.0,0.20287640392780304,0.42745086550712585,0.22961433231830597
no,0.41504931449890137,0.2426358163356781,0.2929181158542633,0.2225070297718048,0.4173688292503357,0.16389304399490356,0.18501140177249908,0.19335412979125977,0.2471093237400055,0.34181922674179077,0.29972612857818604,0.339326947927475,0.29778221249580383,0.3461136817932129,0.28349870443344116,0.15725331008434296,0.19581134617328644,0.23892737925052643,0.30015695095062256,0.32165053486824036
known,0.091392382979393,0.19284044206142426,0.23656317591667175,0.18300224840641022,0.15196610987186432,0.25616779923439026,0.14964622259140015,0.3156754970550537,0.20565888285636902,0.1978386789560318,0.3604377806186676,0.20381177961826324,0.24860821664333344,0.3624623417854309,0.2904849946498871,0.14122170209884644,0.41921812295913696,0.1109066754579544,0.14337651431560516,0.18314571678638458
polynomial-time,0.4370468556880951,0.9708964824676514,0.37198153138160706,0.37689030170440674,0.34630662202835083,0.2563338577747345,0.182254821062088,0.24117612838745117,0.3660340905189514,0.4528779685497284,0.2733469605445862,0.288694828748703,0.2595135271549225,0.23095251619815826,0.30175408720970154,0.314484566450119,0.27178341150283813,0.41307178139686584,0.2786272466182709,0.2915361523628235
solution,0.3745069205760956,0.4549109935760498,0.2341277003288269,0.35933056473731995,0.34988686442375183,0.2753802537918091,0.15316104888916016,0.20929540693759918,0.24695809185504913,0.5411272048950195,0.2270459234714508,0.275324285030365,0.2892499268054962,0.20422548055648804,0.23603007197380066,0.12173200398683548,0.2851429283618927,0.28089773654937744,0.3161713182926178,0.28505614399909973
for,0.3609124422073364,0.21961666643619537,0.3992156386375427,0.35690054297447205,0.3801851272583008,0.2841069996356964,0.3087334632873535,0.3236706852912903,0.2447579801082611,0.2661307752132416,0.4464869201183319,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.23621124029159546,0.13376198709011078,0.43268078565597534,0.24821323156356812,0.4451248347759247,0.264628142118454
π1,0.08108779042959213,0.07850536704063416,0.005193520337343216,0.020127560943365097,0.011948168277740479,0.0063346684910357,-0.09180238842964172,0.05618779733777046,0.12432727217674255,0.036100950092077255,-0.0060372306033968925,0.08171424269676208,0.05711915343999863,0.02051517926156521,0.1174207478761673,0.047117557376623154,-0.011081291362643242,0.1122886911034584,-0.04140755161643028,-0.028902659192681313
.,0.421799898147583,0.2530868649482727,0.371569961309433,0.35783761739730835,0.4383580684661865,0.2132994383573532,0.2984525263309479,0.3581749200820923,0.2602795362472534,0.22562150657176971,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.10177677869796753,0.2982616722583771,0.4569662809371948,0.25790271162986755,0.4645031690597534,0.4130953550338745
,if,polynomial,time,can,be,utilized,within,an,np-complete,problem,",",what,does,the,imply,p,is,equal,to,?
similarly,0.3354603052139282,0.3144230842590332,0.2161218672990799,0.3674009442329407,0.39588695764541626,0.32428744435310364,0.26595476269721985,0.24816177785396576,0.219308540225029,0.2317853569984436,0.31510427594184875,0.2804308831691742,0.36849287152290344,0.33859682083129883,0.31365811824798584,0.0860581174492836,0.34101489186286926,0.334462434053421,0.38353443145751953,0.23036029934883118
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
because,0.5247287750244141,0.2685278356075287,0.4175865054130554,0.4189445674419403,0.5052481293678284,0.2290036976337433,0.2553459703922272,0.3022964894771576,0.2188219130039215,0.4304963946342468,0.372031033039093,0.46729007363319397,0.4424310624599457,0.44596394896507263,0.37894168496131897,0.09397917985916138,0.4047735333442688,0.30544671416282654,0.5166091918945312,0.2528740465641022
all,0.40880489349365234,0.23022791743278503,0.4175976812839508,0.3574998378753662,0.42151448130607605,0.2439509779214859,0.31964385509490967,0.1916661262512207,0.33184507489204407,0.2699645459651947,0.425624817609787,0.41981086134910583,0.31124600768089294,0.4860881567001343,0.21225443482398987,0.1652599275112152,0.2553904056549072,0.28499260544776917,0.42520734667778015,0.29575422406196594
np,0.30719754099845886,0.5156474709510803,0.19384747743606567,0.29079514741897583,0.24087633192539215,0.16548092663288116,0.1187048852443695,0.09647926688194275,0.32307320833206177,0.4497864544391632,0.1823609173297882,0.273849755525589,0.19493599236011505,0.14565430581569672,0.15874870121479034,0.24241971969604492,0.2208731323480606,0.19781428575515747,0.12644809484481812,0.25319206714630127
problems,0.3437747657299042,0.34839773178100586,0.2643886208534241,0.326987624168396,0.2817195653915405,0.16563379764556885,0.15260569751262665,0.1804785281419754,0.21938736736774445,0.7913808822631836,0.2596952021121979,0.3306994140148163,0.24798686802387238,0.2659202516078949,0.2707442045211792,0.1230422630906105,0.16985496878623962,0.19165484607219696,0.28989166021347046,0.2638136148452759
can,0.5903681516647339,0.35969632863998413,0.2720869183540344,1.0,0.5791122913360596,0.299198716878891,0.27913734316825867,0.23671309649944305,0.21604792773723602,0.36370179057121277,0.3139454126358032,0.34502777457237244,0.5156301856040955,0.312528520822525,0.2734586000442505,0.15593776106834412,0.44256699085235596,0.27450141310691833,0.4979398250579834,0.3226337134838104
be,0.5628611445426941,0.3050982654094696,0.3473503291606903,0.5791122913360596,1.0,0.315951406955719,0.29054832458496094,0.33041056990623474,0.2608036994934082,0.347878634929657,0.39254459738731384,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.32891517877578735,0.12313798069953918,0.4819129705429077,0.3166142404079437,0.4972836375236511,0.3324260413646698
reduced,0.21323402225971222,0.2809356451034546,0.24495935440063477,0.2743964195251465,0.2843341529369354,0.3129134774208069,0.23108205199241638,0.16071543097496033,0.220773845911026,0.2681179940700531,0.19148744642734528,0.11519023776054382,0.15845583379268646,0.2897622883319855,0.2621943950653076,0.09802108258008957,0.17229968309402466,0.30279913544654846,0.23179234564304352,0.10234767943620682
to,0.4559597074985504,0.22792209684848785,0.3679993152618408,0.4979398250579834,0.4972836375236511,0.24184632301330566,0.34980177879333496,0.3138085603713989,0.24762758612632751,0.2502208352088928,0.44245919585227966,0.455847829580307,0.4391997456550598,0.535392165184021,0.2855857014656067,0.14269764721393585,0.42745086550712585,0.28325995802879333,1.0,0.29463258385658264
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
set,0.2913972735404968,0.21897411346435547,0.258029967546463,0.21309934556484222,0.19580282270908356,0.20390143990516663,0.2636004388332367,0.19075638055801392,0.27227678894996643,0.18448755145072937,0.24912182986736298,0.28954121470451355,0.17238076031208038,0.2927955985069275,0.0819854661822319,0.12864716351032257,0.21148966252803802,0.1788657307624817,0.320547491312027,0.1698019951581955
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
finding,0.3282109797000885,0.4096810817718506,0.26286497712135315,0.2753323018550873,0.2863713204860687,0.2578980624675751,0.16020049154758453,0.22914837300777435,0.24391619861125946,0.3806878924369812,0.2429390251636505,0.3211895525455475,0.26940685510635376,0.2933822274208069,0.23274098336696625,0.10227485746145248,0.25634825229644775,0.1845148801803589,0.29713475704193115,0.18021653592586517
an,0.26347705721855164,0.21938882768154144,0.17594800889492035,0.23671309649944305,0.33041056990623474,0.1878991574048996,0.180417001247406,1.0,0.20819604396820068,0.21292734146118164,0.3581022024154663,0.2821882665157318,0.29477936029434204,0.4207492768764496,0.2562049925327301,0.11000028997659683,0.4654068350791931,0.17070713639259338,0.3138085603713989,0.19793890416622162
np-complete,0.31617626547813416,0.34853091835975647,0.27780264616012573,0.21604792773723602,0.2608036994934082,0.3013540804386139,0.2148202657699585,0.20819604396820068,1.0,0.2782294750213623,0.21401260793209076,0.28050094842910767,0.21512000262737274,0.27450188994407654,0.3047623932361603,0.20340189337730408,0.22069956362247467,0.15599459409713745,0.24762758612632751,0.16391170024871826
problem,0.43518564105033875,0.4493931233882904,0.3373833894729614,0.36370179057121277,0.347878634929657,0.2306368052959442,0.12321300059556961,0.21292734146118164,0.2782294750213623,1.0,0.23938199877738953,0.42183366417884827,0.27746546268463135,0.24928659200668335,0.35518524050712585,0.1706637293100357,0.23238427937030792,0.27135205268859863,0.2502208352088928,0.3762950301170349
that,0.5634250640869141,0.33595728874206543,0.388528436422348,0.4522190988063812,0.6036020517349243,0.31438371539115906,0.33798906207084656,0.365763783454895,0.316537469625473,0.4416671693325043,0.4137537479400635,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.4261035621166229,0.15546166896820068,0.3995479643344879,0.32840782403945923,0.5436353087425232,0.32716336846351624
can,0.5903681516647339,0.35969632863998413,0.2720869183540344,1.0,0.5791122913360596,0.299198716878891,0.27913734316825867,0.23671309649944305,0.21604792773723602,0.36370179057121277,0.3139454126358032,0.34502777457237244,0.5156301856040955,0.312528520822525,0.2734586000442505,0.15593776106834412,0.44256699085235596,0.27450141310691833,0.4979398250579834,0.3226337134838104
be,0.5628611445426941,0.3050982654094696,0.3473503291606903,0.5791122913360596,1.0,0.315951406955719,0.29054832458496094,0.33041056990623474,0.2608036994934082,0.347878634929657,0.39254459738731384,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.32891517877578735,0.12313798069953918,0.4819129705429077,0.3166142404079437,0.4972836375236511,0.3324260413646698
solved,0.2864813804626465,0.5062561631202698,0.2711636424064636,0.21544745564460754,0.26658907532691956,0.19548533856868744,0.15531101822853088,0.1653059720993042,0.24781180918216705,0.5690774321556091,0.25483599305152893,0.247396320104599,0.1762891411781311,0.21140827238559723,0.2183598279953003,0.18734224140644073,0.16888999938964844,0.1831313520669937,0.1576203852891922,0.2692696750164032
in,0.2589588761329651,0.1631830483675003,0.3431483507156372,0.26527702808380127,0.3481820821762085,0.21513785421848297,0.40576374530792236,0.2605783939361572,0.22477759420871735,0.16969570517539978,0.5201468467712402,0.30808621644973755,0.214483380317688,0.6662389636039734,0.11365438252687454,0.10853569954633713,0.5394441485404968,0.12870801985263824,0.45010748505592346,0.20430970191955566
polynomial,0.4140531122684479,1.0000001192092896,0.28301435708999634,0.35969632863998413,0.3050982654094696,0.23269474506378174,0.15751956403255463,0.21938882768154144,0.34853091835975647,0.4493931233882904,0.21592853963375092,0.265341192483902,0.26079896092414856,0.1902180016040802,0.2864287793636322,0.27746865153312683,0.2560946047306061,0.40963175892829895,0.22792209684848785,0.255467027425766
time,0.36530032753944397,0.28301435708999634,0.9999998807907104,0.2720869183540344,0.3473503291606903,0.22435274720191956,0.2541442811489105,0.17594800889492035,0.27780264616012573,0.3373833894729614,0.3029961884021759,0.36319252848625183,0.2519678771495819,0.43061500787734985,0.2715400755405426,0.15822714567184448,0.25187405943870544,0.24873045086860657,0.3679993152618408,0.27391523122787476
would,0.5543612837791443,0.2684350311756134,0.3781263828277588,0.5638198852539062,0.5202695727348328,0.31103163957595825,0.23374409973621368,0.2650099992752075,0.2811274230480194,0.33138108253479004,0.32586824893951416,0.45766422152519226,0.5055691003799438,0.4133751392364502,0.364664763212204,0.1375492513179779,0.33626067638397217,0.31009212136268616,0.5965728163719177,0.37178951501846313
mean,0.3507714867591858,0.33268293738365173,0.27951696515083313,0.3466622233390808,0.3655017018318176,0.18349739909172058,0.19487905502319336,0.2529090940952301,0.14798417687416077,0.26121920347213745,0.27540135383605957,0.35852181911468506,0.32234957814216614,0.25977957248687744,0.4212709665298462,0.11759953200817108,0.3152560591697693,0.25890108942985535,0.2274881899356842,0.36234524846076965
that,0.5634250640869141,0.33595728874206543,0.388528436422348,0.4522190988063812,0.6036020517349243,0.31438371539115906,0.33798906207084656,0.365763783454895,0.316537469625473,0.4416671693325043,0.4137537479400635,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.4261035621166229,0.15546166896820068,0.3995479643344879,0.32840782403945923,0.5436353087425232,0.32716336846351624
p,0.17701710760593414,0.27746865153312683,0.15822714567184448,0.15593776106834412,0.12313798069953918,0.16714031994342804,0.12945125997066498,0.11000028997659683,0.20340189337730408,0.1706637293100357,0.291064590215683,0.18586504459381104,0.10012779384851456,0.16481639444828033,0.127859428524971,1.0,0.11757151037454605,0.13015535473823547,0.14269764721393585,0.20840544998645782
=,-0.014500393532216549,-0.04300646483898163,-0.11631361395120621,-0.01855434849858284,0.021265273913741112,-0.09645891189575195,-0.018019765615463257,-0.02193857915699482,0.05562061443924904,-0.09702178835868835,-0.04015415534377098,0.07829900085926056,-0.041218746453523636,-0.01352626271545887,0.09147387742996216,-0.03224361315369606,-0.046662431210279465,0.016976352781057358,-0.02100103534758091,-0.005643122363835573
np,0.30719754099845886,0.5156474709510803,0.19384747743606567,0.29079514741897583,0.24087633192539215,0.16548092663288116,0.1187048852443695,0.09647926688194275,0.32307320833206177,0.4497864544391632,0.1823609173297882,0.273849755525589,0.19493599236011505,0.14565430581569672,0.15874870121479034,0.24241971969604492,0.2208731323480606,0.19781428575515747,0.12644809484481812,0.25319206714630127
.,0.421799898147583,0.2530868649482727,0.371569961309433,0.35783761739730835,0.4383580684661865,0.2132994383573532,0.2984525263309479,0.3581749200820923,0.2602795362472534,0.22562150657176971,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.10177677869796753,0.2982616722583771,0.4569662809371948,0.25790271162986755,0.4645031690597534,0.4130953550338745
