,was,the,bubonic,plague,spread,faster,or,slower,than,modern,bubonic,plague,?
15,0.08381640166044235,-0.011810222640633583,-0.0254315547645092,0.01571371592581272,-0.09526397287845612,-0.0610799714922905,-0.0757068321108818,-0.017824513837695122,-0.0893169417977333,-0.011732752434909344,-0.0254315547645092,0.01571371592581272,-0.010706285014748573
years,0.35855233669281006,0.2912273406982422,0.2496287226676941,0.22512836754322052,0.16203303635120392,0.1620723307132721,0.1433926820755005,0.21571113169193268,0.2976750135421753,0.18850623071193695,0.2496287226676941,0.22512836754322052,0.1914375126361847
",",0.45456063747406006,0.4933079481124878,0.32434335350990295,0.2630122900009155,0.24950742721557617,0.2055157572031021,0.3769497275352478,0.20819281041622162,0.3371901512145996,0.2557750344276428,0.32434335350990295,0.2630122900009155,0.31091248989105225
differs,0.155893936753273,0.34397226572036743,0.16789686679840088,0.05220485106110573,0.17841719090938568,0.24322128295898438,0.34885382652282715,0.3159124255180359,0.3206462562084198,0.34940069913864136,0.16789686679840088,0.05220485106110573,0.1135924756526947
from,0.31171464920043945,0.40150508284568787,0.3046855330467224,0.22369004786014557,0.22737503051757812,0.20630522072315216,0.31242018938064575,0.1779857873916626,0.2633618414402008,0.20089907944202423,0.3046855330467224,0.22369004786014557,0.19969791173934937
modern,0.23571695387363434,0.3283970355987549,0.1714317351579666,0.14019879698753357,0.18706028163433075,0.2641738951206207,0.23133128881454468,0.280010461807251,0.27056068181991577,0.9999999403953552,0.1714317351579666,0.14019879698753357,0.12475407868623734
bubonic,0.2626744210720062,0.3366847634315491,1.0,0.6634843349456787,0.42449134588241577,0.2930106520652771,0.3237494230270386,0.2489321380853653,0.267110675573349,0.1714317351579666,1.0,0.6634843349456787,0.21706949174404144
plague—which,0.32095423340797424,0.4096061885356903,0.6523723602294922,0.8781654238700867,0.37032240629196167,0.2232040911912918,0.3059123754501343,0.19115227460861206,0.2307555079460144,0.23293167352676392,0.6523723602294922,0.8781654238700867,0.19593451917171478
often,0.2700076997280121,0.38004449009895325,0.3131267726421356,0.2215750515460968,0.2775768041610718,0.3522554039955139,0.5791526436805725,0.39383062720298767,0.383069783449173,0.3331293761730194,0.3131267726421356,0.2215750515460968,0.23748154938220978
becomes,0.29276201128959656,0.2601490020751953,0.19505201280117035,0.06400258094072342,0.11119511723518372,0.1896459311246872,0.1660706251859665,0.13292096555233002,0.18402783572673798,0.11790306866168976,0.19505201280117035,0.06400258094072342,0.1751440465450287
endemic,0.13094700872898102,0.21873489022254944,0.4967942237854004,0.38072454929351807,0.33506304025650024,0.09812136739492416,0.2186986356973648,0.11189902573823929,0.18928711116313934,0.1032189279794693,0.4967942237854004,0.38072454929351807,0.12765537202358246
for,0.3863949179649353,0.4739971458911896,0.1926148235797882,0.1471073478460312,0.17094987630844116,0.2769482433795929,0.4111599624156952,0.20174457132816315,0.30793827772140503,0.22431503236293793,0.1926148235797882,0.1471073478460312,0.264628142118454
decades,0.29953742027282715,0.3027496635913849,0.26981332898139954,0.24628759920597076,0.29644477367401123,0.23412248492240906,0.142619788646698,0.22581681609153748,0.27457520365715027,0.19618669152259827,0.26981332898139954,0.24628759920597076,0.06808225065469742
with,0.27411898970603943,0.4223487675189972,0.23469959199428558,0.1677253097295761,0.1960212141275406,0.26584866642951965,0.38158315420150757,0.22170493006706238,0.3028803765773773,0.17969171702861786,0.23469959199428558,0.1677253097295761,0.2433311939239502
annual,0.19130820035934448,0.2958983778953552,0.1667488068342209,0.1329178363084793,0.14034739136695862,0.17596988379955292,0.24306827783584595,0.19639952480793,0.19124118983745575,0.08968445658683777,0.1667488068342209,0.1329178363084793,0.1083487942814827
flare-ups,0.13142985105514526,0.24282707273960114,0.39629805088043213,0.26906856894493103,0.2873964011669159,0.3632143437862396,0.346524178981781,0.35008782148361206,0.2907502353191376,0.20690447092056274,0.39629805088043213,0.26906856894493103,0.1954091638326645
.,0.40146201848983765,0.5934505462646484,0.3113137483596802,0.2547653317451477,0.2690257728099823,0.23942138254642487,0.36683785915374756,0.22724378108978271,0.3594527542591095,0.22790057957172394,0.3113137483596802,0.2547653317451477,0.4130953550338745
