,if,the,head,of,government,refuses,to,enforce,a,decision,of,the,highest,court,what,terminology,could,be,used,?
of,0.2557544410228729,0.733189046382904,0.2945564389228821,1.0,0.3475167155265808,0.14938147366046906,0.41548454761505127,0.2509682774543762,0.5052502155303955,0.2331373691558838,1.0,0.733189046382904,0.3223685622215271,0.28835242986679077,0.33290785551071167,0.19657523930072784,0.29043012857437134,0.33904364705085754,0.3075267970561981,0.1826142966747284
government,0.21401992440223694,0.31798112392425537,0.21965281665325165,0.3475167155265808,1.0000001192092896,0.2822299599647522,0.28343796730041504,0.3773786127567291,0.25158295035362244,0.33102792501449585,0.3475167155265808,0.31798112392425537,0.23547416925430298,0.35345837473869324,0.28074538707733154,0.16341300308704376,0.24824166297912598,0.22621913254261017,0.18485276401042938,0.18851417303085327
would,0.5543612837791443,0.4133751392364502,0.16175611317157745,0.3353942930698395,0.2675379514694214,0.3852924704551697,0.5965728163719177,0.3604528605937958,0.398599237203598,0.38947898149490356,0.3353942930698395,0.4133751392364502,0.15423861145973206,0.19866934418678284,0.45766422152519226,0.1546967625617981,0.8068214654922485,0.5202695727348328,0.35597336292266846,0.37178951501846313
be,0.5628611445426941,0.4248143136501312,0.1369733065366745,0.33904364705085754,0.22621913254261017,0.18322965502738953,0.4972836375236511,0.3089166283607483,0.39883795380592346,0.3003653585910797,0.33904364705085754,0.4248143136501312,0.1532515436410904,0.20228137075901031,0.3929833769798279,0.2301444411277771,0.4791525900363922,1.0,0.3731876611709595,0.3324260413646698
acting,0.20076340436935425,0.26443079113960266,0.16427434980869293,0.25130656361579895,0.1958753764629364,0.10834994912147522,0.14978322386741638,0.19966748356819153,0.20383647084236145,0.1956666260957718,0.25130656361579895,0.26443079113960266,0.1700805127620697,0.1158958151936531,0.2151678204536438,0.20702138543128967,0.144834503531456,0.1656092256307602,0.11877434700727463,0.15597198903560638
in,0.2589588761329651,0.6662389636039734,0.21927717328071594,0.5696388483047485,0.3066793978214264,0.15953248739242554,0.45010748505592346,0.18547964096069336,0.539380669593811,0.2212151288986206,0.5696388483047485,0.6662389636039734,0.3400614559650421,0.2793687880039215,0.30808621644973755,0.2312852144241333,0.29357993602752686,0.3481820821762085,0.3090210556983948,0.20430970191955566
her,0.1994381844997406,0.354963481426239,0.2058662474155426,0.27399197220802307,0.21658214926719666,0.4110696613788605,0.34728822112083435,0.13053858280181885,0.29850003123283386,0.25098946690559387,0.27399197220802307,0.354963481426239,0.1681317239999771,0.30810990929603577,0.2733216881752014,0.1380564272403717,0.23307810723781586,0.23636701703071594,0.14306652545928955,0.20310723781585693
or,0.508355975151062,0.4174870550632477,0.19282442331314087,0.3792596757411957,0.2456667572259903,0.18720375001430511,0.38921234011650085,0.22742204368114471,0.48853766918182373,0.2005528211593628,0.3792596757411957,0.4174870550632477,0.20554135739803314,0.1935720443725586,0.33867141604423523,0.32235148549079895,0.4357736110687256,0.5260903835296631,0.4951852560043335,0.32389625906944275
his,0.19270896911621094,0.4394008219242096,0.2232082635164261,0.38364991545677185,0.23050804436206818,0.37206026911735535,0.3715193271636963,0.21550582349300385,0.3497250974178314,0.25397151708602905,0.38364991545677185,0.4394008219242096,0.17439651489257812,0.25545522570610046,0.26976513862609863,0.16669003665447235,0.24824443459510803,0.21738691627979279,0.20492680370807648,0.18075084686279297
capacity,0.23754402995109558,0.1849547177553177,0.1615428477525711,0.21035969257354736,0.20373229682445526,0.1198759377002716,0.24764131009578705,0.20617206394672394,0.17258614301681519,0.19893351197242737,0.21035969257354736,0.1849547177553177,0.2166287750005722,0.14063437283039093,0.16428391635417938,0.23967085778713226,0.2399493306875229,0.22681169211864471,0.24729996919631958,0.17383241653442383
as,0.3354816734790802,0.48381632566452026,0.23658350110054016,0.3886612355709076,0.1883569210767746,0.1718253344297409,0.42092081904411316,0.26045477390289307,0.39550232887268066,0.21492452919483185,0.3886612355709076,0.48381632566452026,0.17518560588359833,0.17202796041965485,0.31749409437179565,0.278161883354187,0.32771480083465576,0.5230465531349182,0.35160550475120544,0.27043893933296204
public,0.1735907644033432,0.22857438027858734,0.14066652953624725,0.2391265481710434,0.3310128152370453,0.18398620188236237,0.2672370672225952,0.30565130710601807,0.19607044756412506,0.2177741974592209,0.2391265481710434,0.22857438027858734,0.1924361288547516,0.27538570761680603,0.1729622185230255,0.18293049931526184,0.1925516426563263,0.22898490726947784,0.21347127854824066,0.19872993230819702
official,0.14741864800453186,0.3133983910083771,0.17805825173854828,0.2864961326122284,0.30452626943588257,0.1775633841753006,0.18259026110172272,0.199602410197258,0.19875815510749817,0.1760147362947464,0.2864961326122284,0.3133983910083771,0.23849524557590485,0.21138155460357666,0.18967986106872559,0.16962705552577972,0.10359528660774231,0.10468355566263199,0.20022165775299072,0.18097688257694244
rather,0.4475288987159729,0.31983619928359985,0.20120662450790405,0.3045461177825928,0.20211361348628998,0.21994806826114655,0.4052407741546631,0.294861376285553,0.4061340093612671,0.277239590883255,0.3045461177825928,0.31983619928359985,0.12924298644065857,0.2071668803691864,0.3923804461956024,0.34223678708076477,0.44688019156455994,0.4789743721485138,0.3828745186328888,0.3053998053073883
than,0.387159138917923,0.3227543234825134,0.07274718582630157,0.33036211133003235,0.17420484125614166,0.1187591552734375,0.3192550539970398,0.19930419325828552,0.3126874566078186,0.16687935590744019,0.33036211133003235,0.3227543234825134,0.22231288254261017,0.1402776837348938,0.29388150572776794,0.1979050636291504,0.3653954267501831,0.46516597270965576,0.28633373975753784,0.24917294085025787
private,0.17595084011554718,0.18291357159614563,0.10147610306739807,0.18706899881362915,0.3261575996875763,0.18417368829250336,0.18892748653888702,0.18678271770477295,0.20346391201019287,0.1818791627883911,0.18706899881362915,0.18291357159614563,0.17916801571846008,0.1281585544347763,0.16778090596199036,0.19811274111270905,0.18458375334739685,0.1834806501865387,0.18543760478496552,0.14389030635356903
citizen,0.16080205142498016,0.21445687115192413,0.11948580294847488,0.19158314168453217,0.2554139494895935,0.19425427913665771,0.19583012163639069,0.24005727469921112,0.24434110522270203,0.250960111618042,0.19158314168453217,0.21445687115192413,0.1977965533733368,0.24609525501728058,0.20342512428760529,0.10719941556453705,0.17730168998241425,0.1865282505750656,0.07544863969087601,0.1601516604423523
.,0.421799898147583,0.5934505462646484,0.2515932321548462,0.5352458953857422,0.2521961033344269,0.20960921049118042,0.4645031690597534,0.22601766884326935,0.50484299659729,0.3103445768356323,0.5352458953857422,0.5934505462646484,0.2254713773727417,0.2742154598236084,0.3567904531955719,0.19457882642745972,0.3200591504573822,0.4383580684661865,0.33111312985420227,0.4130953550338745
