,which,british,sculptor,whose,work,include,the,queen,victoria,memorial,in,front,of,buckingham,palace,is,included,in,the,v,&,a,collection,?
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
edward,0.12004441767930984,0.305284321308136,0.21092724800109863,0.08323687314987183,0.1816384196281433,0.10092858970165253,0.1896408498287201,0.26358404755592346,0.24174746870994568,0.20301444828510284,0.19466985762119293,0.0682225227355957,0.1742178201675415,0.32791686058044434,0.18585945665836334,0.1197931244969368,0.1413198858499527,0.19466985762119293,0.1896408498287201,0.20957274734973907,0.16141867637634277,0.16167707741260529,0.12190137058496475,0.1439376026391983
hodges,0.23964332044124603,0.27766114473342896,0.13860292732715607,0.17719052731990814,0.20093248784542084,0.21381115913391113,0.3044550120830536,0.26957768201828003,0.24927973747253418,0.2667045295238495,0.2765861749649048,0.22757618129253387,0.25505587458610535,0.38248127698898315,0.21961495280265808,0.22105920314788818,0.18673470616340637,0.2765861749649048,0.3044550120830536,0.27609387040138245,0.17724962532520294,0.27498820424079895,0.16473962366580963,0.19408352673053741
baily,0.2112952321767807,0.25527840852737427,0.1769324541091919,0.11865541338920593,0.17131741344928741,0.035640325397253036,0.20436659455299377,0.20521141588687897,0.23780113458633423,0.07481550425291061,0.17090058326721191,0.1348295360803604,0.1404561698436737,0.2597878575325012,0.16550634801387787,0.19652123749256134,0.09600910544395447,0.17090058326721191,0.20436659455299377,0.20343135297298431,0.1591244637966156,0.1953568160533905,0.220444917678833,0.20827718079090118
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.2668116092681885,0.1582852005958557,0.10889729857444763,0.15260502696037292,0.0707203596830368,0.2489406019449234,0.28442803025245667,0.09411563724279404,0.09254269301891327,0.18930333852767944,0.08988708257675171,0.20127125084400177,0.3127625584602356,0.2590020000934601,0.14423592388629913,0.10118340700864792,0.18930333852767944,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.10136507451534271,0.09544310718774796
leighton,0.18539553880691528,0.2664602994918823,0.1270751655101776,0.04968763515353203,0.10690751671791077,0.17613078653812408,0.22797054052352905,0.1747972071170807,0.2711600661277771,0.19439640641212463,0.2492104470729828,0.07590443640947342,0.1484784036874771,0.41428667306900024,0.18587005138397217,0.16037052869796753,0.19719716906547546,0.2492104470729828,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.20380839705467224,0.1328769028186798
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.2391991913318634,0.2745560109615326,0.15186470746994019,0.20557856559753418,0.1446722000837326,0.24956922233104706,0.1846124678850174,0.24042630195617676,0.2477777600288391,0.29950597882270813,0.15322832763195038,0.20830056071281433,0.30762168765068054,0.12610995769500732,0.14016306400299072,0.1824314296245575,0.29950597882270813,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.20781700313091278,0.10596195608377457
stevens,0.1418309062719345,0.13725516200065613,0.15080933272838593,0.13469712436199188,0.12313055992126465,0.11464336514472961,0.2338823676109314,0.17205096781253815,0.25312864780426025,0.15305890142917633,0.22370873391628265,0.10030082613229752,0.23136362433433533,0.2734447419643402,0.11857571452856064,0.13902032375335693,0.14826589822769165,0.22370873391628265,0.2338823676109314,0.07712474465370178,0.2814601957798004,0.17029376327991486,0.10720130801200867,0.12149069458246231
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.20158961415290833,0.20829561352729797,0.21867206692695618,0.17978274822235107,0.18902532756328583,0.09030617773532867,0.23505409061908722,0.14469237625598907,0.17950358986854553,0.14600904285907745,0.21133768558502197,0.1317664235830307,0.18699592351913452,0.2636728882789612,0.17531439661979675,0.15801864862442017,0.1706911027431488,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
brock,0.2133186161518097,0.21289125084877014,0.1742752343416214,0.13338567316532135,0.11696594953536987,0.1680218130350113,0.23602567613124847,0.17177435755729675,0.22867177426815033,0.19205299019813538,0.21951231360435486,0.11887402832508087,0.1693740338087082,0.2968815267086029,0.11719761788845062,0.1580844521522522,0.192417174577713,0.21951231360435486,0.23602567613124847,0.15399476885795593,0.29356899857521057,0.2361026108264923,0.12148472666740417,0.20300763845443726
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.2391991913318634,0.2745560109615326,0.15186470746994019,0.20557856559753418,0.1446722000837326,0.24956922233104706,0.1846124678850174,0.24042630195617676,0.2477777600288391,0.29950597882270813,0.15322832763195038,0.20830056071281433,0.30762168765068054,0.12610995769500732,0.14016306400299072,0.1824314296245575,0.29950597882270813,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.20781700313091278,0.10596195608377457
gilbert,0.14743243157863617,0.2592608332633972,0.21165476739406586,0.11842582374811172,0.19166450202465057,0.07903706282377243,0.1988684982061386,0.23088352382183075,0.2538016140460968,0.12265618145465851,0.274740993976593,0.025115974247455597,0.1865374892950058,0.25405341386795044,0.17802943289279938,0.15918461978435516,0.161471426486969,0.274740993976593,0.1988684982061386,0.0880240648984909,0.1409744769334793,0.1668463498353958,0.17694438993930817,0.16105259954929352
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
george,0.16627563536167145,0.3170066773891449,0.1704731434583664,0.13090278208255768,0.19019506871700287,0.14214397966861725,0.2510760426521301,0.275359570980072,0.2699539065361023,0.20505091547966003,0.18167929351329803,0.17020422220230103,0.22097964584827423,0.4074890613555908,0.15533983707427979,0.14082063734531403,0.16734114289283752,0.18167929351329803,0.2510760426521301,0.24794483184814453,0.1754932850599289,0.19503153860569,0.15784206986427307,0.1479024887084961
frampton,0.20094196498394012,0.3027724325656891,0.23438391089439392,0.1061507984995842,0.2105511724948883,0.17670968174934387,0.2246433049440384,0.18911883234977722,0.2666308283805847,0.2313327044248581,0.16897821426391602,0.17756281793117523,0.16089913249015808,0.47248563170433044,0.2521262466907501,0.16664987802505493,0.21592067182064056,0.16897821426391602,0.2246433049440384,0.19004034996032715,0.20053373277187347,0.20303113758563995,0.23374885320663452,0.14861302077770233
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
and,0.506277859210968,0.325880765914917,0.1751534640789032,0.3339773118495941,0.37551814317703247,0.3915219306945801,0.5171257257461548,0.24302659928798676,0.24507255852222443,0.17508313059806824,0.4954058527946472,0.23269736766815186,0.5116966962814331,0.26884573698043823,0.20294713973999023,0.3859752118587494,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
eric,0.07386601716279984,0.18269754946231842,0.20489352941513062,0.09686106443405151,0.12960708141326904,0.09543474018573761,0.19322122633457184,0.16841168701648712,0.13683001697063446,0.1435779184103012,0.20329992473125458,0.07403290271759033,0.17682862281799316,0.18988147377967834,0.08356216549873352,0.11592661589384079,0.1397605687379837,0.20329992473125458,0.19322122633457184,0.1121709793806076,0.15316863358020782,0.16092108190059662,0.10591458529233932,0.19776561856269836
gill,0.18554037809371948,0.14446347951889038,0.16778995096683502,0.20874068140983582,0.14453279972076416,0.11204436421394348,0.20938324928283691,0.13736937940120697,0.1974012702703476,0.12669771909713745,0.14206278324127197,0.17759397625923157,0.17573629319667816,0.25358280539512634,0.1564742475748062,0.1468893587589264,0.06650277972221375,0.14206278324127197,0.20938324928283691,0.0755445584654808,0.1556297242641449,0.15309084951877594,0.11781640350818634,0.07826332002878189
.,0.45942068099975586,0.23159366846084595,0.17693094909191132,0.2718997597694397,0.33121398091316223,0.21809983253479004,0.5934505462646484,0.21888704597949982,0.23069117963314056,0.22413848340511322,0.5591574311256409,0.28043535351753235,0.5352458953857422,0.2398175597190857,0.21039699018001556,0.4569662809371948,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
