,what,art,historical,style,was,used,in,the,decoration,for,the,northern,part,of,the,museum,?
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museums,0.18489275872707367,0.5193453431129456,0.29516786336898804,0.15485592186450958,0.17075610160827637,0.21103954315185547,0.2833188474178314,0.2721219062805176,0.29636847972869873,0.23803620040416718,0.2721219062805176,0.17625291645526886,0.19675125181674957,0.2631984055042267,0.2721219062805176,0.766154408454895,0.1374243199825287
collections,0.22708594799041748,0.3595452308654785,0.3726464509963989,0.187022402882576,0.17861895263195038,0.22000542283058167,0.2719179093837738,0.27174001932144165,0.2997224032878876,0.25632959604263306,0.27174001932144165,0.12939687073230743,0.2765542268753052,0.3185039758682251,0.27174001932144165,0.447247713804245,0.1873358190059662
",",0.3087472915649414,0.2700960636138916,0.2461894154548645,0.2071632742881775,0.45456063747406006,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.2684226334095001,0.4464869201183319,0.4933079481124878,0.29473260045051575,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
godfrey,0.1566525250673294,0.21468035876750946,0.15492573380470276,0.09485360234975815,0.3088242709636688,0.11291489750146866,0.24269826710224152,0.2300633192062378,0.15416109561920166,0.195988267660141,0.2300633192062378,0.1495983898639679,0.19901566207408905,0.23875589668750763,0.2300633192062378,0.18181905150413513,0.15937986969947815
sykes,0.15747708082199097,0.15445557236671448,0.04461043328046799,0.17475560307502747,0.3036337196826935,0.1042640432715416,0.1812906265258789,0.22081643342971802,0.16054224967956543,0.18843138217926025,0.22081643342971802,0.11331386119127274,0.13931214809417725,0.18079234659671783,0.22081643342971802,0.14112429320812225,0.23471449315547943
also,0.42747777700424194,0.1955799013376236,0.2715103328227997,0.24476954340934753,0.4032125174999237,0.45273035764694214,0.5073733329772949,0.6021018624305725,0.257328063249588,0.5373267531394958,0.6021018624305725,0.2783655822277069,0.3594053089618683,0.4924938678741455,0.6021018624305725,0.16394411027431488,0.21848613023757935
designed,0.15902110934257507,0.214391827583313,0.20367297530174255,0.2501359283924103,0.28384989500045776,0.4257775843143463,0.22657902538776398,0.2559613883495331,0.30924129486083984,0.22817277908325195,0.2559613883495331,0.1150723397731781,0.1781352460384369,0.2000347077846527,0.2559613883495331,0.19523267447948456,0.11213942617177963
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
terracotta,0.1761527955532074,0.2791813313961029,0.28423625230789185,0.25695616006851196,0.2653079330921173,0.3540372848510742,0.2623767554759979,0.2803131341934204,0.42413249611854553,0.2394798994064331,0.2803131341934204,0.21584944427013397,0.1939101666212082,0.2926011085510254,0.2803131341934204,0.3033863604068756,0.11132478713989258
embellishments,0.19875416159629822,0.26831695437431335,0.21486108005046844,0.28122928738594055,0.23127439618110657,0.3288784325122833,0.28918805718421936,0.26627209782600403,0.4173124432563782,0.24855318665504456,0.26627209782600403,0.1601392924785614,0.2441655546426773,0.24747715890407562,0.26627209782600403,0.27276068925857544,0.17831526696681976
and,0.31309178471565247,0.2631918787956238,0.21805961430072784,0.2745923101902008,0.3740963041782379,0.3150506615638733,0.4954058527946472,0.5171257257461548,0.2748916745185852,0.5064792633056641,0.5171257257461548,0.2852024435997009,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.21554097533226013,0.20544172823429108
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
mosaic,0.14306141436100006,0.2377595156431198,0.1984068751335144,0.19428040087223053,0.24306641519069672,0.1888275146484375,0.21105307340621948,0.27219533920288086,0.32735466957092285,0.1802903711795807,0.27219533920288086,0.07836654782295227,0.16347700357437134,0.2979963719844818,0.27219533920288086,0.21566423773765564,0.12222903966903687
in,0.30808621644973755,0.2282189577817917,0.30350539088249207,0.21896705031394958,0.45514053106307983,0.3090210556983948,1.0,0.6662389636039734,0.22524629533290863,0.4322226941585541,0.6662389636039734,0.3545122444629669,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.2407650351524353,0.20430970191955566
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
pediment,0.2149837613105774,0.2327483594417572,0.17869259417057037,0.18994982540607452,0.11252965778112411,0.16614757478237152,0.19091910123825073,0.22291474044322968,0.27492308616638184,0.1662702113389969,0.22291474044322968,0.16625887155532837,0.1810687780380249,0.22423113882541656,0.22291474044322968,0.21667955815792084,0.18125569820404053
of,0.33290785551071167,0.22648051381111145,0.3218611776828766,0.23203764855861664,0.4069072902202606,0.3075267970561981,0.5696388483047485,0.733189046382904,0.3101682662963867,0.4185989499092102,0.733189046382904,0.32586339116096497,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
north,0.18673177063465118,0.13842333853244781,0.22053779661655426,0.0861954540014267,0.29020047187805176,0.14014680683612823,0.39050599932670593,0.36298373341560364,0.13933433592319489,0.17560088634490967,0.36298373341560364,0.5398455858230591,0.35967114567756653,0.3604778051376343,0.36298373341560364,0.19029363989830017,0.11829731613397598
façade,0.15778933465480804,0.3093661069869995,0.20742540061473846,0.36777961254119873,0.24647100269794464,0.24202533066272736,0.25095683336257935,0.33251336216926575,0.42406976222991943,0.1945168524980545,0.33251336216926575,0.1641448736190796,0.23749704658985138,0.28033289313316345,0.33251336216926575,0.3074198365211487,0.14144746959209442
commemorating,0.10746075958013535,0.1624794453382492,0.2644821107387543,0.1724703162908554,0.31255021691322327,0.28488513827323914,0.348280668258667,0.36410441994667053,0.46398794651031494,0.28835979104042053,0.36410441994667053,0.22189193964004517,0.24189643561840057,0.3537333309650421,0.36410441994667053,0.2574792206287384,0.12969037890434265
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
great,0.2562883198261261,0.13753420114517212,0.1741073727607727,0.16245192289352417,0.19652196764945984,0.1311628669500351,0.23348836600780487,0.2822027802467346,0.18320529162883759,0.19302397966384888,0.2822027802467346,0.27189189195632935,0.23595556616783142,0.3168134391307831,0.2822027802467346,0.13316655158996582,0.13135133683681488
exhibition,0.1526671200990677,0.5548220276832581,0.2088179588317871,0.21399836242198944,0.24921445548534393,0.09982286393642426,0.28266429901123047,0.22614671289920807,0.2854098677635193,0.269664466381073,0.22614671289920807,0.14756517112255096,0.2460097074508667,0.20735959708690643,0.22614671289920807,0.5163875222206116,0.11494685709476471
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
profits,0.22846324741840363,0.196833536028862,0.1390274316072464,0.0801098644733429,0.20355679094791412,0.20437289774417877,0.15890081226825714,0.2556864619255066,0.16205434501171112,0.2327321320772171,0.2556864619255066,0.05228622257709503,0.1855718046426773,0.16343750059604645,0.2556864619255066,0.17513035237789154,0.1589900553226471
from,0.2737620174884796,0.2182932198047638,0.22481153905391693,0.19759854674339294,0.31171464920043945,0.25821518898010254,0.4274188280105591,0.40150508284568787,0.12452667951583862,0.314039945602417,0.40150508284568787,0.2595764696598053,0.31841611862182617,0.4249346852302551,0.40150508284568787,0.20791949331760406,0.19969791173934937
which,0.5261979103088379,0.19862167537212372,0.2430531233549118,0.25577741861343384,0.2830964922904968,0.414506196975708,0.4840516746044159,0.6521818041801453,0.2687869668006897,0.44095608592033386,0.6521818041801453,0.2470913678407669,0.4460882246494293,0.5011631846427917,0.6521818041801453,0.22731433808803558,0.25814583897590637
helped,0.1926339715719223,0.17267657816410065,0.13959503173828125,0.12707556784152985,0.384408563375473,0.31194666028022766,0.304380863904953,0.3108886480331421,0.1265864074230194,0.26606255769729614,0.3108886480331421,0.15893977880477905,0.18525241315364838,0.26548290252685547,0.3108886480331421,0.16977150738239288,0.16572049260139465
to,0.455847829580307,0.22068513929843903,0.22193273901939392,0.2404285967350006,0.3636345863342285,0.40058770775794983,0.45010748505592346,0.535392165184021,0.20693810284137726,0.4451248347759247,0.535392165184021,0.1886475831270218,0.2875264883041382,0.41548454761505127,0.535392165184021,0.1640389859676361,0.29463258385658264
fund,0.14864346385002136,0.1648743599653244,0.17739428579807281,0.03519269451498985,0.24310266971588135,0.1265578418970108,0.2148904800415039,0.25521403551101685,0.23906785249710083,0.3049182593822479,0.25521403551101685,0.16205450892448425,0.22333338856697083,0.27318620681762695,0.25521403551101685,0.22252309322357178,0.1883198469877243
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.5128974318504333,0.24564608931541443,0.0626421719789505,0.21266788244247437,0.15161366760730743,0.2407650351524353,0.24861779808998108,0.2355928272008896,0.15718214213848114,0.24861779808998108,0.143607497215271,0.2040945291519165,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.14128351211547852
",",0.3087472915649414,0.2700960636138916,0.2461894154548645,0.2071632742881775,0.45456063747406006,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.2684226334095001,0.4464869201183319,0.4933079481124878,0.29473260045051575,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
this,0.5489566326141357,0.23056387901306152,0.23872853815555573,0.2789948880672455,0.3638818562030792,0.3996967375278473,0.45205554366111755,0.6274310946464539,0.2677359879016876,0.5082864165306091,0.6274310946464539,0.21539166569709778,0.38220882415771484,0.45148900151252747,0.6274310946464539,0.19769281148910522,0.3155723512172699
is,0.28837618231773376,0.17386884987354279,0.23039913177490234,0.16587691009044647,0.5810302495956421,0.3288823366165161,0.5394441485404968,0.5823672413825989,0.18714022636413574,0.43268078565597534,0.5823672413825989,0.25616052746772766,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.18299639225006104,0.22961433231830597
flanked,0.12743791937828064,0.15216344594955444,0.14054971933364868,0.23549963533878326,0.2380082607269287,0.19987301528453827,0.12523284554481506,0.2716381251811981,0.26183807849884033,0.10387429594993591,0.2716381251811981,0.2414819896221161,0.17452821135520935,0.24091345071792603,0.2716381251811981,0.12559019029140472,0.04738264158368111
by,0.2455483376979828,0.2189643532037735,0.1782611459493637,0.20164106786251068,0.4752357602119446,0.27705541253089905,0.370934396982193,0.4408751428127289,0.23158778250217438,0.3248702883720398,0.4408751428127289,0.15989580750465393,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.17966607213020325
terracotta,0.1761527955532074,0.2791813313961029,0.28423625230789185,0.25695616006851196,0.2653079330921173,0.3540372848510742,0.2623767554759979,0.2803131341934204,0.42413249611854553,0.2394798994064331,0.2803131341934204,0.21584944427013397,0.1939101666212082,0.2926011085510254,0.2803131341934204,0.3033863604068756,0.11132478713989258
statue,0.07594400644302368,0.25154149532318115,0.15874816477298737,0.12104327231645584,0.29384079575538635,0.10152492672204971,0.17760419845581055,0.21746210753917694,0.34584710001945496,0.16075387597084045,0.21746210753917694,0.1321440041065216,0.13623970746994019,0.2287396490573883,0.21746210753917694,0.38310307264328003,0.08672746270895004
groups,0.23137421905994415,0.15103262662887573,0.1469636857509613,0.1591310352087021,0.10153285413980484,0.2554233968257904,0.22620722651481628,0.27790749073028564,0.10754288733005524,0.21627482771873474,0.27790749073028564,0.2099827229976654,0.25546470284461975,0.24723079800605774,0.27790749073028564,0.18595896661281586,0.14349548518657684
by,0.2455483376979828,0.2189643532037735,0.1782611459493637,0.20164106786251068,0.4752357602119446,0.27705541253089905,0.370934396982193,0.4408751428127289,0.23158778250217438,0.3248702883720398,0.4408751428127289,0.15989580750465393,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.17966607213020325
percival,0.16228815913200378,0.21655546128749847,0.15822328627109528,0.1423085331916809,0.27431023120880127,0.18210062384605408,0.21667365729808807,0.2540544867515564,0.14796604216098785,0.26569995284080505,0.2540544867515564,0.1528964638710022,0.06743083894252777,0.22448912262916565,0.2540544867515564,0.18563362956047058,0.14921654760837555
ball,0.19548681378364563,0.09437732398509979,0.0638756975531578,0.10107474774122238,0.16079293191432953,0.16646723449230194,0.1472199559211731,0.18895584344863892,0.17471961677074432,0.1708642989397049,0.18895584344863892,0.20410512387752533,0.12058823555707932,0.15122076869010925,0.18895584344863892,0.10821889340877533,0.1766241192817688
.,0.3567904531955719,0.21795564889907837,0.21067677438259125,0.30291756987571716,0.40146201848983765,0.33111312985420227,0.5591574311256409,0.5934505462646484,0.27057939767837524,0.4726039469242096,0.5934505462646484,0.2815330922603607,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.19497929513454437,0.4130953550338745
