,in,the,wake,of,the,abc,and,capital,cities,merger,",",who,was,the,president,of,abc,news,and,abc,sports,?
appointed,0.23088723421096802,0.2626524269580841,0.06816940754652023,0.3280673027038574,0.2626524269580841,0.14275935292243958,0.2608291208744049,0.21407252550125122,0.13785101473331451,0.13211795687675476,0.27665549516677856,0.3215055465698242,0.33569878339767456,0.2626524269580841,0.4252060055732727,0.3280673027038574,0.14275935292243958,0.1543375849723816,0.2608291208744049,0.14275935292243958,0.12607011198997498,0.13895352184772491
in,1.0,0.6662389636039734,0.1971532553434372,0.5696388483047485,0.6662389636039734,0.1697147786617279,0.4954058527946472,0.3233928978443146,0.32293570041656494,0.22860760986804962,0.5201468467712402,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.18811661005020142,0.5696388483047485,0.1697147786617279,0.19753123819828033,0.4954058527946472,0.1697147786617279,0.27591386437416077,0.20430970191955566
november,0.27148663997650146,0.25734350085258484,0.16862955689430237,0.19941139221191406,0.25734350085258484,0.2094985395669937,0.28525662422180176,0.1844261735677719,0.1375681310892105,0.2011580467224121,0.4120670258998871,0.2615586519241333,0.4240739941596985,0.25734350085258484,0.29883402585983276,0.19941139221191406,0.2094985395669937,0.23233020305633545,0.28525662422180176,0.2094985395669937,0.1554507166147232,0.3159552216529846
1985,0.015247007831931114,0.02310241386294365,0.060671571642160416,0.01818043366074562,0.02310241386294365,0.07137808203697205,0.10228481888771057,0.08095449209213257,0.03658384829759598,0.1661621779203415,0.10430982708930969,0.09514728933572769,0.010012023150920868,0.02310241386294365,0.09362290799617767,0.01818043366074562,0.07137808203697205,0.08935301005840302,0.10228481888771057,0.07137808203697205,0.09189257770776749,-0.03005216084420681
),0.3326910734176636,0.3456730246543884,0.17868691682815552,0.3680361211299896,0.3456730246543884,0.18381085991859436,0.4961937665939331,0.1791568249464035,0.18068154156208038,0.21607519686222076,0.63033527135849,0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1912459284067154,0.3680361211299896,0.18381085991859436,0.17629744112491608,0.4961937665939331,0.18381085991859436,0.17142437398433685,0.42300865054130554
;,0.092739537358284,0.09152708947658539,-0.024235693737864494,0.054534342139959335,0.09152708947658539,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04463953524827957,0.04938793554902077,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,-0.058081988245248795,0.08403264731168747,-0.0012340332614257932,0.025964662432670593,0.10349778085947037
and,0.4954058527946472,0.5171257257461548,0.23732002079486847,0.5116966962814331,0.5171257257461548,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.16802267730236053,0.6633074283599854,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.21898822486400604,1.0,0.16453155875205994,0.2629663348197937,0.20544172823429108
roone,0.19310562312602997,0.24336695671081543,0.21661429107189178,0.21601058542728424,0.24336695671081543,0.30657878518104553,0.31292465329170227,0.18012890219688416,0.09241966158151627,0.15739378333091736,0.28593817353248596,0.3240370750427246,0.2372283935546875,0.24336695671081543,0.2821989953517914,0.21601058542728424,0.30657878518104553,0.20402652025222778,0.31292465329170227,0.30657878518104553,0.19914017617702484,0.21176548302173615
arledge,0.3222145140171051,0.38004153966903687,0.27363157272338867,0.382069855928421,0.38004153966903687,0.31692740321159363,0.3658708930015564,0.2260274738073349,0.20763643085956573,0.15697285532951355,0.38625943660736084,0.23872581124305725,0.23825472593307495,0.38004153966903687,0.168301522731781,0.382069855928421,0.31692740321159363,0.21971860527992249,0.3658708930015564,0.31692740321159363,0.24245014786720276,0.30967646837234497
became,0.31047213077545166,0.36325156688690186,0.12509751319885254,0.3638904094696045,0.36325156688690186,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.2220185399055481,0.2798398435115814,0.2624726891517639,0.6575068235397339,0.36325156688690186,0.2389896661043167,0.3638904094696045,0.14350707828998566,0.19235973060131073,0.31226563453674316,0.14350707828998566,0.1471911072731018,0.11374033987522125
president,0.18811661005020142,0.24330610036849976,0.09679723531007767,0.21610750257968903,0.24330610036849976,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.208293154835701,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.1919996291399002,0.23286236822605133,0.20593604445457458,0.19719795882701874,0.14148259162902832
of,0.5696388483047485,0.733189046382904,0.1904895007610321,1.0,0.733189046382904,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.18576329946517944,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21610750257968903,1.0,0.14607268571853638,0.1894020140171051,0.5116966962814331,0.14607268571853638,0.24392472207546234,0.1826142966747284
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
news,0.19753123819828033,0.2294066995382309,0.2379305511713028,0.1894020140171051,0.2294066995382309,0.40620431303977966,0.21898822486400604,0.1487765610218048,0.1475791037082672,0.13742701709270477,0.25081464648246765,0.17873786389827728,0.1809975951910019,0.2294066995382309,0.1919996291399002,0.1894020140171051,0.40620431303977966,0.9999999403953552,0.21898822486400604,0.40620431303977966,0.3389986753463745,0.1899169683456421
and,0.4954058527946472,0.5171257257461548,0.23732002079486847,0.5116966962814331,0.5171257257461548,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.16802267730236053,0.6633074283599854,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.21898822486400604,1.0,0.16453155875205994,0.2629663348197937,0.20544172823429108
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
sports,0.27591386437416077,0.20313861966133118,0.1683606207370758,0.24392472207546234,0.20313861966133118,0.20410163700580597,0.2629663348197937,0.1886516809463501,0.24029949307441711,0.27216580510139465,0.2693314254283905,0.15396633744239807,0.19941140711307526,0.20313861966133118,0.19719795882701874,0.24392472207546234,0.20410163700580597,0.3389986753463745,0.2629663348197937,0.20410163700580597,0.9999999403953552,0.04557104781270027
.,0.5591574311256409,0.5934505462646484,0.20382748544216156,0.5352458953857422,0.5934505462646484,0.2567209303379059,0.588965117931366,0.23657599091529846,0.2525215446949005,0.23265978693962097,0.6812511086463928,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.26255303621292114,0.5352458953857422,0.2567209303379059,0.18083259463310242,0.588965117931366,0.2567209303379059,0.25474128127098083,0.4130953550338745
