,what,did,the,nfl,do,to,the,playing,field,at,levi,'s,stadium,before,the,super,bowl,?
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1524115800857544,0.26150479912757874,0.41548454761505127,0.733189046382904,0.20471586287021637,0.20410659909248352,0.42558613419532776,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.3282964527606964,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
turf,0.16994749009609222,0.10967846214771271,0.18297892808914185,0.27355220913887024,0.17626126110553741,0.22923210263252258,0.18297892808914185,0.2294740229845047,0.22418086230754852,0.14422428607940674,0.1276061236858368,0.07264405488967896,0.3282683491706848,0.14215651154518127,0.18297892808914185,0.2351023554801941,0.264580100774765,0.11744038760662079
collapsed,0.21314547955989838,0.25112998485565186,0.27221426367759705,0.1263626217842102,0.17996133863925934,0.16424112021923065,0.27221426367759705,0.15678556263446808,0.13196887075901031,0.17283278703689575,0.07512390613555908,0.04584195092320442,0.18463100492954254,0.2752245366573334,0.27221426367759705,0.12427875399589539,0.10364346206188202,0.12967832386493683
under,0.20154598355293274,0.20815621316432953,0.3348022699356079,0.0711083859205246,0.1541033536195755,0.27177539467811584,0.3348022699356079,0.07741761207580566,0.1685141921043396,0.2700437307357788,0.11446783691644669,-0.03376881033182144,0.12728263437747955,0.22195807099342346,0.3348022699356079,0.1673695296049118,0.07314430177211761,0.18233340978622437
baltimore,0.13383716344833374,0.1808740198612213,0.24688681960105896,0.3823411464691162,0.12416738271713257,0.20501932501792908,0.24688681960105896,0.18713872134685516,0.2132454365491867,0.24143925309181213,0.22614836692810059,-0.09558355063199997,0.23798617720603943,0.20000064373016357,0.24688681960105896,0.27356502413749695,0.3280060291290283,0.13640713691711426
ravens,0.168565571308136,0.19025254249572754,0.23830419778823853,0.6005872488021851,0.11736568808555603,0.19972723722457886,0.23830419778823853,0.21623772382736206,0.2033974528312683,0.27164071798324585,0.21804921329021454,0.0613437183201313,0.260965496301651,0.1788027435541153,0.23830419778823853,0.3018425405025482,0.46275997161865234,0.13021303713321686
kicker,0.17991788685321808,0.12325023859739304,0.21651580929756165,0.36416345834732056,0.12499997019767761,0.26560527086257935,0.21651580929756165,0.3307112753391266,0.24471083283424377,0.1842685043811798,0.148453950881958,0.03639395907521248,0.2695585787296295,0.1750783622264862,0.21651580929756165,0.26444011926651,0.26187098026275635,0.2049250453710556
justin,0.14793814718723297,0.1406216323375702,0.17751482129096985,0.2753904461860657,0.10656280070543289,0.10286262631416321,0.17751482129096985,0.2167854756116867,0.07971037924289703,0.15325449407100677,0.19211864471435547,-0.012240738607943058,0.07341364771127701,0.23752877116203308,0.17751482129096985,0.18469490110874176,0.11253492534160614,0.17168305814266205
tucker,0.22673556208610535,0.16738790273666382,0.18514882028102875,0.23945195972919464,0.12833066284656525,0.17711009085178375,0.18514882028102875,0.2361040711402893,0.15287409722805023,0.09946887940168381,0.23404647409915924,-0.0074017723090946674,0.06501549482345581,0.19664186239242554,0.18514882028102875,0.1548369824886322,0.19046543538570404,0.1057906299829483
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.26859769225120544,0.27645614743232727,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.3156566619873047,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
causing,0.24770919978618622,0.2553318440914154,0.2816545367240906,0.08033280074596405,0.2875289022922516,0.32551613450050354,0.2816545367240906,0.1559760570526123,0.1107848733663559,0.23024390637874603,0.05667898431420326,-0.13326315581798553,0.10512444376945496,0.2726745307445526,0.2816545367240906,0.15384988486766815,0.13051281869411469,0.1852436512708664
him,0.34912991523742676,0.4290095865726471,0.39213326573371887,0.1970597207546234,0.268117219209671,0.4702378511428833,0.39213326573371887,0.25333476066589355,0.17112205922603607,0.2474106401205063,0.18453527987003326,0.004161491058766842,0.14557886123657227,0.3416593372821808,0.39213326573371887,0.16607952117919922,0.1690473109483719,0.23943768441677094
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1526731252670288,0.38876664638519287,1.0,0.535392165184021,0.1998187005519867,0.2647967040538788,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.4190867841243744,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
slip,0.27143293619155884,0.21692362427711487,0.24078814685344696,0.1443503350019455,0.18954958021640778,0.22070090472698212,0.24078814685344696,0.1654207706451416,0.2041279524564743,0.18958225846290588,0.052373889833688736,0.04653271287679672,0.12727349996566772,0.20120853185653687,0.24078814685344696,0.1593397706747055,0.1411077231168747,0.19108696281909943
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2080700695514679,0.276123583316803,0.48971283435821533,0.5171257257461548,0.2819675803184509,0.26487240195274353,0.3571503460407257,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.3518902659416199,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
miss,0.15348751842975616,0.15212443470954895,0.15176062285900116,0.14985521137714386,0.18539990484714508,0.13942687213420868,0.15176062285900116,0.1392560601234436,0.1418994665145874,0.2340155392885208,0.10321230441331863,0.0012329015880823135,0.07837405800819397,0.10298631340265274,0.15176062285900116,0.16846522688865662,0.15305408835411072,0.21144157648086548
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
field,0.1825202852487564,0.16789361834526062,0.2105809599161148,0.1883016675710678,0.1733429878950119,0.2647967040538788,0.2105809599161148,0.17465682327747345,1.0,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.13420116901397705,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
goal,0.2571476101875305,0.23877869546413422,0.2443244755268097,0.16005024313926697,0.20632509887218475,0.37094977498054504,0.2443244755268097,0.25700435042381287,0.26796361804008484,0.20931877195835114,0.1729503720998764,0.0441170372068882,0.21689622104167938,0.18594975769519806,0.2443244755268097,0.08206433802843094,0.08366335183382034,0.1964566856622696
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.26859769225120544,0.27645614743232727,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.3156566619873047,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
although,0.24844598770141602,0.29252153635025024,0.3265823423862457,0.08142496645450592,0.23230431973934174,0.4176313281059265,0.3265823423862457,0.1916234940290451,0.17308564484119415,0.32536768913269043,0.10843170434236526,0.06846998631954193,0.14878042042255402,0.2644820511341095,0.3265823423862457,0.20202960073947906,0.12006419897079468,0.15541206300258636
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
field,0.1825202852487564,0.16789361834526062,0.2105809599161148,0.1883016675710678,0.1733429878950119,0.2647967040538788,0.2105809599161148,0.17465682327747345,1.0,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.13420116901397705,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
has,0.20338068902492523,0.2124989777803421,0.4177538752555847,0.22705410420894623,0.22084827721118927,0.3619994819164276,0.4177538752555847,0.1968929022550583,0.14050155878067017,0.2743658423423767,0.10805345326662064,-0.040683966130018234,0.11947191506624222,0.24854764342308044,0.4177538752555847,0.15233033895492554,0.17163237929344177,0.15994466841220856
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.1208229511976242,0.6619802713394165,0.5149973034858704,0.4310511648654938,0.18989665806293488,0.22636151313781738,0.22025953233242035,0.19568251073360443,0.002583299996331334,0.12905821204185486,0.391257107257843,0.4310511648654938,0.19960549473762512,0.14984336495399475,0.41942933201789856
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.17032240331172943,0.24590566754341125,0.37984350323677063,0.3875846862792969,0.23624201118946075,0.14218349754810333,0.3288320302963257,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.3737051784992218,0.3875846862792969,0.17216899991035461,0.1661457121372223,0.20728366076946259
any,0.43670421838760376,0.37563082575798035,0.4525727927684784,0.07842185348272324,0.4126444458961487,0.46410247683525085,0.4525727927684784,0.14318051934242249,0.261947900056839,0.2206675112247467,0.04334890842437744,0.09017360955476761,0.12602420151233673,0.33931565284729004,0.4525727927684784,0.2267521470785141,0.22179235517978668,0.4113408327102661
major,0.21026742458343506,0.20997437834739685,0.31775903701782227,0.1551099270582199,0.19035987555980682,0.19240309298038483,0.31775903701782227,0.14936040341854095,0.24071118235588074,0.1983424723148346,0.08974981307983398,-0.010959804058074951,0.13614912331104279,0.20851226150989532,0.31775903701782227,0.18785473704338074,0.1815750151872635,0.19788557291030884
issues,0.33279702067375183,0.22840259969234467,0.2638932764530182,0.1262246072292328,0.25844764709472656,0.27458062767982483,0.2638932764530182,0.14897318184375763,0.17684774100780487,0.21672987937927246,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.27491575479507446,0.2638932764530182,0.12439468502998352,0.0730755627155304,0.320565789937973
since,0.29783400893211365,0.27613121271133423,0.4054957628250122,0.13534599542617798,0.21944737434387207,0.3733763098716736,0.4054957628250122,0.18590249121189117,0.18423445522785187,0.3096075654029846,0.07723598182201385,-0.04899144917726517,0.21743766963481903,0.4754606783390045,0.4054957628250122,0.13119962811470032,0.14065173268318176,0.2876587212085724
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.1964210718870163,0.3613996207714081,0.4645031690597534,0.5934505462646484,0.29366427659988403,0.23224417865276337,0.4549728035926819,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.36693984270095825,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
