,whose,thesis,states,that,the,solution,to,a,problem,is,solvable,with,reasonable,resources,assuming,it,allows,for,a,polynomial,time,algorithm,?
then,0.22525420784950256,0.2481749951839447,0.2255982756614685,0.455153226852417,0.4297412931919098,0.2859497368335724,0.5203860402107239,0.3970017731189728,0.27799543738365173,0.24618037045001984,0.3109895884990692,0.37121716141700745,0.25601840019226074,0.15111832320690155,0.3330049216747284,0.39228495955467224,0.25424882769584656,0.3392637073993683,0.3970017731189728,0.27276620268821716,0.3735695481300354,0.20699001848697662,0.2884598970413208
the,0.38253846764564514,0.22074155509471893,0.3463578522205353,0.5473989248275757,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.5823672413825989,0.2564215660095215,0.4223487675189972,0.24396859109401703,0.25734785199165344,0.2946830689907074,0.6251175999641418,0.2995605766773224,0.4739971458911896,0.5829201340675354,0.1902180016040802,0.43061500787734985,0.15884782373905182,0.22068053483963013
algorithm,0.06599448621273041,0.26550817489624023,0.1623728722333908,0.24969768524169922,0.15884782373905182,0.4298659563064575,0.20727625489234924,0.20294487476348877,0.39858657121658325,0.24848374724388123,0.5446470975875854,0.0763108879327774,0.32388973236083984,0.22128941118717194,0.2838793098926544,0.21850818395614624,0.29343515634536743,0.22014065086841583,0.20294487476348877,0.6020130515098572,0.25266581773757935,1.0,0.21180397272109985
is,0.26491984724998474,0.19085513055324554,0.21939043700695038,0.3995479643344879,0.5823672413825989,0.2851429283618927,0.42745086550712585,0.658733606338501,0.23238427937030792,1.0,0.31545230746269226,0.3250955045223236,0.2570490837097168,0.23539847135543823,0.3417447805404663,0.6328473687171936,0.2976554334163666,0.43268078565597534,0.658733606338501,0.2560946047306061,0.25187405943870544,0.24848374724388123,0.22961433231830597
said,0.22822345793247223,0.19020090997219086,0.22977343201637268,0.5459781289100647,0.3024602234363556,0.18943798542022705,0.34274402260780334,0.31069710850715637,0.28390052914619446,0.2595660388469696,0.22886891663074493,0.28060880303382874,0.3017379641532898,0.19437798857688904,0.323943555355072,0.3120289742946625,0.17085285484790802,0.31942054629325867,0.31069710850715637,0.21890196204185486,0.32704782485961914,0.17533718049526215,0.28991883993148804
to,0.320825457572937,0.2555660307407379,0.2828785181045532,0.5436353087425232,0.535392165184021,0.3161713182926178,1.0,0.45503583550453186,0.2502208352088928,0.42745086550712585,0.29019930958747864,0.4239959120750427,0.3665233254432678,0.3263809382915497,0.3568371534347534,0.513711154460907,0.4045441448688507,0.4451248347759247,0.45503583550453186,0.22792209684848785,0.3679993152618408,0.20727625489234924,0.29463258385658264
be,0.26299139857292175,0.1595993936061859,0.24637973308563232,0.6036020517349243,0.4248143136501312,0.34988686442375183,0.4972836375236511,0.39883795380592346,0.347878634929657,0.4819129705429077,0.3668803870677948,0.36101722717285156,0.43851205706596375,0.3009093999862671,0.36618974804878235,0.5203388929367065,0.35016199946403503,0.3801851272583008,0.39883795380592346,0.3050982654094696,0.3473503291606903,0.2830074727535248,0.3324260413646698
a,0.3225097060203552,0.23946425318717957,0.24708621203899384,0.47537946701049805,0.5829201340675354,0.2887548804283142,0.45503583550453186,1.0,0.2605542540550232,0.658733606338501,0.3367801904678345,0.3783375024795532,0.3338717520236969,0.19164273142814636,0.3167877495288849,0.5452592968940735,0.31463325023651123,0.44038116931915283,1.0,0.2757834196090698,0.3292340338230133,0.20294487476348877,0.23916715383529663
polynomial,0.22408857941627502,0.41477179527282715,0.21274565160274506,0.33595728874206543,0.1902180016040802,0.4549109935760498,0.22792209684848785,0.2757834196090698,0.4493931233882904,0.2560946047306061,0.5662146210670471,0.15274210274219513,0.3077861964702606,0.2594625949859619,0.32278433442115784,0.21054774522781372,0.2849372923374176,0.21961666643619537,0.2757834196090698,1.0000001192092896,0.28301435708999634,0.6020130515098572,0.255467027425766
time,0.165165513753891,0.19269683957099915,0.25020933151245117,0.388528436422348,0.43061500787734985,0.2341277003288269,0.3679993152618408,0.3292340338230133,0.3373833894729614,0.25187405943870544,0.30290457606315613,0.31862112879753113,0.27479901909828186,0.27837085723876953,0.3237302005290985,0.3375589847564697,0.25145500898361206,0.3992156386375427,0.3292340338230133,0.28301435708999634,0.9999998807907104,0.25266581773757935,0.27391523122787476
algorithm,0.06599448621273041,0.26550817489624023,0.1623728722333908,0.24969768524169922,0.15884782373905182,0.4298659563064575,0.20727625489234924,0.20294487476348877,0.39858657121658325,0.24848374724388123,0.5446470975875854,0.0763108879327774,0.32388973236083984,0.22128941118717194,0.2838793098926544,0.21850818395614624,0.29343515634536743,0.22014065086841583,0.20294487476348877,0.6020130515098572,0.25266581773757935,1.0,0.21180397272109985
.,0.2718997597694397,0.2498284876346588,0.33941102027893066,0.4460422694683075,0.5934505462646484,0.24768643081188202,0.4645031690597534,0.50484299659729,0.22562150657176971,0.4569662809371948,0.27851635217666626,0.4446153938770294,0.2310340255498886,0.2478848099708557,0.3266316056251526,0.5593622326850891,0.2512013018131256,0.4726039469242096,0.50484299659729,0.2530868649482727,0.371569961309433,0.15753796696662903,0.4130953550338745
