,what,was,the,term,kennedy,used,to,show,that,america,was,falling,behind,the,soviet,union,due,to,inactivity,in,space,programs,?
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22272127866744995,0.22218705713748932,0.3150506615638733,0.48971283435821533,0.3455478549003601,0.4731321930885315,0.2647855281829834,0.3740963041782379,0.30550509691238403,0.3094099164009094,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.3082410395145416,0.48971283435821533,0.1821061223745346,0.4954058527946472,0.22901733219623566,0.334749311208725,0.20544172823429108
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21599270403385162,0.3363509774208069,0.3120402991771698,0.44245919585227966,0.31928569078445435,0.4137537479400635,0.253568559885025,0.45456063747406006,0.24877594411373138,0.27367478609085083,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.3106630742549896,0.44245919585227966,0.27907994389533997,0.5201468467712402,0.2285580337047577,0.21514803171157837,0.31091248989105225
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.23031085729599,0.22211624681949615,0.2984957695007324,0.3792489171028137,0.23758427798748016,0.3482176661491394,0.297447144985199,0.5022147297859192,0.13249485194683075,0.1930677592754364,0.49448907375335693,0.2088063806295395,0.17611145973205566,0.16485638916492462,0.3792489171028137,0.21820448338985443,0.4127444326877594,0.24688784778118134,0.20401053130626678,0.18701928853988647
if,0.5277165174484253,0.16164100170135498,0.33724796772003174,0.20444554090499878,0.23365849256515503,0.27293628454208374,0.4559597074985504,0.2619461119174957,0.5634250640869141,0.1520519256591797,0.16164100170135498,0.2224280685186386,0.2449694275856018,0.33724796772003174,0.20766405761241913,0.17719733715057373,0.19913192093372345,0.4559597074985504,0.37131571769714355,0.2589588761329651,0.2755201756954193,0.20936185121536255,0.4441644251346588
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21599270403385162,0.3363509774208069,0.3120402991771698,0.44245919585227966,0.31928569078445435,0.4137537479400635,0.253568559885025,0.45456063747406006,0.24877594411373138,0.27367478609085083,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.3106630742549896,0.44245919585227966,0.27907994389533997,0.5201468467712402,0.2285580337047577,0.21514803171157837,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.27162063121795654,0.19889014959335327,0.3391169309616089,0.5542377829551697,0.2724117040634155,0.7244205474853516,0.23241481184959412,0.36023372411727905,0.3103877007961273,0.2733961045742035,0.4859698414802551,0.22128044068813324,0.25711774826049805,0.3358843922615051,0.5542377829551697,0.38309499621391296,0.48674455285072327,0.23279379308223724,0.25456973910331726,0.27921953797340393
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.23031085729599,0.22211624681949615,0.2984957695007324,0.3792489171028137,0.23758427798748016,0.3482176661491394,0.297447144985199,0.5022147297859192,0.13249485194683075,0.1930677592754364,0.49448907375335693,0.2088063806295395,0.17611145973205566,0.16485638916492462,0.3792489171028137,0.21820448338985443,0.4127444326877594,0.24688784778118134,0.20401053130626678,0.18701928853988647
period,0.24507179856300354,0.2820133864879608,0.3125074505805969,0.341280460357666,0.1479249745607376,0.2327127307653427,0.24346192181110382,0.24650990962982178,0.261763334274292,0.18619224429130554,0.2820133864879608,0.17215703427791595,0.06244129315018654,0.3125074505805969,0.249617338180542,0.16650493443012238,0.1894349753856659,0.24346192181110382,0.35007327795028687,0.23051127791404724,0.206582173705101,0.11273132264614105,0.18706195056438446
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.18456575274467468,0.3016270697116852,0.33111312985420227,0.4645031690597534,0.3016606271266937,0.4460422694683075,0.29180291295051575,0.40146201848983765,0.2623409926891327,0.24024903774261475,0.5934505462646484,0.22642354667186737,0.23708370327949524,0.19861014187335968,0.4645031690597534,0.28649863600730896,0.5591574311256409,0.2385488897562027,0.21148164570331573,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.13619764149188995,-0.09702956676483154,0.050410956144332886,-0.009905828163027763,0.04856986179947853,0.007880004122853279,-0.0384608618915081,0.04456103965640068,-0.0607808493077755,-0.05827774107456207,0.041273195296525955,-0.08973073214292526,-0.10012631863355637,0.008131635375320911,-0.009905828163027763,-0.03184879198670387,0.07432962208986282,-0.03227292746305466,0.02154052071273327,0.018684765323996544
