,is,the,pope,'s,confessor,a,bishop,?
arrangements,0.16693788766860962,0.28288325667381287,0.146567702293396,-0.05764187499880791,0.17290820181369781,0.23939868807792664,0.1207716092467308,0.11981888115406036
(,0.35393038392066956,0.33289089798927307,0.1577942669391632,0.0012731997994706035,0.13943955302238464,0.3206180930137634,0.1566440612077713,0.40561532974243164
generally,0.4094115197658539,0.41466525197029114,0.15856300294399261,0.017207007855176926,0.08991081267595291,0.37653425335884094,0.09658420085906982,0.23411904275417328
formal,0.21914683282375336,0.245810866355896,0.24043558537960052,-0.02323731780052185,0.17418916523456573,0.29366669058799744,0.14175032079219818,0.1989586055278778
only,0.44708555936813354,0.5497692227363586,0.19188201427459717,0.08984304964542389,0.1799989938735962,0.47549712657928467,0.1319648027420044,0.2767370045185089
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
members,0.1897467076778412,0.3321719169616699,0.16571228206157684,0.02701987512409687,0.17835164070129395,0.1873859316110611,0.11007852107286453,0.10212311148643494
who,0.24293622374534607,0.3733934462070465,0.24166065454483032,0.05599616840481758,0.27534452080726624,0.36608949303627014,0.19501325488090515,0.26220351457595825
are,0.5330929756164551,0.40399202704429626,0.13811810314655304,-0.008927806280553341,0.12027441710233688,0.265255331993103,0.08449579030275345,0.24591213464736938
under,0.21294879913330078,0.3348022699356079,0.15190710127353668,-0.03376881033182144,0.12285123020410538,0.18317826092243195,0.049952443689107895,0.18233340978622437
some,0.3038453459739685,0.4566698372364044,0.20910046994686127,0.056411296129226685,0.20599937438964844,0.34539633989334106,0.15143688023090363,0.2562315762042999
form,0.3218395411968231,0.29286009073257446,0.09352906048297882,0.07059726119041443,0.13663288950920105,0.3088195323944092,0.07646685093641281,0.1463010311126709
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
church,0.203276589512825,0.23846197128295898,0.41707751154899597,0.023664841428399086,0.4134194254875183,0.19588641822338104,0.4350535571575165,0.18081501126289368
discipline,0.13422119617462158,0.1981438249349594,0.1617913395166397,0.10321207344532013,0.16169673204421997,0.21818003058433533,0.10060101747512817,0.06836310029029846
),0.37732169032096863,0.3456730246543884,0.14868398010730743,0.021107977256178856,0.16204139590263367,0.3640355169773102,0.16601872444152832,0.42300865054130554
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
mentorship,0.1776241511106491,0.24017667770385742,0.2369498759508133,-0.048036716878414154,0.34576117992401123,0.277292937040329,0.2084757536649704,0.37482789158821106
(,0.35393038392066956,0.33289089798927307,0.1577942669391632,0.0012731997994706035,0.13943955302238464,0.3206180930137634,0.1566440612077713,0.40561532974243164
both,0.31409940123558044,0.4931981563568115,0.1808881163597107,0.03109198436141014,0.15642355382442474,0.3171786069869995,0.13585901260375977,0.19455738365650177
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
adults,0.20578882098197937,0.24781310558319092,0.1727885603904724,0.07258110493421555,0.09730040282011032,0.19667603075504303,0.0495479591190815,0.22581297159194946
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
children,0.15495672821998596,0.15654058754444122,0.1583944410085678,0.0160713829100132,0.24109984934329987,0.12013130635023117,0.11382404714822769,0.21788206696510315
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
latter,0.23252339661121368,0.37523433566093445,0.2923893332481384,0.09834528714418411,0.2715913951396942,0.2740139961242676,0.20230120420455933,0.12733961641788483
case,0.26648613810539246,0.31022098660469055,0.14544999599456787,-0.1182698979973793,0.2284817099571228,0.3104211390018463,0.0885588601231575,0.33232852816581726
often,0.3856629431247711,0.38004449009895325,0.19628958404064178,0.05346176400780678,0.13314205408096313,0.3930865228176117,0.11349177360534668,0.23748154938220978
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
youth,0.15418380498886108,0.26209625601768494,0.11213093996047974,0.1396530270576477,0.18766699731349945,0.20697152614593506,0.09228615462779999,0.18005552887916565
pastor,0.1462482511997223,0.13653714954853058,0.2953878939151764,0.004898123908787966,0.3956313133239746,0.1934782862663269,0.36291077733039856,0.1683567762374878
),0.37732169032096863,0.3456730246543884,0.14868398010730743,0.021107977256178856,0.16204139590263367,0.3640355169773102,0.16601872444152832,0.42300865054130554
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
protestant,0.1688958704471588,0.2679212689399719,0.35464856028556824,0.04482585936784744,0.48135486245155334,0.22869355976581573,0.4029448330402374,0.14798137545585632
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
non-denominational,0.25980544090270996,0.273225337266922,0.25201869010925293,-0.023440102115273476,0.27244576811790466,0.3157389760017395,0.2437562644481659,0.30205461382865906
traditions,0.2456929087638855,0.26193809509277344,0.186589315533638,0.07492806017398834,0.24192272126674652,0.2177383005619049,0.15345366299152374,0.18007412552833557
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
which,0.4457404911518097,0.6521818041801453,0.19186033308506012,0.03856118768453598,0.14795567095279694,0.56894451379776,0.0936369001865387,0.25814583897590637
boundaries,0.22585651278495789,0.34339386224746704,0.0963154062628746,0.017058761790394783,0.16700921952724457,0.20339177548885345,0.1926405131816864,0.13039568066596985
can,0.44256699085235596,0.312528520822525,0.14803878962993622,-0.02075597457587719,0.09445633739233017,0.3915780484676361,0.10444910079240799,0.3226337134838104
be,0.4819129705429077,0.4248143136501312,0.2083645910024643,0.025217169895768166,0.18537640571594238,0.39883795380592346,0.09022274613380432,0.3324260413646698
blurred,0.18150433897972107,0.30437996983528137,0.16379375755786896,0.05288377404212952,0.16593949496746063,0.26756784319877625,0.13617411255836487,0.19518791139125824
with,0.3250955045223236,0.4223487675189972,0.16502025723457336,-0.04624466598033905,0.17092305421829224,0.3783375024795532,0.0883449986577034,0.2433311939239502
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
more,0.2946030795574188,0.39758381247520447,0.19894996285438538,0.032942235469818115,0.1364188939332962,0.3452818691730499,0.11512310057878494,0.27894994616508484
typically,0.3483496606349945,0.33345210552215576,0.14072012901306152,0.06449899077415466,0.09830974787473679,0.37909039855003357,0.05238919332623482,0.14485043287277222
roman,0.16690842807292938,0.2862859070301056,0.42942169308662415,0.11189179122447968,0.3518681526184082,0.18130378425121307,0.37916120886802673,0.1663191318511963
``,0.058766357600688934,0.029072100296616554,0.11828982830047607,-0.03416389226913452,-0.01962333358824253,0.07272057235240936,0.11221181601285934,0.0685480609536171
confessor,0.2196509689092636,0.23849716782569885,0.4066479504108429,-0.0010690796189010143,1.0000001192092896,0.2384970337152481,0.49977418780326843,0.17480003833770752
'',0.0793738141655922,0.041273195296525955,0.013694919645786285,-0.04859459400177002,-0.0013994756154716015,0.04890415817499161,0.01458906102925539,0.018684765323996544
position,0.19614431262016296,0.3183514177799225,0.2314642369747162,-0.02956485003232956,0.18772250413894653,0.28626853227615356,0.15992619097232819,0.15529610216617584
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
some,0.3038453459739685,0.4566698372364044,0.20910046994686127,0.056411296129226685,0.20599937438964844,0.34539633989334106,0.15143688023090363,0.2562315762042999
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
more,0.2946030795574188,0.39758381247520447,0.19894996285438538,0.032942235469818115,0.1364188939332962,0.3452818691730499,0.11512310057878494,0.27894994616508484
historic,0.19778819382190704,0.2829611599445343,0.1363380402326584,-0.05874963477253914,0.11796833574771881,0.23105008900165558,0.08773757517337799,0.09992891550064087
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
conservative,0.2060939073562622,0.19218477606773376,0.19986896216869354,0.01201924029737711,0.2189950942993164,0.2118833065032959,0.1996455043554306,0.1597563922405243
reformation,0.20264621078968048,0.3290504217147827,0.35510075092315674,0.012000528164207935,0.38097691535949707,0.25626492500305176,0.3662262260913849,0.14843040704727173
churches,0.20715926587581635,0.2626241147518158,0.40988779067993164,0.048431213945150375,0.35921481251716614,0.19495601952075958,0.4133947193622589,0.19824735820293427
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
such,0.23545363545417786,0.3575236201286316,0.17662855982780457,0.05073437839746475,0.06570714712142944,0.2706976532936096,0.10147207975387573,0.17851735651493073
as,0.43216490745544434,0.48381632566452026,0.19625233113765717,-0.05775856226682663,0.19178253412246704,0.39550232887268066,0.18269361555576324,0.27043893933296204
some,0.3038453459739685,0.4566698372364044,0.20910046994686127,0.056411296129226685,0.20599937438964844,0.34539633989334106,0.15143688023090363,0.2562315762042999
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
lutheran,0.1802605539560318,0.20315466821193695,0.336694598197937,0.04349266365170479,0.47596704959869385,0.1988534927368164,0.4260813295841217,0.1752520203590393
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
anglican,0.22127680480480194,0.2092299461364746,0.38097527623176575,0.028606994077563286,0.4188195466995239,0.18829557299613953,0.4502308666706085,0.11877371370792389
.,0.4569662809371948,0.5934505462646484,0.20701080560684204,-0.003708066651597619,0.24369454383850098,0.50484299659729,0.20523421466350555,0.4130953550338745
