,who,was,the,first,american,to,win,the,nobel,memorial,prize,in,economic,sciences,?
pricing,0.11914046853780746,0.1699652224779129,0.29125115275382996,0.180624321103096,0.11955604702234268,0.25237616896629333,0.10521062463521957,0.29125115275382996,0.19897998869419098,0.10261266678571701,0.17683304846286774,0.24763035774230957,0.36398500204086304,0.23422561585903168,0.16293247044086456
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.32290002703666687,0.48971283435821533,0.25380003452301025,0.5171257257461548,0.1760268211364746,0.17508313059806824,0.19794146716594696,0.4954058527946472,0.2707010805606842,0.2685838043689728,0.20544172823429108
stock,0.12242768704891205,0.19506287574768066,0.21356552839279175,0.19741539657115936,0.13058379292488098,0.18901140987873077,0.11487021297216415,0.21356552839279175,0.12948118150234222,0.1001690998673439,0.1281052827835083,0.20128266513347626,0.2415269911289215,0.13996152579784393,0.14784406125545502
market,0.10590363293886185,0.2252027839422226,0.2041238248348236,0.13719542324543,0.08642587810754776,0.23798635601997375,0.15956100821495056,0.2041238248348236,0.056239690631628036,0.1578153371810913,0.10981409251689911,0.27003997564315796,0.37238118052482605,0.1614072173833847,0.12805593013763428
behaviour,0.2532918453216553,0.14738942682743073,0.2349986881017685,0.1329817771911621,0.14089961349964142,0.2724132537841797,0.049202315509319305,0.2349986881017685,0.1089622974395752,0.05359790101647377,0.12595471739768982,0.14667336642742157,0.23897762596607208,0.21606607735157013,0.22483104467391968
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3048616647720337,0.44245919585227966,0.2999197840690613,0.4933079481124878,0.29036787152290344,0.21767763793468475,0.28670501708984375,0.5201468467712402,0.2340485155582428,0.2827865481376648,0.31091248989105225
are,0.27294138073921204,0.3076191842556,0.40399202704429626,0.20306691527366638,0.1369791477918625,0.3504326641559601,0.12165883183479309,0.40399202704429626,0.125417560338974,0.11565565317869186,0.10486749559640884,0.3841303884983063,0.17979218065738678,0.20135407149791718,0.24591213464736938
all,0.3698336184024811,0.23179835081100464,0.4860881567001343,0.34243571758270264,0.15754780173301697,0.42520734667778015,0.13730667531490326,0.4860881567001343,0.14398720860481262,0.17848332226276398,0.13071022927761078,0.3335905969142914,0.1693500280380249,0.19822119176387787,0.29575422406196594
graduates,0.25859326124191284,0.21165502071380615,0.24565158784389496,0.20834888517856598,0.21495889127254486,0.24305562674999237,0.23736485838890076,0.24565158784389496,0.24558569490909576,0.1465943157672882,0.25421664118766785,0.25459787249565125,0.22313563525676727,0.43565210700035095,0.11479247361421585
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.29108086228370667,0.4645031690597534,0.25577837228775024,0.5934505462646484,0.2409123331308365,0.22413848340511322,0.24712836742401123,0.5591574311256409,0.22435031831264496,0.2230445295572281,0.4130953550338745
