,what,does,the,current,high,level,of,population,have,a,large,impact,on,?
the,0.42745697498321533,0.35928019881248474,1.0,0.3314409554004669,0.28034812211990356,0.31442487239837646,0.733189046382904,0.32044094800949097,0.40389683842658997,0.5829201340675354,0.3828733265399933,0.22336715459823608,0.5107308030128479,0.22068053483963013
amount,0.2602839767932892,0.2951430082321167,0.3336862325668335,0.16835340857505798,0.19201476871967316,0.33104023337364197,0.2541177570819855,0.257215291261673,0.3718394339084625,0.3439450263977051,0.3612733483314514,0.2969230115413666,0.2525322437286377,0.17984020709991455
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.31470298767089844,0.2803038954734802,0.23504668474197388,1.0,0.3060894012451172,0.3802283704280853,0.5052502155303955,0.3569655418395996,0.21139270067214966,0.3966929316520691,0.1826142966747284
environmental,0.16198831796646118,0.1984974592924118,0.23935803771018982,0.1903916299343109,0.21983447670936584,0.26296159625053406,0.29166820645332336,0.21584682166576385,0.24340523779392242,0.22703608870506287,0.20268486440181732,0.3496173024177551,0.20105937123298645,0.19728143513202667
degradation,0.2891780734062195,0.2487545907497406,0.3097807466983795,0.23915600776672363,0.2443734109401703,0.2444605678319931,0.30701401829719543,0.2775096297264099,0.31181782484054565,0.29823318123817444,0.2677202522754669,0.39063185453414917,0.22510366141796112,0.15629176795482635
would,0.45766422152519226,0.5055691003799438,0.4133751392364502,0.2518114745616913,0.1831042319536209,0.24920408427715302,0.3353942930698395,0.13726437091827393,0.484149694442749,0.398599237203598,0.27663370966911316,0.2627720534801483,0.35589995980262756,0.37178951501846313
be,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.322500079870224,0.1991795301437378,0.2645954489707947,0.33904364705085754,0.15517795085906982,0.5760743618011475,0.39883795380592346,0.2907196581363678,0.24134670197963715,0.37900757789611816,0.3324260413646698
lower,0.20079238712787628,0.19989411532878876,0.3463275134563446,0.13920512795448303,0.35120874643325806,0.3845921456813812,0.31757521629333496,0.17104806005954742,0.2959109842777252,0.2221667766571045,0.2434830516576767,0.13813331723213196,0.16919521987438202,0.08471795171499252
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.33648446202278137,0.23253053426742554,0.24387936294078827,0.3886612355709076,0.22002090513706207,0.37788212299346924,0.39550232887268066,0.24282054603099823,0.21005624532699585,0.36047765612602234,0.27043893933296204
well,0.4154493808746338,0.3239245116710663,0.42630070447921753,0.1749715507030487,0.2615814805030823,0.23496760427951813,0.3343164324760437,0.18790379166603088,0.46326565742492676,0.320642352104187,0.3585031032562256,0.26475149393081665,0.2982843816280365,0.24815571308135986
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.29179835319519043,0.24301011860370636,0.26056769490242004,0.5352458953857422,0.26950228214263916,0.41614407300949097,0.50484299659729,0.2304532378911972,0.2026742696762085,0.49257001280784607,0.4130953550338745
