,what,well,known,political,scientists,are,currently,on,the,university,'s,faculty,?
and,0.31309178471565247,0.5258845686912537,0.3468935489654541,0.33013346791267395,0.20514336228370667,0.48576638102531433,0.2922934591770172,0.4077630043029785,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
renowned,0.030006814748048782,0.31358224153518677,0.3968782424926758,0.18318785727024078,0.14973169565200806,0.15793688595294952,0.17199739813804626,0.0966067910194397,0.21293851733207703,0.2572118639945984,0.0821920782327652,0.36360374093055725,0.08647420257329941
political,0.21846716105937958,0.21609967947006226,0.15405070781707764,1.0000001192092896,0.1639234572649002,0.12559790909290314,0.17031298577785492,0.2335650622844696,0.20477235317230225,0.26807016134262085,0.04151610657572746,0.2617945373058319,0.17130474746227264
scientists,0.30003565549850464,0.22973604500293732,0.19127026200294495,0.1639234572649002,0.9999999403953552,0.3041467070579529,0.18872322142124176,0.15907135605812073,0.25988271832466125,0.2833819091320038,0.013002701103687286,0.24026121199131012,0.16597221791744232
john,0.18237407505512238,0.17929643392562866,0.14950153231620789,0.15258152782917023,0.05796615034341812,0.12806348502635956,0.14914046227931976,0.194100484251976,0.2230520099401474,0.17917944490909576,-0.1023898646235466,0.13355861604213715,0.13162356615066528
mearsheimer,0.24910257756710052,0.29446855187416077,0.25914061069488525,0.23719626665115356,0.3304154574871063,0.20691053569316864,0.26060113310813904,0.254413366317749,0.30978086590766907,0.4305397868156433,-0.0006946368957869709,0.32622388005256653,0.23592235147953033
and,0.31309178471565247,0.5258845686912537,0.3468935489654541,0.33013346791267395,0.20514336228370667,0.48576638102531433,0.2922934591770172,0.4077630043029785,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
robert,0.1948658525943756,0.1413799673318863,0.1349969506263733,0.10254821926355362,0.1422974020242691,0.10026475787162781,0.13602732121944427,0.20455646514892578,0.2257954627275467,0.2057558000087738,0.028171386569738388,0.19012585282325745,0.11293095350265503
pape,0.11461722105741501,0.1313064694404602,0.11943449825048447,0.23836757242679596,0.13923045992851257,0.07426027953624725,0.031214240938425064,0.14900270104408264,0.16844604909420013,0.209110289812088,0.05167773738503456,0.19249728322029114,0.12501192092895508
.,0.3567904531955719,0.42422395944595337,0.283290296792984,0.24802669882774353,0.22514508664608002,0.3452940285205841,0.29744869470596313,0.49257001280784607,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.17943686246871948,0.4130953550338745
