,if,p,=,np,is,unsolved,",",and,reduction,is,applied,to,a,known,np-complete,problem,vis,a,vis,π2,to,π1,",",what,conclusion,can,be,drawn,for,π1,?
hardest,0.2375037670135498,0.10973906517028809,-0.16808243095874786,0.31050586700439453,0.3021050691604614,0.2427803874015808,0.2620904743671417,0.28122833371162415,0.17348162829875946,0.3021050691604614,0.12876616418361664,0.31785935163497925,0.3092586100101471,0.338467001914978,0.24770085513591766,0.33016490936279297,0.22007103264331818,0.3092586100101471,0.22007103264331818,0.05182196572422981,0.31785935163497925,-0.08199910819530487,0.2620904743671417,0.23344874382019043,0.18282043933868408,0.3099851906299591,0.24873636662960052,0.1457008272409439,0.2619372010231018,-0.08199910819530487,0.15854047238826752
problems,0.3437747657299042,0.1230422630906105,-0.11286143213510513,0.3503378927707672,0.16985496878623962,0.4579021632671356,0.2596952021121979,0.285793662071228,0.33580684661865234,0.16985496878623962,0.238582581281662,0.28989166021347046,0.21523453295230865,0.14510442316532135,0.21938736736774445,0.7913808822631836,0.18878239393234253,0.21523453295230865,0.18878239393234253,0.09643755108118057,0.28989166021347046,-0.019203966483473778,0.2596952021121979,0.3306994140148163,0.27666613459587097,0.326987624168396,0.2817195653915405,0.13627459108829498,0.27039530873298645,-0.019203966483473778,0.2638136148452759
in,0.2589588761329651,0.10853569954633713,-0.08381625264883041,0.15881246328353882,0.5394441485404968,0.2789076864719391,0.5201468467712402,0.4954058527946472,0.24459965527057648,0.5394441485404968,0.2475845366716385,0.45010748505592346,0.539380669593811,0.32641831040382385,0.22477759420871735,0.16969570517539978,0.12657245993614197,0.539380669593811,0.12657245993614197,0.1062781885266304,0.45010748505592346,-0.037193410098552704,0.5201468467712402,0.30808621644973755,0.2106221318244934,0.26527702808380127,0.3481820821762085,0.14419732987880707,0.4322226941585541,-0.037193410098552704,0.20430970191955566
c.,0.07790124416351318,-0.10377486050128937,-0.049132056534290314,0.04140005633234978,-0.12003367394208908,0.06877078115940094,-0.16526339948177338,-0.0882335752248764,0.11400915682315826,-0.12003367394208908,-0.03677891194820404,-0.015615013428032398,-0.07696226239204407,-0.10337518155574799,-0.05295073986053467,0.1528458297252655,-0.08195997774600983,-0.07696226239204407,-0.08195997774600983,0.007286787498742342,-0.015615013428032398,-0.07819116860628128,-0.16526339948177338,0.03813721984624863,-0.008049845695495605,0.08414603769779205,0.020387914031744003,-0.08717826753854752,-0.10942672193050385,-0.07819116860628128,0.019047532230615616
),0.2878422141075134,0.26532381772994995,-0.0923217236995697,0.12755736708641052,0.37732169032096863,0.2165563702583313,0.63033527135849,0.4961937665939331,0.17630954086780548,0.37732169032096863,0.202529177069664,0.31236231327056885,0.3640355169773102,0.297453910112381,0.2216828614473343,0.20261481404304504,0.2041344791650772,0.3640355169773102,0.2041344791650772,0.1506740301847458,0.31236231327056885,0.02334544248878956,0.63033527135849,0.26259949803352356,0.13862097263336182,0.23216170072555542,0.24578070640563965,0.08691928535699844,0.3639558255672455,0.02334544248878956,0.42300865054130554
thus,0.37342318892478943,0.14682155847549438,0.03038910962641239,0.06333091855049133,0.244685098528862,0.14554600417613983,0.3071325421333313,0.3723181188106537,0.307453453540802,0.244685098528862,0.28966641426086426,0.42383262515068054,0.3190890848636627,0.15304988622665405,0.25710755586624146,0.29912880063056946,0.1861295998096466,0.3190890848636627,0.1861295998096466,0.20594637095928192,0.42383262515068054,0.04923481121659279,0.3071325421333313,0.30745524168014526,0.30443766713142395,0.2665204703807831,0.37298357486724854,0.1835077852010727,0.35466766357421875,0.04923481121659279,0.18769288063049316
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
class,0.19012384116649628,0.1395781934261322,-0.0025547300465404987,0.18459567427635193,0.1275252103805542,0.13958024978637695,0.1753857135772705,0.20710228383541107,0.13544920086860657,0.1275252103805542,0.19231927394866943,0.18696844577789307,0.23462694883346558,0.12499057501554489,0.19734898209571838,0.19669321179389954,0.10831961780786514,0.23462694883346558,0.10831961780786514,0.0782412588596344,0.18696844577789307,0.027899719774723053,0.1753857135772705,0.16880196332931519,0.11588171124458313,0.14804822206497192,0.1970098316669464,0.13958443701267242,0.17833863198757172,0.027899719774723053,0.12778934836387634
of,0.2557544410228729,0.18174134194850922,-0.056689027696847916,0.13667912781238556,0.4854315221309662,0.26219990849494934,0.4946078956127167,0.5116966962814331,0.2803387939929962,0.4854315221309662,0.2825285494327545,0.41548454761505127,0.5052502155303955,0.35814476013183594,0.2697024643421173,0.20464475452899933,0.1665162444114685,0.5052502155303955,0.1665162444114685,0.1839505434036255,0.41548454761505127,0.09093830734491348,0.4946078956127167,0.33290785551071167,0.21260499954223633,0.2603091299533844,0.33904364705085754,0.22420795261859894,0.4185989499092102,0.09093830734491348,0.1826142966747284
np-complete,0.31617626547813416,0.20340189337730408,0.05562061443924904,0.32307320833206177,0.22069956362247467,0.2712497115135193,0.21401260793209076,0.1983288824558258,0.2702208161354065,0.22069956362247467,0.16617776453495026,0.24762758612632751,0.28990697860717773,0.20565888285636902,1.0,0.2782294750213623,0.19320622086524963,0.28990697860717773,0.19320622086524963,0.2062557488679886,0.24762758612632751,0.12432727217674255,0.21401260793209076,0.28050094842910767,0.3033719062805176,0.21604792773723602,0.2608036994934082,0.10915058851242065,0.2447579801082611,0.12432727217674255,0.16391170024871826
problems,0.3437747657299042,0.1230422630906105,-0.11286143213510513,0.3503378927707672,0.16985496878623962,0.4579021632671356,0.2596952021121979,0.285793662071228,0.33580684661865234,0.16985496878623962,0.238582581281662,0.28989166021347046,0.21523453295230865,0.14510442316532135,0.21938736736774445,0.7913808822631836,0.18878239393234253,0.21523453295230865,0.18878239393234253,0.09643755108118057,0.28989166021347046,-0.019203966483473778,0.2596952021121979,0.3306994140148163,0.27666613459587097,0.326987624168396,0.2817195653915405,0.13627459108829498,0.27039530873298645,-0.019203966483473778,0.2638136148452759
contains,0.20877483487129211,0.09891235828399658,0.0670265331864357,0.18440726399421692,0.4272567629814148,0.14285163581371307,0.2243606001138687,0.27121078968048096,0.22357749938964844,0.4272567629814148,0.14742983877658844,0.22413384914398193,0.3092464506626129,0.27676287293434143,0.3110259175300598,0.11922963708639145,0.1432655304670334,0.3092464506626129,0.1432655304670334,0.1047014594078064,0.22413384914398193,0.022004736587405205,0.2243606001138687,0.14236655831336975,0.13167931139469147,0.2995338439941406,0.2981097102165222,0.0697174221277237,0.2604871392250061,0.022004736587405205,0.15215006470680237
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
most,0.2885936200618744,0.13517431914806366,-0.018190450966358185,0.19937869906425476,0.41165053844451904,0.22101402282714844,0.3636029064655304,0.4309377074241638,0.19047880172729492,0.41165053844451904,0.19805550575256348,0.321603000164032,0.3508910834789276,0.3850763440132141,0.2053162008523941,0.2509269416332245,0.20380651950836182,0.3508910834789276,0.20380651950836182,0.13299688696861267,0.321603000164032,0.03537435829639435,0.3636029064655304,0.3219912350177765,0.17501060664653778,0.3452373743057251,0.3381733000278473,0.17825239896774292,0.3906237483024597,0.03537435829639435,0.2107497900724411
difficult,0.3463487923145294,0.02034052088856697,-0.10448122024536133,0.30652299523353577,0.29025518894195557,0.2546485960483551,0.24675612151622772,0.28586524724960327,0.28936949372291565,0.29025518894195557,0.21688301861286163,0.4417358338832855,0.3425796926021576,0.2324831187725067,0.2874925136566162,0.43395328521728516,0.21339093148708344,0.3425796926021576,0.21339093148708344,0.18016541004180908,0.4417358338832855,0.07283035665750504,0.24675612151622772,0.37928828597068787,0.25601834058761597,0.44322800636291504,0.374691903591156,0.142377108335495,0.3228081464767456,0.07283035665750504,0.20408590137958527
problems,0.3437747657299042,0.1230422630906105,-0.11286143213510513,0.3503378927707672,0.16985496878623962,0.4579021632671356,0.2596952021121979,0.285793662071228,0.33580684661865234,0.16985496878623962,0.238582581281662,0.28989166021347046,0.21523453295230865,0.14510442316532135,0.21938736736774445,0.7913808822631836,0.18878239393234253,0.21523453295230865,0.18878239393234253,0.09643755108118057,0.28989166021347046,-0.019203966483473778,0.2596952021121979,0.3306994140148163,0.27666613459587097,0.326987624168396,0.2817195653915405,0.13627459108829498,0.27039530873298645,-0.019203966483473778,0.2638136148452759
in,0.2589588761329651,0.10853569954633713,-0.08381625264883041,0.15881246328353882,0.5394441485404968,0.2789076864719391,0.5201468467712402,0.4954058527946472,0.24459965527057648,0.5394441485404968,0.2475845366716385,0.45010748505592346,0.539380669593811,0.32641831040382385,0.22477759420871735,0.16969570517539978,0.12657245993614197,0.539380669593811,0.12657245993614197,0.1062781885266304,0.45010748505592346,-0.037193410098552704,0.5201468467712402,0.30808621644973755,0.2106221318244934,0.26527702808380127,0.3481820821762085,0.14419732987880707,0.4322226941585541,-0.037193410098552704,0.20430970191955566
np,0.30719754099845886,0.24241971969604492,-0.022351102903485298,1.0,0.2208731323480606,0.38032057881355286,0.1823609173297882,0.1060066819190979,0.2343953400850296,0.2208731323480606,0.1891319304704666,0.12644809484481812,0.19096361100673676,0.16972734034061432,0.32307320833206177,0.4497864544391632,0.23920616507530212,0.19096361100673676,0.23920616507530212,0.06175009161233902,0.12644809484481812,0.07546094805002213,0.1823609173297882,0.273849755525589,0.22678923606872559,0.29079514741897583,0.24087633192539215,0.10492951422929764,0.1543017327785492,0.07546094805002213,0.25319206714630127
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
in,0.2589588761329651,0.10853569954633713,-0.08381625264883041,0.15881246328353882,0.5394441485404968,0.2789076864719391,0.5201468467712402,0.4954058527946472,0.24459965527057648,0.5394441485404968,0.2475845366716385,0.45010748505592346,0.539380669593811,0.32641831040382385,0.22477759420871735,0.16969570517539978,0.12657245993614197,0.539380669593811,0.12657245993614197,0.1062781885266304,0.45010748505592346,-0.037193410098552704,0.5201468467712402,0.30808621644973755,0.2106221318244934,0.26527702808380127,0.3481820821762085,0.14419732987880707,0.4322226941585541,-0.037193410098552704,0.20430970191955566
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
sense,0.35765695571899414,0.1274758279323578,0.02297624759376049,0.15106123685836792,0.24388249218463898,0.1228979155421257,0.27551719546318054,0.2834228277206421,0.30103617906570435,0.24388249218463898,0.19411207735538483,0.29030367732048035,0.27587276697158813,0.16442979872226715,0.21033018827438354,0.3772348165512085,0.205191507935524,0.27587276697158813,0.205191507935524,0.1812567561864853,0.29030367732048035,0.07031764835119247,0.27551719546318054,0.3673125207424164,0.33398139476776123,0.2996412217617035,0.2750726640224457,0.17414610087871552,0.29151713848114014,0.07031764835119247,0.25268280506134033
that,0.5634250640869141,0.15546166896820068,0.06973481923341751,0.2149038165807724,0.3995479643344879,0.31747421622276306,0.4137537479400635,0.4731321930885315,0.2762419581413269,0.3995479643344879,0.3206048607826233,0.5436353087425232,0.47537946701049805,0.20813259482383728,0.316537469625473,0.4416671693325043,0.15980809926986694,0.47537946701049805,0.15980809926986694,0.20441916584968567,0.5436353087425232,0.02150159329175949,0.4137537479400635,0.6297725439071655,0.4214214086532593,0.4522190988063812,0.6036020517349243,0.3134700357913971,0.4137635827064514,0.02150159329175949,0.32716336846351624
they,0.4092397689819336,0.16361002624034882,0.005432195961475372,0.15970779955387115,0.330102801322937,0.19958645105361938,0.390799880027771,0.5073080658912659,0.20334412157535553,0.330102801322937,0.21634870767593384,0.5452046394348145,0.3528250455856323,0.2326948493719101,0.16645769774913788,0.2527957856655121,0.10406234860420227,0.3528250455856323,0.10406234860420227,0.32056835293769836,0.5452046394348145,-0.0045658680610358715,0.390799880027771,0.4431931674480438,0.22032764554023743,0.47909218072891235,0.4858434796333313,0.21416281163692474,0.3466525673866272,-0.0045658680610358715,0.2753053903579712
are,0.32547882199287415,0.0965256616473198,0.07531648874282837,0.22153069078922272,0.5330929756164551,0.18173733353614807,0.4062570035457611,0.48576638102531433,0.21609076857566833,0.5330929756164551,0.19391080737113953,0.3504326641559601,0.265255331993103,0.26720109581947327,0.19186051189899445,0.2619974911212921,0.13318254053592682,0.265255331993103,0.13318254053592682,0.20257845520973206,0.3504326641559601,0.024824224412441254,0.4062570035457611,0.29724663496017456,0.1972387284040451,0.5408529043197632,0.5556803941726685,0.18002136051654816,0.3895993232727051,0.024824224412441254,0.24591213464736938
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
ones,0.3351476788520813,0.16698843240737915,0.0025708365719765425,0.11741558462381363,0.28782421350479126,0.20251990854740143,0.32541337609291077,0.42323723435401917,0.1480545997619629,0.28782421350479126,0.17166189849376678,0.29667285084724426,0.22843194007873535,0.20098669826984406,0.12997770309448242,0.3251574635505676,0.13676907122135162,0.22843194007873535,0.13676907122135162,0.17769509553909302,0.29667285084724426,0.06353485584259033,0.32541337609291077,0.28536954522132874,0.14356829226016998,0.36958321928977966,0.43375667929649353,0.17365649342536926,0.3088074326515198,0.06353485584259033,0.28155767917633057
most,0.2885936200618744,0.13517431914806366,-0.018190450966358185,0.19937869906425476,0.41165053844451904,0.22101402282714844,0.3636029064655304,0.4309377074241638,0.19047880172729492,0.41165053844451904,0.19805550575256348,0.321603000164032,0.3508910834789276,0.3850763440132141,0.2053162008523941,0.2509269416332245,0.20380651950836182,0.3508910834789276,0.20380651950836182,0.13299688696861267,0.321603000164032,0.03537435829639435,0.3636029064655304,0.3219912350177765,0.17501060664653778,0.3452373743057251,0.3381733000278473,0.17825239896774292,0.3906237483024597,0.03537435829639435,0.2107497900724411
likely,0.5348536968231201,0.10092242807149887,-0.07067181169986725,0.20779630541801453,0.2638912796974182,0.27745309472084045,0.22176046669483185,0.3069725036621094,0.25863081216812134,0.2638912796974182,0.22821854054927826,0.41562584042549133,0.3132456839084625,0.21144168078899384,0.23834532499313354,0.41721439361572266,0.1833004653453827,0.3132456839084625,0.1833004653453827,0.2358086109161377,0.41562584042549133,0.008772896602749825,0.22176046669483185,0.4101858139038086,0.28165203332901,0.46981462836265564,0.4417785704135895,0.1838945597410202,0.2984500229358673,0.008772896602749825,0.35971182584762573
not,0.6100378632545471,0.18450647592544556,0.01577068120241165,0.2639980912208557,0.3776007890701294,0.23952363431453705,0.3769696354866028,0.39099299907684326,0.21429774165153503,0.3776007890701294,0.3071693181991577,0.5149973034858704,0.3791346549987793,0.22453871369361877,0.3110159635543823,0.3932628929615021,0.1340557038784027,0.3791346549987793,0.1340557038784027,0.1981685757637024,0.5149973034858704,0.07171217352151871,0.3769696354866028,0.5449194312095642,0.3999488353729248,0.49270012974739075,0.5788898468017578,0.19298484921455383,0.39280617237091064,0.07171217352151871,0.41942933201789856
to,0.4559597074985504,0.14269764721393585,-0.02100103534758091,0.12644809484481812,0.42745086550712585,0.1343403458595276,0.44245919585227966,0.48971283435821533,0.248092919588089,0.42745086550712585,0.26928162574768066,1.0,0.45503583550453186,0.14337651431560516,0.24762758612632751,0.2502208352088928,0.20313172042369843,0.45503583550453186,0.20313172042369843,0.19134458899497986,1.0,-0.04140755161643028,0.44245919585227966,0.455847829580307,0.28714045882225037,0.4979398250579834,0.4972836375236511,0.1552073210477829,0.4451248347759247,-0.04140755161643028,0.29463258385658264
be,0.5628611445426941,0.12313798069953918,0.021265273913741112,0.24087633192539215,0.4819129705429077,0.19188952445983887,0.39254459738731384,0.41766801476478577,0.288789838552475,0.4819129705429077,0.2932760715484619,0.4972836375236511,0.39883795380592346,0.15196610987186432,0.2608036994934082,0.347878634929657,0.1651982069015503,0.39883795380592346,0.1651982069015503,0.18473351001739502,0.4972836375236511,0.011948168277740479,0.39254459738731384,0.3929833769798279,0.2641158699989319,0.5791122913360596,1.0,0.25846394896507263,0.3801851272583008,0.011948168277740479,0.3324260413646698
in,0.2589588761329651,0.10853569954633713,-0.08381625264883041,0.15881246328353882,0.5394441485404968,0.2789076864719391,0.5201468467712402,0.4954058527946472,0.24459965527057648,0.5394441485404968,0.2475845366716385,0.45010748505592346,0.539380669593811,0.32641831040382385,0.22477759420871735,0.16969570517539978,0.12657245993614197,0.539380669593811,0.12657245993614197,0.1062781885266304,0.45010748505592346,-0.037193410098552704,0.5201468467712402,0.30808621644973755,0.2106221318244934,0.26527702808380127,0.3481820821762085,0.14419732987880707,0.4322226941585541,-0.037193410098552704,0.20430970191955566
p.,0.10653145611286163,0.04494840279221535,-0.07814386487007141,0.10190384835004807,-0.03573467582464218,0.2457907646894455,0.08701876550912857,0.1284850388765335,0.17251336574554443,-0.03573467582464218,0.1221911683678627,0.09675496071577072,-0.013926254585385323,0.04738069325685501,0.12814819812774658,0.132210835814476,0.04386933892965317,-0.013926254585385323,0.04386933892965317,0.06316419690847397,0.09675496071577072,-0.0411907397210598,0.08701876550912857,0.07387562096118927,0.14305685460567474,0.08792503923177719,0.11326488852500916,0.1121741384267807,0.11554159224033356,-0.0411907397210598,0.11662347614765167
because,0.5247287750244141,0.09397917985916138,-0.06452006101608276,0.2085174322128296,0.4047735333442688,0.31440016627311707,0.372031033039093,0.5069696307182312,0.30800461769104004,0.4047735333442688,0.263519823551178,0.5166091918945312,0.42230045795440674,0.291677862405777,0.2188219130039215,0.4304963946342468,0.14074856042861938,0.42230045795440674,0.14074856042861938,0.2049439698457718,0.5166091918945312,0.017037557438015938,0.372031033039093,0.46729007363319397,0.29237431287765503,0.4189445674419403,0.5052481293678284,0.19459138810634613,0.4676002562046051,0.017037557438015938,0.2528740465641022
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
problem,0.43518564105033875,0.1706637293100357,-0.09702178835868835,0.4497864544391632,0.23238427937030792,0.46192029118537903,0.23938199877738953,0.24328261613845825,0.3494492769241333,0.23238427937030792,0.23095287382602692,0.2502208352088928,0.2605542540550232,0.1978386789560318,0.2782294750213623,1.0,0.22499215602874756,0.2605542540550232,0.22499215602874756,0.10175079852342606,0.2502208352088928,0.036100950092077255,0.23938199877738953,0.42183366417884827,0.36100271344184875,0.36370179057121277,0.347878634929657,0.21283121407032013,0.2661307752132416,0.036100950092077255,0.3762950301170349
p,0.17701710760593414,1.0,-0.03224361315369606,0.24241971969604492,0.11757151037454605,0.1326666921377182,0.291064590215683,0.198231041431427,0.08679762482643127,0.11757151037454605,0.09477188438177109,0.14269764721393585,0.15866722166538239,0.14122170209884644,0.20340189337730408,0.1706637293100357,0.11733344942331314,0.15866722166538239,0.11733344942331314,0.11804499477148056,0.14269764721393585,0.047117557376623154,0.291064590215683,0.18586504459381104,0.0511966235935688,0.15593776106834412,0.12313798069953918,0.16036009788513184,0.13376198709011078,0.047117557376623154,0.20840544998645782
=,-0.014500393532216549,-0.03224361315369606,1.0,-0.022351102903485298,-0.046662431210279465,-0.16182410717010498,-0.04015415534377098,-0.046995434910058975,-0.00037513463757932186,-0.046662431210279465,-0.0710272267460823,-0.02100103534758091,-0.1499788761138916,-0.08045900613069534,0.05562061443924904,-0.09702178835868835,0.017771711573004723,-0.1499788761138916,0.017771711573004723,0.08339941501617432,-0.02100103534758091,0.04628458991646767,-0.04015415534377098,0.07829900085926056,0.05027854070067406,-0.01855434849858284,0.021265273913741112,-0.046124417334795,-0.04357342794537544,0.04628458991646767,-0.005643122363835573
np,0.30719754099845886,0.24241971969604492,-0.022351102903485298,1.0,0.2208731323480606,0.38032057881355286,0.1823609173297882,0.1060066819190979,0.2343953400850296,0.2208731323480606,0.1891319304704666,0.12644809484481812,0.19096361100673676,0.16972734034061432,0.32307320833206177,0.4497864544391632,0.23920616507530212,0.19096361100673676,0.23920616507530212,0.06175009161233902,0.12644809484481812,0.07546094805002213,0.1823609173297882,0.273849755525589,0.22678923606872559,0.29079514741897583,0.24087633192539215,0.10492951422929764,0.1543017327785492,0.07546094805002213,0.25319206714630127
is,0.30927813053131104,0.11757151037454605,-0.046662431210279465,0.2208731323480606,1.0,0.1910337656736374,0.4691906273365021,0.3859752118587494,0.2509012222290039,1.0,0.21050988137722015,0.42745086550712585,0.658733606338501,0.41921812295913696,0.22069956362247467,0.23238427937030792,0.24671344459056854,0.658733606338501,0.24671344459056854,0.13494926691055298,0.42745086550712585,-0.011081291362643242,0.4691906273365021,0.28837618231773376,0.19649836421012878,0.44256699085235596,0.4819129705429077,0.13321004807949066,0.43268078565597534,-0.011081291362643242,0.22961433231830597
not,0.6100378632545471,0.18450647592544556,0.01577068120241165,0.2639980912208557,0.3776007890701294,0.23952363431453705,0.3769696354866028,0.39099299907684326,0.21429774165153503,0.3776007890701294,0.3071693181991577,0.5149973034858704,0.3791346549987793,0.22453871369361877,0.3110159635543823,0.3932628929615021,0.1340557038784027,0.3791346549987793,0.1340557038784027,0.1981685757637024,0.5149973034858704,0.07171217352151871,0.3769696354866028,0.5449194312095642,0.3999488353729248,0.49270012974739075,0.5788898468017578,0.19298484921455383,0.39280617237091064,0.07171217352151871,0.41942933201789856
solved,0.2864813804626465,0.18734224140644073,-0.10148473083972931,0.39436420798301697,0.16888999938964844,0.7541028261184692,0.25483599305152893,0.20209883153438568,0.20467907190322876,0.16888999938964844,0.3047601878643036,0.1576203852891922,0.18525584042072296,0.1911596655845642,0.24781180918216705,0.5690774321556091,0.1403452455997467,0.18525584042072296,0.1403452455997467,0.056596238166093826,0.1576203852891922,-0.007644017226994038,0.25483599305152893,0.247396320104599,0.30348777770996094,0.21544745564460754,0.26658907532691956,0.22717070579528809,0.18016043305397034,-0.007644017226994038,0.2692696750164032
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
being,0.4287751317024231,0.1446872502565384,-0.031110135838389397,0.1824636608362198,0.4445112943649292,0.2187056541442871,0.34499165415763855,0.4286794066429138,0.20649287104606628,0.4445112943649292,0.2535747289657593,0.4514104127883911,0.3727131485939026,0.24268263578414917,0.22355049848556519,0.2995333671569824,0.17041891813278198,0.3727131485939026,0.17041891813278198,0.1735578328371048,0.4514104127883911,-0.025891445577144623,0.34499165415763855,0.3760843276977539,0.2870788276195526,0.433290958404541,0.5586286783218384,0.22084365785121918,0.41687241196632385,-0.025891445577144623,0.26743772625923157
able,0.4252382516860962,0.13819023966789246,-0.07501997798681259,0.19356292486190796,0.1493876874446869,0.12077213078737259,0.28725793957710266,0.3303895890712738,0.1594536006450653,0.1493876874446869,0.2485719621181488,0.529755175113678,0.2874686121940613,0.18410681188106537,0.29442620277404785,0.2885279059410095,0.15371765196323395,0.2874686121940613,0.15371765196323395,0.20121657848358154,0.529755175113678,0.04044551029801369,0.28725793957710266,0.3404487371444702,0.2502796947956085,0.5244399309158325,0.3856765329837799,0.18031243979930878,0.2947812080383301,0.04044551029801369,0.260649710893631
to,0.4559597074985504,0.14269764721393585,-0.02100103534758091,0.12644809484481812,0.42745086550712585,0.1343403458595276,0.44245919585227966,0.48971283435821533,0.248092919588089,0.42745086550712585,0.26928162574768066,1.0,0.45503583550453186,0.14337651431560516,0.24762758612632751,0.2502208352088928,0.20313172042369843,0.45503583550453186,0.20313172042369843,0.19134458899497986,1.0,-0.04140755161643028,0.44245919585227966,0.455847829580307,0.28714045882225037,0.4979398250579834,0.4972836375236511,0.1552073210477829,0.4451248347759247,-0.04140755161643028,0.29463258385658264
reduce,0.3334323763847351,0.06169603392481804,-0.06809031963348389,0.1301882117986679,0.17162854969501495,0.1737872064113617,0.15094059705734253,0.2456025630235672,0.6692422032356262,0.17162854969501495,0.2763364315032959,0.35182690620422363,0.22714994847774506,0.07740945369005203,0.21039031445980072,0.3375815749168396,0.11604629456996918,0.22714994847774506,0.11604629456996918,0.08349674195051193,0.35182690620422363,0.05765552818775177,0.15094059705734253,0.18258237838745117,0.22024127840995789,0.3940023183822632,0.38083505630493164,0.15029264986515045,0.28123193979263306,0.05765552818775177,0.1462220549583435
a,0.41272827982902527,0.15866722166538239,-0.1499788761138916,0.19096361100673676,0.658733606338501,0.20796768367290497,0.427140474319458,0.3739250600337982,0.2845925986766815,0.658733606338501,0.24149316549301147,0.45503583550453186,1.0,0.30882248282432556,0.28990697860717773,0.2605542540550232,0.2058442085981369,1.0,0.2058442085981369,0.19391046464443207,0.45503583550453186,-0.016434958204627037,0.427140474319458,0.3320399522781372,0.2761456370353699,0.3915780484676361,0.39883795380592346,0.18274220824241638,0.44038116931915283,-0.016434958204627037,0.23916715383529663
