,what,ranking,in,terms,of,busiest,airports,from,international,passenger,volume,is,the,los,angeles,international,airport,?
ontario,0.20325867831707,0.11638028919696808,0.2492024004459381,0.08276674151420593,0.22826141119003296,0.22298453748226166,0.14644108712673187,0.21040098369121552,0.14875677227973938,0.07094008475542068,0.08888467401266098,0.19484345614910126,0.23064923286437988,0.3218853771686554,0.34929800033569336,0.14875677227973938,0.13860999047756195,0.1380562037229538
",",0.3087472915649414,0.2863360047340393,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.26035505533218384,0.28466933965682983,0.39760664105415344,0.23395943641662598,0.2499629110097885,0.2554939091205597,0.4691906273365021,0.4933079481124878,0.242568701505661,0.23721925914287567,0.23395943641662598,0.2669869363307953,0.31091248989105225
burbank,0.18978667259216309,0.12542404234409332,0.2700030505657196,0.10312777757644653,0.20478573441505432,0.21829162538051605,0.20461180806159973,0.21222881972789764,0.21771033108234406,0.18775328993797302,0.0821007564663887,0.14307169616222382,0.2321508675813675,0.4948795437812805,0.5201164484024048,0.21771033108234406,0.2372087985277176,0.17736202478408813
and,0.31309178471565247,0.2464282363653183,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.21225601434707642,0.27459996938705444,0.3601827025413513,0.2444424331188202,0.25112658739089966,0.2648514211177826,0.3859752118587494,0.5171257257461548,0.22504177689552307,0.2403915673494339,0.2444424331188202,0.1870041936635971,0.20544172823429108
long,0.28276848793029785,0.04872938618063927,0.2759332060813904,0.20236466825008392,0.2567519545555115,0.23028242588043213,0.18872343003749847,0.3109167516231537,0.09778877347707748,0.21471096575260162,0.21463631093502045,0.28473302721977234,0.3075225353240967,0.15205983817577362,0.14127200841903687,0.09778877347707748,0.176585391163826,0.19699987769126892
beach,0.15818452835083008,0.10123472660779953,0.24073414504528046,0.10248703509569168,0.20727382600307465,0.31213900446891785,0.19913877546787262,0.15755890309810638,0.20786052942276,0.18471774458885193,0.0761086493730545,0.19757364690303802,0.20261730253696442,0.30656373500823975,0.3178665041923523,0.20786052942276,0.23925402760505676,0.16120761632919312
;,0.10986888408660889,-0.0348818376660347,0.092739537358284,0.1468198299407959,0.054534342139959335,0.18399204313755035,0.07029900699853897,0.07524215430021286,0.08798732608556747,-0.00010964874672936276,0.10356692224740982,0.05324986204504967,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.08798732608556747,0.02678789384663105,0.10349778085947037
and,0.31309178471565247,0.2464282363653183,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.21225601434707642,0.27459996938705444,0.3601827025413513,0.2444424331188202,0.25112658739089966,0.2648514211177826,0.3859752118587494,0.5171257257461548,0.22504177689552307,0.2403915673494339,0.2444424331188202,0.1870041936635971,0.20544172823429108
numerous,0.1867249608039856,0.20416368544101715,0.30740252137184143,0.13685353100299835,0.3024154603481293,0.11152923107147217,0.18706773221492767,0.23079048097133636,0.19946657121181488,0.07527069002389908,0.10946179181337357,0.14785398542881012,0.3353725075721741,0.19793178141117096,0.20677128434181213,0.19946657121181488,0.08939657360315323,0.0875130444765091
smaller,0.23730900883674622,0.18093520402908325,0.2774786055088043,0.22523239254951477,0.30439993739128113,0.22528786957263947,0.2744784653186798,0.17215733230113983,0.14944052696228027,0.1913914978504181,0.18374201655387878,0.22372925281524658,0.3588939607143402,0.1586718112230301,0.16983145475387573,0.14944052696228027,0.16258567571640015,0.17881669104099274
commercial,0.12070754915475845,0.18083272874355316,0.2615188956260681,0.23999328911304474,0.21107374131679535,0.3346411883831024,0.3154732882976532,0.17917610704898834,0.29364779591560364,0.30062222480773926,0.08564972132444382,0.2402932196855545,0.23051398992538452,0.1988256275653839,0.19884929060935974,0.29364779591560364,0.26055827736854553,0.04216946288943291
and,0.31309178471565247,0.2464282363653183,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.21225601434707642,0.27459996938705444,0.3601827025413513,0.2444424331188202,0.25112658739089966,0.2648514211177826,0.3859752118587494,0.5171257257461548,0.22504177689552307,0.2403915673494339,0.2444424331188202,0.1870041936635971,0.20544172823429108
general,0.24928055703639984,0.21865858137607574,0.259066641330719,0.28301987051963806,0.28352999687194824,0.18606281280517578,0.25152403116226196,0.1645994782447815,0.14942900836467743,0.17819161713123322,0.11922125518321991,0.20144300162792206,0.28634732961654663,0.16898763179779053,0.12215160578489304,0.14942900836467743,0.1885322779417038,0.1972234547138214
aviation,0.1700924187898636,0.27256837487220764,0.2580392062664032,0.18407323956489563,0.2796842157840729,0.3498811721801758,0.4406811594963074,0.15299448370933533,0.3105347752571106,0.4006142318248749,0.17720946669578552,0.15025636553764343,0.2703816592693329,0.18268351256847382,0.19240319728851318,0.3105347752571106,0.3925395607948303,0.1517462134361267
airports,0.14664587378501892,0.19677110016345978,0.28724297881126404,0.29278525710105896,0.3209418058395386,0.5866501927375793,0.9999999403953552,0.21003665030002594,0.4772913455963135,0.49672403931617737,0.11277977377176285,0.24539045989513397,0.297902911901474,0.2192031741142273,0.20881067216396332,0.4772913455963135,0.8551590442657471,0.14285726845264435
.,0.3567904531955719,0.2531220316886902,0.5591574311256409,0.24108539521694183,0.5352458953857422,0.21745024621486664,0.2659852206707001,0.41536515951156616,0.20745405554771423,0.19574396312236786,0.2695035934448242,0.4569662809371948,0.5934505462646484,0.2471826672554016,0.26720499992370605,0.20745405554771423,0.2181699424982071,0.4130953550338745
