,which,british,sculptor,and,a,leading,member,of,the,new,sculpture,movement,is,represented,in,the,the,v,&,a,collection,?
leighton,0.18539553880691528,0.2664602994918823,0.1270751655101776,0.19641678035259247,0.17653104662895203,0.23142370581626892,0.14839905500411987,0.1484784036874771,0.22797054052352905,0.24540092051029205,0.12631651759147644,0.06221209838986397,0.16037052869796753,0.1503181904554367,0.2492104470729828,0.22797054052352905,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.20380839705467224,0.1328769028186798
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.2391991913318634,0.2745560109615326,0.20860691368579865,0.2136242389678955,0.22395305335521698,0.10528383404016495,0.20830056071281433,0.24956922233104706,0.16587916016578674,0.21073508262634277,0.12985962629318237,0.14016306400299072,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.20781700313091278,0.10596195608377457
stevens,0.1418309062719345,0.13725516200065613,0.15080933272838593,0.2575399875640869,0.17029376327991486,0.19076743721961975,0.15702944993972778,0.23136362433433533,0.2338823676109314,0.20454126596450806,0.10382217168807983,0.11937180161476135,0.13902032375335693,0.21871595084667206,0.22370873391628265,0.2338823676109314,0.2338823676109314,0.07712474465370178,0.2814601957798004,0.17029376327991486,0.10720130801200867,0.12149069458246231
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.20158961415290833,0.20829561352729797,0.21867206692695618,0.20946627855300903,0.19268037378787994,0.19678406417369843,0.139983668923378,0.18699592351913452,0.23505409061908722,0.16022062301635742,0.1876794695854187,0.18224194645881653,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
brock,0.2133186161518097,0.21289125084877014,0.1742752343416214,0.3033332824707031,0.2361026108264923,0.1953786015510559,0.1994062215089798,0.1693740338087082,0.23602567613124847,0.2799840271472931,0.192233607172966,0.10440101474523544,0.1580844521522522,0.19079622626304626,0.21951231360435486,0.23602567613124847,0.23602567613124847,0.15399476885795593,0.29356899857521057,0.2361026108264923,0.12148472666740417,0.20300763845443726
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.2391991913318634,0.2745560109615326,0.20860691368579865,0.2136242389678955,0.22395305335521698,0.10528383404016495,0.20830056071281433,0.24956922233104706,0.16587916016578674,0.21073508262634277,0.12985962629318237,0.14016306400299072,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.20781700313091278,0.10596195608377457
gilbert,0.14743243157863617,0.2592608332633972,0.21165476739406586,0.2843768000602722,0.1668463498353958,0.19340118765830994,0.12071949243545532,0.1865374892950058,0.1988684982061386,0.19850239157676697,0.1679411679506302,0.05273532494902611,0.15918461978435516,0.08621670305728912,0.274740993976593,0.1988684982061386,0.1988684982061386,0.0880240648984909,0.1409744769334793,0.1668463498353958,0.17694438993930817,0.16105259954929352
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
george,0.16627563536167145,0.3170066773891449,0.1704731434583664,0.22245058417320251,0.19503153860569,0.21730609238147736,0.1356029212474823,0.22097964584827423,0.2510760426521301,0.18316209316253662,0.1380157470703125,0.06952066719532013,0.14082063734531403,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.2510760426521301,0.24794483184814453,0.1754932850599289,0.19503153860569,0.15784206986427307,0.1479024887084961
frampton,0.20094196498394012,0.3027724325656891,0.23438391089439392,0.27758580446243286,0.20303113758563995,0.12219254672527313,0.22177894413471222,0.16089913249015808,0.2246433049440384,0.17660842835903168,0.19792260229587555,0.1321549266576767,0.16664987802505493,0.12418396025896072,0.16897821426391602,0.2246433049440384,0.2246433049440384,0.19004034996032715,0.20053373277187347,0.20303113758563995,0.23374885320663452,0.14861302077770233
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
and,0.506277859210968,0.325880765914917,0.1751534640789032,1.0,0.3739250600337982,0.34015700221061707,0.28606608510017395,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.2538686692714691,0.2837696671485901,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
eric,0.07386601716279984,0.18269754946231842,0.20489352941513062,0.23273448646068573,0.16092108190059662,0.09693220257759094,0.19334490597248077,0.17682862281799316,0.19322122633457184,0.12655553221702576,0.09556754678487778,0.0787087082862854,0.11592661589384079,0.14214129745960236,0.20329992473125458,0.19322122633457184,0.19322122633457184,0.1121709793806076,0.15316863358020782,0.16092108190059662,0.10591458529233932,0.19776561856269836
gill,0.18554037809371948,0.14446347951889038,0.16778995096683502,0.2611844837665558,0.15309084951877594,0.08063272386789322,0.11564900726079941,0.17573629319667816,0.20938324928283691,0.15859399735927582,0.18342721462249756,0.14093181490898132,0.1468893587589264,0.09625604003667831,0.14206278324127197,0.20938324928283691,0.20938324928283691,0.0755445584654808,0.1556297242641449,0.15309084951877594,0.11781640350818634,0.07826332002878189
.,0.45942068099975586,0.23159366846084595,0.17693094909191132,0.588965117931366,0.50484299659729,0.2186424434185028,0.19907453656196594,0.5352458953857422,0.5934505462646484,0.35031336545944214,0.2360875904560089,0.22796523571014404,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
