,which,lone,female,architect,listed,above,is,represented,in,the,collection,?
the,0.6521818041801453,0.27320772409439087,0.2673940658569336,0.13209693133831024,0.31246060132980347,0.33988961577415466,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.25281965732574463,0.22068053483963013
riba,0.26987695693969727,0.2300262153148651,0.03658101707696915,0.25717025995254517,0.15959423780441284,0.2228790819644928,0.11169726401567459,0.1550244688987732,0.16220375895500183,0.24598738551139832,0.2179511934518814,0.1393887996673584
's,0.03856118768453598,-0.005408390890806913,-0.006360549479722977,0.02331111766397953,-0.03281519562005997,-0.007520769722759724,0.02396530658006668,0.09158138185739517,-0.037580832839012146,-0.01540423184633255,0.003388406243175268,-0.023395681753754616
holdings,0.2383178025484085,0.14059565961360931,0.10285148024559021,0.2132779359817505,0.22561800479888916,0.16714760661125183,0.17933884263038635,0.1935472935438156,0.22812411189079285,0.1920640915632248,0.34182992577552795,0.14412938058376312
of,0.5011631846427917,0.2596026360988617,0.26416701078414917,0.13472206890583038,0.28872668743133545,0.24890293180942535,0.4854315221309662,0.3891753554344177,0.5696388483047485,0.733189046382904,0.2915455996990204,0.1826142966747284
over,0.4256240129470825,0.10615605115890503,0.19313465058803558,0.11676466464996338,0.19848595559597015,0.2213282287120819,0.2159561663866043,0.17716996371746063,0.3605569899082184,0.39856547117233276,0.21212655305862427,0.25742942094802856
330,0.06425438821315765,-0.041266925632953644,0.03757164999842644,0.020996151491999626,-0.06892737001180649,0.03234477713704109,-0.10492657124996185,0.09850003570318222,-0.06298030912876129,-0.040317684412002563,-0.04602138698101044,-0.036314692348241806
drawings,0.23354779183864594,0.11132925748825073,0.14871172606945038,0.31317010521888733,0.16657990217208862,0.1844927817583084,0.14478443562984467,0.20017090439796448,0.18445944786071777,0.19117170572280884,0.3887491524219513,0.15541397035121918
by,0.40543368458747864,0.175531804561615,0.14667338132858276,0.22246061265468597,0.21657033264636993,0.18431022763252258,0.3899846076965332,0.23673410713672638,0.370934396982193,0.4408751428127289,0.2678082287311554,0.17966607213020325
andrea,0.1103367730975151,0.1130627766251564,0.1648966521024704,0.2790573537349701,0.12101496011018753,0.10132179409265518,0.12745745480060577,0.06708665937185287,0.11617325246334076,0.15751202404499054,0.10598628222942352,0.06817904114723206
palladio,0.23509055376052856,0.15195073187351227,0.13669821619987488,0.38465261459350586,0.19124764204025269,0.09530995041131973,0.1971333622932434,0.12546749413013458,0.2412830889225006,0.24434302747249603,0.26117247343063354,0.10489597171545029
are,0.42922598123550415,0.16449829936027527,0.20963774621486664,0.0416419580578804,0.37825334072113037,0.30420252680778503,0.5330929756164551,0.25353574752807617,0.3841303884983063,0.40399202704429626,0.22862131893634796,0.24591213464736938
the,0.6521818041801453,0.27320772409439087,0.2673940658569336,0.13209693133831024,0.31246060132980347,0.33988961577415466,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.25281965732574463,0.22068053483963013
largest,0.29749369621276855,0.1157381683588028,0.16136641800403595,0.08358220756053925,0.23765501379966736,0.15156978368759155,0.3413417339324951,0.20428809523582458,0.3017216920852661,0.3757036626338959,0.22454601526260376,0.12401245534420013
in,0.4840516746044159,0.20952627062797546,0.1986217200756073,0.18696801364421844,0.2905867397785187,0.22744394838809967,0.5394441485404968,0.33309870958328247,1.0,0.6662389636039734,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.27320772409439087,0.2673940658569336,0.13209693133831024,0.31246060132980347,0.33988961577415466,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.25281965732574463,0.22068053483963013
world,0.29213306307792664,0.15218603610992432,0.23023119568824768,0.16156017780303955,0.22752368450164795,0.08190661668777466,0.24458536505699158,0.20460602641105652,0.3038199245929718,0.33604270219802856,0.1882934868335724,0.17579582333564758
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
other,0.50507652759552,0.20025309920310974,0.19301533699035645,0.1304921805858612,0.3289523720741272,0.27009040117263794,0.25895947217941284,0.2581391930580139,0.39989137649536133,0.44152235984802246,0.2705381214618683,0.24682199954986572
europeans,0.20644523203372955,0.08452846109867096,0.13760343194007874,0.17062370479106903,0.14241480827331543,0.1363217532634735,0.14985701441764832,0.12798595428466797,0.22646811604499817,0.3299996256828308,0.08994738757610321,0.16229631006717682
well,0.42522135376930237,0.16374273598194122,0.18688389658927917,0.11331060528755188,0.27935120463371277,0.3032744526863098,0.33406564593315125,0.26570385694503784,0.36612698435783386,0.42630070447921753,0.22726348042488098,0.24815571308135986
represented,0.2635336220264435,0.16603024303913116,0.18790027499198914,0.12886324524879456,0.24764804542064667,0.19897563755512238,0.30249524116516113,0.9999999403953552,0.33309870958328247,0.3256146013736725,0.1968824714422226,0.11276352405548096
are,0.42922598123550415,0.16449829936027527,0.20963774621486664,0.0416419580578804,0.37825334072113037,0.30420252680778503,0.5330929756164551,0.25353574752807617,0.3841303884983063,0.40399202704429626,0.22862131893634796,0.24591213464736938
jacques,0.1361384093761444,0.11705878376960754,0.08835730701684952,0.18079352378845215,0.07768406718969345,0.1494564712047577,0.1307593137025833,0.09933064877986908,0.1630023568868637,0.1920260637998581,0.11018233001232147,0.091473288834095
gentilhatre,0.18866503238677979,0.04998691752552986,0.20006538927555084,0.3493102490901947,0.133750781416893,0.16835139691829681,0.2510884702205658,0.1585513800382614,0.26798585057258606,0.2792831361293793,0.21119356155395508,0.19492316246032715
and,0.506277859210968,0.19981883466243744,0.2491157501935959,0.20191539824008942,0.2351783663034439,0.2363634556531906,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.2379438579082489,0.20544172823429108
antonio,0.17034529149532318,0.11634595692157745,0.11334419250488281,0.27490514516830444,0.060204267501831055,0.09806250035762787,0.10257551819086075,0.06810407340526581,0.16966992616653442,0.2070869356393814,0.1160007119178772,0.09923860430717468
visentini,0.2153978794813156,0.13324055075645447,0.23378397524356842,0.25530847907066345,0.17569996416568756,0.16047538816928864,0.1724962294101715,0.23208016157150269,0.24380309879779816,0.30814918875694275,0.1685442179441452,0.14947368204593658
.,0.45942068099975586,0.2910583019256592,0.28143510222435,0.17999820411205292,0.2932872176170349,0.34496572613716125,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2516246736049652,0.4130953550338745
