,how,many,tons,of,saharan,dust,falls,on,the,amazon,basin,each,year,?
falls,0.1427364945411682,0.11133844405412674,0.1570405662059784,0.23047612607479095,0.16730915009975433,0.22196342051029205,1.0,0.2028466761112213,0.2708098292350769,0.21120955049991608,0.24138574302196503,0.217678040266037,0.23415008187294006,0.15918700397014618
on,0.32655060291290283,0.32520127296447754,0.2241503745317459,0.3966929316520691,0.1434762328863144,0.16006799042224884,0.2028466761112213,0.9999999403953552,0.5107308030128479,0.27227091789245605,0.16209472715854645,0.30782750248908997,0.27628999948501587,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2361762821674347,0.2346910536289215,0.2708098292350769,0.5107308030128479,1.0,0.260541707277298,0.24553915858268738,0.470844566822052,0.3609684407711029,0.22068053483963013
caribbean,0.20398832857608795,0.2660316824913025,0.14263971149921417,0.2305755466222763,0.3471323847770691,0.178861603140831,0.1249607503414154,0.21686115860939026,0.3009287416934967,0.32314130663871765,0.269038587808609,0.2041083723306656,0.09115783125162125,0.13602977991104126
sea,0.16549281775951385,0.26365554332733154,0.22486326098442078,0.2707739472389221,0.21191920340061188,0.18881696462631226,0.14941129088401794,0.2444533258676529,0.30363768339157104,0.2499135285615921,0.3760301172733307,0.14790716767311096,0.12579944729804993,0.15551945567131042
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.4946078956127167,0.2053278684616089,0.23566173017024994,0.29322290420532227,0.49057599902153015,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.207483172416687,0.28560417890548706,0.31091248989105225
past,0.38227924704551697,0.4130312204360962,0.1818324625492096,0.27417802810668945,0.15048016607761383,0.18746842443943024,0.13314121961593628,0.19519099593162537,0.2747827172279358,0.10911105573177338,0.1400386095046997,0.2794826030731201,0.266812264919281,0.2598046660423279
75,-0.06230953708291054,-0.028689786791801453,-0.049120888113975525,0.06640326231718063,0.0778496116399765,-0.0782611295580864,0.05943657085299492,-0.032974738627672195,0.06040945649147034,-0.049623820930719376,0.09248959273099899,0.01387948077172041,0.06341468542814255,0.017522118985652924
degrees,0.18475523591041565,0.2114371955394745,0.10620304942131042,0.22668468952178955,0.1913071721792221,0.10859503597021103,0.2161405235528946,0.15918809175491333,0.22473014891147614,0.13714446127414703,0.23148125410079956,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.1819247007369995,0.11035171896219254,0.2891985774040222,0.2620176374912262,0.1870882660150528,0.11953461915254593,0.22540061175823212,0.32918402552604675,0.138602152466774,0.3046971261501312,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.10506659001111984,0.11654885113239288,0.17390240728855133,0.235178604722023,0.18386469781398773,0.1605032980442047,0.20692728459835052,0.2508544325828552,0.15005739033222198,0.3273021876811981,0.25417160987854004,0.20046329498291016,0.19342944025993347
.,0.3287222981452942,0.3974229395389557,0.2302369326353073,0.5352458953857422,0.24242347478866577,0.1864197701215744,0.22448869049549103,0.49257001280784607,0.5934505462646484,0.262887567281723,0.20696322619915009,0.31204065680503845,0.32538118958473206,0.4130953550338745
