,on,what,service,were,all,my,children,and,one,life,to,live,revived,on,for,one,season,?
issues,0.2723107933998108,0.33279702067375183,0.2175704836845398,0.16396048665046692,0.2787977159023285,0.33025282621383667,0.17712964117527008,0.2817770540714264,0.23093721270561218,0.24626688659191132,0.27458062767982483,0.13460101187229156,0.14304094016551971,0.2723107933998108,0.27617812156677246,0.23093721270561218,0.09879474341869354,0.320565789937973
over,0.39810362458229065,0.28007611632347107,0.20510946214199066,0.30589473247528076,0.3786722719669342,0.24804386496543884,0.1417134553194046,0.4021143913269043,0.3846774995326996,0.15801559388637543,0.38635820150375366,0.1992352157831192,0.14595410227775574,0.39810362458229065,0.3419422209262848,0.3846774995326996,0.16469134390354156,0.25742942094802856
abc,0.2862928807735443,0.1317344456911087,0.22076331079006195,0.09045279771089554,0.18112415075302124,0.24335843324661255,0.1666025072336197,0.16453155875205994,0.1300981342792511,0.20232120156288147,0.1762417107820511,0.20379731059074402,0.211515873670578,0.2862928807735443,0.22510288655757904,0.1300981342792511,0.29887476563453674,0.19065172970294952
's,0.0026888418942689896,0.02692362666130066,0.017307469621300697,0.007088581565767527,0.03181743621826172,0.11324785649776459,0.0160713829100132,0.06895173341035843,0.06913424283266068,0.03983813151717186,0.03782717138528824,0.0809648334980011,-0.01514099445194006,0.0026888418942689896,-0.07241261005401611,0.06913424283266068,0.06624794006347656,-0.023395681753754616
use,0.2776605486869812,0.3453877568244934,0.25248321890830994,0.26967236399650574,0.38276857137680054,0.2579014003276825,0.14588651061058044,0.34145063161849976,0.3501819968223572,0.15109926462173462,0.47261837124824524,0.17711880803108215,0.2024563103914261,0.2776605486869812,0.47655582427978516,0.3501819968223572,0.11094006150960922,0.32795652747154236
of,0.3966929316520691,0.33290785551071167,0.18425606191158295,0.34038281440734863,0.42798417806625366,0.2089746594429016,0.1978350728750229,0.5116966962814331,0.4999135136604309,0.2788603901863098,0.41548454761505127,0.27734068036079407,0.24642160534858704,0.3966929316520691,0.4185989499092102,0.4999135136604309,0.1598338931798935,0.1826142966747284
certain,0.22485196590423584,0.4561643898487091,0.21157178282737732,0.2825849652290344,0.47173047065734863,0.2160874754190445,0.12513817846775055,0.36360108852386475,0.37224382162094116,0.23498602211475372,0.4444960355758667,0.1561407893896103,0.20506088435649872,0.22485196590423584,0.3654305636882782,0.37224382162094116,0.11869335919618607,0.2516106069087982
characters,0.20261436700820923,0.20830649137496948,0.11762264370918274,0.25663554668426514,0.2835747301578522,0.21742841601371765,0.21528948843479156,0.26553210616111755,0.2522732615470886,0.2539246678352356,0.26282045245170593,0.15466870367527008,0.2559031546115875,0.20261436700820923,0.2883436679840088,0.2522732615470886,0.22241689264774323,0.21720224618911743
from,0.36926645040512085,0.2737620174884796,0.17239798605442047,0.29991888999938965,0.2866387963294983,0.1911909580230713,0.17079515755176544,0.3601827025413513,0.32194891571998596,0.17661170661449432,0.4069952368736267,0.19593046605587006,0.22777017951011658,0.36926645040512085,0.314039945602417,0.32194891571998596,0.16452011466026306,0.19969791173934937
one,0.3601475656032562,0.376489520072937,0.13805261254310608,0.3453167676925659,0.4628787636756897,0.28412947058677673,0.225452721118927,0.42438167333602905,1.0000001192092896,0.21805667877197266,0.4025384783744812,0.25416311621665955,0.20798683166503906,0.3601475656032562,0.384836345911026,1.0000001192092896,0.24332979321479797,0.2673267424106598
live,0.24591919779777527,0.20532001554965973,0.15910929441452026,0.2256481945514679,0.26119425892829895,0.14007237553596497,0.15150931477546692,0.29040172696113586,0.25416311621665955,0.3060774803161621,0.298321396112442,1.0,0.10594195127487183,0.24591919779777527,0.22377748787403107,0.25416311621665955,0.14364969730377197,0.19481121003627777
to,0.41031414270401,0.455847829580307,0.24411341547966003,0.31913647055625916,0.42520734667778015,0.27499768137931824,0.23135778307914734,0.48971283435821533,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,0.2145116627216339,0.41031414270401,0.4451248347759247,0.4025384783744812,0.22382742166519165,0.29463258385658264
live,0.24591919779777527,0.20532001554965973,0.15910929441452026,0.2256481945514679,0.26119425892829895,0.14007237553596497,0.15150931477546692,0.29040172696113586,0.25416311621665955,0.3060774803161621,0.298321396112442,1.0,0.10594195127487183,0.24591919779777527,0.22377748787403107,0.25416311621665955,0.14364969730377197,0.19481121003627777
on,0.9999999403953552,0.34226128458976746,0.21384719014167786,0.2774328887462616,0.3832052946090698,0.32948949933052063,0.20549149811267853,0.4077630043029785,0.3601475656032562,0.19639495015144348,0.41031414270401,0.24591919779777527,0.2626784145832062,0.9999999403953552,0.36199691891670227,0.3601475656032562,0.2107619047164917,0.2714994251728058
general,0.18019753694534302,0.24928055703639984,0.14327530562877655,0.16518442332744598,0.24806559085845947,0.14213816821575165,0.18533563613891602,0.25860127806663513,0.18572571873664856,0.08240363746881485,0.24755197763442993,0.0022999155335128307,0.16753432154655457,0.18019753694534302,0.23497237265110016,0.18572571873664856,0.11033668369054794,0.1972234547138214
hospital,0.2869148552417755,0.14525319635868073,0.2794172763824463,0.18644097447395325,0.06376196444034576,0.12169573456048965,0.2597377300262451,0.20068348944187164,0.15617427229881287,0.19620059430599213,0.22196340560913086,0.20145948231220245,0.16853798925876617,0.2869148552417755,0.2285851389169693,0.15617427229881287,0.1348550170660019,0.12508831918239594
during,0.3347817361354828,0.24137552082538605,0.2714812457561493,0.4064035415649414,0.27479588985443115,0.07521633803844452,0.14867986738681793,0.36462149024009705,0.3187117278575897,0.2978016436100006,0.2828781306743622,0.1744845062494278,0.2800491452217102,0.3347817361354828,0.3448435664176941,0.3187117278575897,0.30325618386268616,0.1325719803571701
the,0.5107308030128479,0.42745697498321533,0.22661015391349792,0.3906462490558624,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.2936354875564575,0.5107308030128479,0.4739971458911896,0.5514441132545471,0.2507155239582062,0.22068053483963013
transition,0.18953131139278412,0.26982825994491577,0.16849826276302338,0.1346019208431244,0.19831585884094238,0.11406873911619186,0.003691941499710083,0.23884165287017822,0.24914896488189697,0.24049951136112213,0.21985375881195068,0.12688596546649933,0.18323509395122528,0.18953131139278412,0.27273106575012207,0.24914896488189697,0.17121554911136627,0.15479432046413422
),0.29937487840652466,0.26259949803352356,0.17408718168735504,0.1566188633441925,0.283302903175354,0.2402564436197281,0.17289341986179352,0.4961937665939331,0.31658053398132324,0.17696817219257355,0.31236231327056885,0.20233401656150818,0.14800633490085602,0.29937487840652466,0.3639558255672455,0.31658053398132324,0.14535100758075714,0.42300865054130554
.,0.49257001280784607,0.3567904531955719,0.2115515172481537,0.3378238379955292,0.43406882882118225,0.24979451298713684,0.26089367270469666,0.588965117931366,0.4123194217681885,0.3029138445854187,0.4645031690597534,0.32964062690734863,0.20134487748146057,0.49257001280784607,0.4726039469242096,0.4123194217681885,0.24674734473228455,0.4130953550338745
