,what,tv,host,and,writer,went,to,harvard,?
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
nba,0.11413844674825668,0.3262106478214264,0.21589499711990356,0.19017459452152252,0.12215651571750641,0.14663130044937134,0.17971213161945343,0.26596319675445557,0.17903099954128265
player,0.1592520773410797,0.16737458109855652,0.23437511920928955,0.22685286402702332,0.30447283387184143,0.17983122169971466,0.17719191312789917,0.15448707342147827,0.18988972902297974
jeremy,0.17358164489269257,0.19318091869354248,0.12543103098869324,0.20105017721652985,0.19913724064826965,0.15789930522441864,0.17060475051403046,0.27475571632385254,0.10663310438394547
lin,0.2650960087776184,0.20694595575332642,0.09685943275690079,0.18804378807544708,0.21449609100818634,0.13710907101631165,0.2554793953895569,0.20865052938461304,0.4207216501235962
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
us,0.32081687450408936,0.17050981521606445,0.10375629365444183,0.25715014338493347,0.021589772775769234,0.20318327844142914,0.2928973436355591,0.16926613450050354,0.2742428481578827
ski,0.09666848182678223,0.13179269433021545,0.14147916436195374,0.172165647149086,0.17108185589313507,0.08140973001718521,0.18189013004302979,0.120515376329422,0.08770888298749924
team,0.17632107436656952,0.20335601270198822,0.14214304089546204,0.22394508123397827,0.12849068641662598,0.20320570468902588,0.23889471590518951,0.17635732889175415,0.11243411153554916
skier,0.1752556711435318,0.15045735239982605,0.19223669171333313,0.1386602520942688,0.23047839105129242,0.1042918786406517,0.175663560628891,0.15656457841396332,0.14002718031406403
ryan,0.16944612562656403,0.20825259387493134,0.23544730246067047,0.2090003937482834,0.19010406732559204,0.2315361648797989,0.18001960217952728,0.1801397055387497,0.15583202242851257
max,0.16700990498065948,0.18501226603984833,0.05419028922915459,0.2215532660484314,0.23066556453704834,0.12255819886922836,0.1555919647216797,0.1152058094739914,0.13623468577861786
riley,0.26745206117630005,0.2101813554763794,0.15390494465827942,0.28425347805023193,0.22760054469108582,0.19736887514591217,0.2424345463514328,0.19223728775978088,0.2623290717601776
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
physician,0.1763363629579544,0.1368514895439148,0.16456513106822968,0.16894976794719696,0.4653545916080475,0.19690053164958954,0.14378811419010162,0.2488875538110733,0.1271199882030487
sachin,0.17430469393730164,0.20627617835998535,0.17697228491306305,0.1675621122121811,0.20923642814159393,0.17678038775920868,0.14619630575180054,0.1818067878484726,0.20326492190361023
h.,-0.13654984533786774,-0.1044190526008606,-0.13436664640903473,-0.06475602835416794,-0.219278484582901,-0.19806085526943207,-0.18937623500823975,-0.1704995483160019,-0.10847286134958267
jain,0.2304917275905609,0.10942671447992325,0.13490326702594757,0.21516641974449158,0.1922420710325241,0.13938550651073456,0.15169566869735718,0.11259979009628296,0.22387641668319702
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
physicist,0.19407397508621216,0.18570353090763092,0.1311963051557541,0.14957159757614136,0.46576470136642456,0.15405809879302979,0.11992333829402924,0.2813158631324768,0.1378137767314911
j.,-0.06363846361637115,-0.04196993261575699,0.03261295333504677,-0.07826412469148636,0.07294408231973648,-0.015817373991012573,-0.05372316390275955,-0.00564424367621541,0.004272869788110256
robert,0.1948658525943756,0.15708746016025543,0.1317465454339981,0.21826715767383575,0.22365723550319672,0.11904652416706085,0.16130879521369934,0.2635907828807831,0.11293095350265503
oppenheimer,0.24552638828754425,0.16702105104923248,0.09355705231428146,0.295631468296051,0.3675994575023651,0.1674208641052246,0.19000625610351562,0.3293778896331787,0.24337561428546906
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
computer,0.26911869645118713,0.2263985425233841,0.26451218128204346,0.2362591028213501,0.19618457555770874,0.11978504061698914,0.2594811022281647,0.2726493179798126,0.20203553140163422
pioneer,0.12927818298339844,0.16550464928150177,0.2094244360923767,0.2186807543039322,0.3237922191619873,0.17471349239349365,0.10402808338403702,0.22510765492916107,0.05553717911243439
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
inventor,0.1433403640985489,0.2111126035451889,0.1619836837053299,0.1455620676279068,0.45282599329948425,0.0615508072078228,0.12521976232528687,0.2397923469543457,0.1474177986383438
an,0.2821882665157318,0.14825421571731567,0.20832303166389465,0.2838519215583801,0.22680628299713135,0.1684015691280365,0.3138085603713989,0.1396438181400299,0.19793890416622162
wang,0.11104074120521545,0.1685100793838501,0.14641618728637695,0.22656387090682983,0.19697995483875275,0.12550680339336395,0.13714289665222168,0.17221970856189728,0.17497806251049042
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
tibetologist,0.2527397572994232,0.16018904745578766,0.19102317094802856,0.20879702270030975,0.5556538701057434,0.16107651591300964,0.15808048844337463,0.38276997208595276,0.23198875784873962
george,0.22000353038311005,0.13662393391132355,0.12924715876579285,0.22245058417320251,0.2061418890953064,0.18030253052711487,0.17226167023181915,0.24173885583877563,0.1479024887084961
de,0.10476839542388916,0.12668412923812866,0.0881161019206047,0.22193852066993713,0.17220377922058105,0.12755288183689117,0.15903331339359283,0.16095930337905884,0.11064168810844421
roerich,0.2380349189043045,0.0671902447938919,0.13212545216083527,0.2723534405231476,0.2564704716205597,0.22637495398521423,0.29692623019218445,0.25145190954208374,0.1826217621564865
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
marshall,0.17371580004692078,0.1598019301891327,0.16873937845230103,0.2677270174026489,0.26290175318717957,0.1328750103712082,0.21343639492988586,0.2593206763267517,0.18167579174041748
admiral,0.10096157342195511,0.200539231300354,0.08473963290452957,0.22148707509040833,0.28164783120155334,0.16161105036735535,0.1419283002614975,0.17120258510112762,0.07977456599473953
isoroku,0.19557110965251923,0.17008621990680695,0.10547340661287308,0.18065613508224487,0.09231647849082947,0.20038574934005737,0.22488558292388916,0.21055077016353607,0.1624871790409088
yamamoto,0.20346598327159882,0.1571142077445984,0.10311495512723923,0.16949841380119324,0.1143849566578865,0.13763460516929626,0.18574821949005127,0.15542688965797424,0.13050127029418945
.,0.3567904531955719,0.27196308970451355,0.20596550405025482,0.588965117931366,0.1906910538673401,0.27773603796958923,0.4645031690597534,0.254516065120697,0.4130953550338745
