,what,nobel,memorial,prize,in,economic,sciences,winner,is,also,a,university,alumni,member,?
asset,0.315182626247406,0.18542490899562836,0.11050485074520111,0.2113274782896042,0.168486550450325,0.2961995303630829,0.2532903850078583,0.13868097960948944,0.27815642952919006,0.23845648765563965,0.28101855516433716,0.12901072204113007,0.1503043919801712,0.1503259539604187,0.3105970621109009
pricing,0.2358841449022293,0.19897998869419098,0.10261266678571701,0.17683304846286774,0.24763035774230957,0.36398500204086304,0.23422561585903168,0.11280089616775513,0.24657456576824188,0.29730769991874695,0.23037075996398926,0.1335279494524002,0.22672922909259796,0.19499878585338593,0.16293247044086456
and,0.31309178471565247,0.1760268211364746,0.17508313059806824,0.19794146716594696,0.4954058527946472,0.2707010805606842,0.2685838043689728,0.2266683727502823,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.20544172823429108
stock,0.13911938667297363,0.12948118150234222,0.1001690998673439,0.1281052827835083,0.20128266513347626,0.2415269911289215,0.13996152579784393,0.10839942842721939,0.1890118271112442,0.21568289399147034,0.25261884927749634,0.17721618711948395,0.17330802977085114,0.15291254222393036,0.14784406125545502
market,0.12116116285324097,0.056239690631628036,0.1578153371810913,0.10981409251689911,0.27003997564315796,0.37238118052482605,0.1614072173833847,0.10619669407606125,0.2463478147983551,0.21456167101860046,0.2680419683456421,0.1091575175523758,0.10652006417512894,0.10411196947097778,0.12805593013763428
behaviour,0.3885602355003357,0.1089622974395752,0.05359790101647377,0.12595471739768982,0.14667336642742157,0.23897762596607208,0.21606607735157013,0.05525076761841774,0.19106417894363403,0.25252410769462585,0.221378356218338,0.1454862356185913,0.11482042819261551,0.14126154780387878,0.22483104467391968
",",0.3087472915649414,0.29036787152290344,0.21767763793468475,0.28670501708984375,0.5201468467712402,0.2340485155582428,0.2827865481376648,0.29428431391716003,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
are,0.29724663496017456,0.125417560338974,0.11565565317869186,0.10486749559640884,0.3841303884983063,0.17979218065738678,0.20135407149791718,0.091921366751194,0.5330929756164551,0.4565894305706024,0.265255331993103,0.16609783470630646,0.18962770700454712,0.16299262642860413,0.24591213464736938
all,0.41981086134910583,0.14398720860481262,0.17848332226276398,0.13071022927761078,0.3335905969142914,0.1693500280380249,0.19822119176387787,0.11159532517194748,0.2553904056549072,0.42201146483421326,0.2696802616119385,0.19795121252536774,0.2494892030954361,0.2020397186279297,0.29575422406196594
graduates,0.191602885723114,0.24558569490909576,0.1465943157672882,0.25421664118766785,0.25459787249565125,0.22313563525676727,0.43565210700035095,0.21603040397167206,0.21139399707317352,0.20930808782577515,0.2365572601556778,0.5549647808074951,0.5201205611228943,0.2729523777961731,0.11479247361421585
.,0.3567904531955719,0.2409123331308365,0.22413848340511322,0.24712836742401123,0.5591574311256409,0.22435031831264496,0.2230445295572281,0.22186151146888733,0.4569662809371948,0.49166762828826904,0.50484299659729,0.290679007768631,0.2471552938222885,0.19907453656196594,0.4130953550338745
