,if,an,extraordinary,election,is,held,within,less,than,six,months,before,the,date,of,an,ordinary,election,",",what,does,it,do,to,the,ordinary,election,?
i.e.,-0.04548066109418869,0.048235949128866196,0.09392008185386658,0.10966965556144714,0.005189675372093916,0.023027736693620682,-0.010252708569169044,0.05442918464541435,-0.02442476898431778,-0.06241568177938461,0.028435951098799706,0.00986356008797884,0.0029698489233851433,-0.00442712614312768,0.04800353944301605,0.048235949128866196,0.08230651170015335,0.10966965556144714,0.01921485923230648,0.012638997286558151,-0.08671960979700089,0.01830621436238289,-0.03848104178905487,-0.003404579358175397,0.0029698489233851433,0.08230651170015335,0.10966965556144714,-0.022609230130910873
",",0.257730096578598,0.3581022024154663,0.2103504091501236,0.22834618389606476,0.4691906273365021,0.2880980372428894,0.2513136863708496,0.28111666440963745,0.3371901512145996,0.2737274467945099,0.28694233298301697,0.3156566619873047,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.3581022024154663,0.2568533420562744,0.22834618389606476,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.2568533420562744,0.22834618389606476,0.31091248989105225
5,0.08536272495985031,0.16594679653644562,0.05750066787004471,0.004802060779184103,0.009449449367821217,-0.022029858082532883,-0.05989741161465645,0.07092943042516708,0.0470697283744812,-0.04878860339522362,0.028518320992588997,0.048091307282447815,0.09255307912826538,0.04348541423678398,0.1043979674577713,0.16594679653644562,0.044370684772729874,0.004802060779184103,0.10738879442214966,0.09269922226667404,0.10162957012653351,0.03559829667210579,0.06004996597766876,0.03588335961103439,0.09255307912826538,0.044370684772729874,0.004802060779184103,0.06222071498632431
may,0.3125908374786377,0.30457955598831177,0.176658034324646,0.21240754425525665,0.322792649269104,0.16321872174739838,0.21352408826351166,0.25377562642097473,0.3617818057537079,0.15171578526496887,0.30711397528648376,0.2652997672557831,0.2694292366504669,0.27594587206840515,0.26447007060050964,0.30457955598831177,0.22271782159805298,0.21240754425525665,0.5007920861244202,0.25739946961402893,0.35508081316947937,0.30672433972358704,0.28230178356170654,0.391582727432251,0.2694292366504669,0.22271782159805298,0.21240754425525665,0.2768254578113556
2011,0.12368177622556686,0.05892946198582649,-0.01563224382698536,-0.10153397172689438,0.07836040109395981,0.0700150579214096,0.05193422734737396,0.053722042590379715,0.11725450307130814,0.015914635732769966,-0.08311452716588974,0.004300608299672604,0.07811610400676727,-0.024054912850260735,0.09709474444389343,0.05892946198582649,0.08289312571287155,-0.10153397172689438,0.08851227909326553,0.04286744073033333,0.08433862030506134,0.0850728452205658,0.10845653712749481,0.03410811722278595,0.07811610400676727,0.08289312571287155,-0.10153397172689438,0.005212190095335245
",",0.257730096578598,0.3581022024154663,0.2103504091501236,0.22834618389606476,0.4691906273365021,0.2880980372428894,0.2513136863708496,0.28111666440963745,0.3371901512145996,0.2737274467945099,0.28694233298301697,0.3156566619873047,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.3581022024154663,0.2568533420562744,0.22834618389606476,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.2568533420562744,0.22834618389606476,0.31091248989105225
7,-0.2102416604757309,-0.07402464002370834,-0.09487204998731613,-0.0803508311510086,-0.08589375764131546,-0.09410477429628372,-0.08080454170703888,-0.17015156149864197,-0.13068507611751556,-0.020188594236969948,-0.12267014384269714,-0.15831823647022247,-0.1142377033829689,-0.09097220748662949,-0.04983885586261749,-0.07402464002370834,-0.18177248537540436,-0.0803508311510086,0.07715427130460739,-0.1699475795030594,-0.20574718713760376,-0.11655915528535843,-0.18881750106811523,-0.1819358468055725,-0.1142377033829689,-0.18177248537540436,-0.0803508311510086,-0.15092156827449799
may,0.3125908374786377,0.30457955598831177,0.176658034324646,0.21240754425525665,0.322792649269104,0.16321872174739838,0.21352408826351166,0.25377562642097473,0.3617818057537079,0.15171578526496887,0.30711397528648376,0.2652997672557831,0.2694292366504669,0.27594587206840515,0.26447007060050964,0.30457955598831177,0.22271782159805298,0.21240754425525665,0.5007920861244202,0.25739946961402893,0.35508081316947937,0.30672433972358704,0.28230178356170654,0.391582727432251,0.2694292366504669,0.22271782159805298,0.21240754425525665,0.2768254578113556
2015,-0.07776440680027008,0.028813116252422333,-0.0043977852910757065,0.0936732068657875,0.04366588220000267,0.17899009585380554,0.0835198238492012,0.0052199591882526875,0.011577929370105267,0.042553916573524475,0.07476254552602768,0.025667713955044746,0.1466771513223648,0.16469213366508484,0.21138253808021545,0.028813116252422333,-0.040562137961387634,0.0936732068657875,0.06568983197212219,-0.07269049435853958,-0.08089075982570648,0.01952941343188286,-0.10525556653738022,-0.0031493064016103745,0.1466771513223648,-0.040562137961387634,0.0936732068657875,-0.029954981058835983
",",0.257730096578598,0.3581022024154663,0.2103504091501236,0.22834618389606476,0.4691906273365021,0.2880980372428894,0.2513136863708496,0.28111666440963745,0.3371901512145996,0.2737274467945099,0.28694233298301697,0.3156566619873047,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.3581022024154663,0.2568533420562744,0.22834618389606476,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.2568533420562744,0.22834618389606476,0.31091248989105225
etc,0.3500109016895294,0.11919745802879333,0.14640243351459503,0.05981925502419472,0.1353025883436203,0.1280275583267212,0.21459504961967468,0.2536230981349945,0.287946879863739,0.16072668135166168,0.1371036320924759,0.21133174002170563,0.25901228189468384,0.17007271945476532,0.2881240248680115,0.11919745802879333,0.20855771005153656,0.05981925502419472,0.39198511838912964,0.2803364396095276,0.272630900144577,0.1700221747159958,0.30621668696403503,0.25925078988075256,0.25901228189468384,0.20855771005153656,0.05981925502419472,0.38010111451148987
.,0.421799898147583,0.3581749200820923,0.23417147994041443,0.25081899762153625,0.4569662809371948,0.2628571093082428,0.2984525263309479,0.32668155431747437,0.3594527542591095,0.3090869188308716,0.32207444310188293,0.36693984270095825,0.5934505462646484,0.2508279085159302,0.5352458953857422,0.3581749200820923,0.2864464521408081,0.25081899762153625,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.5593622326850891,0.3613996207714081,0.4645031690597534,0.5934505462646484,0.2864464521408081,0.25081899762153625,0.4130953550338745
