,how,much,saharan,dust,remains,in,the,air,over,the,amazon,each,year,?
falls,0.1427364945411682,0.15283092856407166,0.16730915009975433,0.22196342051029205,0.18224704265594482,0.24281851947307587,0.2708098292350769,0.18867582082748413,0.20344580709934235,0.2708098292350769,0.21120955049991608,0.217678040266037,0.23415008187294006,0.15918700397014618
on,0.32655060291290283,0.2834896147251129,0.1434762328863144,0.16006799042224884,0.2623392641544342,0.46853652596473694,0.5107308030128479,0.20020021498203278,0.39810362458229065,0.5107308030128479,0.27227091789245605,0.30782750248908997,0.27628999948501587,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.2361762821674347,0.2346910536289215,0.3663966655731201,0.6662389636039734,1.0,0.2877824306488037,0.39856547117233276,1.0,0.260541707277298,0.470844566822052,0.3609684407711029,0.22068053483963013
caribbean,0.20398832857608795,0.21678756177425385,0.3471323847770691,0.178861603140831,0.17735618352890015,0.23028558492660522,0.3009287416934967,0.18421649932861328,0.20470505952835083,0.3009287416934967,0.32314130663871765,0.2041083723306656,0.09115783125162125,0.13602977991104126
sea,0.16549281775951385,0.20864515006542206,0.21191920340061188,0.18881696462631226,0.17817629873752594,0.2302369773387909,0.30363768339157104,0.2586042881011963,0.2359042465686798,0.30363768339157104,0.2499135285615921,0.14790716767311096,0.12579944729804993,0.15551945567131042
",",0.22659391164779663,0.36182254552841187,0.2053278684616089,0.23566173017024994,0.25045427680015564,0.5201468467712402,0.4933079481124878,0.24731357395648956,0.3301127254962921,0.4933079481124878,0.2214922308921814,0.207483172416687,0.28560417890548706,0.31091248989105225
past,0.38227924704551697,0.2613849341869354,0.15048016607761383,0.18746842443943024,0.2532315254211426,0.24275542795658112,0.2747827172279358,0.15656140446662903,0.4169456362724304,0.2747827172279358,0.10911105573177338,0.2794826030731201,0.266812264919281,0.2598046660423279
75,-0.06230953708291054,0.010913830250501633,0.0778496116399765,-0.0782611295580864,0.06017666682600975,0.075807124376297,0.06040945649147034,-0.034601327031850815,0.01288178563117981,0.06040945649147034,-0.049623820930719376,0.01387948077172041,0.06341468542814255,0.017522118985652924
degrees,0.18475523591041565,0.25513756275177,0.1913071721792221,0.10859503597021103,0.14265654981136322,0.19378258287906647,0.22473014891147614,0.18693196773529053,0.23926767706871033,0.22473014891147614,0.13714446127414703,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.2620176374912262,0.1870882660150528,0.18183588981628418,0.34078434109687805,0.32918402552604675,0.18820300698280334,0.14816707372665405,0.32918402552604675,0.138602152466774,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.235178604722023,0.18386469781398773,0.12495201826095581,0.189475879073143,0.2508544325828552,0.1520509272813797,0.10062722861766815,0.2508544325828552,0.15005739033222198,0.25417160987854004,0.20046329498291016,0.19342944025993347
.,0.3287222981452942,0.3374604284763336,0.24242347478866577,0.1864197701215744,0.2619389593601227,0.5591574311256409,0.5934505462646484,0.2759295105934143,0.37877383828163147,0.5934505462646484,0.262887567281723,0.31204065680503845,0.32538118958473206,0.4130953550338745
