,who,did,abc,sell,the,rights,to,all,my,children,and,one,life,to,live,to,?
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.733189046382904,0.19425496459007263,0.41548454761505127,0.42798417806625366,0.2089746594429016,0.1978350728750229,0.5116966962814331,0.4999135136604309,0.2788603901863098,0.41548454761505127,0.27734068036079407,0.41548454761505127,0.1826142966747284
certain,0.34873464703559875,0.3046872019767761,0.13027134537696838,0.24839141964912415,0.392071396112442,0.23865830898284912,0.4444960355758667,0.47173047065734863,0.2160874754190445,0.12513817846775055,0.36360108852386475,0.37224382162094116,0.23498602211475372,0.4444960355758667,0.1561407893896103,0.4444960355758667,0.2516106069087982
characters,0.3070192039012909,0.17622163891792297,0.23251117765903473,0.19503042101860046,0.2718426585197449,0.22279807925224304,0.26282045245170593,0.2835747301578522,0.21742841601371765,0.21528948843479156,0.26553210616111755,0.2522732615470886,0.2539246678352356,0.26282045245170593,0.15466870367527008,0.26282045245170593,0.21720224618911743
from,0.27839982509613037,0.20248863101005554,0.12159302085638046,0.19389642775058746,0.40150508284568787,0.159982830286026,0.4069952368736267,0.2866387963294983,0.1911909580230713,0.17079515755176544,0.3601827025413513,0.32194891571998596,0.17661170661449432,0.4069952368736267,0.19593046605587006,0.4069952368736267,0.19969791173934937
one,0.40083858370780945,0.27659472823143005,0.1300981342792511,0.26583966612815857,0.5514441132545471,0.2279309630393982,0.4025384783744812,0.4628787636756897,0.28412947058677673,0.225452721118927,0.42438167333602905,1.0000001192092896,0.21805667877197266,0.4025384783744812,0.25416311621665955,0.4025384783744812,0.2673267424106598
live,0.21460703015327454,0.2321666032075882,0.20379731059074402,0.26213961839675903,0.2995128035545349,0.1817190945148468,0.298321396112442,0.26119425892829895,0.14007237553596497,0.15150931477546692,0.29040172696113586,0.25416311621665955,0.3060774803161621,0.298321396112442,1.0,0.298321396112442,0.19481121003627777
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.535392165184021,0.2570022940635681,1.0,0.42520734667778015,0.27499768137931824,0.23135778307914734,0.48971283435821533,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,1.0,0.29463258385658264
live,0.21460703015327454,0.2321666032075882,0.20379731059074402,0.26213961839675903,0.2995128035545349,0.1817190945148468,0.298321396112442,0.26119425892829895,0.14007237553596497,0.15150931477546692,0.29040172696113586,0.25416311621665955,0.3060774803161621,0.298321396112442,1.0,0.298321396112442,0.19481121003627777
on,0.2340552806854248,0.2670976221561432,0.2862928807735443,0.17814841866493225,0.5107308030128479,0.22401921451091766,0.41031414270401,0.3832052946090698,0.32948949933052063,0.20549149811267853,0.4077630043029785,0.3601475656032562,0.19639495015144348,0.41031414270401,0.24591919779777527,0.41031414270401,0.2714994251728058
general,0.2461782991886139,0.19499315321445465,0.1430114507675171,0.14696121215820312,0.28634732961654663,0.17327341437339783,0.24755197763442993,0.24806559085845947,0.14213816821575165,0.18533563613891602,0.25860127806663513,0.18572571873664856,0.08240363746881485,0.24755197763442993,0.0022999155335128307,0.24755197763442993,0.1972234547138214
hospital,0.18222548067569733,0.16173575818538666,0.1614045947790146,0.14226628839969635,0.17318566143512726,0.12207340449094772,0.22196340560913086,0.06376196444034576,0.12169573456048965,0.2597377300262451,0.20068348944187164,0.15617427229881287,0.19620059430599213,0.22196340560913086,0.20145948231220245,0.22196340560913086,0.12508831918239594
during,0.30551859736442566,0.30679523944854736,0.18870772421360016,0.16309529542922974,0.4838213622570038,0.18087245523929596,0.2828781306743622,0.27479588985443115,0.07521633803844452,0.14867986738681793,0.36462149024009705,0.3187117278575897,0.2978016436100006,0.2828781306743622,0.1744845062494278,0.2828781306743622,0.1325719803571701
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,1.0,0.2579100430011749,0.535392165184021,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.535392165184021,0.22068053483963013
transition,0.14992037415504456,0.15600939095020294,0.12583263218402863,0.0791868343949318,0.30452099442481995,0.14411865174770355,0.21985375881195068,0.19831585884094238,0.11406873911619186,0.003691941499710083,0.23884165287017822,0.24914896488189697,0.24049951136112213,0.21985375881195068,0.12688596546649933,0.21985375881195068,0.15479432046413422
),0.2457384318113327,0.18584993481636047,0.18381085991859436,0.1075398176908493,0.3456730246543884,0.18886376917362213,0.31236231327056885,0.283302903175354,0.2402564436197281,0.17289341986179352,0.4961937665939331,0.31658053398132324,0.17696817219257355,0.31236231327056885,0.20233401656150818,0.31236231327056885,0.42300865054130554
.,0.3541337847709656,0.35288307070732117,0.2567209303379059,0.2524729371070862,0.5934505462646484,0.24957291781902313,0.4645031690597534,0.43406882882118225,0.24979451298713684,0.26089367270469666,0.588965117931366,0.4123194217681885,0.3029138445854187,0.4645031690597534,0.32964062690734863,0.4645031690597534,0.4130953550338745
