,who,thought,that,the,yuan,'s,social,class,system,should,n't,be,called,social,classes,?
were,0.3188014328479767,0.40236467123031616,0.35517072677612305,0.3906462490558624,0.19657303392887115,0.007088581565767527,0.18136808276176453,0.17030099034309387,0.1800099015235901,0.3050706386566162,-0.12209131568670273,0.4064064621925354,0.30364301800727844,0.18136808276176453,0.248728409409523,0.17890112102031708
mongol,0.22505711019039154,0.20502398908138275,0.20668581128120422,0.2924198508262634,0.5039428472518921,-0.05976467952132225,0.21034124493598938,0.12757331132888794,0.18115635216236115,0.10805454850196838,0.16501112282276154,0.09597765654325485,0.16997669637203217,0.21034124493598938,0.15200872719287872,0.12849251925945282
and,0.41279885172843933,0.34702804684638977,0.4731321930885315,0.5171257257461548,0.22359056770801544,0.06895173341035843,0.38231831789016724,0.20710228383541107,0.231138214468956,0.27632346749305725,-0.0602874718606472,0.41766801476478577,0.3251761794090271,0.38231831789016724,0.2892279624938965,0.20544172823429108
semu,0.15389709174633026,0.12554067373275757,0.2070511281490326,0.2706955075263977,0.33350616693496704,-0.0145755335688591,0.09767061471939087,0.2376808226108551,0.2658689022064209,0.1838516741991043,0.16172952950000763,0.18734495341777802,0.26382192969322205,0.09767061471939087,0.21392622590065002,0.22317923605442047
who,0.9999998807907104,0.38083821535110474,0.45444270968437195,0.3733934462070465,0.20351146161556244,0.05599616840481758,0.26409217715263367,0.17484316229820251,0.1550477296113968,0.2982507050037384,-0.004320643376559019,0.3371641933917999,0.3151143789291382,0.26409217715263367,0.1798713654279709,0.26220351457595825
lived,0.3081893026828766,0.31366804242134094,0.20805399119853973,0.2897515296936035,0.10524705797433853,-0.020320259034633636,0.17797353863716125,0.1470005214214325,0.10199832916259766,0.1585271805524826,0.14605845510959625,0.14921927452087402,0.21671457588672638,0.17797353863716125,0.1448589414358139,0.1798510104417801
in,0.2792111933231354,0.24524326622486115,0.435920387506485,0.6662389636039734,0.14850552380084991,-0.037580832839012146,0.23382627964019775,0.1761927455663681,0.21978288888931274,0.23054338991641998,-0.0012929976219311357,0.3481820821762085,0.40847352147102356,0.23382627964019775,0.20728561282157898,0.20430970191955566
poverty,0.17580285668373108,0.18886201083660126,0.2612065076828003,0.20494918525218964,0.2093716710805893,0.006857520900666714,0.3786204755306244,0.20497596263885498,0.08383291959762573,0.15033729374408722,0.05513186752796173,0.15887489914894104,0.08786719292402267,0.3786204755306244,0.18436269462108612,0.16537553071975708
and,0.41279885172843933,0.34702804684638977,0.4731321930885315,0.5171257257461548,0.22359056770801544,0.06895173341035843,0.38231831789016724,0.20710228383541107,0.231138214468956,0.27632346749305725,-0.0602874718606472,0.41766801476478577,0.3251761794090271,0.38231831789016724,0.2892279624938965,0.20544172823429108
were,0.3188014328479767,0.40236467123031616,0.35517072677612305,0.3906462490558624,0.19657303392887115,0.007088581565767527,0.18136808276176453,0.17030099034309387,0.1800099015235901,0.3050706386566162,-0.12209131568670273,0.4064064621925354,0.30364301800727844,0.18136808276176453,0.248728409409523,0.17890112102031708
ill,0.31160563230514526,0.2566532492637634,0.24086792767047882,0.17770197987556458,0.06951601803302765,0.017182134091854095,0.12259917706251144,0.12301924079656601,0.09867848455905914,0.21816407144069672,0.10884440690279007,0.2561766505241394,0.09362203627824783,0.12259917706251144,0.12158854305744171,0.15247376263141632
treated,0.2924814522266388,0.4138733744621277,0.3718582093715668,0.26177066564559937,0.12349949032068253,-0.0632123127579689,0.1876380443572998,0.11798348277807236,0.17301493883132935,0.38581255078315735,0.04430350661277771,0.4257298409938812,0.3160278797149658,0.1876380443572998,0.19139836728572845,0.20855045318603516
.,0.3541337847709656,0.3521888852119446,0.4460422694683075,0.5934505462646484,0.17233723402023315,-0.003708066651597619,0.2614770531654358,0.24688394367694855,0.2277725487947464,0.3516756594181061,0.01884327083826065,0.4383580684661865,0.300344854593277,0.2614770531654358,0.24851149320602417,0.4130953550338745
