,what,italian,painter,was,depicted,in,the,main,bronze,door,entrance,of,the,museum,?
and,0.31309178471565247,0.25177788734436035,0.19932526350021362,0.3740963041782379,0.21015071868896484,0.4954058527946472,0.5171257257461548,0.29831406474113464,0.23318837583065033,0.1960596889257431,0.24038183689117432,0.5116966962814331,0.5171257257461548,0.21554097533226013,0.20544172823429108
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
mosaic,0.14306141436100006,0.2052072137594223,0.2369724065065384,0.24306641519069672,0.2999984323978424,0.21105307340621948,0.27219533920288086,0.1314951330423355,0.29995837807655334,0.17410102486610413,0.19768576323986053,0.2979963719844818,0.27219533920288086,0.21566423773765564,0.12222903966903687
in,0.30808621644973755,0.1941935271024704,0.16971775889396667,0.45514053106307983,0.19601459801197052,1.0,0.6662389636039734,0.28862449526786804,0.1848762184381485,0.20952431857585907,0.215397909283638,0.5696388483047485,0.6662389636039734,0.2407650351524353,0.20430970191955566
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
pediment,0.2149837613105774,0.09854242950677872,0.1827988475561142,0.11252965778112411,0.2858225107192993,0.19091910123825073,0.22291474044322968,0.10113361477851868,0.2539295256137848,0.19914312660694122,0.30368372797966003,0.22423113882541656,0.22291474044322968,0.21667955815792084,0.18125569820404053
of,0.33290785551071167,0.20819662511348724,0.13828641176223755,0.4069072902202606,0.23749902844429016,0.5696388483047485,0.733189046382904,0.3177044689655304,0.2355436533689499,0.1459992229938507,0.2534947693347931,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
north,0.18673177063465118,0.10787598788738251,0.12035779654979706,0.29020047187805176,0.06694968044757843,0.39050599932670593,0.36298373341560364,0.21772423386573792,0.18504489958286285,0.13180018961429596,0.20772407948970795,0.3604778051376343,0.36298373341560364,0.19029363989830017,0.11829731613397598
façade,0.15778933465480804,0.17708002030849457,0.31447726488113403,0.24647100269794464,0.32933634519577026,0.25095683336257935,0.33251336216926575,0.26285991072654724,0.2968991994857788,0.3351151645183563,0.39240762591362,0.28033289313316345,0.33251336216926575,0.3074198365211487,0.14144746959209442
commemorating,0.10746075958013535,0.16911080479621887,0.20207850635051727,0.31255021691322327,0.30474990606307983,0.348280668258667,0.36410441994667053,0.1376180648803711,0.3477483093738556,0.11962473392486572,0.27068841457366943,0.3537333309650421,0.36410441994667053,0.2574792206287384,0.12969037890434265
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
great,0.2562883198261261,0.16632474958896637,0.1302684247493744,0.19652196764945984,0.1901392638683319,0.23348836600780487,0.2822027802467346,0.191008523106575,0.22995619475841522,0.1465999186038971,0.17735491693019867,0.3168134391307831,0.2822027802467346,0.13316655158996582,0.13135133683681488
exhibition,0.1526671200990677,0.10661441087722778,0.37265288829803467,0.24921445548534393,0.3204651176929474,0.28266429901123047,0.22614671289920807,0.09056594967842102,0.2456359714269638,0.13538499176502228,0.2697589695453644,0.20735959708690643,0.22614671289920807,0.5163875222206116,0.11494685709476471
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
profits,0.22846324741840363,0.11527568101882935,0.09034351259469986,0.20355679094791412,0.15415064990520477,0.15890081226825714,0.2556864619255066,0.1234070435166359,0.11635980010032654,0.14501570165157318,0.1475023776292801,0.16343750059604645,0.2556864619255066,0.17513035237789154,0.1589900553226471
from,0.2737620174884796,0.1760130226612091,0.12573514878749847,0.31171464920043945,0.15286336839199066,0.4274188280105591,0.40150508284568787,0.22770823538303375,0.16964833438396454,0.11119963973760605,0.17725270986557007,0.4249346852302551,0.40150508284568787,0.20791949331760406,0.19969791173934937
which,0.5261979103088379,0.19053605198860168,0.05010717734694481,0.2830964922904968,0.22668902575969696,0.4840516746044159,0.6521818041801453,0.37042954564094543,0.19257061183452606,0.24921436607837677,0.2874296009540558,0.5011631846427917,0.6521818041801453,0.22731433808803558,0.25814583897590637
helped,0.1926339715719223,0.20523005723953247,0.15051445364952087,0.384408563375473,0.17626313865184784,0.304380863904953,0.3108886480331421,0.18144461512565613,0.13462604582309723,0.09217014163732529,0.12121586501598358,0.26548290252685547,0.3108886480331421,0.16977150738239288,0.16572049260139465
to,0.455847829580307,0.12072206288576126,0.12857474386692047,0.3636345863342285,0.12530672550201416,0.45010748505592346,0.535392165184021,0.26116618514060974,0.16390153765678406,0.20256611704826355,0.24082104861736298,0.41548454761505127,0.535392165184021,0.1640389859676361,0.29463258385658264
fund,0.14864346385002136,0.13987524807453156,0.05154008790850639,0.24310266971588135,0.12360844016075134,0.2148904800415039,0.25521403551101685,0.11226125061511993,0.11123089492321014,0.08104348927736282,0.18973982334136963,0.27318620681762695,0.25521403551101685,0.22252309322357178,0.1883198469877243
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.07830674201250076,0.28578007221221924,0.21266788244247437,0.2377775013446808,0.2407650351524353,0.24861779808998108,0.12107153236865997,0.2092113196849823,0.13772733509540558,0.2587375044822693,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.14128351211547852
",",0.3087472915649414,0.2153971791267395,0.2570912837982178,0.45456063747406006,0.1737731397151947,0.5201468467712402,0.4933079481124878,0.2989408075809479,0.2434660792350769,0.1610245406627655,0.14223605394363403,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
this,0.5489566326141357,0.17529301345348358,0.14823415875434875,0.3638818562030792,0.1280849277973175,0.45205554366111755,0.6274310946464539,0.3026203215122223,0.1411134898662567,0.1326128989458084,0.20677846670150757,0.45148900151252747,0.6274310946464539,0.19769281148910522,0.3155723512172699
is,0.28837618231773376,0.14402732253074646,0.1374407261610031,0.5810302495956421,0.19120530784130096,0.5394441485404968,0.5823672413825989,0.3009335994720459,0.15866197645664215,0.17586170136928558,0.23472779989242554,0.4854315221309662,0.5823672413825989,0.18299639225006104,0.22961433231830597
flanked,0.12743791937828064,0.16319575905799866,0.17210839688777924,0.2380082607269287,0.2710995376110077,0.12523284554481506,0.2716381251811981,0.16568449139595032,0.14979542791843414,0.19730980694293976,0.31045815348625183,0.24091345071792603,0.2716381251811981,0.12559019029140472,0.04738264158368111
by,0.2455483376979828,0.14713914692401886,0.21819500625133514,0.4752357602119446,0.19165492057800293,0.370934396982193,0.4408751428127289,0.21864338219165802,0.12452178448438644,0.16735400259494781,0.17967933416366577,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.17966607213020325
terracotta,0.1761527955532074,0.28345298767089844,0.25292253494262695,0.2653079330921173,0.3494652211666107,0.2623767554759979,0.2803131341934204,0.1655852049589157,0.49248018860816956,0.17589548230171204,0.3321555256843567,0.2926011085510254,0.2803131341934204,0.3033863604068756,0.11132478713989258
statue,0.07594400644302368,0.1389923095703125,0.24022996425628662,0.29384079575538635,0.2811829149723053,0.17760419845581055,0.21746210753917694,0.17722854018211365,0.43860772252082825,0.22630465030670166,0.31935933232307434,0.2287396490573883,0.21746210753917694,0.38310307264328003,0.08672746270895004
groups,0.23137421905994415,0.1459745168685913,0.10266551375389099,0.10153285413980484,0.14421726763248444,0.22620722651481628,0.27790749073028564,0.219434455037117,0.08226393163204193,0.05808943882584572,0.11700846999883652,0.24723079800605774,0.27790749073028564,0.18595896661281586,0.14349548518657684
by,0.2455483376979828,0.14713914692401886,0.21819500625133514,0.4752357602119446,0.19165492057800293,0.370934396982193,0.4408751428127289,0.21864338219165802,0.12452178448438644,0.16735400259494781,0.17967933416366577,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.17966607213020325
percival,0.16228815913200378,0.16858592629432678,0.18277381360530853,0.27431023120880127,0.22742204368114471,0.21667365729808807,0.2540544867515564,0.12732477486133575,0.15262572467327118,0.1555124819278717,0.1233019307255745,0.22448912262916565,0.2540544867515564,0.18563362956047058,0.14921654760837555
ball,0.19548681378364563,0.1480780392885208,0.051235832273960114,0.16079293191432953,0.1041552945971489,0.1472199559211731,0.18895584344863892,0.09075047820806503,0.1797444373369217,0.23296992480754852,0.16313773393630981,0.15122076869010925,0.18895584344863892,0.10821889340877533,0.1766241192817688
.,0.3567904531955719,0.21152353286743164,0.2014654278755188,0.40146201848983765,0.15608759224414825,0.5591574311256409,0.5934505462646484,0.31122034788131714,0.21327440440654755,0.21004024147987366,0.21017757058143616,0.5352458953857422,0.5934505462646484,0.19497929513454437,0.4130953550338745
