,in,the,10th,week,of,the,2015,season,",",what,injury,was,peyton,manning,dealing,with,?
in,1.0,0.6662389636039734,0.23028290271759033,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.25140535831451416,0.45514053106307983,0.25605714321136475,0.22345924377441406,0.3009101450443268,0.4080928862094879,0.20430970191955566
the,0.6662389636039734,1.0,0.3098960816860199,0.28402599692344666,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.4933079481124878,0.42745697498321533,0.22097580134868622,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.30423152446746826,0.4223487675189972,0.22068053483963013
2015,0.0891268327832222,0.1466771513223648,-0.08445873856544495,-0.011166386306285858,0.21138253808021545,0.1466771513223648,1.0,-0.03830436244606972,0.06568983197212219,-0.07269049435853958,-0.03836541622877121,0.14799827337265015,-0.043914761394262314,-0.010276862420141697,-0.09331676363945007,-0.05818283185362816,-0.029954981058835983
off-season,0.2773585617542267,0.2915349304676056,0.2542707026004791,0.40164631605148315,0.21329936385154724,0.2915349304676056,-0.03429057076573372,0.8545464873313904,0.2906782925128937,0.20116285979747772,0.4030044972896576,0.3074408769607544,0.4457632303237915,0.46932652592658997,0.2146620750427246,0.31687602400779724,0.25146612524986267
.,0.5591574311256409,0.5934505462646484,0.2944006323814392,0.2804736793041229,0.5352458953857422,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.6812511086463928,0.3567904531955719,0.2166096717119217,0.40146201848983765,0.2932659685611725,0.2937074899673462,0.24667346477508545,0.4446153938770294,0.4130953550338745
,in,the,10th,week,of,the,2015,season,",",what,injury,was,peyton,manning,dealing,with,?
in,1.0,0.6662389636039734,0.23028290271759033,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.25140535831451416,0.45514053106307983,0.25605714321136475,0.22345924377441406,0.3009101450443268,0.4080928862094879,0.20430970191955566
week,0.2674444317817688,0.28402599692344666,0.21028462052345276,0.9999998807907104,0.17998629808425903,0.28402599692344666,-0.011166386306285858,0.3706488311290741,0.3187089264392853,0.2483774870634079,0.23569799959659576,0.24251437187194824,0.17245042324066162,0.305490642786026,0.20614269375801086,0.21186980605125427,0.25105318427085876
10,0.22690178453922272,0.2880653440952301,-0.007156240288168192,-0.09537673741579056,0.2777891755104065,0.2880653440952301,0.15571165084838867,0.017048560082912445,0.1734008640050888,0.11840458959341049,-0.04964381456375122,0.16597506403923035,0.0005410391604527831,0.05901407450437546,0.09943053871393204,0.11515160650014877,0.022911956533789635
",",0.5201468467712402,0.4933079481124878,0.26009640097618103,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.23598910868167877,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.2890160381793976,0.4120737314224243,0.31091248989105225
manning,0.22345924377441406,0.27058160305023193,0.25379714369773865,0.305490642786026,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.30921146273612976,0.20007498562335968,0.28924453258514404,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.20885562896728516,0.18539859354496002,0.15856626629829407
suffered,0.277639776468277,0.2558774948120117,0.1806672066450119,0.22554506361484528,0.2524636387825012,0.2558774948120117,0.08852661401033401,0.21271176636219025,0.24693666398525238,0.13741295039653778,0.4912109673023224,0.3911045491695404,0.1695941984653473,0.18022605776786804,0.2598150372505188,0.23584255576133728,0.08963493257761002
a,0.539380669593811,0.5829201340675354,0.27705082297325134,0.20796456933021545,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.427140474319458,0.3320399522781372,0.27168452739715576,0.4508470594882965,0.298135370016098,0.2509649395942688,0.30869072675704956,0.3783375024795532,0.23916715383529663
partial,0.23465001583099365,0.2313118278980255,0.13819868862628937,0.12954144179821014,0.2845287024974823,0.2313118278980255,0.024185586720705032,0.08541137725114822,0.20778897404670715,0.24140220880508423,0.2191939651966095,0.12527133524417877,0.021365294232964516,0.058985985815525055,0.18770673871040344,0.21557076275348663,0.16151700913906097
tear,0.22357843816280365,0.2852182686328888,0.2354550063610077,0.17135874927043915,0.23422324657440186,0.2852182686328888,-0.097414530813694,0.20389103889465332,0.2812231481075287,0.2369452714920044,0.2944190204143524,0.13288947939872742,0.19391712546348572,0.2261950969696045,0.12641781568527222,0.23728185892105103,0.16272446513175964
of,0.5696388483047485,0.733189046382904,0.23135127127170563,0.17998629808425903,1.0,0.733189046382904,0.21138253808021545,0.1598338931798935,0.4946078956127167,0.33290785551071167,0.21304923295974731,0.4069072902202606,0.19771021604537964,0.20024974644184113,0.3187740445137024,0.41827285289764404,0.1826142966747284
the,0.6662389636039734,1.0,0.3098960816860199,0.28402599692344666,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.4933079481124878,0.42745697498321533,0.22097580134868622,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.30423152446746826,0.4223487675189972,0.22068053483963013
plantar,0.21501214802265167,0.23765602707862854,0.051184337586164474,0.1163548156619072,0.30038854479789734,0.23765602707862854,0.18467876315116882,0.18289150297641754,0.27747341990470886,0.15160836279392242,0.10798044502735138,0.26657116413116455,0.2809133231639862,0.1979699432849884,0.052365925163030624,0.18127062916755676,0.12419132888317108
fasciitis,0.18562792241573334,0.14955414831638336,0.22229047119617462,0.18303073942661285,0.1541329026222229,0.14955414831638336,-0.04074975103139877,0.12830358743667603,0.20115862786769867,0.2227976769208908,0.37283554673194885,0.21122834086418152,0.1900032013654709,0.15173548460006714,0.2849472165107727,0.24069201946258545,0.23458775877952576
in,1.0,0.6662389636039734,0.23028290271759033,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.25140535831451416,0.45514053106307983,0.25605714321136475,0.22345924377441406,0.3009101450443268,0.4080928862094879,0.20430970191955566
his,0.3598145842552185,0.4394008219242096,0.21501277387142181,0.22571393847465515,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.3378419280052185,0.26976513862609863,0.3168439567089081,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.25150972604751587,0.33836179971694946,0.18075084686279297
left,0.21139952540397644,0.33113980293273926,0.19279812276363373,0.1483224779367447,0.2218635529279709,0.33113980293273926,0.0319429449737072,0.14415204524993896,0.2448868453502655,0.2442072629928589,0.21351327002048492,0.21956826746463776,0.07583145052194595,0.14772450923919678,0.11058322340250015,0.219827800989151,0.13251960277557373
foot,0.22067615389823914,0.2820718288421631,0.1923944652080536,0.15645945072174072,0.21640002727508545,0.2820718288421631,0.1160312071442604,0.11365784704685211,0.2455778568983078,0.1961006075143814,0.2554786503314972,0.20141293108463287,0.14804759621620178,0.2780553102493286,0.10046152025461197,0.20559963583946228,0.13330338895320892
.,0.5591574311256409,0.5934505462646484,0.2944006323814392,0.2804736793041229,0.5352458953857422,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.6812511086463928,0.3567904531955719,0.2166096717119217,0.40146201848983765,0.2932659685611725,0.2937074899673462,0.24667346477508545,0.4446153938770294,0.4130953550338745
