,what,tool,has,measured,the,amount,of,dust,that,travels,from,the,sahara,to,the,amazon,?
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
132,-0.01920124515891075,-0.005814386066049337,0.04078405350446701,0.042611800134181976,0.11011011153459549,0.06651568412780762,0.06018123775720596,0.10969820618629456,0.036231908947229385,0.10943838953971863,0.059424061328172684,0.11011011153459549,0.13411597907543182,0.050305262207984924,0.11011011153459549,0.13746774196624756,-0.08056160807609558
million,0.22197039425373077,0.13723893463611603,0.2611117959022522,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.2637370228767395,0.1516074687242508,0.252429723739624,0.277012437582016,0.2098587155342102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.23092924058437347
tons,0.15041828155517578,0.19484353065490723,0.21162201464176178,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.2261660397052765,0.150894895195961,0.13652382791042328,0.20730508863925934,0.11981531232595444,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19717051088809967
of,0.33290785551071167,0.15587300062179565,0.3909035325050354,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.41498205065727234,0.2645129859447479,0.4249346852302551,0.733189046382904,0.17664550244808197,0.41548454761505127,0.733189046382904,0.20143137872219086,0.1826142966747284
dust,0.1907336562871933,0.17862464487552643,0.14267772436141968,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.26238390803337097,0.26585280895233154,0.21349763870239258,0.2346910536289215,0.28134268522262573,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.15803812444210052
remain,0.29587244987487793,0.09734538942575455,0.2008022665977478,0.19491848349571228,0.33184581995010376,0.27069091796875,0.29009148478507996,0.16293659806251526,0.36095982789993286,0.18330954015254974,0.20581398904323578,0.33184581995010376,0.1508321613073349,0.3472624719142914,0.33184581995010376,0.06449393182992935,0.1868363618850708
in,0.30808621644973755,0.1136970967054367,0.4173259735107422,0.23880761861801147,0.6662389636039734,0.2569429874420166,0.5696388483047485,0.19673727452754974,0.435920387506485,0.26393750309944153,0.4274188280105591,0.6662389636039734,0.16193874180316925,0.45010748505592346,0.6662389636039734,0.12227833271026611,0.20430970191955566
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
air,0.10361403971910477,0.08096614480018616,0.18676379323005676,0.17650164663791656,0.2877824306488037,0.17064699530601501,0.24196814000606537,0.3066830337047577,0.19720019400119781,0.22112351655960083,0.20934231579303741,0.2877824306488037,0.2669728100299835,0.24103909730911255,0.2877824306488037,0.1780538111925125,0.1491677612066269
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
43,0.038966357707977295,-0.047351449728012085,-0.0381009504199028,-0.011905810795724392,0.04104308411478996,0.03479593247175217,-0.04567742347717285,-0.043060291558504105,0.019183846190571785,0.08340032398700714,-0.010092130862176418,0.04104308411478996,0.02882228046655655,0.04710187762975693,0.04104308411478996,-0.002202302683144808,0.06043510511517525
million,0.22197039425373077,0.13723893463611603,0.2611117959022522,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.2637370228767395,0.1516074687242508,0.252429723739624,0.277012437582016,0.2098587155342102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.23092924058437347
tons,0.15041828155517578,0.19484353065490723,0.21162201464176178,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.2261660397052765,0.150894895195961,0.13652382791042328,0.20730508863925934,0.11981531232595444,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19717051088809967
of,0.33290785551071167,0.15587300062179565,0.3909035325050354,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.41498205065727234,0.2645129859447479,0.4249346852302551,0.733189046382904,0.17664550244808197,0.41548454761505127,0.733189046382904,0.20143137872219086,0.1826142966747284
dust,0.1907336562871933,0.17862464487552643,0.14267772436141968,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.26238390803337097,0.26585280895233154,0.21349763870239258,0.2346910536289215,0.28134268522262573,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.15803812444210052
are,0.29724663496017456,0.2178601771593094,0.4313911199569702,0.24699005484580994,0.40399202704429626,0.2873819172382355,0.39081433415412903,0.2122032791376114,0.45265161991119385,0.17861904203891754,0.2674213647842407,0.40399202704429626,0.16193075478076935,0.3504326641559601,0.40399202704429626,0.15230076014995575,0.24591213464736938
windblown,0.2304677665233612,0.1901163011789322,0.2134256809949875,0.30358463525772095,0.3168978691101074,0.20405791699886322,0.2747642695903778,0.36643874645233154,0.3038787245750427,0.31839969754219055,0.2936456501483917,0.3168978691101074,0.24108903110027313,0.27484211325645447,0.3168978691101074,0.2061614990234375,0.2240144908428192
and,0.31309178471565247,0.20303019881248474,0.43716782331466675,0.19594891369342804,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.19462935626506805,0.4731321930885315,0.24178287386894226,0.3601827025413513,0.5171257257461548,0.1948641985654831,0.48971283435821533,0.5171257257461548,0.23464977741241455,0.20544172823429108
falls,0.1882239729166031,0.04960782453417778,0.1847171038389206,0.15183322131633759,0.2708098292350769,0.162252739071846,0.23047612607479095,0.22196342051029205,0.17870967090129852,0.3102148473262787,0.23195196688175201,0.2708098292350769,0.18480613827705383,0.15835121273994446,0.2708098292350769,0.21120955049991608,0.15918700397014618
on,0.34226128458976746,0.22902287542819977,0.34604379534721375,0.20655377209186554,0.5107308030128479,0.2525322437286377,0.3966929316520691,0.16006799042224884,0.42569106817245483,0.2045275866985321,0.36926645040512085,0.5107308030128479,0.194625124335289,0.41031414270401,0.5107308030128479,0.27227091789245605,0.2714994251728058
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
caribbean,0.15882912278175354,0.061934906989336014,0.19589130580425262,0.16925199329853058,0.3009287416934967,0.16569724678993225,0.2305755466222763,0.178861603140831,0.2131911814212799,0.2236783802509308,0.15756915509700775,0.3009287416934967,0.3054015338420868,0.21283669769763947,0.3009287416934967,0.32314130663871765,0.13602977991104126
sea,0.19525039196014404,0.07766344398260117,0.15683573484420776,0.21991097927093506,0.30363768339157104,0.1410193145275116,0.2707739472389221,0.18881696462631226,0.2267688512802124,0.17440733313560486,0.19167837500572205,0.30363768339157104,0.1990211457014084,0.2749888300895691,0.30363768339157104,0.2499135285615921,0.15551945567131042
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
past,0.3538547456264496,0.200247660279274,0.3907585144042969,0.18916353583335876,0.2747827172279358,0.23412254452705383,0.27417802810668945,0.18746842443943024,0.3592626452445984,0.16223865747451782,0.24864399433135986,0.2747827172279358,0.15117624402046204,0.3031400740146637,0.2747827172279358,0.10911105573177338,0.2598046660423279
75,0.07002212852239609,-0.05622093006968498,-0.0678366869688034,-0.02813059464097023,0.06040945649147034,0.03345179557800293,0.06640326231718063,-0.0782611295580864,0.014643698930740356,-0.06954725831747055,0.055162232369184494,0.06040945649147034,0.07674156874418259,0.02266361191868782,0.06040945649147034,-0.049623820930719376,0.017522118985652924
degrees,0.2201736718416214,0.1947677731513977,0.21890012919902802,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.2528930604457855,0.24297037720680237,0.24367117881774902,0.22473014891147614,0.1928645521402359,0.2073739469051361,0.22473014891147614,0.13714446127414703,0.1299446076154709
west,0.1946573108434677,0.041307125240564346,0.24930864572525024,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.14288705587387085,0.18904364109039307,0.2389117330312729,0.32918402552604675,0.26765793561935425,0.24611181020736694,0.32918402552604675,0.138602152466774,0.12088293582201004
longitude,0.2653953433036804,0.2217162549495697,0.14357808232307434,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.2028481513261795,0.2640332281589508,0.18141192197799683,0.2508544325828552,0.24152566492557526,0.23352257907390594,0.2508544325828552,0.15005739033222198,0.19342944025993347
.,0.3567904531955719,0.22040632367134094,0.4105546176433563,0.2646089792251587,0.5934505462646484,0.24893930554389954,0.5352458953857422,0.1864197701215744,0.4460422694683075,0.22066809237003326,0.41536515951156616,0.5934505462646484,0.1966763585805893,0.4645031690597534,0.5934505462646484,0.262887567281723,0.4130953550338745
