,disney,paid,for,the,jungle,book,",",alice,through,the,looking,glass,",",and,which,other,film,trailer,to,be,aired,during,the,game,?
captain,0.20329269766807556,0.20191974937915802,0.19187527894973755,0.2267821580171585,0.25752535462379456,0.1560383141040802,0.21827615797519684,0.17315658926963806,0.12794269621372223,0.2267821580171585,0.1639741212129593,0.13869158923625946,0.21827615797519684,0.23773212730884552,0.13424716889858246,0.12540043890476227,0.18220172822475433,0.12709511816501617,0.19193781912326813,0.1915816068649292,0.21311073005199432,0.21516995131969452,0.2267821580171585,0.26584941148757935,0.12160754203796387
america,0.24283467233181,0.15497931838035583,0.243271604180336,0.37090015411376953,0.21079640090465546,0.20473574101924896,0.253568559885025,0.121815986931324,0.18995371460914612,0.37090015411376953,0.17150433361530304,0.1433459222316742,0.253568559885025,0.2647855281829834,0.26265275478363037,0.2595730721950531,0.11457552015781403,0.21623951196670532,0.2636699676513672,0.19427980482578278,0.26273128390312195,0.245676651597023,0.37090015411376953,0.23268957436084747,0.19333907961845398
:,-0.061742328107357025,-0.031136125326156616,-0.02522280067205429,-0.03403344005346298,-0.1240730732679367,-0.11136190593242645,-0.004729332868009806,-0.1574746072292328,-0.08687232434749603,-0.03403344005346298,-0.14861547946929932,-0.051636703312397,-0.004729332868009806,-0.04625999182462692,-0.11049769818782806,-0.0941355749964714,-0.0469588078558445,-0.10141312330961227,-0.09243495017290115,-0.09417453408241272,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.06087861210107803,-0.07156077772378922
civil,0.0970156118273735,0.17700506746768951,0.1685788929462433,0.2477465271949768,0.07588081806898117,0.18018245697021484,0.24795588850975037,0.0841728001832962,0.11601976305246353,0.2477465271949768,0.11569885164499283,0.053668197244405746,0.24795588850975037,0.25259146094322205,0.13459211587905884,0.17309200763702393,0.12226308882236481,0.11938820779323578,0.2019355595111847,0.18061059713363647,0.12212323397397995,0.2953299880027771,0.2477465271949768,0.15278364717960358,0.1494513899087906
war,0.1648300588130951,0.18342895805835724,0.22632956504821777,0.366199791431427,0.1914282590150833,0.24043288826942444,0.2671184241771698,0.10812507569789886,0.1426151841878891,0.366199791431427,0.1366690695285797,0.1045624390244484,0.2671184241771698,0.29695844650268555,0.2244700789451599,0.22263076901435852,0.1768592894077301,0.20499840378761292,0.2610234022140503,0.20677201449871063,0.2001972496509552,0.4802435040473938,0.366199791431427,0.18900594115257263,0.15510529279708862
",",0.2132069319486618,0.18092423677444458,0.4464869201183319,0.4933079481124878,0.2301325649023056,0.23644568026065826,1.0000001192092896,0.2550550401210785,0.3060276508331299,0.4933079481124878,0.23123399913311005,0.23527590930461884,1.0000001192092896,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
the,0.24980762600898743,0.22871042788028717,0.4739971458911896,1.0,0.2256680727005005,0.2652374505996704,0.4933079481124878,0.21022173762321472,0.44071322679519653,1.0,0.30421850085258484,0.20646950602531433,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
jungle,0.322062224149704,0.21308937668800354,0.19174140691757202,0.2256680727005005,1.0000001192092896,0.32175666093826294,0.2301325649023056,0.17265881597995758,0.2223205715417862,0.2256680727005005,0.22475029528141022,0.13372179865837097,0.2301325649023056,0.2935342788696289,0.2323089987039566,0.1840715855360031,0.25285604596138,0.3153095245361328,0.14029043912887573,0.1673595905303955,0.22150775790214539,0.20846304297447205,0.2256680727005005,0.2723499536514282,0.14855629205703735
book,0.23575808107852936,0.1491771936416626,0.22091296315193176,0.2652374505996704,0.32175666093826294,1.0,0.23644568026065826,0.1813415139913559,0.11915246397256851,0.2652374505996704,0.18822027742862701,0.18167614936828613,0.23644568026065826,0.28024056553840637,0.24807968735694885,0.20864468812942505,0.33206906914711,0.22744227945804596,0.20275522768497467,0.21336250007152557,0.1893554925918579,0.17538011074066162,0.2652374505996704,0.24688675999641418,0.20572158694267273
and,0.23352548480033875,0.23595960438251495,0.5064792633056641,0.5171257257461548,0.2935342788696289,0.28024056553840637,0.6633074283599854,0.23120373487472534,0.3666759729385376,0.5171257257461548,0.28787463903427124,0.2681989371776581,0.6633074283599854,1.0,0.506277859210968,0.5504306554794312,0.23832054436206818,0.1914048194885254,0.48971283435821533,0.41766801476478577,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
alice,0.26738038659095764,0.11509614437818527,0.14588850736618042,0.21022173762321472,0.17265881597995758,0.1813415139913559,0.2550550401210785,1.0,0.20400047302246094,0.21022173762321472,0.2920883297920227,0.20508192479610443,0.2550550401210785,0.23120373487472534,0.17328982055187225,0.16825781762599945,0.17578370869159698,0.28642067313194275,0.1973392218351364,0.15852369368076324,0.14456866681575775,0.0894574224948883,0.21022173762321472,0.09128747880458832,0.1645866334438324
through,0.2213447391986847,0.13909763097763062,0.3172857463359833,0.44071322679519653,0.2223205715417862,0.11915246397256851,0.3060276508331299,0.20400047302246094,1.0,0.44071322679519653,0.27156853675842285,0.2416497766971588,0.3060276508331299,0.3666759729385376,0.40321648120880127,0.261025607585907,0.1327759176492691,0.21355906128883362,0.4062686562538147,0.290402352809906,0.20311352610588074,0.3816036581993103,0.44071322679519653,0.1909499615430832,0.16913433372974396
the,0.24980762600898743,0.22871042788028717,0.4739971458911896,1.0,0.2256680727005005,0.2652374505996704,0.4933079481124878,0.21022173762321472,0.44071322679519653,1.0,0.30421850085258484,0.20646950602531433,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
looking,0.2492317110300064,0.24992325901985168,0.3032892048358917,0.30421850085258484,0.22475029528141022,0.18822027742862701,0.23123399913311005,0.2920883297920227,0.27156853675842285,0.30421850085258484,0.9999999403953552,0.2673385739326477,0.23123399913311005,0.28787463903427124,0.2777092456817627,0.3136783540248871,0.15818074345588684,0.17106106877326965,0.31572988629341125,0.30536243319511414,0.08712632954120636,0.10656271874904633,0.30421850085258484,0.18471305072307587,0.2733345925807953
glass,0.26020288467407227,0.14778639376163483,0.2755418121814728,0.20646950602531433,0.13372179865837097,0.18167614936828613,0.23527590930461884,0.20508192479610443,0.2416497766971588,0.20646950602531433,0.2673385739326477,1.0000001192092896,0.23527590930461884,0.2681989371776581,0.26769232749938965,0.2016221433877945,0.17227178812026978,0.16904562711715698,0.2111847698688507,0.23999778926372528,0.10410816222429276,0.1921582669019699,0.20646950602531433,0.1497517079114914,0.1252557635307312
.,0.23698924481868744,0.22304166853427887,0.4726039469242096,0.5934505462646484,0.17157919704914093,0.21435262262821198,0.6812511086463928,0.2848016619682312,0.3174465596675873,0.5934505462646484,0.3050191104412079,0.2393880933523178,0.6812511086463928,0.588965117931366,0.45942068099975586,0.41511186957359314,0.22823183238506317,0.1708780825138092,0.4645031690597534,0.4383580684661865,0.2278250902891159,0.3485563397407532,0.5934505462646484,0.2581658959388733,0.4130953550338745
