,what,would,the,local,council,of,newcastle,like,to,link,their,local,bike,networks,to,?
facilities,0.137315571308136,0.2233332395553589,0.19172798097133636,0.1934146136045456,0.20121309161186218,0.17473776638507843,0.22591333091259003,0.14284604787826538,0.25067898631095886,0.17338398098945618,0.2192147672176361,0.1934146136045456,0.2613736391067505,0.29334449768066406,0.25067898631095886,0.10624271631240845
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
working,0.2846863269805908,0.327809602022171,0.25857484340667725,0.1950562298297882,0.1379116177558899,0.19986772537231445,0.1857626885175705,0.2035944163799286,0.28215980529785156,0.12850332260131836,0.2702975869178772,0.1950562298297882,0.14479367434978485,0.25461721420288086,0.28215980529785156,0.17154020071029663
with,0.2464839518070221,0.38372042775154114,0.4223487675189972,0.16601361334323883,0.10649243742227554,0.41827285289764404,0.1710812896490097,0.38741448521614075,0.4239959120750427,0.16877183318138123,0.4258328378200531,0.16601361334323883,0.08946527540683746,0.20336084067821503,0.4239959120750427,0.2433311939239502
employers,0.22766001522541046,0.3306630551815033,0.2401597499847412,0.272219181060791,0.22130045294761658,0.20863482356071472,0.3091990649700165,0.11035095155239105,0.29388850927352905,0.14601385593414307,0.3489479720592499,0.272219181060791,0.21735674142837524,0.3619834780693054,0.29388850927352905,0.1917707920074463
to,0.455847829580307,0.5965728163719177,0.535392165184021,0.2207600325345993,0.23829470574855804,0.41548454761505127,0.23559264838695526,0.35482415556907654,1.0,0.27267101407051086,0.44619059562683105,0.2207600325345993,0.23734018206596375,0.23877078294754028,1.0,0.29463258385658264
integrate,0.2296675741672516,0.2660369873046875,0.24930505454540253,0.1566203534603119,0.07155518978834152,0.21487800776958466,0.08226477354764938,0.17807868123054504,0.30895188450813293,0.199237659573555,0.22626757621765137,0.1566203534603119,0.09217428416013718,0.29066506028175354,0.30895188450813293,0.17263366281986237
cycling,0.17575226724147797,0.19140902161598206,0.23055073618888855,0.20466211438179016,0.17038510739803314,0.22023607790470123,0.11167410761117935,0.1328565925359726,0.23294292390346527,0.23564092814922333,0.20043672621250153,0.20466211438179016,0.4097645878791809,0.16901139914989471,0.23294292390346527,0.06800638884305954
into,0.2180619090795517,0.2832599878311157,0.39493247866630554,0.1300894320011139,0.15550728142261505,0.32255905866622925,0.07006336748600006,0.2883094549179077,0.38810545206069946,0.07897955924272537,0.24211956560611725,0.1300894320011139,0.18403874337673187,0.163968026638031,0.38810545206069946,0.15662476420402527
workplace,0.3080446124076843,0.2463575005531311,0.29597270488739014,0.21126246452331543,0.26274365186691284,0.2959337830543518,0.19046255946159363,0.181284561753273,0.3159385323524475,0.08371004462242126,0.23918841779232025,0.21126246452331543,0.18162190914154053,0.34381213784217834,0.3159385323524475,0.20397523045539856
travel,0.19747209548950195,0.24926108121871948,0.2857808768749237,0.13046887516975403,0.12009013444185257,0.23167268931865692,0.16237270832061768,0.2004881203174591,0.324314147233963,0.193593829870224,0.20371203124523163,0.13046887516975403,0.3127020597457886,0.22161567211151123,0.324314147233963,0.10014409571886063
plans,0.2364979386329651,0.4360422194004059,0.30240729451179504,0.15548349916934967,0.2616259455680847,0.2635323703289032,0.18514570593833923,0.16928978264331818,0.367337167263031,0.171945258975029,0.2844884991645813,0.15548349916934967,0.22955016791820526,0.2810996472835541,0.367337167263031,0.13513131439685822
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
link,0.23192204535007477,0.23056523501873016,0.23401211202144623,0.2188640832901001,0.12601692974567413,0.1763116717338562,0.1387661248445511,0.237212136387825,0.27267101407051086,0.9999999403953552,0.09013576060533524,0.2188640832901001,0.15644590556621552,0.1932085156440735,0.27267101407051086,0.280567467212677
the,0.42745697498321533,0.4133751392364502,1.0,0.2130540907382965,0.2829204201698303,0.733189046382904,0.2253497689962387,0.32912567257881165,0.535392165184021,0.23401211202144623,0.516537070274353,0.2130540907382965,0.16140250861644745,0.24705806374549866,0.535392165184021,0.22068053483963013
local,0.18981902301311493,0.20381148159503937,0.2130540907382965,1.0,0.26075372099876404,0.20668989419937134,0.22142958641052246,0.17938561737537384,0.2207600325345993,0.2188640832901001,0.22085392475128174,1.0,0.10157085210084915,0.25312551856040955,0.2207600325345993,0.15022775530815125
networks,0.18279550969600677,0.16787885129451752,0.24705806374549866,0.25312551856040955,0.21405239403247833,0.17763681709766388,0.15831167995929718,0.17639312148094177,0.23877078294754028,0.1932085156440735,0.2079067975282669,0.25312551856040955,0.183095321059227,1.0,0.23877078294754028,0.17815114557743073
to,0.455847829580307,0.5965728163719177,0.535392165184021,0.2207600325345993,0.23829470574855804,0.41548454761505127,0.23559264838695526,0.35482415556907654,1.0,0.27267101407051086,0.44619059562683105,0.2207600325345993,0.23734018206596375,0.23877078294754028,1.0,0.29463258385658264
national,0.16882304847240448,0.13018754124641418,0.32739606499671936,0.23144909739494324,0.2335294932126999,0.3314673602581024,0.20298312604427338,0.1330316811800003,0.21067756414413452,0.1546274721622467,0.15907274186611176,0.23144909739494324,0.12611156702041626,0.16228598356246948,0.21067756414413452,0.15643028914928436
networks,0.18279550969600677,0.16787885129451752,0.24705806374549866,0.25312551856040955,0.21405239403247833,0.17763681709766388,0.15831167995929718,0.17639312148094177,0.23877078294754028,0.1932085156440735,0.2079067975282669,0.25312551856040955,0.183095321059227,1.0,0.23877078294754028,0.17815114557743073
.,0.3567904531955719,0.35067233443260193,0.5934505462646484,0.26217252016067505,0.2314436286687851,0.5352458953857422,0.2714749276638031,0.393751323223114,0.4645031690597534,0.24995651841163635,0.34427863359451294,0.26217252016067505,0.17095862329006195,0.24027101695537567,0.4645031690597534,0.4130953550338745
