,a,satellite,that,measured,the,amount,of,dust,going,to,the,amazon,was,named,what,?
dust,0.24757064878940582,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.2062133252620697,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.127471461892128,0.1062844768166542,0.1907336562871933,0.15803812444210052
remain,0.24084681272506714,0.07148096710443497,0.36095982789993286,0.19491848349571228,0.33184581995010376,0.27069091796875,0.29009148478507996,0.16293659806251526,0.29859036207199097,0.3472624719142914,0.33184581995010376,0.06449393182992935,0.24002216756343842,0.08580629527568817,0.29587244987487793,0.1868363618850708
in,0.539380669593811,0.18927223980426788,0.435920387506485,0.23880761861801147,0.6662389636039734,0.2569429874420166,0.5696388483047485,0.19673727452754974,0.2837577760219574,0.45010748505592346,0.6662389636039734,0.12227833271026611,0.45514053106307983,0.28130269050598145,0.30808621644973755,0.20430970191955566
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
air,0.23199330270290375,0.21185119450092316,0.19720019400119781,0.17650164663791656,0.2877824306488037,0.17064699530601501,0.24196814000606537,0.3066830337047577,0.1964183896780014,0.24103909730911255,0.2877824306488037,0.1780538111925125,0.18898457288742065,0.05336063727736473,0.10361403971910477,0.1491677612066269
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
43,-0.02674116939306259,0.005204884335398674,0.019183846190571785,-0.011905810795724392,0.04104308411478996,0.03479593247175217,-0.04567742347717285,-0.043060291558504105,0.05509024113416672,0.04710187762975693,0.04104308411478996,-0.002202302683144808,-0.027642056345939636,-0.060632847249507904,0.038966357707977295,0.06043510511517525
million,0.1811940222978592,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.18291214108467102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.24203833937644958,0.13509415090084076,0.22197039425373077,0.23092924058437347
tons,0.16760815680027008,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.20329079031944275,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19463880360126495,0.0922701433300972,0.15041828155517578,0.19717051088809967
of,0.5052502155303955,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.2849585711956024,0.41548454761505127,0.733189046382904,0.20143137872219086,0.4069072902202606,0.2820465862751007,0.33290785551071167,0.1826142966747284
dust,0.24757064878940582,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.2062133252620697,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.127471461892128,0.1062844768166542,0.1907336562871933,0.15803812444210052
are,0.265255331993103,0.12365440279245377,0.45265161991119385,0.24699005484580994,0.40399202704429626,0.2873819172382355,0.39081433415412903,0.2122032791376114,0.2507370114326477,0.3504326641559601,0.40399202704429626,0.15230076014995575,0.3076191842556,0.1775832623243332,0.29724663496017456,0.24591213464736938
windblown,0.3320690095424652,0.22122317552566528,0.3038787245750427,0.30358463525772095,0.3168978691101074,0.20405791699886322,0.2747642695903778,0.36643874645233154,0.33013659715652466,0.27484211325645447,0.3168978691101074,0.2061614990234375,0.32428744435310364,0.2773219048976898,0.2304677665233612,0.2240144908428192
and,0.3739250600337982,0.14566761255264282,0.4731321930885315,0.19594891369342804,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.19462935626506805,0.34511667490005493,0.48971283435821533,0.5171257257461548,0.23464977741241455,0.3740963041782379,0.23097854852676392,0.31309178471565247,0.20544172823429108
falls,0.2676706314086914,0.09535422176122665,0.17870967090129852,0.15183322131633759,0.2708098292350769,0.162252739071846,0.23047612607479095,0.22196342051029205,0.2795436382293701,0.15835121273994446,0.2708098292350769,0.21120955049991608,0.1706530600786209,0.26956069469451904,0.1882239729166031,0.15918700397014618
on,0.3848365545272827,0.2525777816772461,0.42569106817245483,0.20655377209186554,0.5107308030128479,0.2525322437286377,0.3966929316520691,0.16006799042224884,0.34139618277549744,0.41031414270401,0.5107308030128479,0.27227091789245605,0.3909217119216919,0.19771578907966614,0.34226128458976746,0.2714994251728058
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
caribbean,0.2038372904062271,0.1785028725862503,0.2131911814212799,0.16925199329853058,0.3009287416934967,0.16569724678993225,0.2305755466222763,0.178861603140831,0.20243962109088898,0.21283669769763947,0.3009287416934967,0.32314130663871765,0.2004963606595993,0.07818592339754105,0.15882912278175354,0.13602977991104126
sea,0.17038485407829285,0.2591049373149872,0.2267688512802124,0.21991097927093506,0.30363768339157104,0.1410193145275116,0.2707739472389221,0.18881696462631226,0.16917918622493744,0.2749888300895691,0.30363768339157104,0.2499135285615921,0.18031850457191467,0.1382947564125061,0.19525039196014404,0.15551945567131042
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
past,0.24050787091255188,0.08881145715713501,0.3592626452445984,0.18916353583335876,0.2747827172279358,0.23412254452705383,0.27417802810668945,0.18746842443943024,0.2949375510215759,0.3031400740146637,0.2747827172279358,0.10911105573177338,0.17324605584144592,0.1371127963066101,0.3538547456264496,0.2598046660423279
75,0.012351692654192448,-0.054657384753227234,0.014643698930740356,-0.02813059464097023,0.06040945649147034,0.03345179557800293,0.06640326231718063,-0.0782611295580864,0.04056511074304581,0.02266361191868782,0.06040945649147034,-0.049623820930719376,0.07531944662332535,0.0807470977306366,0.07002212852239609,0.017522118985652924
degrees,0.21313712000846863,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.19394393265247345,0.2073739469051361,0.22473014891147614,0.13714446127414703,0.10069163888692856,0.13970966637134552,0.2201736718416214,0.1299446076154709
west,0.2258862406015396,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.18685796856880188,0.24611181020736694,0.32918402552604675,0.138602152466774,0.25970903038978577,0.14750002324581146,0.1946573108434677,0.12088293582201004
longitude,0.20233207941055298,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.17520444095134735,0.23352257907390594,0.2508544325828552,0.15005739033222198,0.11163163930177689,0.16634677350521088,0.2653953433036804,0.19342944025993347
.,0.50484299659729,0.16136173903942108,0.4460422694683075,0.2646089792251587,0.5934505462646484,0.24893930554389954,0.5352458953857422,0.1864197701215744,0.3473944664001465,0.4645031690597534,0.5934505462646484,0.262887567281723,0.40146201848983765,0.24760639667510986,0.3567904531955719,0.4130953550338745
