,what,does,the,local,council,hope,will,help,cut,down,traffic,congestion,in,newcastle,?
integrate,0.2296675741672516,0.23046550154685974,0.24930505454540253,0.1566203534603119,0.07155518978834152,0.18266209959983826,0.3062747120857239,0.340382844209671,0.1961323320865631,0.18867596983909607,0.15267354249954224,0.17599225044250488,0.20905284583568573,0.08226477354764938,0.17263366281986237
cycling,0.17575226724147797,0.13133637607097626,0.23055073618888855,0.20466211438179016,0.17038510739803314,0.07610902190208435,0.1857755035161972,0.12487131357192993,0.08378807455301285,0.15547502040863037,0.2669795751571655,0.2384442239999771,0.22398041188716888,0.11167410761117935,0.06800638884305954
into,0.2180619090795517,0.22312942147254944,0.39493247866630554,0.1300894320011139,0.15550728142261505,0.10181397944688797,0.24027608335018158,0.26018935441970825,0.3133806586265564,0.3880231976509094,0.11987870931625366,0.1415291130542755,0.38021373748779297,0.07006336748600006,0.15662476420402527
workplace,0.3080446124076843,0.1715872436761856,0.29597270488739014,0.21126246452331543,0.26274365186691284,0.2280913144350052,0.23842115700244904,0.3142583668231964,0.1476881504058838,0.11691612750291824,0.29792076349258423,0.3058057129383087,0.33378908038139343,0.19046255946159363,0.20397523045539856
travel,0.19747209548950195,0.16325484216213226,0.2857808768749237,0.13046887516975403,0.12009013444185257,0.18563556671142578,0.2198658436536789,0.23739923536777496,0.19462251663208008,0.1692793369293213,0.3130023181438446,0.3089207708835602,0.22463937103748322,0.16237270832061768,0.10014409571886063
plans,0.2364979386329651,0.29389816522598267,0.30240729451179504,0.15548349916934967,0.2616259455680847,0.20608209073543549,0.3633091449737549,0.3646683692932129,0.22238123416900635,0.20804421603679657,0.22646820545196533,0.2738865613937378,0.24845264852046967,0.18514570593833923,0.13513131439685822
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.030135320499539375,0.0617411732673645,-0.010785973630845547,0.026484351605176926,0.007316168863326311,0.01955031044781208,0.05124911293387413,-0.0064835879020392895,-0.001983655383810401,0.092739537358284,0.10598292201757431,0.10349778085947037
link,0.23192204535007477,0.2229848951101303,0.23401211202144623,0.2188640832901001,0.12601692974567413,0.21928364038467407,0.30986353754997253,0.2268744856119156,0.08712845295667648,0.05209264159202576,0.22381587326526642,0.21579709649085999,0.11983822286128998,0.1387661248445511,0.280567467212677
the,0.42745697498321533,0.35928019881248474,1.0,0.2130540907382965,0.2829204201698303,0.2378109097480774,0.3635469079017639,0.30064165592193604,0.29221418499946594,0.3325848877429962,0.2208961844444275,0.27136102318763733,0.6662389636039734,0.2253497689962387,0.22068053483963013
local,0.18981902301311493,0.11821071803569794,0.2130540907382965,1.0,0.26075372099876404,0.07896201312541962,0.17673039436340332,0.20316147804260254,0.11723367869853973,0.06259186565876007,0.17999659478664398,0.11800583451986313,0.2223825752735138,0.22142958641052246,0.15022775530815125
networks,0.18279550969600677,0.17467273771762848,0.24705806374549866,0.25312551856040955,0.21405239403247833,0.10222885012626648,0.22532033920288086,0.20353850722312927,0.1540270745754242,0.08198180794715881,0.36758774518966675,0.25562235713005066,0.17525765299797058,0.15831167995929718,0.17815114557743073
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2207600325345993,0.23829470574855804,0.28287798166275024,0.5091033577919006,0.46191298961639404,0.27572008967399597,0.33130598068237305,0.2721680998802185,0.2675175666809082,0.45010748505592346,0.23559264838695526,0.29463258385658264
national,0.16882304847240448,0.16890141367912292,0.32739606499671936,0.23144909739494324,0.2335294932126999,0.10022476315498352,0.11895865947008133,0.07787704467773438,0.11017487198114395,0.11323796957731247,0.1516522318124771,0.1555522382259369,0.28915393352508545,0.20298312604427338,0.15643028914928436
networks,0.18279550969600677,0.17467273771762848,0.24705806374549866,0.25312551856040955,0.21405239403247833,0.10222885012626648,0.22532033920288086,0.20353850722312927,0.1540270745754242,0.08198180794715881,0.36758774518966675,0.25562235713005066,0.17525765299797058,0.15831167995929718,0.17815114557743073
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.26217252016067505,0.2314436286687851,0.2732508182525635,0.33682769536972046,0.32205137610435486,0.2298540472984314,0.2362249493598938,0.23272082209587097,0.2153204381465912,0.5591574311256409,0.2714749276638031,0.4130953550338745
