,which,part,of,london,was,sir,paul,pindar,'s,house,",",whose,façade,now,resides,in,the,v,&,a,collection,",",located,?
period,0.31679004430770874,0.16313885152339935,0.2698146104812622,0.15744802355766296,0.2820133864879608,0.08063259720802307,0.09990130364894867,0.08959909528493881,-0.05741342157125473,0.11852633208036423,0.25030651688575745,0.16607114672660828,0.21698510646820068,0.23492592573165894,0.0850459635257721,0.23051127791404724,0.3125074505805969,0.04659586772322655,0.004337700083851814,0.25205814838409424,0.2219470590353012,0.25030651688575745,0.12054086476564407,0.18706195056438446
and,0.506277859210968,0.35301485657691956,0.5116966962814331,0.2868692874908447,0.3740963041782379,0.19441749155521393,0.2447807937860489,0.2478959709405899,0.06895173341035843,0.2552875876426697,0.6633074283599854,0.3339773118495941,0.22591467201709747,0.35309651494026184,0.30630970001220703,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.6633074283599854,0.24183952808380127,0.20544172823429108
a,0.56894451379776,0.3994528353214264,0.5052502155303955,0.1934366375207901,0.4508470594882965,0.1604013890028,0.13667120039463043,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.427140474319458,0.3225097060203552,0.27093344926834106,0.3046339154243469,0.20371271669864655,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.427140474319458,0.2605401277542114,0.23916715383529663
fireplace,0.29874610900878906,0.16434600949287415,0.17930130660533905,0.11976733058691025,0.22939901053905487,0.13990235328674316,0.12178542464971542,0.20440147817134857,-0.10305958241224289,0.2740718126296997,0.2067876160144806,0.19500860571861267,0.3869154453277588,0.2499818354845047,0.17549683153629303,0.23555943369865417,0.26875725388526917,0.11818826198577881,0.1254170686006546,0.2683262228965759,0.15950006246566772,0.2067876160144806,0.1950335055589676,0.23456427454948425
from,0.38755592703819275,0.31841611862182617,0.4249346852302551,0.2371179163455963,0.31171464920043945,0.09217385947704315,0.16599151492118835,0.14209768176078796,-0.01936490088701248,0.21994347870349884,0.39760664105415344,0.2266867458820343,0.13691401481628418,0.2788202464580536,0.29331502318382263,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.39760664105415344,0.2290649116039276,0.19969791173934937
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.27034124732017517,0.48711544275283813,0.20237073302268982,0.19191958010196686,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.4933079481124878,0.38253846764564514,0.33251336216926575,0.38266420364379883,0.2959880232810974,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.4933079481124878,0.407527357339859,0.22068053483963013
gallery,0.19994710385799408,0.1516404151916504,0.1971534639596939,0.24987047910690308,0.1648058146238327,0.20507320761680603,0.15285402536392212,0.14234186708927155,-0.08047135919332504,0.2561182379722595,0.21593497693538666,0.08979049324989319,0.347482830286026,0.28330492973327637,0.21070024371147156,0.21665531396865845,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,0.42902910709381104,0.21593497693538666,0.2896844148635864,0.18202216923236847
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
northumberland,0.23073653876781464,0.2452840805053711,0.30757203698158264,0.3804880976676941,0.29463502764701843,0.35818567872047424,0.1991204023361206,0.2866433262825012,-0.0061688716523349285,0.24998047947883606,0.2903553247451782,0.11799272149801254,0.21469980478286743,0.19211992621421814,0.22412005066871643,0.2489502727985382,0.3073427081108093,0.13824839890003204,0.16887511312961578,0.21241573989391327,0.14707700908184052,0.2903553247451782,0.19725200533866882,0.12058310210704803
house,0.20384521782398224,0.2062426507472992,0.285114049911499,0.24744988977909088,0.28759756684303284,0.16580168902873993,0.18373385071754456,0.17454557120800018,0.0011872146278619766,0.9999998807907104,0.28236111998558044,0.153284952044487,0.30451834201812744,0.22642196714878082,0.28530657291412354,0.20026938617229462,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.19367435574531555,0.28236111998558044,0.17092925310134888,0.13736455142498016
.,0.45942068099975586,0.32817673683166504,0.5352458953857422,0.26322779059410095,0.40146201848983765,0.18421879410743713,0.25831571221351624,0.22126427292823792,-0.003708066651597619,0.2607949376106262,0.6812511086463928,0.2718997597694397,0.2680695950984955,0.36271902918815613,0.2584074139595032,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.6812511086463928,0.28226932883262634,0.4130953550338745
