,new,ownership,rules,by,the,fcc,in,1985,allowed,broadcasters,to,own,a,maximum,of,how,many,stations,?
waiver,0.21915559470653534,0.289068341255188,0.2711254358291626,0.23838260769844055,0.28117209672927856,0.350699245929718,0.21482707560062408,0.050219301134347916,0.3238166868686676,0.2757021188735962,0.3415997326374054,0.17911916971206665,0.2708873748779297,0.22054031491279602,0.13351668417453766,0.19990670680999756,0.08868443220853806,0.20512305200099945,0.254646897315979
to,0.33159172534942627,0.2847251296043396,0.24270765483379364,0.33534231781959534,0.535392165184021,0.24543172121047974,0.45010748505592346,0.0432262159883976,0.42967355251312256,0.2560518682003021,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.21700026094913483,0.29463258385658264
retain,0.18370865285396576,0.31521373987197876,0.19563300907611847,0.18703101575374603,0.2913416624069214,0.17844384908676147,0.2081013172864914,0.046941127628088,0.26002606749534607,0.15576303005218506,0.3600676357746124,0.2569550573825836,0.20646053552627563,0.2501159906387329,0.24860581755638123,0.1813851296901703,0.21133200824260712,0.0495678186416626,0.10032857954502106
wxyz,0.2831370532512665,0.2494809925556183,0.18048420548439026,0.2475357949733734,0.3188476264476776,0.34876978397369385,0.2987300753593445,0.07745082676410675,0.11094360053539276,0.37203067541122437,0.2407475858926773,0.24175408482551575,0.28333333134651184,0.1673043668270111,0.27235713601112366,0.21580781042575836,0.19011875987052917,0.3302709460258484,0.3082057535648346
and,0.31402453780174255,0.246654212474823,0.24352850019931793,0.4289871156215668,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.10228481888771057,0.30774351954460144,0.29868799448013306,0.48971283435821533,0.3142828047275543,0.3739250600337982,0.20459675788879395,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.20544172823429108
capital,0.20246382057666779,0.13992585241794586,0.18403823673725128,0.1853148639202118,0.3049491047859192,0.16508400440216064,0.3233928978443146,0.08095449209213257,0.15924671292304993,0.1623905599117279,0.1844596415758133,0.1975037008523941,0.16007359325885773,0.15619423985481262,0.30823585391044617,0.10716020315885544,0.13652990758419037,0.18798157572746277,0.0907452180981636
cities-owned,0.17574891448020935,0.21533891558647156,0.10475710034370422,0.2736632823944092,0.30565398931503296,0.18513977527618408,0.38096222281455994,0.05638272315263748,0.2596864402294159,0.312296062707901,0.18111830949783325,0.194319948554039,0.26599282026290894,0.17364682257175446,0.34576618671417236,0.07442043721675873,0.2753317058086395,0.3157578110694885,0.19571678340435028
radio,0.1785462647676468,0.1180034652352333,0.1050766333937645,0.1833777278661728,0.23511973023414612,0.29589203000068665,0.22625693678855896,-0.08597768843173981,0.16654027998447418,0.5067403316497803,0.16918617486953735,0.19725105166435242,0.19488471746444702,0.10633483529090881,0.16079017519950867,0.1959047019481659,0.20007941126823425,0.47360363602638245,0.08763375133275986
stations,0.1508234143257141,0.24872349202632904,0.1386967897415161,0.20435920357704163,0.24762700498104095,0.3792693614959717,0.25864288210868835,0.07261855900287628,0.21436558663845062,0.4112670421600342,0.21700026094913483,0.22520172595977783,0.199105903506279,0.2110622078180313,0.20414425432682037,0.18198855221271515,0.2893238365650177,1.0,0.13192185759544373
wjr,0.17116157710552216,0.1716916561126709,0.12898898124694824,0.20235416293144226,0.24733272194862366,0.22010087966918945,0.2777393162250519,0.04673552140593529,0.22184614837169647,0.28227904438972473,0.26895901560783386,0.14648395776748657,0.2043546438217163,0.126641646027565,0.2672535479068756,0.1515781581401825,0.2348293960094452,0.24742597341537476,0.23616096377372742
and,0.31402453780174255,0.246654212474823,0.24352850019931793,0.4289871156215668,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.10228481888771057,0.30774351954460144,0.29868799448013306,0.48971283435821533,0.3142828047275543,0.3739250600337982,0.20459675788879395,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.20544172823429108
whyt,0.20804665982723236,0.22797678411006927,0.16190119087696075,0.2506980001926422,0.2931045889854431,0.2085864245891571,0.2690577208995819,0.23870356380939484,0.13822008669376373,0.2800178825855255,0.217590793967247,0.1578243523836136,0.24024248123168945,0.1397026926279068,0.275668203830719,0.2732587456703186,0.21817554533481598,0.21951214969158173,0.323874831199646
),0.253329336643219,0.16384081542491913,0.15725542604923248,0.2151763141155243,0.3456730246543884,0.16290630400180817,0.3326910734176636,-0.02280440740287304,0.18560604751110077,0.2865254282951355,0.31236231327056885,0.15735843777656555,0.3640355169773102,0.1945667862892151,0.3680361211299896,0.17939934134483337,0.16602720320224762,0.1451086699962616,0.42300865054130554
.,0.35031336545944214,0.20808322727680206,0.27219346165657043,0.3936232924461365,0.5934505462646484,0.1972244679927826,0.5591574311256409,0.026657486334443092,0.3197084665298462,0.2741623818874359,0.4645031690597534,0.3061371147632599,0.50484299659729,0.2106751948595047,0.5352458953857422,0.3287222981452942,0.3974229395389557,0.22839494049549103,0.4130953550338745
