,what,would,have,to,be,increased,regarding,the,lm,and,csm,for,the,last,five,missions,?
also,0.42747777700424194,0.4152511954307556,0.5252172946929932,0.5348826050758362,0.48342031240463257,0.29262813925743103,0.25133106112480164,0.6021018624305725,0.16022415459156036,0.5755972862243652,0.13028749823570251,0.5373267531394958,0.6021018624305725,0.3057452142238617,0.35005781054496765,0.27933046221733093,0.21848613023757935
carry,0.22239743173122406,0.2894904315471649,0.3833988606929779,0.32521840929985046,0.3520331084728241,0.23270300030708313,0.21462133526802063,0.26752355694770813,0.15032817423343658,0.2731964588165283,0.17614081501960754,0.2858029901981354,0.26752355694770813,0.1571488380432129,0.19711557030677795,0.28122517466545105,0.17171701788902283
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
lunar,0.18274477124214172,0.20055215060710907,0.16943895816802979,0.15437743067741394,0.167300745844841,0.17428748309612274,0.18263305723667145,0.23309995234012604,0.42166680097579956,0.206029012799263,0.5040956735610962,0.16840216517448425,0.23309995234012604,0.2517516016960144,0.20728439092636108,0.3653785288333893,0.1628302037715912
roving,0.3064090609550476,0.3042666018009186,0.2960846722126007,0.3160090446472168,0.266891747713089,0.24532704055309296,0.36506587266921997,0.3257351219654083,0.2683001756668091,0.2959485650062561,0.2873076796531677,0.3354043960571289,0.3257351219654083,0.1579490303993225,0.23527801036834717,0.37323224544525146,0.26367756724357605
vehicle,0.20767386257648468,0.23903562128543854,0.19348952174186707,0.26649773120880127,0.23322176933288574,0.22368073463439941,0.208120658993721,0.20434843003749847,0.34648218750953674,0.17821402847766876,0.3703360855579376,0.2334931641817093,0.20434843003749847,0.1417730450630188,0.14820072054862976,0.3116077184677124,0.16397647559642792
(,0.2411840260028839,0.21630488336086273,0.23072676360607147,0.30882009863853455,0.2349044382572174,0.15970994532108307,0.22490347921848297,0.33289089798927307,0.13334642350673676,0.4862271547317505,0.2919323444366455,0.3357032239437103,0.33289089798927307,0.290768563747406,0.19976332783699036,0.16699284315109253,0.40561532974243164
lrv,0.20986685156822205,0.29721584916114807,0.26739776134490967,0.19886943697929382,0.2848270535469055,0.18294154107570648,0.23156163096427917,0.16824360191822052,0.23193688690662384,0.23594284057617188,0.4061638414859772,0.28517964482307434,0.16824360191822052,0.1855425238609314,0.16255582869052887,0.23200343549251556,0.3043598532676697
),0.26259949803352356,0.2093871831893921,0.22866283357143402,0.31236231327056885,0.24578070640563965,0.15167289972305298,0.21828092634677887,0.3456730246543884,0.14235086739063263,0.4961937665939331,0.3227638304233551,0.3639558255672455,0.3456730246543884,0.30915912985801697,0.21320407092571259,0.19086003303527832,0.42300865054130554
increasing,0.2066856026649475,0.3102613389492035,0.3759337067604065,0.35017409920692444,0.3041439354419708,0.767708957195282,0.3019195795059204,0.34958165884017944,0.18715538084506989,0.30800607800483704,0.14272741973400116,0.28076329827308655,0.34958165884017944,0.16034364700317383,0.17806831002235413,0.14180025458335876,0.0681626945734024
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
exploration,0.24038591980934143,0.2122567892074585,0.2123132050037384,0.24928469955921173,0.19653432071208954,0.22083695232868195,0.286819189786911,0.3181801736354828,0.23406901955604553,0.2651127278804779,0.3974517285823822,0.2918529510498047,0.3181801736354828,0.1353621929883957,0.19546037912368774,0.48404404520988464,0.13539034128189087
area,0.21965408325195312,0.15958140790462494,0.26105478405952454,0.2797197997570038,0.20397496223449707,0.27675411105155945,0.10953406989574432,0.37834644317626953,0.11446027457714081,0.3044000566005707,0.15157242119312286,0.20941852033138275,0.37834644317626953,0.1486259549856186,0.1769138127565384,0.20223715901374817,0.12640461325645447
and,0.31309178471565247,0.34921059012413025,0.4711785912513733,0.48971283435821533,0.41766801476478577,0.2943111062049866,0.3182925879955292,0.5171257257461548,0.15283863246440887,1.0,0.15724779665470123,0.5064792633056641,0.5171257257461548,0.25967320799827576,0.33081334829330444,0.2856438457965851,0.20544172823429108
allowing,0.21854478120803833,0.513235330581665,0.36123982071876526,0.47026363015174866,0.3555369973182678,0.3521019220352173,0.3037390410900116,0.3440283536911011,0.1399286985397339,0.36344248056411743,0.11858280003070831,0.32889822125434875,0.3440283536911011,0.15464772284030914,0.22838269174098969,0.20591916143894196,0.1434045135974884
televised,0.16330711543560028,0.23074430227279663,0.22803039848804474,0.23923970758914948,0.21121026575565338,0.24947316944599152,0.23684051632881165,0.32855433225631714,0.11453571170568466,0.25074225664138794,0.1827578991651535,0.3350358009338379,0.32855433225631714,0.2230423539876938,0.2842782139778137,0.1748080551624298,0.12888526916503906
liftoff,0.261171817779541,0.3607306182384491,0.3399830758571625,0.3512379825115204,0.3418409526348114,0.2214260846376419,0.19566358625888824,0.30135780572891235,0.2793087959289551,0.32400432229042053,0.32232755422592163,0.3503016531467438,0.30135780572891235,0.23505035042762756,0.29278790950775146,0.3193695545196533,0.2384125292301178
of,0.33290785551071167,0.3353942930698395,0.3802283704280853,0.41548454761505127,0.33904364705085754,0.3371390700340271,0.2715161442756653,0.733189046382904,0.15462981164455414,0.5116966962814331,0.15882812440395355,0.4185989499092102,0.733189046382904,0.3052992522716522,0.3980514109134674,0.2598918080329895,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
lm,0.22412168979644775,0.20394809544086456,0.22292658686637878,0.17625956237316132,0.23948977887630463,0.18288086354732513,0.24870777130126953,0.25534775853157043,1.0000001192092896,0.15283863246440887,0.4229579269886017,0.1800963282585144,0.25534775853157043,0.18264633417129517,0.17634080350399017,0.27608075737953186,0.2270602136850357
.,0.3567904531955719,0.35067233443260193,0.41614407300949097,0.4645031690597534,0.4383580684661865,0.21367591619491577,0.27343305945396423,0.5934505462646484,0.22923575341701508,0.588965117931366,0.23357412219047546,0.4726039469242096,0.5934505462646484,0.3548945486545563,0.34172043204307556,0.2895781993865967,0.4130953550338745
