,where,does,the,proportion,of,shared,and,converted,houses,in,2011,put,this,dwelling,type,in,the,color-coded,brackets,?
on,0.37630224227905273,0.2568802833557129,0.5107308030128479,0.1838841289281845,0.3966929316520691,0.21788671612739563,0.4077630043029785,0.1373433768749237,0.1783137321472168,0.46853652596473694,0.08962488919496536,0.33860915899276733,0.4193967580795288,0.16067376732826233,0.2118636518716812,0.46853652596473694,0.5107308030128479,0.22482778131961823,0.16795486211776733,0.2714994251728058
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.2806292176246643,0.5052502155303955,0.13874579966068268,0.3739250600337982,0.22638265788555145,0.2718978226184845,0.539380669593811,0.03359675034880638,0.35192930698394775,0.5422310829162598,0.24012432992458344,0.3813284635543823,0.539380669593811,0.5829201340675354,0.290229469537735,0.23756103217601776,0.23916715383529663
par,0.08102116733789444,0.12332580238580704,0.16616463661193848,0.07821661233901978,0.12130799144506454,0.16804805397987366,0.1818954050540924,0.04334074258804321,0.049431148916482925,0.1283838003873825,0.022961633279919624,0.17456594109535217,0.17986251413822174,0.05565739423036575,0.09413833171129227,0.1283838003873825,0.16616463661193848,0.12487742304801941,0.127588152885437,0.18598014116287231
with,0.4142743945121765,0.26186925172805786,0.4223487675189972,0.24809357523918152,0.41827285289764404,0.35073861479759216,0.5477725267410278,0.17346665263175964,0.20572449266910553,0.4080928862094879,0.062362536787986755,0.3236430287361145,0.36358317732810974,0.21437585353851318,0.1964726597070694,0.4080928862094879,0.4223487675189972,0.30184605717658997,0.22379861772060394,0.2433311939239502
oxford,0.21533076465129852,0.18739673495292664,0.24588388204574585,0.14274564385414124,0.27131637930870056,0.08004086464643478,0.2621461749076843,0.1692076474428177,0.1736653447151184,0.24480320513248444,0.034601833671331406,0.16725550591945648,0.20531390607357025,0.1479492336511612,0.09719199687242508,0.24480320513248444,0.24588388204574585,0.14513543248176575,0.165763258934021,0.14411403238773346
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
reading,0.2086106538772583,0.22492557764053345,0.2655330300331116,0.17676757276058197,0.18713706731796265,0.1036384329199791,0.29724130034446716,0.16060148179531097,0.09602688997983932,0.23746685683727264,0.016066333279013634,0.23109963536262512,0.27410247921943665,0.15684141218662262,0.03977196291089058,0.23746685683727264,0.2655330300331116,0.1967470496892929,0.2542315125465393,0.2818225026130676
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
greater,0.16651363670825958,0.20582076907157898,0.2814446687698364,0.3338996469974518,0.34470728039741516,0.10574553161859512,0.26711440086364746,0.14605233073234558,0.10876672714948654,0.26627716422080994,-0.0074388193897902966,0.15353210270404816,0.2243008017539978,0.23037110269069672,0.11788910627365112,0.26627716422080994,0.2814446687698364,0.1868489533662796,0.22251631319522858,0.09723397344350815
than,0.2726525366306305,0.32178643345832825,0.3227543234825134,0.3676738440990448,0.33036211133003235,0.13764886558055878,0.39361441135406494,0.18976891040802002,0.203056201338768,0.3270052373409271,0.11725450307130814,0.24455735087394714,0.42539164423942566,0.2643722593784332,0.21065692603588104,0.3270052373409271,0.3227543234825134,0.27823129296302795,0.23617994785308838,0.24917294085025787
manchester,0.19011026620864868,0.09637688845396042,0.2647765576839447,0.14937232434749603,0.19117267429828644,0.08995965123176575,0.2305862158536911,0.09922240674495697,0.1782740354537964,0.23722787201404572,0.015333625487983227,0.11970270425081253,0.2352375090122223,0.18339528143405914,0.1178160160779953,0.23722787201404572,0.2647765576839447,0.19543367624282837,0.24170814454555511,0.1106586754322052
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
liverpool,0.18705447018146515,0.14504021406173706,0.214613139629364,0.11798366159200668,0.16104301810264587,0.176375612616539,0.24205148220062256,0.08391379565000534,0.15245592594146729,0.21965892612934113,-0.020361607894301414,0.07183396071195602,0.1584348976612091,0.18149350583553314,0.04610274359583855,0.21965892612934113,0.214613139629364,0.18780933320522308,0.20737317204475403,0.11240486055612564
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
below,0.2628045082092285,0.24444904923439026,0.2930138111114502,0.20526546239852905,0.23283669352531433,0.06386194378137589,0.2736442983150482,0.15423476696014404,0.1255481243133545,0.29600706696510315,0.052694518119096756,0.23699872195720673,0.41616520285606384,0.25686147809028625,0.21953663229942322,0.29600706696510315,0.2930138111114502,0.3230269253253937,0.35700687766075134,0.17692236602306366
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.2806292176246643,0.5052502155303955,0.13874579966068268,0.3739250600337982,0.22638265788555145,0.2718978226184845,0.539380669593811,0.03359675034880638,0.35192930698394775,0.5422310829162598,0.24012432992458344,0.3813284635543823,0.539380669593811,0.5829201340675354,0.290229469537735,0.23756103217601776,0.23916715383529663
handful,0.1972796469926834,0.18951480090618134,0.2290862649679184,0.23574617505073547,0.24861755967140198,0.21221446990966797,0.27026230096817017,0.10799559950828552,0.18602336943149567,0.16840678453445435,-0.006340055726468563,0.1793428212404251,0.2925664484500885,0.16696591675281525,0.16159918904304504,0.16840678453445435,0.2290862649679184,0.2576987147331238,0.19422383606433868,0.21969880163669586
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.326309472322464,1.0,0.2307819277048111,0.5116966962814331,0.27010029554367065,0.2718559205532074,0.5696388483047485,0.09709474444389343,0.3247257471084595,0.45148900151252747,0.22750063240528107,0.18112817406654358,0.5696388483047485,0.733189046382904,0.2211129516363144,0.1546982228755951,0.1826142966747284
historic,0.21678440272808075,0.12381141632795334,0.2829611599445343,0.1256430596113205,0.2833002209663391,0.1768539994955063,0.2125408798456192,0.13455110788345337,0.37074241042137146,0.3082408010959625,0.04575997218489647,0.15612271428108215,0.21958060562610626,0.24595651030540466,0.1356266438961029,0.3082408010959625,0.2829611599445343,0.18471814692020416,0.14643220603466034,0.09992891550064087
densely,0.29141202569007874,0.1461336612701416,0.33806583285331726,0.27227017283439636,0.3541527986526489,0.18734143674373627,0.3446198105812073,0.22885598242282867,0.2856754958629608,0.3320384919643402,0.01619402877986431,0.09731035679578781,0.27050888538360596,0.3482581377029419,0.12298443913459778,0.3320384919643402,0.33806583285331726,0.24467913806438446,0.1473197191953659,0.06828517466783524
occupied,0.23910054564476013,0.11664776504039764,0.3288927674293518,0.2760741412639618,0.3310187757015228,0.22209608554840088,0.26742085814476013,0.16805928945541382,0.2553989291191101,0.30793076753616333,0.04871220141649246,0.15704703330993652,0.2036164551973343,0.23574359714984894,0.005824783816933632,0.30793076753616333,0.3288927674293518,0.2179700881242752,0.12503209710121155,0.11679025739431381
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
arguably,0.2457537204027176,0.21995443105697632,0.3503933250904083,0.24257710576057434,0.28196096420288086,0.10801449418067932,0.3164381980895996,0.1256270557641983,0.14395412802696228,0.268486887216568,0.029798489063978195,0.25568175315856934,0.380049467086792,0.22975006699562073,0.17230787873268127,0.268486887216568,0.3503933250904083,0.1854889839887619,0.15674544870853424,0.213229700922966
overinflated,0.25157037377357483,0.22916923463344574,0.3665742874145508,0.30104687809944153,0.31124773621559143,0.12886929512023926,0.3728031814098358,0.1775805503129959,0.24830465018749237,0.3204985558986664,-0.023891102522611618,0.36285579204559326,0.36935967206954956,0.3096557855606079,0.23528514802455902,0.3204985558986664,0.3665742874145508,0.33517569303512573,0.292032927274704,0.15386471152305603
markets,0.2527520954608917,0.15201376378536224,0.23818166553974152,0.2080836445093155,0.17050357162952423,0.16382265090942383,0.2580149173736572,0.14177106320858002,0.24417906999588013,0.2811138927936554,0.16446825861930847,0.16596287488937378,0.16017229855060577,0.20289795100688934,0.11673485487699509,0.2811138927936554,0.23818166553974152,0.17388175427913666,0.289020836353302,0.11209505051374435
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2268213927745819,0.5696388483047485,0.24815475940704346,0.4954058527946472,0.22429603338241577,0.2622964382171631,1.0,0.08290185779333115,0.26728662848472595,0.45205554366111755,0.22181351482868195,0.20604541897773743,1.0,0.6662389636039734,0.19091330468654633,0.22041325271129608,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.2945463955402374,0.733189046382904,0.21652492880821228,0.5171257257461548,0.2538719177246094,0.2692612111568451,0.6662389636039734,0.07811610400676727,0.34150463342666626,0.6274310946464539,0.28435325622558594,0.21819381415843964,0.6662389636039734,1.0,0.2748313248157501,0.2854970097541809,0.22068053483963013
local,0.2570968568325043,0.11821071803569794,0.2130540907382965,0.18006129562854767,0.20668989419937134,0.152430459856987,0.2468787580728531,0.1432298868894577,0.1800597757101059,0.2223825752735138,0.07185862213373184,0.19175928831100464,0.2281547635793686,0.16273236274719238,0.17805400490760803,0.2223825752735138,0.2130540907382965,0.1681583970785141,0.22749342024326324,0.15022775530815125
authorities,0.23017098009586334,0.18869557976722717,0.2784515917301178,0.19764426350593567,0.2408684492111206,0.16057151556015015,0.2857656180858612,0.18375808000564575,0.2254573404788971,0.2868952453136444,0.08179452270269394,0.24320337176322937,0.2683684229850769,0.23323172330856323,0.14122916758060455,0.2868952453136444,0.2784515917301178,0.11068033427000046,0.2841583788394928,0.17285770177841187
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,-0.040194302797317505,-0.08807745575904846,0.0036589978262782097,-0.04625999182462692,-0.11118904501199722,-0.13473662734031677,0.020521078258752823,-0.178302600979805,-0.06976953893899918,-0.12672492861747742,-0.154653862118721,-0.051249612122774124,0.020521078258752823,-0.03403344005346298,-0.0825231671333313,0.06146963685750961,-0.07156077772378922
harrogate,0.2142842561006546,0.2094673365354538,0.19138553738594055,0.09510383754968643,0.17222554981708527,0.08376835286617279,0.2729209065437317,0.10064356029033661,0.2719837427139282,0.18553614616394043,-0.04429204389452934,0.14665569365024567,0.1828032284975052,0.24717263877391815,0.08479167520999908,0.18553614616394043,0.19138553738594055,0.12500852346420288,0.13922342658042908,0.1562594622373581
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
cheltenham,0.21778078377246857,0.12207312136888504,0.18594567477703094,0.14002437889575958,0.15026050806045532,0.176478773355484,0.2502085268497467,0.08932454884052277,0.311099648475647,0.23282000422477722,-0.083268903195858,0.17988738417625427,0.17537730932235718,0.21466784179210663,0.059141214936971664,0.23282000422477722,0.18594567477703094,0.12985076010227203,0.2303551584482193,0.09060408920049667
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
bath,0.21033336222171783,0.1836387813091278,0.1741502583026886,0.08887842297554016,0.22312796115875244,0.08082357794046402,0.25018802285194397,0.17618319392204285,0.2310415804386139,0.2252107709646225,0.016523059457540512,0.22621923685073853,0.15352027118206024,0.1917586326599121,0.11308202892541885,0.2252107709646225,0.1741502583026886,0.1867440789937973,0.18371573090553284,0.12758642435073853
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
inner,0.24444608390331268,0.15658505260944366,0.2790820598602295,0.20004789531230927,0.2847692370414734,0.14564819633960724,0.27754151821136475,0.12399422377347946,0.22744782269001007,0.22538623213768005,0.026839111000299454,0.16038323938846588,0.18882569670677185,0.2632143795490265,0.19664394855499268,0.22538623213768005,0.2790820598602295,0.22837603092193604,0.2284477949142456,0.10395674407482147
london,0.23023706674575806,0.15419085323810577,0.27034124732017517,0.13911542296409607,0.2159106284379959,0.10439220815896988,0.2868692874908447,0.12417132407426834,0.2593472898006439,0.2785358726978302,-0.042223457247018814,0.19517260789871216,0.2333558052778244,0.16217277944087982,0.1569826304912567,0.2785358726978302,0.27034124732017517,0.16302604973316193,0.18915317952632904,0.11278104782104492
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
hastings,0.1710701286792755,0.16607800126075745,0.29055723547935486,0.1307731717824936,0.27719053626060486,0.19299912452697754,0.2896152138710022,0.14703813195228577,0.11753573268651962,0.30078795552253723,0.01292731799185276,0.12225455045700073,0.16551606357097626,0.1912795454263687,0.0784885585308075,0.30078795552253723,0.29055723547935486,0.1183852031826973,0.14121808111667633,0.12590168416500092
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
brighton,0.25499072670936584,0.07023853063583374,0.28520357608795166,0.17520718276500702,0.23402844369411469,0.15269781649112701,0.2870940864086151,0.07950865477323532,0.2952826917171478,0.3261612057685852,-0.05905810371041298,0.09324069321155548,0.19285407662391663,0.24588634073734283,0.13466010987758636,0.3261612057685852,0.28520357608795166,0.15048065781593323,0.1708814650774002,0.13032378256320953
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
tunbridge,0.2746281921863556,0.1882638931274414,0.30094125866889954,0.18336868286132812,0.27010253071784973,0.16711826622486115,0.3345014154911041,0.16700874269008636,0.2887621223926544,0.3236851692199707,0.02359132468700409,0.1551418900489807,0.20569929480552673,0.25752902030944824,0.129235178232193,0.3236851692199707,0.30094125866889954,0.1512250006198883,0.14264903962612152,0.15352597832679749
wells,0.2892116904258728,0.16039343178272247,0.18364261090755463,0.16336721181869507,0.16743157804012299,0.08580441772937775,0.29822230339050293,0.18524597585201263,0.23920223116874695,0.19266776740550995,0.0448545478284359,0.13890106976032257,0.1160907968878746,0.24666622281074524,0.026186693459749222,0.19266776740550995,0.18364261090755463,0.13609519600868225,0.1900317370891571,0.12499259412288666
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2634446322917938,0.5352458953857422,0.2191859483718872,0.588965117931366,0.263176292181015,0.2632806897163391,0.5591574311256409,0.10024500638246536,0.32595527172088623,0.500583827495575,0.25463175773620605,0.23195341229438782,0.5591574311256409,0.5934505462646484,0.3150864541530609,0.2608385980129242,0.4130953550338745
