,which,english,sculptor,who,became,the,leading,portrait,sculptor,in,regency,era,britain,is,represented,in,the,v,&,a,collection,?
leighton,0.18539553880691528,0.20610438287258148,0.1270751655101776,0.179757222533226,0.18803316354751587,0.22797054052352905,0.23142370581626892,0.15079869329929352,0.1270751655101776,0.2492104470729828,0.13405963778495789,0.10269835591316223,0.22193722426891327,0.16037052869796753,0.1503181904554367,0.2492104470729828,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.20380839705467224,0.1328769028186798
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.18227480351924896,0.2745560109615326,0.24065124988555908,0.21218982338905334,0.24956922233104706,0.22395305335521698,0.25140711665153503,0.2745560109615326,0.29950597882270813,0.1639719158411026,0.09901726245880127,0.27756741642951965,0.14016306400299072,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.20781700313091278,0.10596195608377457
stevens,0.1418309062719345,0.1607079952955246,0.15080933272838593,0.22248466312885284,0.16467978060245514,0.2338823676109314,0.19076743721961975,0.17638446390628815,0.15080933272838593,0.22370873391628265,0.17330560088157654,0.09874443709850311,0.12017644941806793,0.13902032375335693,0.21871595084667206,0.22370873391628265,0.2338823676109314,0.07712474465370178,0.2814601957798004,0.17029376327991486,0.10720130801200867,0.12149069458246231
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.20158961415290833,0.22198690474033356,0.21867206692695618,0.26103657484054565,0.19299525022506714,0.23505409061908722,0.19678406417369843,0.2734895646572113,0.21867206692695618,0.21133768558502197,0.1518450379371643,0.15877756476402283,0.19599810242652893,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
brock,0.2133186161518097,0.184000164270401,0.1742752343416214,0.2690875828266144,0.23185329139232635,0.23602567613124847,0.1953786015510559,0.13652603328227997,0.1742752343416214,0.21951231360435486,0.1843073070049286,0.14518065750598907,0.2574044466018677,0.1580844521522522,0.19079622626304626,0.21951231360435486,0.23602567613124847,0.15399476885795593,0.29356899857521057,0.2361026108264923,0.12148472666740417,0.20300763845443726
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.18227480351924896,0.2745560109615326,0.24065124988555908,0.21218982338905334,0.24956922233104706,0.22395305335521698,0.25140711665153503,0.2745560109615326,0.29950597882270813,0.1639719158411026,0.09901726245880127,0.27756741642951965,0.14016306400299072,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.20781700313091278,0.10596195608377457
gilbert,0.14743243157863617,0.22667472064495087,0.21165476739406586,0.21537192165851593,0.20381280779838562,0.1988684982061386,0.19340118765830994,0.17596319317817688,0.21165476739406586,0.274740993976593,0.13599446415901184,0.10073065012693405,0.22283847630023956,0.15918461978435516,0.08621670305728912,0.274740993976593,0.1988684982061386,0.0880240648984909,0.1409744769334793,0.1668463498353958,0.17694438993930817,0.16105259954929352
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
george,0.16627563536167145,0.23678188025951385,0.1704731434583664,0.25805044174194336,0.21512429416179657,0.2510760426521301,0.21730609238147736,0.283491313457489,0.1704731434583664,0.18167929351329803,0.21675258874893188,0.12250576913356781,0.3373962342739105,0.14082063734531403,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.24794483184814453,0.1754932850599289,0.19503153860569,0.15784206986427307,0.1479024887084961
frampton,0.20094196498394012,0.3044353425502777,0.23438391089439392,0.1966015249490738,0.12945133447647095,0.2246433049440384,0.12219254672527313,0.16122666001319885,0.23438391089439392,0.16897821426391602,0.19431659579277039,0.14704346656799316,0.23578588664531708,0.16664987802505493,0.12418396025896072,0.16897821426391602,0.2246433049440384,0.19004034996032715,0.20053373277187347,0.20303113758563995,0.23374885320663452,0.14861302077770233
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
and,0.506277859210968,0.3409043252468109,0.1751534640789032,0.41279885172843933,0.31226563453674316,0.5171257257461548,0.34015700221061707,0.09115123003721237,0.1751534640789032,0.4954058527946472,0.23642197251319885,0.23158983886241913,0.3187123239040375,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
eric,0.07386601716279984,0.17296646535396576,0.20489352941513062,0.2717808485031128,0.1575174480676651,0.19322122633457184,0.09693220257759094,0.1964556723833084,0.20489352941513062,0.20329992473125458,0.11605580151081085,0.15706218779087067,0.1684553474187851,0.11592661589384079,0.14214129745960236,0.20329992473125458,0.19322122633457184,0.1121709793806076,0.15316863358020782,0.16092108190059662,0.10591458529233932,0.19776561856269836
gill,0.18554037809371948,0.22475992143154144,0.16778995096683502,0.14898455142974854,0.13693644106388092,0.20938324928283691,0.08063272386789322,0.20824480056762695,0.16778995096683502,0.14206278324127197,0.24352236092090607,0.06316358596086502,0.14422720670700073,0.1468893587589264,0.09625604003667831,0.14206278324127197,0.20938324928283691,0.0755445584654808,0.1556297242641449,0.15309084951877594,0.11781640350818634,0.07826332002878189
.,0.45942068099975586,0.2881386876106262,0.17693094909191132,0.3541337847709656,0.2806840240955353,0.5934505462646484,0.2186424434185028,0.19535772502422333,0.17693094909191132,0.5591574311256409,0.2348291426897049,0.1924184113740921,0.25750598311424255,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
