,who,designed,the,bronze,doors,used,as,the,main,entrance,to,the,museum,?
north,0.11026738584041595,0.16862216591835022,0.36298373341560364,0.18504489958286285,0.13036422431468964,0.14014680683612823,0.22670356929302216,0.36298373341560364,0.21772423386573792,0.20772407948970795,0.2743184268474579,0.36298373341560364,0.19029363989830017,0.11829731613397598
façade,0.10018911212682724,0.3648923337459564,0.33251336216926575,0.2968991994857788,0.31781241297721863,0.24202533066272736,0.17631953954696655,0.33251336216926575,0.26285991072654724,0.39240762591362,0.18702681362628937,0.33251336216926575,0.3074198365211487,0.14144746959209442
commemorating,0.15957437455654144,0.25175365805625916,0.36410441994667053,0.3477483093738556,0.13931693136692047,0.28488513827323914,0.17269282042980194,0.36410441994667053,0.1376180648803711,0.27068841457366943,0.18286433815956116,0.36410441994667053,0.2574792206287384,0.12969037890434265
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
great,0.24061277508735657,0.10176844149827957,0.2822027802467346,0.22995619475841522,0.16888022422790527,0.1311628669500351,0.18627990782260895,0.2822027802467346,0.191008523106575,0.17735491693019867,0.1880372017621994,0.2822027802467346,0.13316655158996582,0.13135133683681488
exhibition,0.1821725070476532,0.237386092543602,0.22614671289920807,0.2456359714269638,0.19063588976860046,0.09982286393642426,0.17535878717899323,0.22614671289920807,0.09056594967842102,0.2697589695453644,0.17194919288158417,0.22614671289920807,0.5163875222206116,0.11494685709476471
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
profits,0.19706478714942932,0.23673082888126373,0.2556864619255066,0.11635980010032654,0.1744021773338318,0.20437289774417877,0.1996382772922516,0.2556864619255066,0.1234070435166359,0.1475023776292801,0.3137185275554657,0.2556864619255066,0.17513035237789154,0.1589900553226471
from,0.27839982509613037,0.12069370597600937,0.40150508284568787,0.16964833438396454,0.10457995533943176,0.25821518898010254,0.3251767158508301,0.40150508284568787,0.22770823538303375,0.17725270986557007,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
which,0.3688730001449585,0.3073212206363678,0.6521818041801453,0.19257061183452606,0.2280818074941635,0.414506196975708,0.41006597876548767,0.6521818041801453,0.37042954564094543,0.2874296009540558,0.5345056653022766,0.6521818041801453,0.22731433808803558,0.25814583897590637
helped,0.36359652876853943,0.29711416363716125,0.3108886480331421,0.13462604582309723,0.130613312125206,0.31194666028022766,0.18649764358997345,0.3108886480331421,0.18144461512565613,0.12121586501598358,0.42226478457450867,0.3108886480331421,0.16977150738239288,0.16572049260139465
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.16390153765678406,0.19083057343959808,0.40058770775794983,0.42092081904411316,0.535392165184021,0.26116618514060974,0.24082104861736298,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
fund,0.23413541913032532,0.19175344705581665,0.25521403551101685,0.11123089492321014,0.1582600623369217,0.1265578418970108,0.2181423008441925,0.25521403551101685,0.11226125061511993,0.18973982334136963,0.23214511573314667,0.25521403551101685,0.22252309322357178,0.1883198469877243
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museum,0.14649315178394318,0.19523267447948456,0.24861779808998108,0.2092113196849823,0.15460798144340515,0.15161366760730743,0.15384963154792786,0.24861779808998108,0.12107153236865997,0.2587375044822693,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.14128351211547852
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2434660792350769,0.2020350694656372,0.3120402991771698,0.48816442489624023,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
this,0.3345087468624115,0.24903929233551025,0.6274310946464539,0.1411134898662567,0.13998349010944366,0.3996967375278473,0.43993282318115234,0.6274310946464539,0.3026203215122223,0.20677846670150757,0.5759071707725525,0.6274310946464539,0.19769281148910522,0.3155723512172699
is,0.24293622374534607,0.18406619131565094,0.5823672413825989,0.15866197645664215,0.166116401553154,0.3288823366165161,0.43216490745544434,0.5823672413825989,0.3009335994720459,0.23472779989242554,0.42745086550712585,0.5823672413825989,0.18299639225006104,0.22961433231830597
flanked,0.11431914567947388,0.2972884774208069,0.2716381251811981,0.14979542791843414,0.24702948331832886,0.19987301528453827,0.2135544717311859,0.2716381251811981,0.16568449139595032,0.31045815348625183,0.12060267478227615,0.2716381251811981,0.12559019029140472,0.04738264158368111
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.12452178448438644,0.19569125771522522,0.27705541253089905,0.3815547823905945,0.4408751428127289,0.21864338219165802,0.17967933416366577,0.33534231781959534,0.4408751428127289,0.15592984855175018,0.17966607213020325
terracotta,0.20448918640613556,0.2692287266254425,0.2803131341934204,0.49248018860816956,0.23412708938121796,0.3540372848510742,0.21771332621574402,0.2803131341934204,0.1655852049589157,0.3321555256843567,0.19796250760555267,0.2803131341934204,0.3033863604068756,0.11132478713989258
statue,0.2508201599121094,0.21862836182117462,0.21746210753917694,0.43860772252082825,0.2339628040790558,0.10152492672204971,0.1635221540927887,0.21746210753917694,0.17722854018211365,0.31935933232307434,0.19961439073085785,0.21746210753917694,0.38310307264328003,0.08672746270895004
groups,0.25027307868003845,0.03179258108139038,0.27790749073028564,0.08226393163204193,0.11788119375705719,0.2554233968257904,0.18660825490951538,0.27790749073028564,0.219434455037117,0.11700846999883652,0.24181967973709106,0.27790749073028564,0.18595896661281586,0.14349548518657684
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.12452178448438644,0.19569125771522522,0.27705541253089905,0.3815547823905945,0.4408751428127289,0.21864338219165802,0.17967933416366577,0.33534231781959534,0.4408751428127289,0.15592984855175018,0.17966607213020325
percival,0.3283923268318176,0.1851440668106079,0.2540544867515564,0.15262572467327118,0.173074409365654,0.18210062384605408,0.22684837877750397,0.2540544867515564,0.12732477486133575,0.1233019307255745,0.2815742492675781,0.2540544867515564,0.18563362956047058,0.14921654760837555
ball,0.18419332802295685,0.15638644993305206,0.18895584344863892,0.1797444373369217,0.17260630428791046,0.16646723449230194,0.15887176990509033,0.18895584344863892,0.09075047820806503,0.16313773393630981,0.2563202381134033,0.18895584344863892,0.10821889340877533,0.1766241192817688
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.21327440440654755,0.1942039579153061,0.33111312985420227,0.515582263469696,0.5934505462646484,0.31122034788131714,0.21017757058143616,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
