,who,is,the,costa,rican,president,that,went,to,harvard,?
former,0.25351381301879883,0.2175939530134201,0.2251449078321457,0.18980637192726135,0.17026863992214203,0.36106765270233154,0.138786181807518,0.15991024672985077,0.12857267260551453,0.16067221760749817,0.10570605844259262
pakistani,0.27780771255493164,0.16862337291240692,0.1908998042345047,0.18947577476501465,0.2791496813297272,0.18455573916435242,0.17302154004573822,0.0939754769206047,0.17523275315761566,0.14828617870807648,0.13618601858615875
prime,0.16031751036643982,0.16680827736854553,0.19960100948810577,0.11880245059728622,0.14692306518554688,0.4275011718273163,0.18163643777370453,0.12497898936271667,0.2015804797410965,0.20674090087413788,0.11276303976774216
minister,0.18775032460689545,0.15245889127254486,0.19297581911087036,0.12121423333883286,0.15079499781131744,0.4795275330543518,0.16440263390541077,0.16781321167945862,0.17637476325035095,0.2567567527294159,0.10825661569833755
benazir,0.3074609339237213,0.21275220811367035,0.2273171842098236,0.2597486972808838,0.22962556779384613,0.4030233919620514,0.1848309487104416,0.2042245715856552,0.23767398297786713,0.2063313126564026,0.2541450262069702
bhutto,0.27335524559020996,0.15270914137363434,0.1840330958366394,0.23715123534202576,0.19165970385074615,0.38748177886009216,0.17656488716602325,0.16156570613384247,0.18673430383205414,0.22748613357543945,0.18564504384994507
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.05787055939435959,0.028289271518588066,-0.05959305167198181,0.0633435994386673,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
u.,-0.06907453387975693,0.09768833220005035,0.21289505064487457,0.10337984561920166,0.005859335418790579,0.029639700427651405,-0.05196933075785637,0.08932892233133316,0.03670142590999603,0.045571401715278625,-0.06354963779449463
s.,0.05014374107122421,-0.06830571591854095,-0.04539619758725166,-0.11951369792222977,-0.15660108625888824,-0.11523573100566864,-0.043303828686475754,-0.0002318154729437083,-0.003180847968906164,-0.09851834177970886,0.07581593841314316
secretary,0.2019355148077011,0.14854203164577484,0.23160062730312347,0.15865537524223328,0.14826646447181702,0.5172431468963623,0.18073731660842896,0.18990440666675568,0.17736056447029114,0.3061186969280243,0.10113837569952011
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24671833217144012,0.20377452671527863,0.21610750257968903,0.41498205065727234,0.2527906000614166,0.41548454761505127,0.25842633843421936,0.1826142966747284
housing,0.18532173335552216,0.19461371004581451,0.24837790429592133,0.16513891518115997,0.18799008429050446,0.22491292655467987,0.22677946090698242,0.1658100038766861,0.2623659670352936,0.15344396233558655,0.11872038245201111
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22883391380310059,0.25500017404556274,0.23286236822605133,0.4731321930885315,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
urban,0.1702355444431305,0.21051234006881714,0.1482323557138443,0.15397298336029053,0.19791851937770844,0.10478495061397552,0.11472050845623016,0.10162508487701416,0.16544534265995026,0.1063862144947052,0.13119809329509735
development,0.15172652900218964,0.2293442040681839,0.3362044394016266,0.14314556121826172,0.1752890944480896,0.13996189832687378,0.2717459201812744,0.1359678953886032,0.27639102935791016,0.21002008020877838,0.1211358830332756
shaun,0.2084822803735733,0.13427424430847168,0.12615151703357697,0.13562418520450592,0.17295606434345245,0.1576661765575409,0.11604687571525574,0.18985550105571747,0.13544774055480957,0.17777517437934875,0.2251807302236557
donovan,0.2947670817375183,0.15700985491275787,0.16849657893180847,0.26121750473976135,0.33089232444763184,0.15408597886562347,0.14881105720996857,0.2239072471857071,0.16080038249492645,0.15602029860019684,0.1825685352087021
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.05787055939435959,0.028289271518588066,-0.05959305167198181,0.0633435994386673,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
canadian,0.24018310010433197,0.19504675269126892,0.2549104690551758,0.14028656482696533,0.34131041169166565,0.13042865693569183,0.19889208674430847,0.16297699511051178,0.1420166939496994,0.14797978103160858,0.10011322796344757
political,0.24357503652572632,0.15203817188739777,0.20477235317230225,0.2282954454421997,0.2700376808643341,0.30758240818977356,0.2016311138868332,0.19685131311416626,0.2065112292766571,0.2671944499015808,0.17130474746227264
leader,0.31168457865715027,0.14341628551483154,0.27799519896507263,0.09655173867940903,0.14706331491470337,0.35102391242980957,0.15228979289531708,0.20054073631763458,0.2050279974937439,0.1580597162246704,0.09527933597564697
michael,0.24782328307628632,0.1714853197336197,0.21768254041671753,0.1020156666636467,0.11953416466712952,0.14731059968471527,0.1575649231672287,0.20625321567058563,0.1299484521150589,0.16368213295936584,0.0667748749256134
ignatieff,0.2132408767938614,0.20436899363994598,0.21732860803604126,0.19350634515285492,0.205051988363266,0.3377159833908081,0.18987135589122772,0.12529723346233368,0.16209357976913452,0.356956422328949,0.18495823442935944
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.05787055939435959,0.028289271518588066,-0.05959305167198181,0.0633435994386673,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
pakistani,0.27780771255493164,0.16862337291240692,0.1908998042345047,0.18947577476501465,0.2791496813297272,0.18455573916435242,0.17302154004573822,0.0939754769206047,0.17523275315761566,0.14828617870807648,0.13618601858615875
members,0.3290669620037079,0.1897467076778412,0.3321719169616699,0.13624624907970428,0.12242322415113449,0.24681922793388367,0.2637958228588104,0.19020026922225952,0.26617446541786194,0.16409620642662048,0.10212311148643494
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24671833217144012,0.20377452671527863,0.21610750257968903,0.41498205065727234,0.2527906000614166,0.41548454761505127,0.25842633843421936,0.1826142966747284
provincial,0.15146031975746155,0.17749226093292236,0.2845842242240906,0.2663120627403259,0.2048240751028061,0.2127300351858139,0.1528005748987198,0.09481679648160934,0.1423754096031189,0.1303616762161255,0.11250471323728561
assembly,0.14239798486232758,0.20304200053215027,0.2524827718734741,0.22375629842281342,0.09007275104522705,0.3224588930606842,0.18815302848815918,0.05107196420431137,0.19874803721904755,0.15718480944633484,0.1488889455795288
murtaza,0.3234339952468872,0.22875764966011047,0.26195546984672546,0.24119731783866882,0.20441582798957825,0.33804792165756226,0.1771610677242279,0.18586279451847076,0.1962638795375824,0.15306556224822998,0.2285996526479721
bhutto,0.27335524559020996,0.15270914137363434,0.1840330958366394,0.23715123534202576,0.19165970385074615,0.38748177886009216,0.17656488716602325,0.16156570613384247,0.18673430383205414,0.22748613357543945,0.18564504384994507
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22883391380310059,0.25500017404556274,0.23286236822605133,0.4731321930885315,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
sanam,0.1635408103466034,0.21276381611824036,0.2212972342967987,0.25474512577056885,0.21276693046092987,0.25136715173721313,0.19386234879493713,0.18494091928005219,0.1951255351305008,0.18190248310565948,0.19970741868019104
bhutto,0.27335524559020996,0.15270914137363434,0.1840330958366394,0.23715123534202576,0.19165970385074615,0.38748177886009216,0.17656488716602325,0.16156570613384247,0.18673430383205414,0.22748613357543945,0.18564504384994507
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.05787055939435959,0.028289271518588066,-0.05959305167198181,0.0633435994386673,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
bangladesh,0.1657216101884842,0.20171146094799042,0.24954058229923248,0.24304908514022827,0.2159833312034607,0.25224044919013977,0.14787620306015015,0.1299782395362854,0.1766280233860016,0.16090896725654602,0.09765571355819702
minister,0.18775032460689545,0.15245889127254486,0.19297581911087036,0.12121423333883286,0.15079499781131744,0.4795275330543518,0.16440263390541077,0.16781321167945862,0.17637476325035095,0.2567567527294159,0.10825661569833755
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24671833217144012,0.20377452671527863,0.21610750257968903,0.41498205065727234,0.2527906000614166,0.41548454761505127,0.25842633843421936,0.1826142966747284
finance,0.20219723880290985,0.1709752231836319,0.26623332500457764,0.21160830557346344,0.13261279463768005,0.3701172471046448,0.19255021214485168,0.215607151389122,0.24419264495372772,0.268693208694458,0.1273542046546936
abul,0.1799582690000534,0.15136094391345978,0.17270125448703766,0.18613547086715698,0.19274106621742249,0.29558977484703064,0.1346297562122345,0.1251867413520813,0.09855606406927109,0.17585231363773346,0.15267497301101685
maal,0.1950482726097107,0.12888017296791077,0.14920730888843536,0.16807249188423157,0.1914772093296051,0.15815670788288116,0.13232608139514923,0.1937675178050995,0.10593316704034805,0.09990523755550385,0.16712725162506104
abdul,0.22614707052707672,0.14859671890735626,0.18942910432815552,0.1814107894897461,0.22887584567070007,0.27934354543685913,0.1348579078912735,0.1631477177143097,0.15893696248531342,0.18098190426826477,0.12218811362981796
muhith,0.33727604150772095,0.2575210630893707,0.33360180258750916,0.14620643854141235,0.14584502577781677,0.26688626408576965,0.3456000089645386,0.2285885065793991,0.3029975891113281,0.2383231520652771,0.2905566990375519
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.05787055939435959,0.028289271518588066,-0.05959305167198181,0.0633435994386673,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
president,0.22565458714962006,0.15443938970565796,0.24330610036849976,0.2818416655063629,0.2394489347934723,1.0000001192092896,0.19873183965682983,0.18015551567077637,0.21247753500938416,0.2796068787574768,0.14148259162902832
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24671833217144012,0.20377452671527863,0.21610750257968903,0.41498205065727234,0.2527906000614166,0.41548454761505127,0.25842633843421936,0.1826142966747284
puntland,0.2471727877855301,0.28907322883605957,0.29987892508506775,0.35274845361709595,0.26473644375801086,0.2094181925058365,0.24219971895217896,0.21178042888641357,0.2807350158691406,0.20245690643787384,0.21227920055389404
abdiweli,0.294941782951355,0.1732078343629837,0.26593533158302307,0.28159090876579285,0.2558750510215759,0.4246077835559845,0.1351148933172226,0.2654310464859009,0.17818424105644226,0.26749154925346375,0.1786893904209137
mohamed,0.23708727955818176,0.18303848803043365,0.18103867769241333,0.25296974182128906,0.23246990144252777,0.3653264045715332,0.1521254926919937,0.13706450164318085,0.10968703031539917,0.18649929761886597,0.15623904764652252
ali,0.2511599361896515,0.16249975562095642,0.21759866178035736,0.1839844435453415,0.19008639454841614,0.2741393446922302,0.13671909272670746,0.12071347236633301,0.1743808537721634,0.1383175253868103,0.12320320308208466
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.05787055939435959,0.028289271518588066,-0.05959305167198181,0.0633435994386673,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
u.s,0.024094920605421066,-0.06091627478599548,0.0010489047272130847,-0.015068268403410912,-0.07759279757738113,-0.00809856504201889,-0.09108953922986984,0.07337722927331924,-0.06169208884239197,0.09370832145214081,-0.03245445340871811
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.24743148684501648,0.19141456484794617,0.26255303621292114,0.4460422694683075,0.27773603796958923,0.4645031690597534,0.254516065120697,0.4130953550338745
