,what,organization,runs,the,satellite,that,measured,dust,that,landed,on,the,amazon,?
falls,0.1882239729166031,0.06825453788042068,0.29904234409332275,0.2708098292350769,0.09535422176122665,0.17870967090129852,0.15183322131633759,0.22196342051029205,0.17870967090129852,0.14827898144721985,0.2028466761112213,0.2708098292350769,0.21120955049991608,0.15918700397014618
on,0.34226128458976746,0.19383496046066284,0.2395537942647934,0.5107308030128479,0.2525777816772461,0.42569106817245483,0.20655377209186554,0.16006799042224884,0.42569106817245483,0.3289313316345215,0.9999999403953552,0.5107308030128479,0.27227091789245605,0.2714994251728058
the,0.42745697498321533,0.311172217130661,0.30832576751708984,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,0.2346910536289215,0.5473989248275757,0.2935211956501007,0.5107308030128479,1.0,0.260541707277298,0.22068053483963013
caribbean,0.15882912278175354,0.23535487055778503,0.11444725096225739,0.3009287416934967,0.1785028725862503,0.2131911814212799,0.16925199329853058,0.178861603140831,0.2131911814212799,0.22384624183177948,0.21686115860939026,0.3009287416934967,0.32314130663871765,0.13602977991104126
sea,0.19525039196014404,0.16592536866664886,0.17701174318790436,0.30363768339157104,0.2591049373149872,0.2267688512802124,0.21991097927093506,0.18881696462631226,0.2267688512802124,0.28861406445503235,0.2444533258676529,0.30363768339157104,0.2499135285615921,0.15551945567131042
",",0.3087472915649414,0.1819751113653183,0.22710935771465302,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.23566173017024994,0.4137537479400635,0.2338905930519104,0.49057599902153015,0.4933079481124878,0.2214922308921814,0.31091248989105225
past,0.3538547456264496,0.19294895231723785,0.22591055929660797,0.2747827172279358,0.08881145715713501,0.3592626452445984,0.18916353583335876,0.18746842443943024,0.3592626452445984,0.14249014854431152,0.19519099593162537,0.2747827172279358,0.10911105573177338,0.2598046660423279
75,0.07002212852239609,0.06556732207536697,-0.013161036185920238,0.06040945649147034,-0.054657384753227234,0.014643698930740356,-0.02813059464097023,-0.0782611295580864,0.014643698930740356,0.1093679666519165,-0.032974738627672195,0.06040945649147034,-0.049623820930719376,0.017522118985652924
degrees,0.2201736718416214,0.17789512872695923,0.18710801005363464,0.22473014891147614,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.10859503597021103,0.2528930604457855,0.12866748869419098,0.15918809175491333,0.22473014891147614,0.13714446127414703,0.1299446076154709
west,0.1946573108434677,0.13053402304649353,0.18220137059688568,0.32918402552604675,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.1870882660150528,0.14288705587387085,0.2183368057012558,0.22540061175823212,0.32918402552604675,0.138602152466774,0.12088293582201004
longitude,0.2653953433036804,0.10361194610595703,0.21954715251922607,0.2508544325828552,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.18386469781398773,0.2028481513261795,0.16986802220344543,0.20692728459835052,0.2508544325828552,0.15005739033222198,0.19342944025993347
.,0.3567904531955719,0.20656518638134003,0.2379940003156662,0.5934505462646484,0.16136173903942108,0.4460422694683075,0.2646089792251587,0.1864197701215744,0.4460422694683075,0.22276893258094788,0.49257001280784607,0.5934505462646484,0.262887567281723,0.4130953550338745
