,what,player,did,the,field,problem,at,levi,'s,stadium,affect,for,a,field,goal,in,week,six,of,the,regular,season,?
him,0.34912991523742676,0.2453635185956955,0.4290095865726471,0.39213326573371887,0.17112205922603607,0.22632555663585663,0.2474106401205063,0.18453527987003326,0.004161491058766842,0.14557886123657227,0.1215868592262268,0.34431272745132446,0.32137390971183777,0.17112205922603607,0.15816988050937653,0.2284061461687088,0.2952474057674408,0.2260318398475647,0.2764812409877777,0.39213326573371887,0.20992295444011688,0.1514175981283188,0.23943768441677094
to,0.455847829580307,0.17719191312789917,0.4452643394470215,0.535392165184021,0.2647967040538788,0.2502208352088928,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.2910311818122864,0.4451248347759247,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.45010748505592346,0.27498435974121094,0.2762264311313629,0.41548454761505127,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
slip,0.27143293619155884,0.18391579389572144,0.21692362427711487,0.24078814685344696,0.2041279524564743,0.22890634834766388,0.18958225846290588,0.052373889833688736,0.04653271287679672,0.12727349996566772,0.21202093362808228,0.1601601541042328,0.23211777210235596,0.2041279524564743,0.1297357976436615,0.15796400606632233,0.14887085556983948,0.12330445647239685,0.16469581425189972,0.24078814685344696,0.21704381704330444,0.08835623413324356,0.19108696281909943
and,0.31309178471565247,0.22685286402702332,0.34479495882987976,0.5171257257461548,0.26487240195274353,0.24328261613845825,0.3571503460407257,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.3258028030395508,0.5064792633056641,0.3739250600337982,0.26487240195274353,0.20885969698429108,0.4954058527946472,0.23252390325069427,0.3044111728668213,0.5116966962814331,0.5171257257461548,0.3054477870464325,0.2369309365749359,0.20544172823429108
miss,0.15348751842975616,0.15192928910255432,0.15212443470954895,0.15176062285900116,0.1418994665145874,0.157157763838768,0.2340155392885208,0.10321230441331863,0.0012329015880823135,0.07837405800819397,0.20565161108970642,0.13991275429725647,0.1587100327014923,0.1418994665145874,0.0739106610417366,0.2159871757030487,0.16433699429035187,0.13543452322483063,0.1681801825761795,0.15176062285900116,0.13921059668064117,0.2236272543668747,0.21144157648086548
a,0.3320399522781372,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2030690312385559,0.2605542540550232,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.20271271467208862,0.44038116931915283,1.0,0.2030690312385559,0.20853768289089203,0.539380669593811,0.20796456933021545,0.26189830899238586,0.5052502155303955,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
field,0.1825202852487564,0.1546873152256012,0.16789361834526062,0.2105809599161148,1.0,0.15637436509132385,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.18322373926639557,0.24342265725135803,0.2030690312385559,1.0,0.26796361804008484,0.20553018152713776,0.14238427579402924,0.12181156128644943,0.20410659909248352,0.2105809599161148,0.13018520176410675,0.16996100544929504,0.11279727518558502
goal,0.2571476101875305,0.3257410526275635,0.23877869546413422,0.2443244755268097,0.26796361804008484,0.20719395577907562,0.20931877195835114,0.1729503720998764,0.0441170372068882,0.21689622104167938,0.12986043095588684,0.2554558217525482,0.20853768289089203,0.26796361804008484,1.0000001192092896,0.2241991013288498,0.20475023984909058,0.1286126673221588,0.1838325709104538,0.2443244755268097,0.2551124691963196,0.23933489620685577,0.1964566856622696
",",0.3087472915649414,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.27645614743232727,0.23938199877738953,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.24902932345867157,0.4464869201183319,0.427140474319458,0.27645614743232727,0.2145523726940155,0.5201468467712402,0.3187089264392853,0.2737274467945099,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
although,0.24844598770141602,0.09973786771297455,0.29252153635025024,0.3265823423862457,0.17308564484119415,0.20371897518634796,0.32536768913269043,0.10843170434236526,0.06846998631954193,0.14878042042255402,0.21691937744617462,0.2825305759906769,0.29747897386550903,0.17308564484119415,0.08889370411634445,0.28763338923454285,0.1592159867286682,0.2318875789642334,0.3024747669696808,0.3265823423862457,0.239292174577713,0.19959141314029694,0.15541206300258636
the,0.42745697498321533,0.19900773465633392,0.34736719727516174,1.0,0.2105809599161148,0.24928659200668335,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.314972460269928,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.6662389636039734,0.28402599692344666,0.3614266812801361,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
field,0.1825202852487564,0.1546873152256012,0.16789361834526062,0.2105809599161148,1.0,0.15637436509132385,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.18322373926639557,0.24342265725135803,0.2030690312385559,1.0,0.26796361804008484,0.20553018152713776,0.14238427579402924,0.12181156128644943,0.20410659909248352,0.2105809599161148,0.13018520176410675,0.16996100544929504,0.11279727518558502
has,0.20338068902492523,0.2232464849948883,0.2124989777803421,0.4177538752555847,0.14050155878067017,0.19944548606872559,0.2743658423423767,0.10805345326662064,-0.040683966130018234,0.11947191506624222,0.23504148423671722,0.450642853975296,0.4670248031616211,0.14050155878067017,0.13079456984996796,0.4173259735107422,0.23024989664554596,0.30793946981430054,0.3909035325050354,0.4177538752555847,0.28579041361808777,0.19025994837284088,0.15994466841220856
not,0.5449194312095642,0.14681431651115417,0.6481515765190125,0.4310511648654938,0.22636151313781738,0.3932628929615021,0.22025953233242035,0.19568251073360443,0.002583299996331334,0.12905821204185486,0.38054031133651733,0.39280617237091064,0.3791346549987793,0.22636151313781738,0.22583067417144775,0.3403114080429077,0.27548789978027344,0.20696961879730225,0.3307090103626251,0.4310511648654938,0.32403507828712463,0.19720205664634705,0.41942933201789856
had,0.23849567770957947,0.12922927737236023,0.540525496006012,0.3875846862792969,0.14218349754810333,0.24057772755622864,0.3288320302963257,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.19675801694393158,0.3270139992237091,0.34897568821907043,0.14218349754810333,0.17518562078475952,0.385026752948761,0.2735011875629425,0.3450642228126526,0.37755560874938965,0.3875846862792969,0.2647917866706848,0.1978970468044281,0.20728366076946259
any,0.43670421838760376,0.13901761174201965,0.37563082575798035,0.4525727927684784,0.261947900056839,0.40565699338912964,0.2206675112247467,0.04334890842437744,0.09017360955476761,0.12602420151233673,0.3798917233943939,0.3944643437862396,0.45031747221946716,0.261947900056839,0.16673825681209564,0.3135753571987152,0.2363753318786621,0.28779688477516174,0.3769088089466095,0.4525727927684784,0.3560146391391754,0.18460102379322052,0.4113408327102661
major,0.21026742458343506,0.1840788722038269,0.20997437834739685,0.31775903701782227,0.24071118235588074,0.22013241052627563,0.1983424723148346,0.08974981307983398,-0.010959804058074951,0.13614912331104279,0.22639350593090057,0.23592928051948547,0.22990699112415314,0.24071118235588074,0.14922600984573364,0.3249945342540741,0.19884440302848816,0.17684394121170044,0.2641255557537079,0.31775903701782227,0.2418879121541977,0.18678982555866241,0.19788557291030884
issues,0.33279702067375183,0.07696370780467987,0.22840259969234467,0.2638932764530182,0.17684774100780487,0.5474743843078613,0.21672987937927246,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.34918686747550964,0.27617812156677246,0.24391965568065643,0.17684774100780487,0.1370590776205063,0.17748555541038513,0.2869211435317993,0.13010580837726593,0.2288406491279602,0.2638932764530182,0.2018585503101349,0.09879474341869354,0.320565789937973
since,0.29783400893211365,0.16642019152641296,0.27613121271133423,0.4054957628250122,0.18423445522785187,0.2826496660709381,0.3096075654029846,0.07723598182201385,-0.04899144917726517,0.21743766963481903,0.26570749282836914,0.36751601099967957,0.3303585946559906,0.18423445522785187,0.14973147213459015,0.4325680434703827,0.28058603405952454,0.29232925176620483,0.35513219237327576,0.4054957628250122,0.2647797167301178,0.25668418407440186,0.2876587212085724
.,0.3567904531955719,0.22491109371185303,0.35288307070732117,0.5934505462646484,0.23224417865276337,0.22562150657176971,0.4549728035926819,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.2787342071533203,0.4726039469242096,0.50484299659729,0.23224417865276337,0.19919876754283905,0.5591574311256409,0.2804736793041229,0.3090869188308716,0.5352458953857422,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4130953550338745
