,what,is,the,name,of,the,american,writer,and,satirist,who,is,also,a,university,alumni,?
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.22180068492889404,0.14383116364479065,0.5116966962814331,0.18454113602638245,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.1826142966747284
comparative,0.2721925973892212,0.23650600016117096,0.2733505070209503,0.12034686654806137,0.36487650871276855,0.2733505070209503,0.2749902009963989,0.23261196911334991,0.30078738927841187,0.2393610179424286,0.13030438125133514,0.23650600016117096,0.25435709953308105,0.3079051971435547,0.3677353858947754,0.3050375282764435,0.13785050809383392
literature,0.22505109012126923,0.19709013402462006,0.2611817419528961,0.18012194335460663,0.25150051712989807,0.2611817419528961,0.1635938584804535,0.46857181191444397,0.24233996868133545,0.39742398262023926,0.17303262650966644,0.19709013402462006,0.21301308274269104,0.20094743371009827,0.3312032222747803,0.2678532302379608,0.2043706774711609
richard,0.19329693913459778,0.13580143451690674,0.2087954580783844,0.08433470129966736,0.2227524220943451,0.2087954580783844,0.3027588129043579,0.23381146788597107,0.22443673014640808,0.28597813844680786,0.27835920453071594,0.13580143451690674,0.11280373483896255,0.243032768368721,0.20484180748462677,0.16398552060127258,0.15003317594528198
rorty,0.2009391486644745,0.18207675218582153,0.20999492704868317,0.18386079370975494,0.24540448188781738,0.20999492704868317,0.3761935532093048,0.2954164445400238,0.2893863320350647,0.35378000140190125,0.2827223539352417,0.18207675218582153,0.21701669692993164,0.22930727899074554,0.23012080788612366,0.17833161354064941,0.19832539558410645
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.2910175621509552,0.6633074283599854,0.2936447560787201,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.32290002703666687,0.2668316066265106,1.0,0.2706701457500458,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.20544172823429108
american,0.1909721940755844,0.1853146106004715,0.24562937021255493,0.14227524399757385,0.22180068492889404,0.24562937021255493,1.0000001192092896,0.3970806896686554,0.32290002703666687,0.372539758682251,0.3093835413455963,0.1853146106004715,0.2794059216976166,0.22026167809963226,0.22128956019878387,0.2632140517234802,0.18877598643302917
writer,0.16903695464134216,0.20482608675956726,0.1583879292011261,0.12263179570436478,0.14383116364479065,0.1583879292011261,0.3970806896686554,1.0,0.2668316066265106,0.6783248782157898,0.26322856545448303,0.20482608675956726,0.2242792397737503,0.2671267092227936,0.23285196721553802,0.17393293976783752,0.1860569268465042
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.32290002703666687,0.2668316066265106,1.0,0.2706701457500458,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.20544172823429108
satirist,0.18590421974658966,0.21523024141788483,0.1841963529586792,0.17093738913536072,0.18454113602638245,0.1841963529586792,0.372539758682251,0.6783248782157898,0.2706701457500458,0.9999999403953552,0.29177436232566833,0.21523024141788483,0.22290877997875214,0.2823449969291687,0.19111210107803345,0.15734118223190308,0.15970928966999054
kurt,0.18228678405284882,0.12921597063541412,0.18562473356723785,0.11192414909601212,0.13749372959136963,0.18562473356723785,0.26451435685157776,0.22900286316871643,0.23327727615833282,0.24867691099643707,0.23715610802173615,0.12921597063541412,0.17965853214263916,0.14923685789108276,0.15340936183929443,0.16395962238311768,0.12989398837089539
vonnegut,0.24060240387916565,0.2097141444683075,0.3090161979198456,0.20409689843654633,0.2338576316833496,0.3090161979198456,0.3132864832878113,0.33411505818367004,0.31406354904174805,0.367770254611969,0.3473137617111206,0.2097141444683075,0.24522556364536285,0.2767588794231415,0.26057925820350647,0.19138860702514648,0.11675059795379639
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.1369791477918625,0.052186526358127594,0.48576638102531433,0.05889149382710457,0.27294138073921204,0.5330929756164551,0.4565894305706024,0.265255331993103,0.16609783470630646,0.18962770700454712,0.24591213464736938
notable,0.31026893854141235,0.20672309398651123,0.20948168635368347,0.23603951930999756,0.1985267549753189,0.20948168635368347,0.23666658997535706,0.15031026303768158,0.18581628799438477,0.20768506824970245,0.23320899903774261,0.20672309398651123,0.2548656165599823,0.21731382608413696,0.11267898231744766,0.3171335458755493,0.31928157806396484
alumni,0.11965817958116531,0.13451172411441803,0.22524002194404602,0.13829806447029114,0.27771928906440735,0.22524002194404602,0.2632140517234802,0.17393293976783752,0.19591780006885529,0.15734118223190308,0.1722409725189209,0.13451172411441803,0.22353194653987885,0.15357637405395508,0.5021953582763672,1.0,0.130934476852417
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.29108086228370667,0.1906910538673401,0.588965117931366,0.20065130293369293,0.3541337847709656,0.4569662809371948,0.49166762828826904,0.50484299659729,0.290679007768631,0.2471552938222885,0.4130953550338745
