,which,famous,dutch,artist,who,painted,the,night,watch,is,represented,in,the,drawings,collection,of,the,v,&,a,?
edwin,0.13674814999103546,0.12012460082769394,0.17790226638317108,0.14344654977321625,0.27714595198631287,0.11255268007516861,0.19826023280620575,0.12776964902877808,0.1649949550628662,0.1269298642873764,0.11516810953617096,0.1589140146970749,0.19826023280620575,0.17634046077728271,0.12794066965579987,0.1521919071674347,0.19826023280620575,0.10939733684062958,0.11553803086280823,0.16274982690811157,0.1910800039768219
henry,0.16498084366321564,0.20166604220867157,0.16008009016513824,0.14896433055400848,0.29137110710144043,0.16535735130310059,0.2542637586593628,0.10058557242155075,0.15789999067783356,0.17977802455425262,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.16041259467601776,0.230765700340271,0.2390729784965515,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.16836383938789368
landseer,0.20276670157909393,0.2552631199359894,0.28404077887535095,0.2724803388118744,0.2648264467716217,0.2857362926006317,0.3042328953742981,0.1278424710035324,0.1368265151977539,0.24270547926425934,0.18592044711112976,0.29278597235679626,0.3042328953742981,0.24381119012832642,0.1601874977350235,0.28116604685783386,0.3042328953742981,0.14143866300582886,0.12408410757780075,0.2875571846961975,0.14386266469955444
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
lord,0.14450834691524506,0.17277714610099792,0.1522911787033081,0.11546678841114044,0.25294241309165955,0.09475937485694885,0.2489406019449234,0.15304537117481232,0.12020846456289291,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.1440519094467163,0.10136507451534271,0.20127125084400177,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.09544310718774796
frederic,0.12168190628290176,0.15639135241508484,0.2029605507850647,0.23585015535354614,0.2182326465845108,0.27973243594169617,0.20718425512313843,0.1866181343793869,0.07327746599912643,0.12632788717746735,0.10221223533153534,0.22266332805156708,0.20718425512313843,0.25684797763824463,0.22178559005260468,0.2330915480852127,0.20718425512313843,0.18278957903385162,0.15453018248081207,0.20821769535541534,0.17339737713336945
leighton,0.18539553880691528,0.14811037480831146,0.14782069623470306,0.11497236043214798,0.179757222533226,0.12982851266860962,0.22797054052352905,0.1265362799167633,0.15583916008472443,0.16037052869796753,0.1503181904554367,0.2492104470729828,0.22797054052352905,0.14439019560813904,0.20380839705467224,0.1484784036874771,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.1328769028186798
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
sir,0.16247086226940155,0.2768409848213196,0.1817169040441513,0.15476268529891968,0.24442657828330994,0.21838611364364624,0.20237073302268982,0.16075977683067322,0.1475573480129242,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.13647843897342682,0.14995771646499634,0.17569157481193542,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.10503887385129929
samuel,0.11138984560966492,0.27291417121887207,0.17391976714134216,0.19072075188159943,0.261510968208313,0.1705312877893448,0.15008985996246338,0.14783233404159546,0.14785663783550262,0.11145944148302078,0.08915358781814575,0.20420196652412415,0.15008985996246338,0.10266450047492981,0.18018369376659393,0.08824485540390015,0.15008985996246338,0.16941829025745392,0.13068073987960815,0.19971542060375214,0.09954892843961716
luke,0.2266652137041092,0.12456356734037399,0.12327209860086441,0.22059212625026703,0.2952806353569031,0.15877637267112732,0.22767658531665802,0.2063833773136139,0.13204272091388702,0.18218910694122314,0.09694335609674454,0.15941882133483887,0.22767658531665802,0.13659816980361938,0.0727841854095459,0.16313156485557556,0.22767658531665802,0.023383617401123047,0.1549336314201355,0.16508035361766815,0.07725545018911362
fildes,0.33308276534080505,0.1950521320104599,0.216328963637352,0.20964522659778595,0.21441441774368286,0.2706643342971802,0.3590722680091858,0.18618769943714142,0.17086322605609894,0.30307772755622864,0.2168898731470108,0.2780035138130188,0.3590722680091858,0.3067183792591095,0.21975375711917877,0.3259800970554352,0.3590722680091858,0.18705527484416962,0.1270792931318283,0.31435149908065796,0.3187989890575409
and,0.506277859210968,0.2970265746116638,0.26873692870140076,0.20686885714530945,0.41279885172843933,0.22326073050498962,0.5171257257461548,0.2350444346666336,0.28016096353530884,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.26347166299819946,0.2379438579082489,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
aubrey,0.12749715149402618,0.26415789127349854,0.19822096824645996,0.311353474855423,0.23541738092899323,0.2751269042491913,0.25933611392974854,0.156794473528862,0.1306571662425995,0.15951643884181976,0.07017255574464798,0.24788512289524078,0.25933611392974854,0.299088716506958,0.18424737453460693,0.22284716367721558,0.25933611392974854,0.09916000068187714,0.18864913284778595,0.23241885006427765,0.23509591817855835
beardsley,0.13270333409309387,0.295114129781723,0.19246365129947662,0.32115939259529114,0.28871461749076843,0.34006428718566895,0.18750111758708954,0.11676988005638123,0.17678648233413696,0.20512516796588898,0.20490606129169464,0.19607867300510406,0.18750111758708954,0.40729689598083496,0.22690579295158386,0.23392561078071594,0.18750111758708954,0.1650446355342865,0.16976086795330048,0.2667388319969177,0.24698640406131744
.,0.45942068099975586,0.2322506159543991,0.2196396291255951,0.22495654225349426,0.3541337847709656,0.20401738584041595,0.5934505462646484,0.24810922145843506,0.24653306603431702,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.27177804708480835,0.2516246736049652,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
