,what,company,paid,for,a,super,bowl,50,ad,to,show,a,trailer,of,x-men,:,apocalypse,?
bourne,0.06116512417793274,0.22384902834892273,0.16901035606861115,0.14333486557006836,0.17131492495536804,0.04500928521156311,0.13936516642570496,0.019677050411701202,0.032381635159254074,0.12953627109527588,0.19894182682037354,0.17131492495536804,0.1459893137216568,0.1349729299545288,0.2242768555879593,-0.05874411389231682,0.2622421085834503,0.059104710817337036
and,0.31309178471565247,0.23788511753082275,0.23595960438251495,0.5064792633056641,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1829509735107422,0.48971283435821533,0.3455478549003601,0.3739250600337982,0.1914048194885254,0.5116966962814331,0.27407917380332947,-0.04625999182462692,0.19618673622608185,0.20544172823429108
disney,0.19632026553153992,0.29213109612464905,0.17091912031173706,0.16913838684558868,0.21907898783683777,0.17334483563899994,0.13802848756313324,0.0435783825814724,0.08277987688779831,0.23984374105930328,0.29615774750709534,0.21907898783683777,0.30948948860168457,0.19926400482654572,0.09801658242940903,-0.061742328107357025,0.23239079117774963,0.22150784730911255
paid,0.254770964384079,0.276852548122406,1.0,0.29203978180885315,0.19037166237831116,0.06850399821996689,0.16991259157657623,-0.04706486314535141,0.15105894207954407,0.2345556914806366,0.17945237457752228,0.19037166237831116,0.17094449698925018,0.22769756615161896,0.26516199111938477,-0.031136125326156616,0.08944745361804962,0.20964482426643372
for,0.3017193675041199,0.25874319672584534,0.29203978180885315,0.9999999403953552,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.09682639688253403,0.4451248347759247,0.3141973614692688,0.44038116931915283,0.1980103701353073,0.4185989499092102,0.21549175679683685,-0.02522280067205429,0.14751319587230682,0.264628142118454
captain,0.18077895045280457,0.24685730040073395,0.20191974937915802,0.19187527894973755,0.17206890881061554,0.22672757506370544,0.1352744996547699,0.055044930428266525,0.08513590693473816,0.19193781912326813,0.15716081857681274,0.17206890881061554,0.12709511816501617,0.12030947953462601,0.26248446106910706,-0.01690843142569065,0.16690374910831451,0.12160754203796387
america,0.2517423629760742,0.18648169934749603,0.15497931838035583,0.243271604180336,0.22012436389923096,0.17941345274448395,0.1506969928741455,-0.013632474467158318,0.15242385864257812,0.2636699676513672,0.2167469561100006,0.22012436389923096,0.21623951196670532,0.28803038597106934,0.15163306891918182,-0.0727887898683548,0.18919365108013153,0.19333907961845398
:,-0.12022944539785385,-0.048184167593717575,-0.031136125326156616,-0.02522280067205429,-0.0007584693375974894,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.06002218648791313,-0.09243495017290115,-0.08633632957935333,-0.0007584693375974894,-0.10141312330961227,-0.08807745575904846,0.061577148735523224,1.0000001192092896,-0.046261247247457504,-0.07156077772378922
civil,0.15091551840305328,0.14509662985801697,0.17700506746768951,0.1685788929462433,0.21693918108940125,0.11822199821472168,0.1388452649116516,-0.04012472182512283,0.22684848308563232,0.2019355595111847,0.09700746834278107,0.21693918108940125,0.11938820779323578,0.24698495864868164,0.20365972816944122,-0.03979278728365898,0.09142795205116272,0.1494513899087906
war,0.22516006231307983,0.2111414521932602,0.18342895805835724,0.22632956504821777,0.2368277609348297,0.18514211475849152,0.24981583654880524,-0.051877643913030624,0.09956315159797668,0.2610234022140503,0.13999536633491516,0.2368277609348297,0.20499840378761292,0.31680163741111755,0.2417246252298355,0.020928869023919106,0.28373613953590393,0.15510529279708862
",",0.3087472915649414,0.2697763442993164,0.18092423677444458,0.4464869201183319,0.427140474319458,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.21154692769050598,0.44245919585227966,0.31928569078445435,0.427140474319458,0.20151035487651825,0.4946078956127167,0.21719399094581604,-0.004729332868009806,0.23481988906860352,0.31091248989105225
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
jungle,0.1957641839981079,0.18447431921958923,0.21308937668800354,0.19174140691757202,0.21259497106075287,0.19263805449008942,0.15658722817897797,0.06763115525245667,0.10166164487600327,0.14029043912887573,0.1603563278913498,0.21259497106075287,0.3153095245361328,0.1431581974029541,0.19254884123802185,-0.1240730732679367,0.2601589262485504,0.14855629205703735
book,0.2872225046157837,0.13248346745967865,0.1491771936416626,0.22091296315193176,0.19186489284038544,0.13728712499141693,0.16094686090946198,0.02488129772245884,0.22103798389434814,0.20275522768497467,0.22815130650997162,0.19186489284038544,0.22744227945804596,0.22602593898773193,0.17371796071529388,-0.11136190593242645,0.3937269449234009,0.20572158694267273
and,0.31309178471565247,0.23788511753082275,0.23595960438251495,0.5064792633056641,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.1829509735107422,0.48971283435821533,0.3455478549003601,0.3739250600337982,0.1914048194885254,0.5116966962814331,0.27407917380332947,-0.04625999182462692,0.19618673622608185,0.20544172823429108
alice,0.19639728963375092,0.18949483335018158,0.11509614437818527,0.14588850736618042,0.23261485993862152,0.0932968258857727,0.04757571220397949,-0.07103106379508972,0.09745512902736664,0.1973392218351364,0.21448099613189697,0.23261485993862152,0.28642067313194275,0.17534750699996948,0.14022885262966156,-0.1574746072292328,0.14660561084747314,0.1645866334438324
through,0.23167094588279724,0.16661769151687622,0.13909763097763062,0.3172857463359833,0.3399752974510193,0.1291290819644928,0.156644806265831,0.008293643593788147,0.1048193871974945,0.4062686562538147,0.20850101113319397,0.3399752974510193,0.21355906128883362,0.3647414743900299,0.1382986307144165,-0.08687232434749603,0.12647733092308044,0.16913433372974396
the,0.42745697498321533,0.26591673493385315,0.22871042788028717,0.4739971458911896,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.24233382940292358,0.535392165184021,0.319829523563385,0.5829201340675354,0.25035014748573303,0.733189046382904,0.27345529198646545,-0.03403344005346298,0.3059094250202179,0.22068053483963013
looking,0.39359530806541443,0.12834398448467255,0.24992325901985168,0.3032892048358917,0.28227508068084717,0.16110338270664215,0.12477017939090729,0.00902253482490778,0.1609182357788086,0.31572988629341125,0.2462538331747055,0.28227508068084717,0.17106106877326965,0.23140966892242432,0.1619926393032074,-0.14861547946929932,0.12953317165374756,0.2733345925807953
glass,0.13572539389133453,0.18031498789787292,0.14778639376163483,0.2755418121814728,0.2592375874519348,0.10992680490016937,0.28697285056114197,-0.01688404195010662,0.10129747539758682,0.2111847698688507,0.16057263314723969,0.2592375874519348,0.16904562711715698,0.24470314383506775,0.1777769923210144,-0.051636703312397,0.20731015503406525,0.1252557635307312
.,0.3567904531955719,0.266353577375412,0.22304166853427887,0.4726039469242096,0.50484299659729,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2654629051685333,0.4645031690597534,0.3016606271266937,0.50484299659729,0.1708780825138092,0.5352458953857422,0.19743280112743378,-0.062034789472818375,0.19066594541072845,0.4130953550338745
